chrom	pos	Teo_JRIAL2T	Teo_JRIAL2S	Teo_JRIAL2R	Teo_JRIAL2Q	Teo_JRIAL2P	Teo_JRIAL2O	Teo_JRIAL2N	Teo_JRIAL2M	Teo_JRIAL2L	Teo_JRIAL2K	Teo_JRIAL2J	Teo_JRIAL2I	Teo_JRIAL2H	Teo_JRIAL2G	Teo_JRIAL2F	Teo_JRIAL2E	Teo_JRIAL2D	Teo_JRIAL2C	Teo_JRIAL2B	Teo_JRIAL2A	Maize_A632	Maize_B37	Maize_B73	Maize_B97	Maize_CML322	Maize_HP301	Maize_IL14	Maize_LH82	Maize_LH123HT	Maize_Mo17	Maize_Oh43	Maize_P39	Maize_PHZ51	Maize_Tx303
1	270513647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270513648	NA	0.714285714285714	1	1	1	1	0	NA	1	1	1	1	NA	0.666666666666667	0.833333333333333	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA
1	270513649	NA	0.916666666666667	NA	1	0.888888888888889	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.909090909090909	1	NA	0.833333333333333	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1	270513656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270513657	NA	0.714285714285714	1	1	NA	1	0.5	1	1	1	1	0.714285714285714	NA	1	1	NA	NA	0.833333333333333	NA	NA	0.75	NA	NA	1	NA	1	0.8	NA	1	1	NA	NA	NA	NA
1	270513658	1	NA	0.888888888888889	1	1	NA	NA	NA	1	0.5	NA	NA	NA	1	NA	0.909090909090909	1	NA	0.8	1	0.75	0.8	NA	1	NA	NA	1	0.666666666666667	0.888888888888889	1	NA	0.333333333333333	0.833333333333333	1
1	270513688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270513689	NA	0.8	1	1	1	1	1	NA	1	0.8	1	1	NA	0.666666666666667	1	NA	NA	1	1	NA	1	0.5	NA	0.5	NA	1	1	NA	NA	1	NA	NA	NA	NA
1	270513690	1	NA	NA	0.6	1	NA	NA	NA	NA	1	0.75	0.833333333333333	NA	NA	1	1	1	1	0.666666666666667	1	NA	NA	NA	0.818181818181818	NA	1	0.888888888888889	0.75	1	NA	NA	1	0.8	1
1	270513865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270513866	1	1	1	NA	1	1	1	1	0.5	1	NA	1	NA	1	0.857142857142857	0.833333333333333	NA	1	1	0.833333333333333	1	0.666666666666667	NA	0.8	NA	1	0.818181818181818	1	1	1	NA	1	1	NA
1	270513867	NA	0.875	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	0.8	NA	0.8	NA	1	NA	NA	NA	NA	NA	0.777777777777778	NA	NA	1	0.888888888888889	0.666666666666667	1	NA	NA	1
1	270513882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270513883	NA	1	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
1	270513884	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
1	270513886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270513887	1	1	1	1	0.714285714285714	1	0.666666666666667	0.875	1	1	1	0.666666666666667	NA	0.875	1	1	NA	0.5	0.875	1	1	1	NA	0.833333333333333	NA	1	0.909090909090909	1	1	1	NA	1	1	NA
1	270513888	NA	NA	1	1	NA	NA	NA	NA	1	1	NA	1	1	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.75	1	1	NA	1	NA	NA	1	NA	1	1
1	270513892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270513893	1	1	1	0.666666666666667	1	1	0.666666666666667	0.888888888888889	0.75	1	1	1	NA	1	0.833333333333333	1	0.5	1	0.833333333333333	1	1	1	NA	0.833333333333333	NA	1	0.727272727272727	1	1	1	NA	1	1	NA
1	270513894	NA	1	1	1	1	0.857142857142857	NA	NA	0.888888888888889	1	NA	NA	1	0.666666666666667	1	NA	0.75	NA	1	NA	1	NA	NA	1	0.875	NA	NA	1	1	1	1	1	1	1
1	270513926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270513927	1	1	NA	0.666666666666667	1	1	1	NA	0.5	1	1	1	1	0.666666666666667	0.5	0.875	NA	0.857142857142857	NA	1	1	1	NA	1	NA	0.833333333333333	0.75	0.625	0.875	0.666666666666667	NA	1	1	NA
1	270513928	NA	NA	NA	NA	1	1	NA	NA	0.909090909090909	1	1	0.666666666666667	NA	0.75	1	1	0.666666666666667	NA	NA	NA	1	NA	NA	1	1	NA	NA	1	1	NA	0.833333333333333	NA	1	0.6
1	270513963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270513964	NA	1	NA	1	NA	1	1	0.875	1	1	0.8	1	1	1	0.8	1	NA	1	1	0.75	1	0.8	NA	1	NA	1	0.75	0.857142857142857	1	1	NA	0.5	0.75	NA
1	270513965	NA	NA	1	NA	NA	1	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	1	1	1	1	0.8	1	NA	0.833333333333333	NA	1	1	1	NA	1	NA	NA	1
1	270513969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270513970	NA	1	NA	1	0.333333333333333	0.833333333333333	1	1	1	1	0.5	1	1	1	0.8	1	NA	0.9	1	0.75	0.833333333333333	0.8	NA	1	NA	1	0.5	1	1	0.857142857142857	NA	0.666666666666667	1	NA
1	270513971	NA	1	1	NA	1	NA	NA	NA	1	1	0.833333333333333	NA	NA	NA	NA	1	1	1	0.8	1	NA	NA	1	1	1	NA	1	1	1	1	1	NA	NA	1
1	270513997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270513998	1	0.666666666666667	1	1	0.666666666666667	1	0.666666666666667	0.8	0.5	1	0.8	0.75	0.666666666666667	1	0.8	0.9	NA	0.9	1	0.75	1	1	1	1	NA	1	1	1	1	0.75	NA	0.666666666666667	1	NA
1	270513999	NA	1	1	1	0.8	0.833333333333333	NA	NA	1	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0.714285714285714	NA	NA	0.857142857142857	NA	0.333333333333333	0.75	1	0.75	0.833333333333333	1	0.6	0.75
1	270514041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514042	NA	1	1	1	1	1	NA	NA	1	1	0.857142857142857	NA	NA	0.75	1	1	0.666666666666667	0.857142857142857	1	NA	0.75	0.833333333333333	1	1	NA	0.333333333333333	0.8	1	1	0.714285714285714	NA	0.75	1	NA
1	270514043	1	NA	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	1	0.75	NA	1	0.833333333333333	1	NA	1	1	1	1	1	1
1	270514044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514045	NA	1	1	1	1	1	1	0.75	1	0.857142857142857	1	1	1	1	0.6	0.875	0.666666666666667	1	1	0.5	1	0.8	1	1	NA	0.5	1	1	0.666666666666667	1	NA	1	1	NA
1	270514046	1	0.75	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	0.857142857142857	0.75	1	NA	1	NA	NA	1	1	NA	NA	1	NA	NA	1	0.8	0.5	1	NA	0.833333333333333	1
1	270514084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514085	0.5	1	1	NA	1	0.833333333333333	0.6	NA	0.8	1	1	NA	NA	NA	NA	0.833333333333333	1	0.75	NA	NA	1	1	NA	0.5	NA	0.666666666666667	1	1	1	1	NA	0.75	0.666666666666667	NA
1	270514086	1	NA	NA	NA	1	1	NA	NA	NA	0.5	NA	NA	NA	1	NA	1	NA	0.8	1	NA	NA	NA	1	NA	1	NA	0.857142857142857	NA	0.8	1	0.916666666666667	NA	NA	1
1	270514114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514115	NA	1	1	NA	1	1	1	0.333333333333333	0.666666666666667	1	1	0.666666666666667	0.75	1	1	0.5	0.5	1	NA	1	0.75	0.8	1	0.666666666666667	NA	0.666666666666667	1	0.875	1	1	NA	0.333333333333333	1	NA
1	270514116	1	NA	NA	0.8	1	1	NA	1	NA	0.888888888888889	1	NA	NA	0.75	NA	1	0.5	NA	0.833333333333333	NA	NA	NA	NA	NA	1	NA	0.75	0.857142857142857	0.8	0.5	0.928571428571429	1	NA	0.923076923076923
1	270514159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514160	1	1	1	1	0.666666666666667	1	0.75	1	0.8	1	0.714285714285714	NA	1	NA	1	0.8	0.333333333333333	1	1	0	1	1	1	0.666666666666667	1	0.833333333333333	0.888888888888889	0.777777777777778	0.666666666666667	1	1	0.6	1	NA
1	270514161	1	1	NA	1	1	NA	NA	1	NA	1	0.75	0.5	NA	0	NA	NA	NA	0.857142857142857	1	0.5	NA	1	1	0.5	1	1	1	1	NA	NA	1	0.8	1	1
1	270514174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514175	1	1	1	1	1	1	1	NA	1	1	0.857142857142857	NA	NA	1	1	1	1	1	0.25	NA	1	1	1	0.75	1	0.833333333333333	1	0.857142857142857	1	0.8	0.75	0.833333333333333	0.8	NA
1	270514176	NA	NA	NA	NA	1	NA	1	NA	0.833333333333333	NA	NA	NA	NA	NA	NA	1	NA	NA	0.2	0.6	NA	NA	1	0.75	NA	NA	0.857142857142857	1	NA	NA	0.785714285714286	0.8	1	1
1	270514187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514188	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.333333333333333	1	NA	0.8	0.666666666666667	1	0.8	1	1	NA	0.857142857142857	1	0.833333333333333	0.75	NA	1	NA
1	270514189	1	1	NA	NA	1	NA	1	1	1	1	NA	NA	0.666666666666667	1	NA	NA	1	0.444444444444444	NA	0.833333333333333	NA	1	1	0.75	1	NA	NA	0.888888888888889	1	NA	0.933333333333333	NA	1	1
1	270514202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514203	1	0.8	1	1	1	1	1	1	0.666666666666667	1	0.666666666666667	1	0.5	1	1	0.833333333333333	1	0	1	NA	1	1	1	0.5	0.666666666666667	1	1	0.714285714285714	1	0.75	0.75	1	1	NA
1	270514204	NA	1	1	NA	NA	NA	1	NA	0.333333333333333	0.666666666666667	0.8	NA	0.666666666666667	NA	0.777777777777778	NA	1	NA	1	1	NA	0.5	0.909090909090909	NA	NA	0.8	0.833333333333333	0.777777777777778	NA	0.666666666666667	0.916666666666667	NA	NA	0.916666666666667
1	270514234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514235	0.5	1	NA	0.666666666666667	1	1	0.666666666666667	0.5	0.5	0.666666666666667	1	1	NA	0.142857142857143	1	1	NA	0.333333333333333	1	NA	1	1	1	0.666666666666667	0.5	0.666666666666667	0.5	0.833333333333333	0.857142857142857	1	0.8	0.333333333333333	1	0.5
1	270514236	NA	0.666666666666667	1	1	1	0.8	1	NA	NA	0.666666666666667	1	0.5	0.666666666666667	1	NA	0.666666666666667	1	0.625	1	1	1	0.6	0.8	0.6	0.833333333333333	NA	1	NA	NA	1	0.846153846153846	NA	1	NA
1	270514245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514246	1	1	NA	0.333333333333333	1	0.714285714285714	0.666666666666667	1	1	1	1	0.75	NA	0.875	1	1	NA	0.75	1	NA	1	1	1	0.833333333333333	1	0.833333333333333	0.875	0.833333333333333	0.75	1	1	0.75	0.5	1
1	270514247	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	0.714285714285714	1	0.75	1	0.8	NA	1	1	0.8	0.8	NA	0.888888888888889	NA	NA	NA	0.846153846153846	NA	1	0.8
1	270514248	1	NA	NA	NA	NA	NA	NA	0.5	1	0.666666666666667	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	1	0.833333333333333	1	NA	0.857142857142857	0.833333333333333	0.875	NA	0.8	0.75	NA	1
1	270514249	NA	1	1	1	NA	1	0.8	NA	NA	NA	NA	NA	NA	0.833333333333333	NA	1	1	NA	0.714285714285714	0.75	NA	1	1	0.8	0.833333333333333	1	1	0.833333333333333	NA	1	0.923076923076923	NA	1	NA
1	270514263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514264	0.666666666666667	1	1	NA	1	0.833333333333333	1	0.666666666666667	1	1	1	1	NA	0.875	1	0.8	NA	0.666666666666667	0.833333333333333	NA	1	1	0.666666666666667	0.75	1	1	0.714285714285714	1	0.714285714285714	0.666666666666667	0.6	0.25	1	1
1	270514265	NA	1	1	0.5	NA	1	NA	1	NA	1	0.857142857142857	NA	1	NA	1	0.875	0.8	NA	NA	0.428571428571429	1	1	NA	NA	NA	NA	0.857142857142857	0.833333333333333	NA	0.666666666666667	NA	NA	1	0.933333333333333
1	270514376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514377	1	1	1	NA	1	1	NA	NA	NA	1	NA	NA	NA	1	0.5	1	1	0	0.857142857142857	NA	1	1	0.75	0.75	1	0.5	0.833333333333333	NA	1	1	0.8	0.75	1	0.8
1	270514378	0.5	NA	NA	1	NA	NA	NA	NA	1	0.8	0.8	NA	NA	1	NA	1	NA	0.5	1	NA	1	1	NA	NA	1	NA	1	NA	NA	1	NA	NA	1	1
1	270514406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514407	NA	1	1	NA	1	1	0.666666666666667	NA	NA	1	NA	1	NA	0.666666666666667	0.5	1	1	0.333333333333333	1	1	1	1	0.9	0.8	1	1	1	NA	0.714285714285714	1	1	0.333333333333333	1	0.8
1	270514408	NA	1	0	1	0.25	NA	NA	NA	0.75	1	0.8	1	NA	NA	NA	0.333333333333333	0.6	NA	NA	NA	NA	NA	1	NA	NA	0.833333333333333	NA	NA	NA	1	NA	0.75	NA	NA
1	270514421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514422	1	1	1	NA	NA	0.666666666666667	1	NA	1	1	NA	1	1	1	0.75	1	1	0.25	1	1	0.666666666666667	0.857142857142857	0.9	0.8	1	0.333333333333333	0.666666666666667	NA	1	0.5	0.666666666666667	0.75	1	0.818181818181818
1	270514423	NA	1	NA	0.857142857142857	1	0.833333333333333	1	1	1	1	1	0.857142857142857	NA	0.857142857142857	NA	NA	NA	NA	NA	NA	NA	0.8	1	NA	1	NA	NA	NA	NA	1	1	1	0.666666666666667	NA
1	270514437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514438	NA	1	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	0.714285714285714	1	1	1	0.333333333333333	1	NA	1	1	0.909090909090909	1	0.75	0.333333333333333	1	NA	1	1	1	0.75	1	0.857142857142857
1	270514439	NA	1	1	1	1	0.857142857142857	NA	NA	NA	1	1	NA	NA	1	NA	NA	NA	0.285714285714286	NA	NA	0.5	NA	1	NA	0.666666666666667	NA	1	NA	NA	1	1	1	0.666666666666667	0.5
1	270514442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514443	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	1	NA	NA	0.333333333333333	1	NA	1	0.875	0.909090909090909	1	0.75	0.666666666666667	1	NA	1	1	1	1	1	0.928571428571429
1	270514444	NA	NA	NA	1	NA	0.75	NA	NA	1	1	1	NA	NA	NA	1	NA	NA	NA	1	NA	0.5	NA	1	NA	1	1	1	NA	0.833333333333333	NA	1	1	0.666666666666667	NA
1	270514448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514449	1	1	1	NA	NA	NA	NA	0.75	1	1	NA	1	0.8	0.6	1	1	1	0.333333333333333	0.833333333333333	1	1	0.75	0.909090909090909	1	0.8	0.666666666666667	1	1	0.833333333333333	1	0.666666666666667	1	0.666666666666667	0.923076923076923
1	270514450	NA	1	0.666666666666667	0.666666666666667	1	1	0.5	NA	NA	NA	1	1	NA	NA	0.666666666666667	1	1	NA	NA	NA	NA	NA	1	NA	1	1	1	1	1	NA	1	1	1	NA
1	270514496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514497	1	1	1	NA	1	NA	NA	1	0.8	1	1	1	1	1	1	0.8	1	0.5	1	1	1	0.857142857142857	0.923076923076923	0.666666666666667	1	1	0.666666666666667	1	NA	1	NA	1	0.666666666666667	NA
1	270514498	NA	NA	NA	1	NA	1	1	NA	NA	1	0.8	NA	NA	NA	1	NA	1	NA	NA	1	NA	0.8	NA	NA	0.75	NA	1	1	NA	NA	NA	0.75	1	NA
1	270514534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514535	1	1	1	NA	1	NA	1	1	1	1	1	0.75	1	1	0.9	0.333333333333333	1	0.4	1	1	NA	1	1	0.666666666666667	0.857142857142857	1	0.857142857142857	1	0.888888888888889	0.666666666666667	0.8	1	0.666666666666667	0.923076923076923
1	270514536	NA	0.857142857142857	1	0.75	NA	1	0.833333333333333	NA	1	1	NA	1	NA	NA	NA	1	NA	0.444444444444444	NA	NA	NA	NA	1	NA	0.75	NA	NA	1	1	NA	1	0.8	NA	NA
1	270514550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514551	0.8	1	NA	NA	1	NA	1	NA	1	0.833333333333333	1	NA	NA	0	1	NA	0.888888888888889	0.333333333333333	1	1	1	1	1	0.666666666666667	0.857142857142857	1	0.857142857142857	1	0.9	1	1	1	1	0.769230769230769
1	270514552	NA	1	NA	1	1	1	1	NA	0.5	NA	1	NA	NA	NA	NA	1	1	0.444444444444444	NA	1	0.75	1	1	NA	0.666666666666667	NA	NA	1	1	NA	NA	NA	0.5	NA
1	270514567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514568	1	1	1	1	1	NA	1	1	1	0.714285714285714	1	0.875	1	NA	1	1	0.888888888888889	0.222222222222222	0.75	1	NA	1	0.9	0.5	0.857142857142857	0.833333333333333	0.857142857142857	0.75	0.888888888888889	NA	0.8	0.857142857142857	1	0.923076923076923
1	270514569	NA	0.666666666666667	NA	1	1	1	0.875	NA	1	1	1	0.666666666666667	1	1	1	0.5	1	0.333333333333333	NA	0.75	1	NA	1	1	0.75	1	1	1	1	1	NA	NA	0.5	NA
1	270514577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514578	0.6	0.6	1	1	0.833333333333333	NA	0.8	1	0.75	0.833333333333333	1	0.857142857142857	1	0.5	0.833333333333333	1	0.875	0.125	0.5	1	NA	0.857142857142857	0.888888888888889	0.5	0.714285714285714	0.875	1	1	0.75	0.5	1	0.571428571428571	0.75	0.75
1	270514579	NA	1	NA	NA	NA	1	0.75	1	NA	NA	1	NA	NA	1	1	1	1	0.375	NA	0.5	1	NA	1	NA	1	1	NA	NA	NA	1	0.666666666666667	1	0.5	NA
1	270514632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514633	0.75	1	0.8	1	0.833333333333333	1	0.6	1	0.666666666666667	0.833333333333333	0.75	1	1	1	1	1	0.833333333333333	0.111111111111111	1	1	1	1	1	0.8	0.5	1	0.9	0.833333333333333	0.888888888888889	1	0.75	0.666666666666667	1	1
1	270514634	1	1	1	NA	1	NA	NA	0.666666666666667	0.833333333333333	1	NA	NA	1	NA	1	1	NA	0.333333333333333	1	NA	NA	0.875	0.8	1	1	1	1	NA	1	NA	NA	0.833333333333333	0.5	NA
1	270514680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514681	1	1	1	1	1	1	0.8	1	0.75	1	1	1	1	0.833333333333333	0.8	1	0.75	0.111111111111111	0.5	1	1	1	NA	0.666666666666667	NA	1	1	0.714285714285714	1	0.75	NA	1	NA	1
1	270514682	NA	0.8	1	NA	1	NA	NA	1	1	0.75	NA	NA	1	1	NA	NA	1	NA	NA	1	NA	0.777777777777778	0.5	NA	1	NA	NA	NA	NA	NA	0.5	NA	1	0.833333333333333
1	270514733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514734	1	1	0.75	1	NA	1	1	1	0.5	1	0.75	1	0.857142857142857	1	1	0.666666666666667	1	0.5	0.333333333333333	NA	1	1	NA	0.5	1	0.8	1	1	1	0.5	1	1	1	1
1	270514735	NA	NA	0.75	1	1	NA	NA	1	0.9	NA	0.666666666666667	0.833333333333333	NA	NA	1	1	1	NA	NA	0.8	NA	NA	1	0.857142857142857	1	NA	NA	1	NA	NA	NA	1	NA	0.833333333333333
1	270514764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514765	1	1	1	1	1	0.75	1	0.777777777777778	1	1	0.333333333333333	1	1	1	1	1	1	0.571428571428571	1	0.75	1	1	1	1	NA	1	0.833333333333333	1	1	0.5	1	0.25	1	0.833333333333333
1	270514766	NA	NA	NA	0.666666666666667	NA	NA	1	NA	0.818181818181818	0.857142857142857	NA	NA	0.833333333333333	1	NA	1	NA	0	NA	0.8	NA	NA	1	0.875	1	1	NA	1	0.833333333333333	0.875	NA	NA	NA	NA
1	270514792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514793	0.666666666666667	0.833333333333333	1	1	1	1	NA	0.909090909090909	1	1	1	NA	1	1	1	0.833333333333333	1	0.555555555555556	1	NA	0.833333333333333	1	1	1	NA	0.8	0.75	0.833333333333333	1	0.5	1	0.6	1	1
1	270514794	NA	NA	1	1	1	NA	NA	NA	NA	0.833333333333333	NA	0.666666666666667	NA	0.6	NA	NA	1	NA	0.5	NA	1	1	NA	1	1	NA	NA	1	0.818181818181818	0.888888888888889	1	1	0.75	NA
1	270514811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270514812	1	0.5	1	1	1	1	NA	NA	1	1	0.5	NA	NA	1	0.666666666666667	1	0.75	0.444444444444444	0.75	0.75	1	1	1	0.333333333333333	NA	1	1	1	1	1	1	0.666666666666667	1	1
