Chr	start	end	Gene	Chain	Chr_TE	start_TE	end_TE	Overlap_bp
4	12955053	12957007	Zm00001d049025	+	4	12948169	12957062	1954
4	13492669	13522505	Zm00001d049038	+	4	13508268	13525264	14237
4	13492669	13522505	Zm00001d049038	+	4	13511295	13516885	5590
4	13518140	13519303	Zm00001d049039	-	4	13508268	13525264	1163
4	13604095	13605701	Zm00001d049041	-	4	13590848	13606544	1606
4	13682555	13688155	Zm00001d049042	-	4	13675983	13682571	16
4	14010823	14012667	Zm00001d049052	-	4	14010138	14011760	937
4	14013935	14018030	Zm00001d049053	+	4	14013910	14018076	4095
4	14072313	14076058	Zm00001d049055	+	4	14064670	14080420	3745
4	14493118	14493396	Zm00001d049061	-	4	14483835	14498027	278
4	14561880	14562539	Zm00001d049062	+	4	14551593	14566725	659
4	14562476	14565241	Zm00001d049063	-	4	14551593	14566725	2765
4	14566175	14568382	Zm00001d049064	+	4	14551593	14566725	550
4	14580670	14580966	Zm00001d049065	+	4	14577544	14586502	296
4	14580670	14580966	Zm00001d049065	+	4	14578672	14586264	296
4	14652461	14655333	Zm00001d049070	-	4	14651699	14660703	2872
4	14760627	14762515	Zm00001d049071	+	4	14757659	14770859	1888
4	14903946	14908170	Zm00001d049075	+	4	14885486	14911357	4224
4	14932323	14946292	Zm00001d049076	+	4	14931062	14941802	9479
4	14987178	14998256	Zm00001d049077	+	4	14995655	15004760	2601
4	14987178	14998256	Zm00001d049077	+	4	14983369	14995461	8283
4	15004092	15004695	Zm00001d049078	+	4	14995655	15004760	603
4	15350338	15355296	Zm00001d049081	+	4	15347564	15444734	4958
4	15479800	15486890	Zm00001d049083	-	4	15483243	15498079	3647
4	15487786	15488383	Zm00001d049084	+	4	15483243	15498079	597
4	15960712	15964223	Zm00001d049097	-	4	15960114	15968335	3511
4	15966781	15968514	Zm00001d049098	-	4	15960114	15968335	1554
4	16064591	16085676	Zm00001d049100	-	4	16070232	16080788	10556
4	16088328	16089397	Zm00001d049101	-	4	16088282	16091467	1069
4	16138690	16139427	Zm00001d049103	+	4	16131644	16150585	737
4	16146681	16147819	Zm00001d049104	-	4	16131644	16150585	1138
4	16148423	16150188	Zm00001d049105	-	4	16131644	16150585	1765
4	16395425	16395890	Zm00001d049110	-	4	16386789	16397153	465
4	16395425	16395890	Zm00001d049110	-	4	16395003	16411044	465
4	16423175	16423699	Zm00001d049111	-	4	16418643	16434751	524
4	16437392	16446205	Zm00001d049112	+	4	16440441	16447796	5764
4	16516866	16517132	Zm00001d049115	+	4	16511535	16538690	266
4	16516866	16517132	Zm00001d049115	+	4	16514592	16526946	266
4	16518578	16518946	Zm00001d049116	-	4	16517603	16523913	368
4	16518578	16518946	Zm00001d049116	-	4	16511535	16538690	368
4	16518578	16518946	Zm00001d049116	-	4	16514592	16526946	368
4	16586193	16586561	Zm00001d049117	-	4	16543275	16635235	368
4	16586193	16586561	Zm00001d049117	-	4	16574461	16609455	368
4	16586193	16586561	Zm00001d049117	-	4	16581655	16607045	368
4	16586193	16586561	Zm00001d049117	-	4	16585205	16599570	368
4	16594198	16594566	Zm00001d049118	-	4	16543275	16635235	368
4	16594198	16594566	Zm00001d049118	-	4	16574461	16609455	368
4	16594198	16594566	Zm00001d049118	-	4	16581655	16607045	368
4	16594198	16594566	Zm00001d049118	-	4	16585205	16599570	368
4	16727125	16737572	Zm00001d049121	+	4	16730357	16743299	7215
4	16740511	16742220	Zm00001d049122	-	4	16730357	16743299	1709
4	16816622	16824693	Zm00001d049125	+	4	16813973	16817469	847
4	17164717	17175994	Zm00001d049134	+	4	17166871	17172729	5858
4	17366184	17386441	Zm00001d049138	-	4	17369674	17383655	13981
4	17366184	17386441	Zm00001d049138	-	4	17373066	17390544	13375
4	17575403	17583311	Zm00001d049141	+	4	17579479	17588797	3832
4	17662558	17664405	Zm00001d049143	+	4	17661975	17668541	1847
4	17767907	17769293	Zm00001d049150	-	4	17763272	17770030	1386
4	17774286	17776153	Zm00001d049151	+	4	17775002	17776786	1151
4	17892779	17899598	Zm00001d049152	-	4	17889305	17899966	6819
4	18279035	18280405	Zm00001d049156	+	4	18279839	18280139	300
4	18466281	18470669	Zm00001d049160	+	4	18469841	18485327	828
4	18471513	18478652	Zm00001d049161	-	4	18469841	18485327	7139
4	18524687	18525670	Zm00001d049162	-	4	18525202	18543304	468
4	18563496	18569761	Zm00001d049163	-	4	18565561	18571208	4200
4	19025176	19028095	Zm00001d049173	-	4	19006330	19029926	2919
4	19153020	19159545	Zm00001d049174	-	4	19138426	19180251	6525
4	19196981	19198958	Zm00001d049175	-	4	19186103	19199410	1977
4	19196981	19198958	Zm00001d049175	-	4	19188252	19207028	1977
4	19208803	19209462	Zm00001d049176	-	4	19205680	19211234	659
4	20020127	20020816	Zm00001d049194	-	4	20000469	20021698	689
4	20196661	20197263	Zm00001d049199	-	4	20191749	20197489	602
4	20550938	20553827	Zm00001d049204	+	4	20550072	20560776	2889
4	20799505	20819536	Zm00001d049211	-	4	20801531	20801859	328
4	21064147	21064729	Zm00001d049214	-	4	21041057	21079285	582
4	21082663	21085352	Zm00001d049216	+	4	21066981	21082925	262
4	21199758	21201333	Zm00001d049219	-	4	21181000	21199872	114
4	21275021	21275865	Zm00001d049220	-	4	21273065	21289188	844
4	21275021	21275865	Zm00001d049220	-	4	21273719	21305657	844
4	21299997	21300839	Zm00001d049221	-	4	21273719	21305657	842
4	21299997	21300839	Zm00001d049221	-	4	21298059	21314153	842
4	21985960	21989985	Zm00001d049232	+	4	21988106	21988418	312
4	21985960	21989985	Zm00001d049232	+	4	21988106	21988418	312
4	21985960	21989985	Zm00001d049232	+	4	21984257	21988386	2426
4	22429721	22431457	Zm00001d049240	-	4	22428254	22441437	1736
4	22429721	22431457	Zm00001d049240	-	4	22398194	22456279	1736
4	22429721	22431457	Zm00001d049240	-	4	22402610	22450988	1736
4	22433030	22435378	Zm00001d049241	+	4	22428254	22441437	2348
4	22433030	22435378	Zm00001d049241	+	4	22398194	22456279	2348
4	22433030	22435378	Zm00001d049241	+	4	22402610	22450988	2348
4	22485112	22485966	Zm00001d049242	+	4	22478212	22487910	854
4	22858123	22862808	Zm00001d049250	-	4	22858246	22860197	1951
4	22917252	22930632	Zm00001d049251	-	4	22923954	22926731	2777
4	22955772	22957129	Zm00001d049253	+	4	22944498	22962029	1357
4	22955772	22957129	Zm00001d049253	+	4	22952320	22980473	1357
4	22959532	22960567	Zm00001d049254	+	4	22944498	22962029	1035
4	22959532	22960567	Zm00001d049254	+	4	22952320	22980473	1035
4	23084615	23087441	Zm00001d049256	-	4	23078792	23086529	1914
4	23371232	23371858	Zm00001d049257	+	4	23370028	23372183	626
4	23374699	23376345	Zm00001d049258	-	4	23373596	23383840	1646
4	23413468	23419096	Zm00001d049259	-	4	23404444	23413728	260
4	23413468	23419096	Zm00001d049259	-	4	23414011	23433714	5085
4	23695704	23697745	Zm00001d049266	-	4	23697722	23726316	23
4	23800235	23801464	Zm00001d049268	+	4	23799455	23802255	1229
4	23889240	23899918	Zm00001d049270	+	4	23892272	23897627	5355
4	24073370	24074446	Zm00001d049274	+	4	24073963	24088262	483
4	24284053	24290303	Zm00001d049277	+	4	24286409	24289598	3189
4	24390317	24390898	Zm00001d049283	-	4	24390342	24398803	556
4	24392457	24396837	Zm00001d049284	+	4	24390342	24398803	4380
4	24582903	24585381	Zm00001d049289	+	4	24576025	24586960	2478
4	24613816	24614515	Zm00001d049290	+	4	24614004	24639940	511
4	24639438	24640076	Zm00001d049291	+	4	24614004	24639940	502
4	24639438	24640076	Zm00001d049291	+	4	24635050	24652711	638
4	24643059	24644573	Zm00001d049292	-	4	24635050	24652711	1514
4	24644876	24649845	Zm00001d049293	-	4	24635050	24652711	4969
4	24981833	24987633	Zm00001d049295	-	4	24982115	24988930	5518
4	25083448	25100287	Zm00001d049297	+	4	25084570	25096062	11492
4	25083448	25100287	Zm00001d049297	+	4	25096926	25113890	3361
4	25363126	25365310	Zm00001d049301	+	4	25351454	25364503	1377
4	25363126	25365310	Zm00001d049301	+	4	25360466	25451333	2184
4	25435249	25437483	Zm00001d049303	-	4	25360466	25451333	2234
4	25483609	25483908	Zm00001d049304	+	4	25477547	25488438	299
4	25528212	25532510	Zm00001d049305	-	4	25527443	25532717	4298
4	25549795	25550175	Zm00001d049306	-	4	25543441	25550810	380
4	25775470	25775961	Zm00001d049309	-	4	25762083	25776995	491
4	25826400	25827335	Zm00001d049310	+	4	25825841	25828164	935
4	25828172	25831414	Zm00001d049311	-	4	25830447	25832654	967
4	25972812	26004018	Zm00001d049313	-	4	25984947	25999060	14113
4	25984854	25986872	Zm00001d049314	+	4	25984947	25999060	1925
4	26185706	26186787	Zm00001d049321	+	4	26183693	26187719	1081
4	26393726	26401360	Zm00001d049325	+	4	26383649	26398210	4484
4	26654487	26655827	Zm00001d049330	-	4	26645297	26657289	1340
4	26910739	26922418	Zm00001d049333	-	4	26909227	26910866	127
4	26982277	26983815	Zm00001d049334	-	4	26975088	26984104	1538
4	27048627	27053221	Zm00001d049336	+	4	27051145	27060682	2076
4	27131435	27135955	Zm00001d049337	-	4	27130604	27148550	4520
4	27145996	27149472	Zm00001d049338	-	4	27130604	27148550	2554
4	27240538	27245048	Zm00001d049346	-	4	27242877	27243106	229
4	27560603	27565738	Zm00001d049349	+	4	27553586	27571568	5135
4	27571462	27571875	Zm00001d049350	-	4	27553586	27571568	106
4	27763610	27768584	Zm00001d049358	+	4	27761644	27766559	2949
4	27763610	27768584	Zm00001d049358	+	4	27763589	27765537	1927
4	27806884	27811106	Zm00001d049359	+	4	27802837	27867988	4222
4	27806884	27811106	Zm00001d049359	+	4	27803220	27851273	4222
4	28009164	28011626	Zm00001d049367	-	4	28006986	28012396	2462
4	28017203	28023529	Zm00001d049370	-	4	28023290	28037125	239
4	28211107	28236761	Zm00001d049377	-	4	28226309	28235829	9520
4	28247803	28248441	Zm00001d049378	-	4	28245808	28248486	638
4	28327205	28395840	Zm00001d049379	+	4	28379089	28383913	4824
4	28327205	28395840	Zm00001d049379	+	4	28325358	28333027	5822
4	28327205	28395840	Zm00001d049379	+	4	28343694	28345771	2077
4	28327205	28395840	Zm00001d049379	+	4	28344089	28349895	5806
4	28327205	28395840	Zm00001d049379	+	4	28387245	28403134	8595
4	28588202	28591027	Zm00001d049384	-	4	28572473	28588239	37
4	29101536	29104147	Zm00001d049394	-	4	29086378	29122241	2611
4	29105498	29109358	Zm00001d049395	-	4	29086378	29122241	3860
4	29109389	29115190	Zm00001d049396	-	4	29086378	29122241	5801
4	29229581	29234031	Zm00001d049398	+	4	29223421	29235108	4450
4	29229581	29234031	Zm00001d049398	+	4	29228560	29231336	1755
4	29595235	29597575	Zm00001d049407	-	4	29591957	29601490	2340
4	29598344	29599729	Zm00001d049408	+	4	29591957	29601490	1385
4	29649248	29652710	Zm00001d049410	-	4	29648507	29658444	3462
4	29849048	29857160	Zm00001d049413	+	4	29852046	29855060	3014
4	29849048	29857160	Zm00001d049413	+	4	29849304	29851874	2570
4	29863174	29863485	Zm00001d049415	-	4	29860088	29875182	311
4	29867913	29874842	Zm00001d049416	+	4	29860088	29875182	6929
4	29894576	29895967	Zm00001d049418	-	4	29876555	29895339	763
4	29946807	29947888	Zm00001d049420	+	4	29947133	29992558	755
4	29946807	29947888	Zm00001d049420	+	4	29947147	29957956	741
4	29956941	29958086	Zm00001d049421	+	4	29947133	29992558	1145
4	29956941	29958086	Zm00001d049421	+	4	29947147	29957956	1015
4	29989849	29991007	Zm00001d049423	+	4	29947133	29992558	1158
4	30010904	30011998	Zm00001d049424	+	4	29996854	30063215	1094
4	30017242	30018250	Zm00001d049425	+	4	29996854	30063215	1008
4	30017242	30018250	Zm00001d049425	+	4	30013210	30019026	1008
4	30017360	30017977	Zm00001d049426	+	4	29996854	30063215	617
4	30017360	30017977	Zm00001d049426	+	4	30013210	30019026	617
4	30056912	30057975	Zm00001d049427	+	4	30057255	30063206	720
4	30056912	30057975	Zm00001d049427	+	4	29996854	30063215	1063
4	30062147	30063288	Zm00001d049428	+	4	30057255	30063206	1059
4	30062147	30063288	Zm00001d049428	+	4	30058424	30063740	1141
4	30062147	30063288	Zm00001d049428	+	4	29996854	30063215	1068
4	30128204	30129344	Zm00001d049432	+	4	30126214	30149671	1140
4	30148531	30149671	Zm00001d049433	+	4	30126214	30149671	1140
4	30148531	30149671	Zm00001d049433	+	4	30145488	30150179	1140
4	30173926	30174396	Zm00001d049434	+	4	30166544	30175074	470
4	30236260	30237345	Zm00001d049436	+	4	30203909	30249128	1085
4	30244771	30245916	Zm00001d049437	+	4	30203909	30249128	1145
4	30251451	30252602	Zm00001d049438	+	4	30251760	30277412	842
4	30265456	30275638	Zm00001d049439	+	4	30265659	30275254	9595
4	30265456	30275638	Zm00001d049439	+	4	30251760	30277412	10182
4	30358010	30361359	Zm00001d049440	+	4	30360841	30375069	518
4	30362045	30373591	Zm00001d049441	-	4	30360841	30375069	11546
4	30592644	30593401	Zm00001d049445	+	4	30591531	30594645	757
4	30592815	30594057	Zm00001d049446	-	4	30591531	30594645	1242
4	30656934	30669525	Zm00001d049449	+	4	30644883	30658768	1834
4	30698430	30708673	Zm00001d049450	-	4	30697193	30703492	5062
4	30698430	30708673	Zm00001d049450	-	4	30700773	30702375	1602
4	30719962	30720858	Zm00001d049453	+	4	30718728	30736611	896
4	30733992	30736550	Zm00001d049454	+	4	30718728	30736611	2558
4	31329789	31330243	Zm00001d049465	+	4	31328970	31331018	454
4	31446465	31447147	Zm00001d049470	+	4	31445006	31448411	682
4	31448746	31454292	Zm00001d049471	+	4	31451325	31541508	2967
4	31489369	31491921	Zm00001d049474	+	4	31464085	31495125	2552
4	31489369	31491921	Zm00001d049474	+	4	31451325	31541508	2552
4	31540383	31541618	Zm00001d049475	+	4	31532818	31546474	1235
4	31540383	31541618	Zm00001d049475	+	4	31451325	31541508	1125
4	31588160	31589091	Zm00001d049476	+	4	31586145	31612914	931
4	31734764	31741600	Zm00001d049480	-	4	31741104	31744673	496
4	32339623	32342172	Zm00001d049493	-	4	32335840	32377498	2549
4	32390178	32404793	Zm00001d049495	+	4	32394607	32397280	2673
4	32390178	32404793	Zm00001d049495	+	4	32395699	32403435	7736
4	32474049	32474870	Zm00001d049498	+	4	32467616	32480404	821
4	32474049	32474870	Zm00001d049498	+	4	32470053	32514923	821
4	32474049	32474870	Zm00001d049498	+	4	32472993	32508699	821
4	32640368	32643706	Zm00001d049501	+	4	32634125	32644490	3338
4	32694740	32698204	Zm00001d049507	-	4	32695894	32704488	2310
4	32709924	32711883	Zm00001d049508	+	4	32709876	32711932	1959
4	32822446	32823927	Zm00001d049509	-	4	32822106	32826069	1481
4	33025851	33026750	Zm00001d049521	-	4	33018271	33027364	899
4	33268303	33270573	Zm00001d049527	+	4	33250376	33268807	504
4	33268303	33270573	Zm00001d049527	+	4	33266068	33356912	2270
4	33287234	33288972	Zm00001d049528	-	4	33266068	33356912	1738
4	33409847	33410188	Zm00001d049530	-	4	33397219	33413351	341
4	33409847	33410188	Zm00001d049530	-	4	33408037	33430346	341
4	33410133	33414086	Zm00001d049531	+	4	33397219	33413351	3218
4	33410133	33414086	Zm00001d049531	+	4	33408037	33430346	3953
4	33789224	33790486	Zm00001d049537	+	4	33774142	33793804	1262
4	34070590	34104400	Zm00001d049543	+	4	34081023	34082601	1578
4	34070590	34104400	Zm00001d049543	+	4	34082616	34084184	1568
4	34070590	34104400	Zm00001d049543	+	4	34091177	34101708	10531
4	34070590	34104400	Zm00001d049543	+	4	34091872	34097692	5820
4	34206911	34208549	Zm00001d049544	+	4	34208547	34212307	2
4	34938832	34945313	Zm00001d049556	-	4	34943221	34954418	2092
4	35245932	35247239	Zm00001d049559	+	4	35238790	35266390	1307
4	35266473	35294057	Zm00001d049560	+	4	35265313	35273272	6799
4	35266473	35294057	Zm00001d049560	+	4	35279721	35284661	4940
4	35266473	35294057	Zm00001d049560	+	4	35269648	35276680	7032
4	35266473	35294057	Zm00001d049560	+	4	35285840	35295328	8217
4	35266473	35294057	Zm00001d049560	+	4	35287890	35292963	5073
4	35298252	35298566	Zm00001d049561	+	4	35295768	35299839	314
4	35419145	35424199	Zm00001d049565	-	4	35394903	35471155	5054
4	35419145	35424199	Zm00001d049565	-	4	35410416	35470877	5054
4	35419145	35424199	Zm00001d049565	-	4	35411389	35427037	5054
4	35525909	35526658	Zm00001d049568	-	4	35496007	35530133	749
4	35626365	35632359	Zm00001d049572	-	4	35627853	35637576	4506
4	35688644	35690206	Zm00001d049573	+	4	35682306	35696413	1562
4	35894867	35900292	Zm00001d049577	-	4	35894911	35897062	2151
4	35941537	35942756	Zm00001d049578	+	4	35942109	35947644	647
4	35943977	35947765	Zm00001d049579	+	4	35942109	35947644	3667
4	36016789	36017373	Zm00001d049580	+	4	35989314	36047087	584
4	36062634	36069198	Zm00001d049581	+	4	36065482	36071650	3716
4	36538317	36549677	Zm00001d049590	-	4	36537954	36545251	6934
4	36538317	36549677	Zm00001d049590	-	4	36547865	36558471	1812
4	36550723	36560221	Zm00001d049592	+	4	36547865	36558471	7748
4	36625254	36626753	Zm00001d049594	-	4	36616192	36628267	1499
4	36761316	36763415	Zm00001d049595	+	4	36731331	36777879	2099
4	36851020	36853391	Zm00001d049600	+	4	36847883	36857529	2371
4	36991819	36992340	Zm00001d049603	-	4	36986984	36996065	521
4	37639336	37641368	Zm00001d049612	+	4	37625411	37641059	1723
4	37639336	37642132	Zm00001d049613	+	4	37625411	37641059	1723
4	37783072	37783506	Zm00001d049618	+	4	37772272	37783974	434
4	38071061	38075846	Zm00001d049628	+	4	38075776	38099501	70
4	38151707	38168841	Zm00001d049631	+	4	38151116	38169648	17134
4	38151707	38168841	Zm00001d049631	+	4	38153297	38167491	14194
4	38205274	38206578	Zm00001d049635	+	4	38190035	38206567	1293
4	38547753	38551529	Zm00001d049640	+	4	38547277	38555035	3776
4	38551544	38555126	Zm00001d049641	-	4	38547277	38555035	3491
4	38578939	38584438	Zm00001d049643	+	4	38581742	38584533	2696
4	38843161	38843625	Zm00001d049653	+	4	38841907	38843989	464
4	39000146	39002490	Zm00001d049660	+	4	38988428	39068947	2344
4	39030034	39033965	Zm00001d049661	-	4	39019402	39035763	3931
4	39030034	39033965	Zm00001d049661	-	4	38988428	39068947	3931
4	39245896	39246342	Zm00001d049665	+	4	39241684	39247696	446
4	39724695	39729894	Zm00001d049676	+	4	39724536	39749735	5199
4	39730529	39730771	Zm00001d049677	+	4	39724536	39749735	242
4	39731374	39733815	Zm00001d049678	-	4	39731616	39741675	2199
4	39731374	39733815	Zm00001d049678	-	4	39724536	39749735	2441
4	39831949	39836944	Zm00001d049679	-	4	39830976	39837271	4995
4	39883751	39887348	Zm00001d049680	-	4	39876569	39940827	3597
4	39930530	39932025	Zm00001d049681	+	4	39930277	39935062	1495
4	39930530	39932025	Zm00001d049681	+	4	39876569	39940827	1495
4	39935779	39938082	Zm00001d049683	-	4	39876569	39940827	2303
4	40524298	40528243	Zm00001d049694	+	4	40520763	40526826	2528
4	40524298	40528243	Zm00001d049694	+	4	40507539	40560382	3945
4	40529546	40530558	Zm00001d049695	-	4	40507539	40560382	1012
4	40529546	40530558	Zm00001d049695	-	4	40529151	40541296	1012
4	40539637	40540349	Zm00001d049697	+	4	40507539	40560382	712
4	40539637	40540349	Zm00001d049697	+	4	40529151	40541296	712
4	40541720	40547278	Zm00001d049698	+	4	40507539	40560382	5558
4	40547667	40550874	Zm00001d049699	-	4	40507539	40560382	3207
4	40956108	40976082	Zm00001d049707	+	4	40961586	40969235	7649
4	40956108	40976082	Zm00001d049707	+	4	40955896	40963120	7012
4	40976511	40984562	Zm00001d049708	-	4	40979150	40983318	4168
4	41048979	41056104	Zm00001d049709	+	4	41040431	41058620	7125
4	41056501	41060505	Zm00001d049712	+	4	41040431	41058620	2119
4	41321308	41324964	Zm00001d049717	+	4	41321357	41325220	3607
4	41325126	41329646	Zm00001d049718	-	4	41321357	41325220	94
4	41374215	41375112	Zm00001d049719	-	4	41359302	41406218	897
4	41374215	41375112	Zm00001d049719	-	4	41370614	41398452	897
4	41547724	41551153	Zm00001d049726	+	4	41547316	41551169	3429
4	41765717	41769191	Zm00001d049731	-	4	41765415	41772077	3474
4	41916195	41916662	Zm00001d049732	-	4	41904706	41918670	467
4	41948928	41954269	Zm00001d049733	-	4	41946405	41961094	5341
4	41948928	41954269	Zm00001d049733	-	4	41923047	41998996	5341
4	42094874	42102440	Zm00001d049734	+	4	42059647	42111643	7566
4	42106178	42110394	Zm00001d049736	-	4	42059647	42111643	4216
4	42444791	42448654	Zm00001d049742	+	4	42440774	42453024	3863
4	42447381	42459199	Zm00001d049743	-	4	42440774	42453024	5643
4	42447381	42459199	Zm00001d049743	-	4	42448667	42453444	4777
4	43102494	43106012	Zm00001d049752	+	4	43101215	43109031	3518
4	43385369	43395876	Zm00001d049759	+	4	43387880	43390749	2869
4	43396449	43401512	Zm00001d049760	-	4	43400382	43400492	110
4	43883748	43891489	Zm00001d049767	+	4	43871224	43887489	3741
4	44000524	44001203	Zm00001d049769	+	4	43999600	44010989	679
4	44004160	44023914	Zm00001d049770	-	4	44010678	44019279	8601
4	44004160	44023914	Zm00001d049770	-	4	43999600	44010989	6829
4	44025043	44043408	Zm00001d049771	-	4	44031178	44039040	7862
4	44025043	44043408	Zm00001d049771	-	4	44024905	44043544	18365
4	44116832	44117869	Zm00001d049774	-	4	44117236	44198811	633
4	44175753	44179139	Zm00001d049776	-	4	44117236	44198811	3386
4	44198235	44199308	Zm00001d049777	-	4	44117236	44198811	576
4	44633576	44640151	Zm00001d049785	+	4	44626350	44641672	6575
4	44641463	44643952	Zm00001d049786	-	4	44626350	44641672	209
4	44680194	44685802	Zm00001d049787	-	4	44680081	44680763	569
4	44923818	44924595	Zm00001d049792	-	4	44909160	44926523	777
4	44923935	44924662	Zm00001d049793	+	4	44909160	44926523	727
4	44981189	44985634	Zm00001d049797	-	4	44977265	44989418	4445
4	45074935	45083666	Zm00001d049801	+	4	45080398	45084413	3268
4	45074935	45083666	Zm00001d049801	+	4	45051394	45090832	8731
4	45074935	45083666	Zm00001d049801	+	4	45052923	45089944	8731
4	45457924	45461742	Zm00001d049805	+	4	45445389	45458905	981
4	45772419	45774171	Zm00001d049810	-	4	45772380	45790769	1752
4	45778051	45785382	Zm00001d049811	-	4	45772380	45790769	7331
4	45788357	45790777	Zm00001d049812	-	4	45772380	45790769	2412
4	45966135	45997716	Zm00001d049817	-	4	45974853	45980362	5509
4	45966135	45997716	Zm00001d049817	-	4	45984307	45984530	223
4	45966135	45997716	Zm00001d049817	-	4	45985074	45985320	246
4	46286816	46290661	Zm00001d049821	+	4	46287830	46300039	2831
4	46350597	46355118	Zm00001d049822	+	4	46350189	46367400	4521
4	46595399	46625911	Zm00001d049823	+	4	46619848	46624997	5149
4	46595399	46625911	Zm00001d049823	+	4	46590365	46603860	8461
4	46595399	46625911	Zm00001d049823	+	4	46599169	46614493	15324
4	46595399	46625911	Zm00001d049823	+	4	46615079	46632138	10832
4	46625882	46630722	Zm00001d049824	-	4	46615079	46632138	4840
4	46652760	46653742	Zm00001d049825	-	4	46637995	46652954	194
4	46751751	46757410	Zm00001d049829	+	4	46745407	46755038	3287
4	46751751	46757410	Zm00001d049829	+	4	46748637	46763473	5659
4	46751751	46757410	Zm00001d049829	+	4	46742240	46798481	5659
4	46988136	47003528	Zm00001d049832	+	4	46993484	47001946	8462
4	46988136	47003528	Zm00001d049832	+	4	46994130	46999332	5202
4	47001011	47004653	Zm00001d049833	-	4	46993484	47001946	935
4	47105638	47109230	Zm00001d049835	-	4	47106452	47106674	222
4	47105638	47109230	Zm00001d049835	-	4	47106452	47106674	222
4	47126485	47128353	Zm00001d049836	+	4	47124681	47132325	1868
4	47129894	47132003	Zm00001d049837	+	4	47124681	47132325	2109
4	47200313	47200675	Zm00001d049838	+	4	47199785	47272096	362
4	47383678	47384031	Zm00001d049841	+	4	47379574	47390405	353
4	47383678	47384031	Zm00001d049841	+	4	47381657	47384948	353
4	47409255	47409617	Zm00001d049842	+	4	47408553	47492543	362
4	47468573	47468935	Zm00001d049843	+	4	47464011	47473185	362
4	47468573	47468935	Zm00001d049843	+	4	47408553	47492543	362
4	47468573	47468935	Zm00001d049843	+	4	47411430	47490791	362
4	47492891	47493253	Zm00001d049844	+	4	47490352	47496953	362
4	47492891	47493253	Zm00001d049844	+	4	47492571	47495701	362
4	47630938	47634078	Zm00001d049848	+	4	47621875	47640468	3140
4	48161458	48165320	Zm00001d049853	+	4	48164575	48181972	745
4	48343933	48358157	Zm00001d049855	+	4	48338710	48347419	3486
4	48420630	48426584	Zm00001d049856	+	4	48423163	48424829	1666
4	48657712	48662643	Zm00001d049857	-	4	48661637	48664692	1006
4	49647671	49649525	Zm00001d049867	+	4	49642965	49648675	1004
4	49701453	49703760	Zm00001d049870	-	4	49700708	49714803	2307
4	49806179	49807432	Zm00001d049871	-	4	49802344	49806201	22
4	49806179	49807432	Zm00001d049871	-	4	49795810	49811184	1253
4	49840791	49846180	Zm00001d049873	-	4	49839151	49847284	5389
4	50461834	50466712	Zm00001d049884	-	4	50446071	50461871	37
4	50687439	50693090	Zm00001d049888	-	4	50679500	50694300	5651
4	51237427	51281194	Zm00001d049894	+	4	51230958	51239545	2118
4	51237427	51281194	Zm00001d049894	+	4	51244066	51263630	19564
4	51301568	51302738	Zm00001d049897	-	4	51286829	51309059	1170
4	51393925	51395850	Zm00001d049899	-	4	51392678	51394797	872
4	51436954	51439235	Zm00001d049902	+	4	51426014	51442198	2281
4	51609750	51613147	Zm00001d049905	-	4	51604694	51609962	212
4	52073479	52076203	Zm00001d049910	+	4	52074804	52085412	1399
4	52464792	52467548	Zm00001d049916	-	4	52464156	52478213	2756
4	52805834	52806076	Zm00001d049920	-	4	52767567	52846238	242
4	52805834	52806076	Zm00001d049920	-	4	52776628	52845439	242
4	52808632	52818558	Zm00001d049921	+	4	52807869	52812493	3861
4	52808632	52818558	Zm00001d049921	+	4	52767567	52846238	9926
4	52808632	52818558	Zm00001d049921	+	4	52776628	52845439	9926
4	52871511	52875407	Zm00001d049922	-	4	52867077	52877424	3896
4	52880720	52887932	Zm00001d049923	-	4	52880119	52883080	2360
4	53429242	53431331	Zm00001d049926	-	4	53427887	53471049	2089
4	53452561	53462712	Zm00001d049927	+	4	53427887	53471049	10151
4	53452561	53462712	Zm00001d049927	+	4	53450134	53464372	10151
4	53452561	53462712	Zm00001d049927	+	4	53454207	53462029	7822
4	53483182	53499946	Zm00001d049928	-	4	53493464	53496515	3051
4	53637973	53643335	Zm00001d049929	-	4	53639495	53646629	3840
4	53911518	53912677	Zm00001d049935	-	4	53903190	53914429	1159
4	53963548	53965264	Zm00001d049936	+	4	53921023	53972252	1716
4	53963548	53965264	Zm00001d049936	+	4	53938258	53970719	1716
4	54279508	54282162	Zm00001d049940	+	4	54236129	54300174	2654
4	54583048	54584580	Zm00001d049944	-	4	54576173	54589232	1532
4	54583048	54584580	Zm00001d049944	-	4	54568098	54605422	1532
4	54603429	54607210	Zm00001d049945	-	4	54596864	54607713	3781
4	54603429	54607210	Zm00001d049945	-	4	54568098	54605422	1993
4	55175484	55178540	Zm00001d049952	-	4	55173907	55193406	3056
4	55180451	55184186	Zm00001d049953	-	4	55173907	55193406	3735
4	55908322	55912864	Zm00001d049959	-	4	55909511	55917739	3353
4	55913318	55914313	Zm00001d049960	+	4	55909511	55917739	995
4	56105412	56111057	Zm00001d049961	-	4	56104985	56111343	5645
4	56105412	56111057	Zm00001d049961	-	4	56089139	56113931	5645
4	56363149	56368089	Zm00001d049975	-	4	56364459	56369646	3630
4	56581058	56585227	Zm00001d049977	+	4	56577321	56585439	4169
