chr	start	end	length	abs_summit	pileup	#NAME?	fold_enrichment	#NAME?	name
chr4	83210595	83210913	319	83210758	35	16.36953	5.23857	12.656	o2_peak_1308
chr4	83282504	83282893	390	83282701	48	39.94744	11.91572	35.85928	o2_peak_1309
chr4	83299661	83300231	571	83299950	191	178.93736	19.57555	173.36018	o2_peak_1310
chr4	85180852	85181237	386	85181038	71	67.22684	16.47007	62.83427	o2_peak_1311
chr4	85582804	85583068	265	85582934	12	5.10042	3.42016	1.93979	o2_peak_1312
chr4	85952368	85952767	400	85952565	54	56.55457	17.88728	52.27444	o2_peak_1313
chr4	86083310	86083732	423	86083532	56	59.42525	18.53773	55.11562	o2_peak_1314
chr4	87845566	87845888	323	87845724	24	21.03873	9.7805	17.22964	o2_peak_1315
chr4	89949399	89949717	319	89949553	35	18.80832	6.10851	15.04268	o2_peak_1316
chr4	90590315	90590584	270	90590455	14	10.71692	6.3874	7.16532	o2_peak_1317
chr4	92678377	92678641	265	92678501	12	8.1813	5.24553	4.74339	o2_peak_1318
chr4	92923303	92923725	423	92923514	58	56.82978	16.41848	52.54751	o2_peak_1319
chr4	94317711	94318036	326	94317853	23	9.27354	4.07234	5.78248	o2_peak_1320
chr4	94873256	94873726	471	94873513	77	63.36168	13.2351	59.0095	o2_peak_1321
chr4	95415050	95415478	429	95415231	51	40.33191	11.22888	36.24131	o2_peak_1322
chr4	95702845	95703266	422	95703065	74	45.71783	8.49428	41.5626	o2_peak_1323
chr4	96987394	96987681	288	96987544	14	8.49539	5.04869	5.04414	o2_peak_1324
chr4	97006685	97007168	484	97006922	113	112.13054	20.11177	107.27557	o2_peak_1325
chr4	98521015	98521563	549	98521266	118	127.90037	24.2129	122.87646	o2_peak_1326
chr4	99609150	99609545	396	99609327	46	47.18851	16.24463	43.01623	o2_peak_1327
chr4	100473240	100473704	465	100473481	70	69.97548	18.03838	65.55478	o2_peak_1328
chr4	100677269	100677669	401	100677473	52	12.96165	3.18147	9.33722	o2_peak_1329
chr4	101317882	101318146	265	101317978	14	5.97954	3.64767	2.69815	o2_peak_1330
chr4	102306788	102307231	444	102307032	39	36.74211	13.34666	32.69542	o2_peak_1331
chr4	103224521	103224959	439	103224737	53	54.57389	17.27071	50.31815	o2_peak_1332
chr4	103518659	103519136	478	103518869	40	35.60795	12.39335	31.57534	o2_peak_1333
chr4	104436099	104436551	453	104436332	60	59.56612	16.97503	55.25556	o2_peak_1334
chr4	104756305	104756600	296	104756457	12	5.36133	3.56616	2.16373	o2_peak_1335
chr4	106290767	106291116	350	106290914	26	11.45986	4.58138	7.88402	o2_peak_1336
chr4	106443299	106443864	566	106443571	122	160.80981	36.89084	155.40884	o2_peak_1337
chr4	107118546	107118815	270	107118671	22	10.56896	4.75364	7.02633	o2_peak_1338
chr4	107970027	107970297	271	107970158	17	8.5895	4.57311	5.12793	o2_peak_1339
chr4	109191421	109191982	562	109191719	150	195.57019	38.36332	189.82904	o2_peak_1340
chr4	111378354	111378833	480	111378565	72	82.63901	23.34745	78.08933	o2_peak_1341
chr4	114657244	114657508	265	114657369	20	10.63976	5.10674	7.09493	o2_peak_1342
chr4	115352399	115352776	378	115352597	36	27.4985	9.60325	23.57932	o2_peak_1343
chr4	115670839	115671260	422	115671035	46	37.24558	11.28699	33.19407	o2_peak_1344
chr4	115743149	115743641	493	115743390	108	113.23937	22.1782	108.37208	o2_peak_1345
chr4	116114504	116114867	364	116114668	37	30.08728	10.57461	26.12964	o2_peak_1346
chr4	116233500	116233781	282	116233652	19	10.52522	5.22612	6.98279	o2_peak_1347
chr4	118907477	118907828	352	118907647	26	23.50294	10.56294	19.64933	o2_peak_1348
chr4	119516731	119517079	349	119516928	18	13.82786	7.28534	10.18202	o2_peak_1349
chr4	121450206	121450549	344	121450384	21	15.44557	7.43905	11.75384	o2_peak_1350
chr4	122456135	122456547	413	122456356	38	41.8177	16.60724	37.70808	o2_peak_1351
chr4	122737037	122737490	454	122737267	73	69.9043	16.92757	65.48582	o2_peak_1352
chr4	124305748	124306353	606	124306059	127	171.95374	39.62332	166.44301	o2_peak_1353
chr4	125555287	125555696	410	125555506	36	30.50412	11.09724	26.53961	o2_peak_1354
chr4	125924776	125925042	267	125924909	29	8.88704	3.39771	5.41119	o2_peak_1355
chr4	125976476	125976860	385	125976663	17	9.62582	5.11988	6.12081	o2_peak_1356
chr4	128430736	128431023	288	128430859	17	11.35937	6.08649	7.78583	o2_peak_1357
chr4	129170865	129171152	288	129171039	17	14.02351	7.66488	10.37001	o2_peak_1358
chr4	129467394	129467855	462	129467590	43	41.58752	14.43155	37.48087	o2_peak_1359
chr4	132241462	132242092	631	132241737	177	279.47928	63.22238	272.68237	o2_peak_1360
chr4	133123430	133123761	332	133123605	20	17.54053	8.94236	13.80275	o2_peak_1361
chr4	133813552	133813889	338	133813720	34	30.63153	11.83485	26.66475	o2_peak_1362
chr4	134040013	134040323	311	134040169	20	10.57475	5.07473	7.03201	o2_peak_1363
chr4	134888615	134889040	426	134888817	35	25.97033	9.14622	22.07437	o2_peak_1364
chr4	138572014	138572325	312	138572170	25	15.68758	6.61465	11.99021	o2_peak_1365
chr4	139086003	139086502	500	139086249	123	114.37678	18.04396	109.49899	o2_peak_1366
chr4	139313775	139314093	319	139313923	28	11.10794	4.21996	7.5432	o2_peak_1367
chr4	140362975	140363400	426	140363206	33	21.94428	7.77753	18.11868	o2_peak_1368
chr4	140791067	140791331	265	140791205	15	5.42588	3.25552	2.21725	o2_peak_1369
chr4	140798725	140798995	271	140798862	22	11.09919	4.99459	7.53521	o2_peak_1370
chr4	141302953	141303282	330	141303106	24	12.37504	5.25145	8.76938	o2_peak_1371
chr4	142990695	142991171	477	142990938	65	55.29154	13.429	51.02623	o2_peak_1372
chr4	144768621	144769063	443	144768818	23	21.23883	10.21984	17.42576	o2_peak_1373
chr4	151637732	151638185	454	151637958	112	100.00211	16.44329	95.27538	o2_peak_1374
chr4	153054124	153054426	303	153054295	22	14.91496	6.89829	11.24059	o2_peak_1375
chr4	153345668	153346125	458	153345886	35	25.97033	9.14622	22.07437	o2_peak_1376
chr4	153606912	153607359	448	153607139	70	93.29053	30.23369	88.63404	o2_peak_1377
chr4	154408748	154409099	352	154408942	27	21.47767	9.10625	17.66113	o2_peak_1378
chr4	158781142	158781465	324	158781305	21	14.93744	7.15491	11.26169	o2_peak_1379
chr4	158797915	158798225	311	158798045	18	10.81211	5.56864	7.25924	o2_peak_1380
chr4	161343936	161344209	274	161344066	23	11.19459	4.88327	7.62574	o2_peak_1381
chr4	161798151	161798660	510	161798403	107	126.17921	28.0311	121.17647	o2_peak_1382
chr4	162203682	162204127	446	162203916	82	77.08124	16.88799	72.58579	o2_peak_1383
chr4	163023733	163024132	400	163023925	37	23.85017	7.73185	19.9887	o2_peak_1384
chr4	163130675	163131103	429	163130890	47	39.88956	12.19496	35.80238	o2_peak_1385
chr4	163930227	163930519	293	163930384	24	9.9858	4.24202	6.46504	o2_peak_1386
chr4	164136836	164137300	465	164137076	84	79.04397	17.02039	74.53031	o2_peak_1387
chr4	165677484	165677764	281	165677644	31	10.1046	3.62423	6.57939	o2_peak_1388
chr4	166376882	166377240	359	166377056	45	19.35018	5.04514	15.57513	o2_peak_1389
chr4	166875297	166875620	324	166875449	14	10.60221	6.31696	7.05893	o2_peak_1390
chr4	169991254	169991646	393	169991432	26	16.65384	6.86906	12.93385	o2_peak_1391
chr4	170829232	170829545	314	170829375	20	14.39301	7.10091	10.73087	o2_peak_1392
chr4	171830743	171831007	265	171830921	11	5.59506	3.83794	2.36045	o2_peak_1393
chr4	172527534	172527846	313	172527685	25	12.82791	5.29021	9.21355	o2_peak_1394
chr4	172791323	172791707	385	172791536	24	12.00285	5.08674	8.40665	o2_peak_1395
chr4	174041613	174041976	364	174041786	20	14.22653	7.007	10.56843	o2_peak_1396
chr4	174067989	174068518	530	174068379	10	5.1667	3.71952	1.99306	o2_peak_1397
chr4	175630150	175630414	265	175630285	21	7.90185	3.73298	4.47505	o2_peak_1398
chr4	176368608	176368872	265	176368718	12	8.55056	5.47469	5.09529	o2_peak_1399
chr4	177068716	177069274	559	177068964	107	111.7945	21.97473	106.94134	o2_peak_1400
chr4	177344054	177344334	281	177344178	14	8.5353	5.07208	5.08055	o2_peak_1401
chr4	177370142	177370644	503	177370407	44	36.80138	11.67962	32.75385	o2_peak_1402
chr4	177596561	177597106	546	177596827	111	163.91827	45.19223	158.48579	o2_peak_1403
chr4	180402587	180402935	349	180402758	21	18.08759	8.97093	14.33767	o2_peak_1404
chr4	181504137	181504448	312	181504284	26	16.02478	6.5658	12.32128	o2_peak_1405
chr4	181760773	181761285	513	181761028	72	76.85486	20.46206	72.36451	o2_peak_1406
chr4	182165138	182165648	511	182165418	81	95.06614	25.38369	90.38895	o2_peak_1407
chr4	182291064	182291605	542	182291337	56	50.02656	13.94912	45.82103	o2_peak_1408
chr4	183764281	183764704	424	183764517	35	16.36953	5.23857	12.656	o2_peak_1409
chr4	184085130	184085427	298	184085300	16	10.0107	5.5288	6.48759	o2_peak_1410
chr4	185250528	185250898	371	185250712	16	7.7977	4.31905	4.37436	o2_peak_1411
chr4	185605309	185605702	394	185605502	26	16.63457	6.85967	12.91475	o2_peak_1412
chr4	185910071	185910525	455	185910278	49	49.51722	16.26117	45.3177	o2_peak_1413
chr4	185912695	185913109	415	185912890	37	23.85017	7.73185	19.9887	o2_peak_1414
chr4	186343253	186343700	448	186343467	84	71.9325	14.42287	67.49182	o2_peak_1415
chr4	187127064	187127566	503	187127284	79	89.66389	23.62648	85.04526	o2_peak_1416
chr4	187222180	187222544	365	187222362	41	21.34504	6.11167	17.53002	o2_peak_1417
chr4	188052369	188052633	265	188052525	23	13.78752	6.09748	10.14205	o2_peak_1418
chr4	188054038	188054561	524	188054321	88	90.68835	20.35884	86.05882	o2_peak_1419
chr4	189209843	189210283	441	189210053	45	48.62629	17.46451	44.43785	o2_peak_1420
chr4	190432457	190432751	295	190432592	24	14.99737	6.48868	11.31998	o2_peak_1421
chr4	190585112	190585396	285	190585264	20	15.14134	7.52817	11.46069	o2_peak_1422
chr4	190618368	190619049	682	190618560	22	16.09885	7.54377	12.39487	o2_peak_1423
chr4	191576569	191576908	340	191576720	34	21.94452	7.5579	18.11868	o2_peak_1424
chr4	193662172	193662689	518	193662418	123	150.43996	31.50365	145.15222	o2_peak_1425
chr4	195659045	195659389	345	195659207	28	21.24938	8.69784	17.43553	o2_peak_1426
chr4	195735039	195735556	518	195735280	78	69.90802	15.34094	65.48927	o2_peak_1427
chr4	198383371	198383635	265	198383499	20	11.32651	5.45049	7.75538	o2_peak_1428
chr4	198813982	198814478	497	198814250	84	111.60614	32.5923	106.75565	o2_peak_1429
chr4	200237046	200237525	480	200237276	97	90.40306	17.28907	85.77702	o2_peak_1430
chr4	202218874	202219184	311	202218999	31	13.28448	4.65651	9.65251	o2_peak_1431
chr4	202228560	202229024	465	202228768	32	28.13786	11.15857	24.20903	o2_peak_1432
chr4	202632948	202633365	418	202633129	48	39.13385	11.55145	35.05762	o2_peak_1433
chr4	202677676	202678094	419	202677870	25	21.2514	9.58802	17.43741	o2_peak_1434
chr4	202680726	202681263	538	202680988	69	91.56896	29.80787	86.92886	o2_peak_1435
chr4	202770305	202770732	428	202770493	44	33.89655	10.35523	29.88746	o2_peak_1436
chr4	202965855	202966229	375	202966031	26	20.34631	8.78103	16.551	o2_peak_1437
chr4	203060404	203061020	617	203060685	173	214.368	35.40374	208.42567	o2_peak_1438
chr4	204100311	204100614	304	204100479	18	14.07712	7.43318	10.42155	o2_peak_1439
chr4	204753694	204754297	604	204754002	80	56.00565	10.31744	51.73433	o2_peak_1440
chr4	207258052	207258832	781	207258593	50	48.40976	15.2962	44.22303	o2_peak_1441
chr4	208419494	208419938	445	208419720	30	25.69589	10.48229	21.80586	o2_peak_1442
chr4	209235790	209236171	382	209235973	39	19.64327	5.82063	15.86259	o2_peak_1443
chr4	210711678	210712001	324	210711840	18	13.24116	6.94025	9.61081	o2_peak_1444
chr4	210999491	210999830	340	210999671	33	24.19276	8.8246	20.32615	o2_peak_1445
chr4	211341513	211341949	437	211341730	45	22.20361	5.85928	18.37269	o2_peak_1446
chr4	212605224	212605529	306	212605365	21	18.75437	9.36819	14.9904	o2_peak_1447
chr4	214631202	214631472	271	214631361	21	10.8344	5.03252	7.28069	o2_peak_1448
chr4	216114019	216114467	449	216114248	78	76.69849	18.07133	72.20966	o2_peak_1449
chr4	216956469	216956778	310	216956610	40	26.88139	8.34226	22.97282	o2_peak_1450
chr4	219447316	219447800	485	219447555	108	123.7541	26.5064	118.77604	o2_peak_1451
chr4	219788394	219788678	285	219788540	18	15.17409	8.09071	11.49038	o2_peak_1452
chr4	221125997	221126551	555	221126282	64	62.05639	16.64646	57.72003	o2_peak_1453
chr4	221436606	221436966	361	221436771	16	10.0107	5.5288	6.48759	o2_peak_1454
chr4	221809103	221809463	361	221809275	44	23.9732	6.54821	20.10931	o2_peak_1455
chr4	223282970	223283453	484	223283205	71	81.85312	23.41608	77.31171	o2_peak_1456
chr4	223642861	223643125	265	223642988	11	7.3988	4.94553	4.00927	o2_peak_1457
chr4	226072128	226072461	334	226072292	21	15.44557	7.43905	11.75384	o2_peak_1458
chr4	226406186	226406629	444	226406406	44	19.1795	5.09657	15.4063	o2_peak_1459
chr4	227003289	227003786	498	227003522	106	117.06116	24.47635	112.15816	o2_peak_1460
chr4	227880328	227880616	289	227880470	33	13.1251	4.39099	9.49625	o2_peak_1461
chr4	227964895	227965226	332	227965042	24	14.65269	6.31855	10.98421	o2_peak_1462
chr4	228086105	228086376	272	228086217	15	5.42588	3.25552	2.21725	o2_peak_1463
chr4	228683962	228684440	479	228684219	63	38.54301	8.15205	34.47432	o2_peak_1464
chr4	228803083	228803547	465	228803343	63	52.84366	13.02206	48.60555	o2_peak_1465
chr4	230282133	230282723	591	230282430	110	129.58804	28.20085	124.53969	o2_peak_1466
chr4	233628549	233628829	281	233628712	16	10.0107	5.5288	6.48759	o2_peak_1467
chr4	234657907	234658243	337	234658092	24	17.1828	7.61663	13.45324	o2_peak_1468
chr4	235220281	235220568	288	235220417	14	6.28833	3.81093	2.9761	o2_peak_1469
chr4	235622865	235623348	484	235623111	100	101.79453	20.55044	97.04829	o2_peak_1470
chr4	236558454	236558928	475	236558680	76	41.0747	7.13833	36.97427	o2_peak_1471
chr4	236714098	236714444	347	236714280	26	9.72857	3.92893	6.21467	o2_peak_1472
chr4	238049028	238049336	309	238049152	9	4.68133	3.55182	1.60771	o2_peak_1473
chr4	238150541	238150805	265	238150671	18	11.91629	6.17924	8.3271	o2_peak_1474
chr4	239287694	239288158	465	239287929	129	144.44635	26.45107	139.22902	o2_peak_1475
chr4	239363777	239364226	450	239364009	40	26.88139	8.34226	22.97282	o2_peak_1476
chr4	239694046	239694340	295	239694233	19	12.70956	6.39656	9.09835	o2_peak_1477
chr4	239739711	239740264	554	239739971	157	222.36353	47.02246	216.32732	o2_peak_1478
chr4	240999249	240999687	439	240999468	66	50.4507	11.36861	46.24051	o2_peak_1479
chr4	241109391	241109721	331	241109530	26	14.43343	5.83038	10.7703	o2_peak_1480
chr4	241272558	241272839	282	241272686	14	9.86757	5.8683	6.35009	o2_peak_1481
chr4	241365872	241366683	812	241366282	71	71.3653	18.29244	66.93119	o2_peak_1482
chr4	241781831	241782194	364	241782044	35	23.99146	8.23503	20.12697	o2_peak_1483
chr5	507038	507405	368	507200	16	12.89622	7.23905	9.27521	o2_peak_1484
chr5	659072	659478	407	659280	28	20.26371	8.18829	16.46937	o2_peak_1485
chr5	1062957	1063400	444	1063160	52	46.09031	13.46527	41.93024	o2_peak_1486
chr5	1896755	1897125	371	1896920	28	15.3979	5.90062	11.70907	o2_peak_1487
chr5	2364529	2364839	311	2364699	31	16.4437	5.8322	12.72973	o2_peak_1488
chr5	3954636	3955051	416	3954871	49	52.60788	17.92421	48.37328	o2_peak_1489
chr5	4131840	4132289	450	4132071	73	72.36562	17.99517	67.92155	o2_peak_1490
chr5	4252680	4253113	434	4252893	66	56.69728	13.70068	52.41589	o2_peak_1491
chr5	4582521	4582864	344	4582696	29	21.58391	8.59655	17.76566	o2_peak_1492
chr5	5967538	5967925	388	5967805	10	6.03617	4.26019	2.74903	o2_peak_1493
chr5	6989531	6989827	297	6989665	14	8.80569	5.23135	5.33452	o2_peak_1494
chr5	7066745	7067203	459	7067000	89	61.09728	10.19314	56.77032	o2_peak_1495
chr5	7939617	7939945	329	7939767	14	8.88633	5.2791	5.41064	o2_peak_1496
chr5	8352650	8353153	504	8352879	26	25.0963	11.49732	21.21316	o2_peak_1497
chr5	8467826	8468239	414	8468024	46	35.89185	10.68789	31.85671	o2_peak_1498
chr5	8629440	8629846	407	8629651	55	43.47187	11.45131	39.34371	o2_peak_1499
chr5	8682998	8683333	336	8683175	25	12.82791	5.29021	9.21355	o2_peak_1500
chr5	9511826	9512263	438	9512046	31	18.09923	6.51103	14.34787	o2_peak_1501
chr5	9535821	9536329	509	9536090	104	120.18171	26.67648	115.24333	o2_peak_1502
chr5	10128454	10128718	265	10128599	15	8.38069	4.79881	4.93374	o2_peak_1503
chr5	10346726	10347002	277	10346855	16	7.97611	4.4123	4.54559	o2_peak_1504
chr5	10431978	10432260	283	10432120	15	11.09683	6.38917	7.5347	o2_peak_1505
chr5	11811910	11812257	348	11812083	27	17.61569	7.11373	13.87413	o2_peak_1506
chr5	12238616	12239060	445	12238831	66	64.47774	17.02213	60.11492	o2_peak_1507
chr5	12543215	12543723	509	12543469	79	89.66389	23.62648	85.04526	o2_peak_1508
chr5	13409557	13409915	359	13409729	28	15.3979	5.90062	11.70907	o2_peak_1509
chr5	13661070	13661481	412	13661276	36	27.36403	9.53904	23.44591	o2_peak_1510
chr5	13981737	13982065	329	13981904	33	24.19276	8.8246	20.32615	o2_peak_1511
chr5	14294252	14294624	373	14294446	51	14.61615	3.53704	10.9481	o2_peak_1512
chr5	14488321	14488617	297	14488498	28	15.3979	5.90062	11.70907	o2_peak_1513
chr5	14821798	14822268	471	14822049	53	36.20903	9.16276	32.1686	o2_peak_1514
chr5	14845238	14845546	309	14845370	17	6.73903	3.66246	3.38768	o2_peak_1515
chr5	15511903	15512211	309	15512027	25	13.55972	5.61444	9.92167	o2_peak_1516
chr5	17667214	17667700	487	17667458	89	84.33308	17.47702	79.76559	o2_peak_1517
chr5	19300326	19300669	344	19300484	30	19.9372	7.53852	16.15111	o2_peak_1518
chr5	19915720	19916110	391	19915918	45	37.01451	11.47569	32.96544	o2_peak_1519
chr5	20013197	20013630	434	20013423	63	56.76333	14.64006	52.4816	o2_peak_1520
chr5	20100331	20100756	426	20100536	64	58.04877	14.86881	53.75285	o2_peak_1521
chr5	24545539	24545803	265	24545719	18	9.40434	4.82717	5.90829	o2_peak_1522
chr5	24991062	24991371	310	24991215	22	11.60551	5.23024	8.02637	o2_peak_1523
chr5	27276486	27276766	281	27276634	16	11.28296	6.26909	7.71299	o2_peak_1524
chr5	27753851	27754193	343	27754032	23	17.60735	8.11532	13.86781	o2_peak_1525
chr5	28037822	28038317	496	28038014	42	33.91248	10.92465	29.90151	o2_peak_1526
chr5	29393296	29393601	306	29393480	21	10.8344	5.03252	7.28069	o2_peak_1527
chr5	29658276	29658540	265	29658404	14	8.5353	5.07208	5.08055	o2_peak_1528
chr5	30613755	30614342	588	30614124	35	21.88499	7.32491	18.06064	o2_peak_1529
chr5	30687246	30687584	339	30687365	14	6.28833	3.81093	2.9761	o2_peak_1530
chr5	30849661	30850198	538	30849951	87	83.79111	17.90534	79.22852	o2_peak_1531
chr5	31782237	31782645	409	31782467	41	46.26742	17.88472	42.10548	o2_peak_1532
chr5	31905926	31906416	491	31906157	53	47.99401	14.01555	43.81266	o2_peak_1533
chr5	32000249	32000625	377	32000434	38	23.96199	7.57337	20.09863	o2_peak_1534
chr5	32382721	32383187	467	32382951	88	73.04235	13.80621	68.59206	o2_peak_1535
chr5	32893441	32893726	286	32893571	34	13.37827	4.37364	9.74323	o2_peak_1536
chr5	33631399	33631757	359	33631565	19	15.74434	8.15539	12.04649	o2_peak_1537
chr5	34154992	34155306	315	34155153	17	11.35937	6.08649	7.78583	o2_peak_1538
chr5	36721079	36721620	542	36721255	27	22.13711	9.46788	18.30763	o2_peak_1539
chr5	38178750	38179170	421	38178970	53	44.29722	12.35255	40.15968	o2_peak_1540
chr5	39423933	39424400	468	39424187	33	34.62517	14.47811	30.60442	o2_peak_1541
chr5	40860291	40860780	490	40860511	38	41.8177	16.60724	37.70808	o2_peak_1542
chr5	42962523	42962807	285	42962691	22	8.11758	3.71746	4.68376	o2_peak_1543
chr5	43056883	43057281	399	43057059	42	29.06143	8.79297	25.12108	o2_peak_1544
chr5	44271361	44271625	265	44271512	27	8.94295	3.56652	5.46565	o2_peak_1545
chr5	46435563	46436098	536	46435820	175	166.38019	19.93324	160.92253	o2_peak_1546
chr5	48293540	48293850	311	48293717	24	18.71502	8.45346	14.95377	o2_peak_1547
chr5	48326004	48326395	392	48326209	18	5.98781	3.22393	2.70343	o2_peak_1548
chr5	50281243	50281656	414	50281452	57	36.28592	8.43992	32.2434	o2_peak_1549
chr5	50481722	50482018	297	50481893	17	8.5895	4.57311	5.12793	o2_peak_1550
chr5	50607817	50608321	505	50608063	105	121.73936	26.93054	116.78419	o2_peak_1551
chr5	51950927	51951392	466	51951162	65	65.44861	17.85109	61.07664	o2_peak_1552
chr5	52049040	52049491	452	52049267	55	45.8685	12.44101	41.7122	o2_peak_1553
chr5	52142017	52142323	307	52142168	23	13.78752	6.09748	10.14205	o2_peak_1554
chr5	53183780	53184365	586	53184052	103	118.62817	26.42242	113.70698	o2_peak_1555
chr5	54202152	54202579	428	54202365	28	26.03011	11.34538	22.13337	o2_peak_1556
chr5	56393798	56394062	265	56393924	16	9.54014	5.26247	6.03766	o2_peak_1557
chr5	58945668	58945953	286	58945837	18	12.3489	6.42463	8.74435	o2_peak_1558
chr5	59172110	59172643	534	59172396	43	26.15698	7.46595	22.25756	o2_peak_1559
chr5	59546690	59547008	319	59546836	14	8.5353	5.07208	5.08055	o2_peak_1560
chr5	59637455	59637774	320	59637580	18	9.40434	4.82717	5.90829	o2_peak_1561
chr5	60156825	60157234	410	60157098	10	6.10492	4.30342	2.80902	o2_peak_1562
chr5	60321760	60322135	376	60321937	30	25.69589	10.48229	21.80586	o2_peak_1563
chr5	60528614	60528955	342	60528794	36	17.17105	5.38409	13.44173	o2_peak_1564
chr5	60937940	60938282	343	60938121	37	31.7165	11.39717	27.73608	o2_peak_1565
chr5	60941357	60941630	274	60941577	22	12.8727	5.84342	9.25509	o2_peak_1566
chr5	61560847	61561290	444	61561087	23	14.93839	6.6787	11.26178	o2_peak_1567
chr5	61702724	61703026	303	61702873	24	18.38456	8.2701	14.62949	o2_peak_1568
chr5	62785023	62785469	447	62785253	33	30.42998	12.07618	26.46949	o2_peak_1569
chr5	63300364	63300848	485	63300595	43	42.53641	14.9399	38.41748	o2_peak_1570
chr5	63491343	63491783	441	63491561	47	40.45338	12.45827	36.36048	o2_peak_1571
chr5	63830695	63831161	467	63830929	75	78.18698	19.85927	73.68301	o2_peak_1572
chr5	65734896	65735411	516	65735162	81	93.49162	24.59389	88.83221	o2_peak_1573
chr5	66175329	66175593	265	66175459	14	10.71692	6.3874	7.16532	o2_peak_1574
chr5	67082449	67082869	421	67082643	67	64.19731	16.5361	59.83792	o2_peak_1575
chr5	67208078	67208367	290	67208230	23	14.05259	6.22913	10.39788	o2_peak_1576
chr5	67532346	67532762	417	67532548	40	35.2342	12.20203	31.20614	o2_peak_1577
chr5	67533174	67533759	586	67533601	27	19.5506	8.08352	15.77339	o2_peak_1578
chr5	68434794	68435200	407	68435004	75	55.36291	11.0592	51.09696	o2_peak_1579
chr5	68923092	68923360	269	68923257	18	12.91167	6.74846	9.28884	o2_peak_1580
chr5	69177710	69178261	552	69177982	141	138.79393	20.66325	133.64362	o2_peak_1581
chr5	69354108	69354426	319	69354260	21	13.0199	6.12214	9.39264	o2_peak_1582
chr5	69517277	69517791	515	69517533	122	133.86826	25.02678	128.77335	o2_peak_1583
chr5	69595011	69595276	266	69595152	14	10.71692	6.3874	7.16532	o2_peak_1584
chr5	70259186	70259463	278	70259316	25	12.38807	5.10029	8.78233	o2_peak_1585
chr5	70710298	70710672	375	70710476	41	24.25683	7.12659	20.38852	o2_peak_1586
chr5	71310097	71310396	300	71310268	16	12.89622	7.23905	9.27521	o2_peak_1587
chr5	71901613	71902157	545	71901832	87	109.44154	29.75619	104.61232	o2_peak_1588
chr5	72593352	72593616	265	72593497	21	9.17118	4.27216	5.68494	o2_peak_1589
chr5	72911598	72911955	358	72911785	39	34.17471	11.99702	30.16058	o2_peak_1590
chr5	73078313	73078745	433	73078526	47	39.88956	12.19496	35.80238	o2_peak_1591
chr5	74321259	74321715	457	74321479	65	59.34083	15.09756	55.0327	o2_peak_1592
chr5	74481346	74481647	302	74481475	16	10.39305	5.74835	6.85633	o2_peak_1593
chr5	74836834	74837245	412	74837087	25	23.79394	11.07149	19.93593	o2_peak_1594
chr5	76449749	76450090	342	76449884	22	5.08919	2.60491	1.92963	o2_peak_1595
chr5	76720647	76721030	384	76720835	27	26.41441	11.92315	22.51038	o2_peak_1596
chr5	76856176	76856675	500	76856446	96	107.87196	24.64398	103.05916	o2_peak_1597
chr5	76969022	76969362	341	76969175	23	12.88152	5.65785	9.26382	o2_peak_1598
chr5	77192179	77192479	301	77192327	21	18.75437	9.36819	14.9904	o2_peak_1599
chr5	77741103	77741650	548	77741374	96	87.19369	16.45903	82.59786	o2_peak_1600
chr5	77757041	77757305	265	77757208	21	7.90185	3.73298	4.47505	o2_peak_1601
chr5	77808697	77809086	390	77808885	35	21.88499	7.32491	18.06064	o2_peak_1602
chr5	77948709	77949006	298	77948868	23	11.19459	4.88327	7.62574	o2_peak_1603
chr5	78427769	78428051	283	78427897	21	5.48917	2.80227	2.27045	o2_peak_1604
chr5	82989344	82989680	337	82989525	18	11.82443	6.12756	8.23806	o2_peak_1605
chr5	83087161	83087791	631	83087535	59	74.70745	25.5496	70.2375	o2_peak_1606
chr5	84556806	84557362	557	84557110	133	166.88472	34.04427	161.42123	o2_peak_1607
chr5	85064264	85064653	390	85064466	33	23.80336	8.6381	19.94341	o2_peak_1608
chr5	85392413	85392991	579	85392701	151	143.04053	19.36111	137.84219	o2_peak_1609
chr5	85739088	85739415	328	85739263	32	16.23952	5.59947	12.53174	o2_peak_1610
chr5	85873168	85873646	479	85873407	106	128.91841	29.77588	123.88178	o2_peak_1611
chr5	86070812	86071196	385	86071000	30	24.96072	10.08192	21.08089	o2_peak_1612
chr5	87146042	87146306	265	87146242	16	10.0107	5.5288	6.48759	o2_peak_1613
chr5	87187710	87187974	265	87187844	15	7.03017	4.06499	3.65747	o2_peak_1614
chr5	87401231	87401528	298	87401406	29	14.94207	5.54634	11.26532	o2_peak_1615
chr5	87442853	87443120	268	87443031	24	11.46764	4.85473	7.89133	o2_peak_1616
chr5	88537891	88538224	334	88538040	41	12.35353	3.56975	8.74891	o2_peak_1617
chr5	89008835	89009146	312	89008999	18	11.05078	5.69858	7.49033	o2_peak_1618
chr5	89191961	89192280	320	89192129	31	18.09923	6.51103	14.34787	o2_peak_1619
chr5	89485246	89485557	312	89485398	17	8.15151	4.34977	4.71392	o2_peak_1620
chr5	90900339	90900906	568	90900618	117	126.4174	24.00943	121.41077	o2_peak_1621
chr5	91553790	91554336	547	91554084	90	87.87633	18.51575	83.27471	o2_peak_1622
chr5	92362046	92362416	371	92362261	33	28.56749	11.05759	24.63235	o2_peak_1623
chr5	93676010	93676334	325	93676151	28	18.93913	7.52687	15.1715	o2_peak_1624
