Type	chr	start	stop	q-value	mean_methylation_difference	#CpGs	p(MWU)	p(2D KS)	POP A	POP B	Compare
CHG	3	193985022	193985262	3.20E-21	0.607043	11	4.40E-14	1.70E-27	0.89531	0.28827	Teosinte/Maize
CHG	3	194028716	194029505	4.40E-16	0.508808	11	4.10E-14	2.30E-22	0.76818	0.25938	Teosinte/Maize
CHG	3	194365430	194366137	5.00E-41	0.661795	16	5.90E-14	2.60E-47	0.77483	0.11303	Teosinte/Maize
CHG	3	194393248	194393418	3.70E-16	0.549959	9	4.40E-14	1.90E-22	0.65146	0.1015	Teosinte/Maize
CHG	3	194393724	194394208	2.90E-81	0.694725	27	1.90E-14	1.50E-87	0.83551	0.14079	Teosinte/Maize
CHG	3	194965168	194965276	7.00E-12	0.412604	9	4.30E-14	3.60E-18	0.57237	0.15977	Teosinte/Maize
CHG	3	195298745	195299199	4.80E-98	0.771194	24	4.10E-14	2.50E-104	0.79181	0.020613	Teosinte/Maize
CHG	3	195363653	195363781	2.40E-06	0.475225	8	4.30E-14	1.20E-12	0.82099	0.34577	Teosinte/Maize
CHG	3	195503313	195503912	2.10E-26	0.492347	18	4.10E-14	1.10E-32	0.79746	0.30511	Teosinte/Maize
CHG	3	196064288	196064754	2.30E-41	0.52788	24	4.70E-14	1.20E-47	0.79712	0.26924	Teosinte/Maize
CHG	3	197489967	197490329	3.30E-10	0.525534	8	4.10E-14	1.70E-16	0.8088	0.28327	Teosinte/Maize
CHG	3	197908950	197909676	4.80E-96	0.761021	28	4.70E-14	2.40E-102	0.8647	0.10367	Teosinte/Maize
CHG	3	199379636	199379706	1.60E-18	0.457994	9	4.20E-14	8.40E-25	0.55478	0.09679	Teosinte/Maize
CHG	3	203437321	203437458	1.70E-12	0.429847	9	4.40E-14	8.60E-19	0.694	0.26415	Teosinte/Maize
CHG	3	206377309	206377629	1.00E-18	0.635594	8	4.20E-14	5.20E-25	0.71633	0.080739	Teosinte/Maize
CHG	3	206736493	206736709	1.50E-08	0.4206	13	4.60E-14	7.80E-15	0.58815	0.22358	Teosinte/Maize
CHG	3	206990102	206990422	8.20E-32	0.629575	11	3.60E-14	4.20E-38	0.72138	0.091803	Teosinte/Maize
CHG	3	207347897	207348219	1.80E-15	0.479185	10	4.40E-14	9.30E-22	0.59177	0.11259	Teosinte/Maize
CHG	3	210531613	210532368	3.90E-18	0.457646	14	3.90E-14	2.00E-24	0.74001	0.28237	Teosinte/Maize
CHG	3	211266670	211267122	7.30E-32	0.437681	23	4.60E-14	3.70E-38	0.70596	0.26828	Teosinte/Maize
CHG	3	212852368	212853161	1.00E-26	0.445417	26	4.30E-14	5.40E-33	0.84628	0.40086	Teosinte/Maize
CHG	3	212853791	212854221	7.10E-12	0.400763	14	4.20E-14	3.60E-18	0.69399	0.29323	Teosinte/Maize
CHG	3	215519405	215520337	1.50E-34	0.621819	17	4.60E-14	7.60E-41	0.86292	0.24111	Teosinte/Maize
CHG	3	217850174	217850720	1.40E-43	0.473931	19	3.30E-14	7.20E-50	0.50939	0.035464	Teosinte/Maize
CHG	3	218042776	218043186	1.20E-23	0.650816	11	4.30E-14	6.30E-30	0.87312	0.2223	Teosinte/Maize
CHG	3	218374379	218374730	5.00E-33	0.711316	10	4.20E-14	2.60E-39	0.77014	0.058828	Teosinte/Maize
CHG	3	220061929	220062421	3.10E-50	0.501394	24	3.70E-14	1.60E-56	0.59864	0.097246	Teosinte/Maize
CHG	3	220886546	220887143	1.10E-61	0.555908	22	4.60E-14	5.80E-68	0.62807	0.072158	Teosinte/Maize
CHG	3	223864123	223864566	4.00E-70	0.834568	16	4.60E-14	2.10E-76	0.86531	0.030742	Teosinte/Maize
CHG	3	223864883	223865286	1.30E-12	0.422595	9	4.30E-14	6.60E-19	0.88565	0.46306	Teosinte/Maize
CHG	3	223995694	223997297	1.40E-185	0.737427	51	-2.70E-15	7.20E-192	0.83694	0.099513	Teosinte/Maize
CHG	3	223999353	223999523	2.50E-39	0.839864	10	4.30E-14	1.30E-45	0.92005	0.080183	Teosinte/Maize
CHG	3	224162908	224163268	3.70E-11	0.469204	11	4.40E-14	1.90E-17	0.75556	0.28636	Teosinte/Maize
CHG	3	224493014	224493269	5.70E-11	0.508542	10	4.50E-14	2.90E-17	0.84269	0.33414	Teosinte/Maize
CHG	3	225844948	225847139	1.10E-99	0.429334	83	0.00E+00	5.60E-106	0.77412	0.34478	Teosinte/Maize
CHG	3	226175296	226175945	7.60E-63	0.492297	34	4.20E-14	3.90E-69	0.63153	0.13924	Teosinte/Maize
CHG	3	226176257	226177218	4.50E-29	0.42185	26	3.90E-14	2.30E-35	0.73809	0.31624	Teosinte/Maize
CHG	3	226217545	226218469	1.00E-59	0.448243	38	3.10E-14	5.30E-66	0.63771	0.18946	Teosinte/Maize
CHG	3	226739346	226739989	2.30E-38	0.574094	18	4.30E-14	1.20E-44	0.79385	0.21976	Teosinte/Maize
CHG	3	227583327	227583474	2.70E-12	0.470417	9	4.50E-14	1.40E-18	0.72047	0.25005	Teosinte/Maize
CHG	3	227987178	227987575	1.20E-21	0.58935	9	3.90E-14	6.20E-28	0.67943	0.090085	Teosinte/Maize
CHG	3	227988415	227988511	3.70E-15	0.402443	9	4.50E-14	1.90E-21	0.50779	0.10535	Teosinte/Maize
CHG	3	231412883	231413027	3.60E-32	0.751211	8	4.60E-14	1.80E-38	0.79048	0.039267	Teosinte/Maize
CHG	3	232003007	232004818	3.20E-94	0.434502	78	0.00E+00	1.60E-100	0.82305	0.38855	Teosinte/Maize
CHG	3	232010331	232010863	7.90E-34	0.409639	35	5.10E-14	4.10E-40	0.75778	0.34814	Teosinte/Maize
CHG	3	232096334	232097309	7.50E-108	0.587803	42	5.90E-14	3.90E-114	0.63518	0.047379	Teosinte/Maize
CHG	3	232097786	232100240	4.50E-131	0.62295	60	2.00E-14	2.30E-137	0.86211	0.23916	Teosinte/Maize
CHG	3	232535798	232536943	8.70E-80	0.417831	63	1.70E-14	4.50E-86	0.67633	0.2585	Teosinte/Maize
CHG	3	233670798	233671189	3.20E-19	0.52951	8	3.80E-14	1.60E-25	0.86237	0.33286	Teosinte/Maize
CHG	3	234149885	234150134	2.60E-44	0.424248	15	4.00E-14	1.30E-50	0.43042	0.0061735	Teosinte/Maize
CHG	3	235377291	235377750	1.20E-19	0.415437	12	4.60E-14	6.20E-26	0.53387	0.11844	Teosinte/Maize
CHG	4	4526674	4527394	2.10E-27	0.679164	11	4.10E-14	1.10E-33	0.83138	0.15222	Teosinte/Maize
CHG	4	5273054	5273219	6.20E-12	0.432816	8	4.60E-14	3.20E-18	0.68927	0.25646	Teosinte/Maize
CHG	4	5455203	5455565	2.60E-28	0.615346	11	4.90E-14	1.30E-34	0.78234	0.16699	Teosinte/Maize
CHG	4	5617665	5617882	1.30E-57	0.703235	18	3.60E-14	6.70E-64	0.83878	0.13555	Teosinte/Maize
CHG	4	5911284	5911562	7.50E-32	0.720613	9	4.60E-14	3.90E-38	0.76081	0.040195	Teosinte/Maize
CHG	4	6828720	6829168	2.00E-25	0.430305	19	3.80E-14	1.00E-31	0.78953	0.35922	Teosinte/Maize
CHG	4	7510656	7511292	4.70E-09	0.421681	12	4.40E-14	2.40E-15	0.85975	0.43807	Teosinte/Maize
CHG	4	7612767	7613311	1.60E-21	0.430131	16	4.00E-14	8.10E-28	0.61341	0.18328	Teosinte/Maize
CHG	4	8382567	8383092	3.20E-50	0.546922	20	5.70E-14	1.70E-56	0.59652	0.049598	Teosinte/Maize
CHG	4	21427374	21427499	1.50E-11	0.570906	8	4.70E-14	7.60E-18	0.88551	0.3146	Teosinte/Maize
CHG	4	23993646	23993953	1.60E-17	0.536238	12	4.30E-14	8.20E-24	0.84276	0.30652	Teosinte/Maize
CHG	4	33182916	33183214	1.10E-21	0.713191	8	4.70E-14	5.50E-28	0.84786	0.13467	Teosinte/Maize
CHG	4	33510621	33510826	7.20E-21	0.588375	9	4.00E-14	3.70E-27	0.76361	0.17524	Teosinte/Maize
CHG	4	34335341	34335986	1.00E-11	0.426921	14	5.00E-14	5.20E-18	0.81652	0.3896	Teosinte/Maize
CHG	4	37572138	37572983	6.10E-22	0.441895	20	4.30E-14	3.10E-28	0.79996	0.35807	Teosinte/Maize
CHG	4	39122482	39122972	4.80E-29	0.419443	14	4.80E-14	2.50E-35	0.49719	0.077749	Teosinte/Maize
CHG	4	39428057	39428724	2.50E-49	0.663162	18	3.90E-14	1.30E-55	0.79977	0.13661	Teosinte/Maize
CHG	4	40261985	40262203	1.00E-17	0.568633	8	4.70E-14	5.40E-24	0.63659	0.067953	Teosinte/Maize
CHG	4	40262727	40263166	3.50E-61	0.674164	17	4.40E-14	1.80E-67	0.68383	0.0096666	Teosinte/Maize
CHG	4	41802535	41803142	5.30E-50	0.797653	12	5.00E-14	2.70E-56	0.81369	0.016035	Teosinte/Maize
CHG	4	42365535	42366011	2.10E-34	0.554962	16	3.90E-14	1.10E-40	0.75008	0.19512	Teosinte/Maize
CHG	4	42473797	42474406	1.80E-63	0.776407	17	5.20E-14	9.40E-70	0.8014	0.02499	Teosinte/Maize
CHG	4	45974002	45974367	3.40E-23	0.632653	12	4.80E-14	1.70E-29	0.86895	0.23629	Teosinte/Maize
CHG	4	45974713	45975123	1.70E-23	0.48527	16	3.70E-14	8.80E-30	0.73742	0.25215	Teosinte/Maize
CHG	4	47719768	47720832	4.40E-138	0.619939	54	1.60E-14	2.20E-144	0.79977	0.17983	Teosinte/Maize
CHG	4	50008784	50009075	6.60E-19	0.538792	8	4.80E-14	3.40E-25	0.57055	0.031761	Teosinte/Maize
CHG	4	50025786	50026592	4.80E-60	0.613639	24	3.70E-14	2.40E-66	0.71693	0.10329	Teosinte/Maize
CHG	4	50027145	50028073	5.00E-42	0.609531	18	3.70E-14	2.60E-48	0.75015	0.14061	Teosinte/Maize
CHG	4	50212186	50213709	2.00E-104	0.466113	68	4.40E-14	1.00E-110	0.80362	0.33751	Teosinte/Maize
CHG	4	50467313	50467580	3.60E-16	0.532902	9	4.30E-14	1.80E-22	0.53788	0.0049765	Teosinte/Maize
CHG	4	50576265	50576672	6.30E-25	0.666226	8	4.10E-14	3.20E-31	0.72365	0.057427	Teosinte/Maize
CHG	4	50958250	50958579	1.00E-25	0.502877	10	4.90E-14	5.30E-32	0.50826	0.005378	Teosinte/Maize
CHG	4	54465651	54467172	1.50E-08	0.428133	37	4.20E-14	7.90E-15	0.83113	0.68637	Teosinte/Maize
CHG	4	55140993	55141146	7.00E-25	0.458169	9	4.90E-14	3.60E-31	0.47164	0.013472	Teosinte/Maize
CHG	4	56679505	56679830	1.70E-12	0.427143	8	4.30E-14	8.80E-19	0.43143	0.0042846	Teosinte/Maize
CHG	4	60824060	60824514	8.80E-71	0.806923	17	3.70E-14	4.50E-77	0.81147	0.0045437	Teosinte/Maize
CHG	4	60853231	60853863	5.60E-68	0.530947	33	5.80E-14	2.90E-74	0.58577	0.054826	Teosinte/Maize
CHG	4	61665167	61665940	5.30E-49	0.580519	25	2.90E-14	2.70E-55	0.8513	0.27078	Teosinte/Maize
CHG	4	65388308	65389178	6.10E-71	0.478897	38	4.00E-14	3.20E-77	0.62298	0.14408	Teosinte/Maize
CHG	4	66634184	66634631	7.10E-14	0.408918	16	4.60E-14	3.60E-20	0.89766	0.48874	Teosinte/Maize
CHG	4	67614611	67615308	4.80E-61	0.67929	21	5.80E-14	2.50E-67	0.81892	0.13963	Teosinte/Maize
CHG	4	67726236	67726280	2.10E-27	0.530656	8	4.10E-14	1.10E-33	0.53871	0.0080515	Teosinte/Maize
CHG	4	68172969	68173324	1.10E-80	0.757917	19	4.00E-14	5.50E-87	0.76988	0.011963	Teosinte/Maize
CHG	4	69433726	69434326	8.50E-76	0.496257	44	4.90E-14	4.30E-82	0.65892	0.16266	Teosinte/Maize
CHG	4	69626197	69626574	3.30E-47	0.642184	14	4.40E-14	1.70E-53	0.66001	0.017825	Teosinte/Maize
CHG	4	72468350	72468821	2.00E-22	0.403031	19	4.30E-14	1.00E-28	0.7596	0.35656	Teosinte/Maize
CHG	4	74960867	74961306	2.20E-45	0.600021	16	4.10E-14	1.10E-51	0.67987	0.079848	Teosinte/Maize
CHG	4	75680150	75680490	1.60E-45	0.852907	10	4.40E-14	8.10E-52	0.86704	0.014135	Teosinte/Maize
CHG	4	75942924	75943478	8.20E-23	0.527291	16	3.70E-14	4.20E-29	0.74582	0.21853	Teosinte/Maize
CHG	4	76347186	76348146	5.90E-19	0.440075	14	4.40E-14	3.00E-25	0.53296	0.092884	Teosinte/Maize
CHG	4	77832354	77832582	3.50E-11	0.426615	8	4.60E-14	1.80E-17	0.59682	0.17021	Teosinte/Maize
CHG	4	78021048	78021751	6.20E-23	0.65161	10	4.00E-14	3.20E-29	0.85825	0.20664	Teosinte/Maize
CHG	4	81065121	81065572	4.50E-09	0.407902	11	4.50E-14	2.30E-15	0.72815	0.32025	Teosinte/Maize
CHG	4	81934980	81935237	8.70E-10	0.463632	10	4.40E-14	4.40E-16	0.72391	0.26027	Teosinte/Maize
CHG	4	82297817	82298537	1.20E-54	0.642315	23	5.60E-14	5.90E-61	0.84513	0.20282	Teosinte/Maize
CHG	4	82717456	82717967	8.50E-14	0.426908	13	4.40E-14	4.40E-20	0.68796	0.26105	Teosinte/Maize
CHG	4	83510048	83510237	6.60E-53	0.60212	12	4.00E-14	3.40E-59	0.61294	0.010822	Teosinte/Maize
CHG	4	83967789	83968173	1.60E-18	0.417468	11	4.30E-14	8.30E-25	0.47461	0.057146	Teosinte/Maize
CHG	4	85559026	85559467	8.00E-27	0.506331	16	3.90E-14	4.10E-33	0.75071	0.24438	Teosinte/Maize
CHG	4	87430054	87430893	6.70E-93	0.490066	60	4.20E-14	3.40E-99	0.8158	0.32573	Teosinte/Maize
CHG	4	87434309	87434718	1.90E-09	0.432767	15	4.20E-14	9.70E-16	0.59856	0.20179	Teosinte/Maize
CHG	4	88049808	88050087	5.40E-13	0.592511	8	4.20E-14	2.80E-19	0.77582	0.18331	Teosinte/Maize
CHG	4	88050886	88051783	5.00E-41	0.596702	19	5.10E-14	2.60E-47	0.86353	0.26683	Teosinte/Maize
CHG	4	88054796	88054986	1.00E-14	0.499566	8	4.00E-14	5.10E-21	0.83128	0.33171	Teosinte/Maize
CHG	4	88055382	88055996	3.50E-17	0.455236	13	4.50E-14	1.80E-23	0.81029	0.35505	Teosinte/Maize
CHG	4	88056313	88056642	1.80E-15	0.554783	8	4.50E-14	9.10E-22	0.8317	0.27692	Teosinte/Maize
CHG	4	88237301	88237753	2.60E-40	0.531011	18	4.10E-14	1.30E-46	0.69196	0.16095	Teosinte/Maize
CHG	4	89739922	89740094	1.30E-38	0.682012	12	3.80E-14	6.80E-45	0.75806	0.076043	Teosinte/Maize
CHG	4	89906061	89907617	4.70E-114	0.729823	36	4.20E-14	2.40E-120	0.84156	0.11173	Teosinte/Maize
CHG	4	90604841	90606142	7.30E-65	0.44231	31	3.00E-14	3.80E-71	0.57845	0.13614	Teosinte/Maize
CHG	4	91163205	91163383	1.00E-07	0.463224	8	4.20E-14	5.10E-14	0.74143	0.27821	Teosinte/Maize
CHG	4	91459717	91459982	2.70E-43	0.479658	17	4.60E-14	1.40E-49	0.55272	0.073063	Teosinte/Maize
CHG	4	92857411	92857871	1.30E-38	0.716649	10	3.90E-14	6.90E-45	0.72855	0.011904	Teosinte/Maize
CHG	4	93176152	93176674	5.90E-45	0.699258	14	5.00E-14	3.10E-51	0.77175	0.072495	Teosinte/Maize
CHG	4	93322543	93322657	5.20E-32	0.507866	9	3.80E-14	2.70E-38	0.52034	0.012475	Teosinte/Maize
CHG	4	93538319	93539291	1.90E-81	0.648643	27	2.30E-14	1.00E-87	0.75314	0.1045	Teosinte/Maize
CHG	4	93701802	93702148	5.20E-25	0.717978	9	4.30E-14	2.70E-31	0.85249	0.13452	Teosinte/Maize
CHG	4	94141943	94142700	3.30E-87	0.741649	23	5.00E-14	1.70E-93	0.77846	0.036814	Teosinte/Maize
CHG	4	94191808	94192364	4.70E-48	0.41585	20	4.70E-14	2.40E-54	0.5414	0.12555	Teosinte/Maize
CHG	4	94225031	94225343	1.10E-34	0.522716	12	4.10E-14	5.80E-41	0.64337	0.12066	Teosinte/Maize
CHG	4	96155463	96155580	6.20E-20	0.57086	8	4.20E-14	3.20E-26	0.6891	0.11824	Teosinte/Maize
CHG	4	97632943	97633358	1.00E-41	0.705434	14	5.10E-14	5.30E-48	0.80191	0.09648	Teosinte/Maize
CHG	4	97634606	97634819	7.30E-25	0.557356	9	4.10E-14	3.80E-31	0.56881	0.011452	Teosinte/Maize
CHG	4	98757588	98759608	7.70E-139	0.483047	73	5.40E-14	4.00E-145	0.69516	0.21212	Teosinte/Maize
CHG	4	98938605	98939711	4.90E-34	0.413258	38	4.20E-14	2.50E-40	0.49166	0.12555	Teosinte/Maize
CHG	4	98939743	98940058	2.70E-30	0.461593	15	4.70E-14	1.40E-36	0.57154	0.10995	Teosinte/Maize
CHG	4	99232415	99232837	1.50E-25	0.67556	10	4.70E-14	7.80E-32	0.89994	0.22438	Teosinte/Maize
CHG	4	100151522	100152815	1.80E-156	0.702607	48	5.60E-14	9.30E-163	0.80722	0.10462	Teosinte/Maize
CHG	4	101078908	101079444	4.40E-66	0.578768	20	3.90E-14	2.30E-72	0.62271	0.043946	Teosinte/Maize
CHG	4	101146976	101148144	1.00E-258	0.839026	60	#NAME?	5.20E-265	0.86109	0.022064	Teosinte/Maize
CHG	4	101149864	101150050	4.60E-32	0.801744	15	3.80E-14	2.40E-38	0.81102	0.054015	Teosinte/Maize
CHG	4	101157498	101157732	8.20E-77	0.738568	18	4.00E-14	4.20E-83	0.74444	0.0058772	Teosinte/Maize
CHG	4	101159257	101159686	7.60E-52	0.55993	20	5.40E-14	3.90E-58	0.65407	0.094144	Teosinte/Maize
CHG	4	102386321	102386649	1.10E-16	0.494507	8	4.00E-14	5.80E-23	0.53853	0.044023	Teosinte/Maize
CHG	4	102884128	102884785	5.30E-61	0.541069	25	4.60E-14	2.70E-67	0.57066	0.029596	Teosinte/Maize
CHG	4	103196955	103198552	8.50E-173	0.550646	61	6.50E-14	4.40E-179	0.63751	0.086864	Teosinte/Maize
CHG	4	103433429	103434806	2.70E-62	0.438533	34	5.30E-14	1.40E-68	0.4841	0.045569	Teosinte/Maize
CHG	4	103849209	103849535	9.80E-10	0.467339	8	4.00E-14	5.00E-16	0.6343	0.16696	Teosinte/Maize
CHG	4	106351356	106353760	0.00E+00	0.744556	76	0.00E+00	6.4e-316	0.77832	0.03376	Teosinte/Maize
CHG	4	106360415	106362040	7.30E-139	0.618635	56	3.50E-14	3.70E-145	0.80425	0.18562	Teosinte/Maize
CHG	4	106782210	106782556	2.00E-37	0.575423	20	4.60E-14	1.00E-43	0.8457	0.27028	Teosinte/Maize
CHG	4	106782872	106783169	8.30E-23	0.442169	18	3.80E-14	4.30E-29	0.80582	0.36365	Teosinte/Maize
CHG	4	108616793	108618006	1.70E-98	0.757645	28	4.10E-14	8.80E-105	0.83331	0.075666	Teosinte/Maize
CHG	4	109461111	109461794	4.40E-07	0.465209	20	4.00E-14	2.20E-13	0.72886	0.41272	Teosinte/Maize
CHG	4	111365220	111367022	2.40E-295	0.657337	91	0.00E+00	1.30E-301	0.73593	0.078592	Teosinte/Maize
CHG	4	111972408	111972620	7.20E-54	0.702932	13	5.50E-14	3.70E-60	0.75059	0.047655	Teosinte/Maize
CHG	4	111973524	111974478	5.20E-115	0.569888	41	6.80E-14	2.70E-121	0.74688	0.177	Teosinte/Maize
CHG	4	111979517	111979943	1.10E-72	0.781906	17	4.40E-14	5.80E-79	0.79374	0.011838	Teosinte/Maize
CHG	4	111980717	111981505	7.20E-111	0.545105	42	3.20E-14	3.70E-117	0.73802	0.19292	Teosinte/Maize
CHG	4	112073498	112073923	2.60E-50	0.660989	14	4.50E-14	1.30E-56	0.66262	0.0016328	Teosinte/Maize
CHG	4	112074405	112074913	6.80E-24	0.422938	21	4.90E-14	3.50E-30	0.80851	0.38558	Teosinte/Maize
CHG	4	112126488	112127286	6.00E-151	0.701103	40	4.60E-14	3.10E-157	0.70489	0.0037835	Teosinte/Maize
CHG	4	112578918	112579405	4.80E-74	0.784781	18	4.70E-14	2.40E-80	0.80668	0.021903	Teosinte/Maize
CHG	4	113078266	113078903	9.40E-78	0.625218	30	4.00E-14	4.80E-84	0.78457	0.15935	Teosinte/Maize
CHG	4	113720008	113720694	3.40E-51	0.435973	29	3.90E-14	1.70E-57	0.61931	0.18334	Teosinte/Maize
CHG	4	117190622	117190868	1.60E-14	0.457571	11	3.70E-14	8.40E-21	0.71595	0.25838	Teosinte/Maize
CHG	4	117197145	117197931	5.10E-184	0.528465	50	7.90E-14	2.60E-190	0.54457	0.016104	Teosinte/Maize
CHG	4	117917514	117918865	5.90E-183	0.489404	65	1.00E-13	3.00E-189	0.49568	0.0062744	Teosinte/Maize
CHG	4	118081779	118081937	2.30E-35	0.514866	13	3.90E-14	1.20E-41	0.56063	0.045763	Teosinte/Maize
CHG	4	118650082	118650663	3.20E-129	0.75179	31	5.40E-14	1.60E-135	0.75527	0.0034847	Teosinte/Maize
CHG	4	119070200	119070566	3.60E-21	0.548841	10	4.50E-14	1.90E-27	0.75882	0.20998	Teosinte/Maize
CHG	4	119354108	119354511	9.40E-29	0.439747	24	5.20E-14	4.80E-35	0.83744	0.39769	Teosinte/Maize
CHG	4	119527719	119528621	6.00E-36	0.404297	19	4.90E-14	3.10E-42	0.42185	0.017553	Teosinte/Maize
CHG	4	119549660	119550208	9.90E-13	0.408888	17	5.00E-14	5.10E-19	0.78103	0.37214	Teosinte/Maize
CHG	4	119648831	119649058	4.50E-27	0.607809	10	3.90E-14	2.30E-33	0.71317	0.10536	Teosinte/Maize
CHG	4	119744414	119744801	1.30E-53	0.79716	13	4.30E-14	6.50E-60	0.82249	0.025325	Teosinte/Maize
CHG	4	119788591	119788943	1.70E-43	0.727551	15	4.50E-14	8.50E-50	0.85458	0.12703	Teosinte/Maize
CHG	4	119846423	119846852	1.20E-62	0.800143	15	6.00E-14	6.30E-69	0.80536	0.0052173	Teosinte/Maize
CHG	4	120145022	120145148	1.20E-37	0.748456	11	4.50E-14	6.30E-44	0.81809	0.069635	Teosinte/Maize
CHG	4	121060609	121061974	1.20E-44	0.405867	47	4.30E-14	6.10E-51	0.83189	0.42603	Teosinte/Maize
CHG	4	121187225	121187587	5.10E-48	0.588919	19	5.70E-14	2.60E-54	0.77072	0.1818	Teosinte/Maize
CHG	4	124432980	124433494	1.10E-29	0.585756	14	5.00E-14	5.50E-36	0.76963	0.18388	Teosinte/Maize
CHG	4	125221121	125221378	3.70E-18	0.459518	9	4.50E-14	1.90E-24	0.49229	0.032768	Teosinte/Maize
CHG	4	125768901	125769379	1.60E-63	0.766987	16	3.80E-14	8.50E-70	0.86121	0.094219	Teosinte/Maize
CHG	4	126991342	126993100	1.10E-66	0.402981	46	4.40E-14	5.50E-73	0.74686	0.34388	Teosinte/Maize
CHG	4	134031506	134031810	2.30E-33	0.616913	9	3.90E-14	1.20E-39	0.62038	0.0034648	Teosinte/Maize
CHG	4	134032865	134033249	5.10E-47	0.628786	16	5.50E-14	2.60E-53	0.71021	0.08142	Teosinte/Maize
CHG	4	137665494	137666873	9.60E-160	0.585652	51	5.10E-14	4.90E-166	0.66238	0.076732	Teosinte/Maize
CHG	4	141225556	141226435	1.10E-61	0.437468	39	3.30E-14	5.50E-68	0.65065	0.21318	Teosinte/Maize
CHG	4	141342259	141342886	7.60E-29	0.6686	8	4.30E-14	3.90E-35	0.67851	0.0099094	Teosinte/Maize
CHG	4	143899173	143899322	4.10E-08	0.424904	9	4.30E-14	2.10E-14	0.8099	0.38499	Teosinte/Maize
CHG	4	146846855	146847612	1.10E-21	0.48638	13	4.30E-14	5.40E-28	0.69262	0.20624	Teosinte/Maize
CHG	4	147690626	147691924	5.80E-37	0.528931	21	4.70E-14	3.00E-43	0.82321	0.29427	Teosinte/Maize
CHG	4	148680932	148681206	4.20E-40	0.791482	10	4.30E-14	2.10E-46	0.79215	0.0006645	Teosinte/Maize
CHG	4	148724629	148725153	4.80E-69	0.759696	16	3.50E-14	2.50E-75	0.76174	0.0020411	Teosinte/Maize
CHG	4	149863265	149863978	2.90E-53	0.619689	16	4.90E-14	1.50E-59	0.64007	0.020379	Teosinte/Maize
CHG	4	156140627	156141381	2.30E-154	0.733695	42	4.90E-14	1.20E-160	0.75967	0.025971	Teosinte/Maize
CHG	4	156610101	156611796	1.70E-79	0.602759	38	2.80E-14	8.70E-86	0.84328	0.24052	Teosinte/Maize
CHG	4	156622128	156623224	4.80E-82	0.653789	29	6.70E-14	2.40E-88	0.77811	0.12432	Teosinte/Maize
CHG	4	158350488	158351114	6.40E-65	0.712125	21	3.90E-14	3.30E-71	0.82168	0.10956	Teosinte/Maize
CHG	4	158375501	158376670	3.90E-122	0.578394	39	6.90E-14	2.00E-128	0.61509	0.036697	Teosinte/Maize
CHG	4	158377114	158377859	1.00E-89	0.451347	42	5.20E-14	5.30E-96	0.48479	0.033444	Teosinte/Maize
CHG	4	161345244	161345705	3.40E-71	0.412807	40	3.30E-14	1.80E-77	0.41935	0.040045	Teosinte/Maize
CHG	4	161345706	161346958	3.00E-125	0.458864	48	1.80E-14	1.50E-131	0.49638	0.037515	Teosinte/Maize
CHG	4	161907083	161908044	2.00E-35	0.520621	18	4.60E-14	1.00E-41	0.81366	0.29304	Teosinte/Maize
CHG	4	162133649	162134204	1.00E-54	0.714191	14	4.00E-14	5.30E-61	0.72333	0.0091397	Teosinte/Maize
CHG	4	163508435	163509044	3.70E-57	0.719236	14	3.80E-14	1.90E-63	0.72805	0.0088187	Teosinte/Maize
CHG	4	165611228	165611803	2.50E-111	0.532312	25	6.70E-14	1.30E-117	0.53723	0.0049206	Teosinte/Maize
CHG	4	166555880	166557496	6.50E-101	0.64631	30	2.40E-14	3.30E-107	0.72229	0.075976	Teosinte/Maize
CHG	4	166646228	166646452	6.30E-09	0.40698	10	4.50E-14	3.20E-15	0.8308	0.42382	Teosinte/Maize
CHG	4	169322875	169323805	5.00E-60	0.467149	34	3.30E-14	2.50E-66	0.69009	0.22294	Teosinte/Maize
CHG	4	170467133	170467744	2.50E-76	0.677024	19	4.80E-14	1.30E-82	0.68382	0.0067986	Teosinte/Maize
CHG	4	170468391	170468583	7.70E-28	0.654813	8	3.90E-14	3.90E-34	0.73796	0.083143	Teosinte/Maize
CHG	4	171119226	171120056	4.10E-51	0.554094	23	6.00E-14	2.10E-57	0.67407	0.11997	Teosinte/Maize
CHG	4	171672136	171672549	2.30E-14	0.559839	10	4.50E-14	1.20E-20	0.85156	0.29172	Teosinte/Maize
CHG	4	172402571	172403195	1.00E-64	0.408129	28	4.80E-14	5.10E-71	0.48668	0.078551	Teosinte/Maize
CHG	4	173751457	173752095	3.10E-57	0.557843	32	4.30E-14	1.60E-63	8.41E-01	0.28301	Teosinte/Maize
CHG	4	173893823	173894334	1.30E-32	0.731807	9	5.10E-14	6.80E-39	0.77581	0.044	Teosinte/Maize
CHG	4	174151372	174151470	4.10E-40	0.716769	10	4.40E-14	2.10E-46	0.71677	7.86E-08	Teosinte/Maize
CHG	4	176877620	176878690	1.10E-128	0.658487	41	4.50E-14	5.40E-135	0.73306	0.074574	Teosinte/Maize
CHG	4	176962580	176963211	9.30E-58	0.533191	27	4.20E-14	4.80E-64	0.85653	0.32334	Teosinte/Maize
CHG	4	177547507	177548685	3.50E-42	0.530502	26	3.90E-14	1.80E-48	0.84631	0.3158	Teosinte/Maize
CHG	4	177637386	177637895	1.70E-55	0.900664	13	5.50E-14	8.90E-62	0.91292	0.012251	Teosinte/Maize
