"marker","chr","physical","genetic"
"4_482",4,48200000,99.31168
"4_483",4,48300000,99.40201
"4_484",4,48400000,99.49192
"4_485",4,48500000,99.58111
"4_486",4,48600000,99.66929
"4_487",4,48700000,99.75617
"4_488",4,48800000,99.84151
"4_489",4,48900000,99.92508
"4_490",4,4.9e+07,100.00668
"4_491",4,49100000,100.08608
"4_492",4,49200000,100.16308
"4_493",4,49300000,100.23745
"4_494",4,49400000,100.30903
"4_495",4,49500000,100.37769
"4_496",4,49600000,100.44332
"4_497",4,49700000,100.50578
"4_498",4,49800000,100.56498
"4_499",4,49900000,100.6209
"4_500",4,5e+07,100.67354
"4_501",4,50100000,100.72291
"4_502",4,50200000,100.76901
"4_503",4,50300000,100.81185
"4_504",4,50400000,100.85143
"4_505",4,50500000,100.88776
"4_506",4,50600000,100.92084
"4_507",4,50700000,100.95068
"4_508",4,50800000,100.97728
"4_509",4,50900000,101.00065
"4_510",4,5.1e+07,101.0208
"4_511",4,51100000,101.03772
"4_512",4,51200000,101.05143
"4_513",4,51300000,101.06192
"4_514",4,51400000,101.06921
"4_515",4,51500000,101.0733
"4_516",4,51600000,101.0742
"4_517",4,51700000,101.0719
"4_518",4,51800000,101.06641
"4_519",4,51900000,101.05775
"4_520",4,5.2e+07,101.04591
"4_521",4,52100000,101.0309
"4_522",4,52200000,101.01273
"4_523",4,52300000,100.9914
"4_524",4,52400000,100.96701
"4_525",4,52500000,100.93974
"4_526",4,52600000,100.90978
"4_527",4,52700000,100.87731
"4_528",4,52800000,100.84254
"4_529",4,52900000,100.80564
"4_530",4,5.3e+07,100.7668
"4_531",4,53100000,100.72621
"4_532",4,53200000,100.68406
"4_533",4,53300000,100.64053
"4_534",4,53400000,100.59583
"4_535",4,53500000,100.55012
"4_536",4,53600000,100.50361
"4_537",4,53700000,100.45647
"4_538",4,53800000,100.4089
"4_539",4,53900000,100.36109
"4_540",4,5.4e+07,100.31322
"4_541",4,54100000,100.26548
"4_542",4,54200000,100.21806
"4_543",4,54300000,100.17115
"4_544",4,54400000,100.12494
"4_545",4,54500000,100.07961
"4_546",4,54600000,100.03535
"4_547",4,54700000,99.99236
"4_548",4,54800000,99.95081
"4_549",4,54900000,99.9109
"4_550",4,5.5e+07,99.87281
"4_551",4,55100000,99.83673
"4_552",4,55200000,99.80286
"4_553",4,55300000,99.77137
"4_554",4,55400000,99.74247
"4_555",4,55500000,99.71632
"4_556",4,55600000,99.69314
"4_557",4,55700000,99.67309
"4_558",4,55800000,99.65637
"4_559",4,55900000,99.64317
"4_560",4,5.6e+07,99.63367
"4_561",4,56100000,99.62807
"4_562",4,56200000,99.62652
"4_563",4,56300000,99.62915
"4_564",4,56400000,99.63608
"4_565",4,56500000,99.64738
"4_566",4,56600000,99.6631
"4_567",4,56700000,99.68328
"4_568",4,56800000,99.70797
"4_569",4,56900000,99.73722
"4_570",4,5.7e+07,99.77106
"4_571",4,57100000,99.80954
"4_572",4,57200000,99.85271
"4_573",4,57300000,99.90062
"4_574",4,57400000,99.9533
"4_575",4,57500000,100.0108
"4_576",4,57600000,100.07316
"4_577",4,57700000,100.14036
"4_578",4,57800000,100.21233
"4_579",4,57900000,100.289
"4_580",4,5.8e+07,100.37029
"4_581",4,58100000,100.45614
"4_582",4,58200000,100.54646
"4_583",4,58300000,100.64117
"4_584",4,58400000,100.74009
"4_585",4,58500000,100.84302
"4_586",4,58600000,100.94978
"4_587",4,58700000,101.0602
"4_588",4,58800000,101.17407
"4_589",4,58900000,101.29123
"4_590",4,5.9e+07,101.41149
"4_591",4,59100000,101.53465
"4_592",4,59200000,101.66054
"4_593",4,59300000,101.78898
"4_594",4,59400000,101.91976
"4_595",4,59500000,102.05272
"4_596",4,59600000,102.18767
"4_597",4,59700000,102.32442
"4_598",4,59800000,102.46279
"4_599",4,59900000,102.60258
"4_600",4,6e+07,102.74363
"4_601",4,60100000,102.88574
"4_602",4,60200000,103.02873
"4_603",4,60300000,103.17241
"4_604",4,60400000,103.3166
"4_605",4,60500000,103.46112
"4_606",4,60600000,103.60578
"4_607",4,60700000,103.75039
"4_608",4,60800000,103.89477
"4_609",4,60900000,104.03873
"4_610",4,6.1e+07,104.1821
"4_611",4,61100000,104.32468
"4_612",4,61200000,104.46629
"4_613",4,61300000,104.60675
"4_614",4,61400000,104.74588
"4_615",4,61500000,104.88347
"4_616",4,61600000,105.01937
"4_617",4,61700000,105.15336
"4_618",4,61800000,105.28529
"4_619",4,61900000,105.41495
"4_620",4,6.2e+07,105.54216
"4_621",4,62100000,105.66674
"4_622",4,62200000,105.78851
"4_623",4,62300000,105.90727
"4_624",4,62400000,106.02285
"4_625",4,62500000,106.13506
"4_626",4,62600000,106.24371
"4_627",4,62700000,106.34863
"4_628",4,62800000,106.44967
"4_629",4,62900000,106.5468
"4_630",4,6.3e+07,106.64003
"4_631",4,63100000,106.72938
"4_632",4,63200000,106.81489
"4_633",4,63300000,106.89657
"4_634",4,63400000,106.97445
"4_635",4,63500000,107.04856
"4_636",4,63600000,107.11892
"4_637",4,63700000,107.18556
"4_638",4,63800000,107.2485
"4_639",4,63900000,107.30777
"4_640",4,6.4e+07,107.36339
"4_641",4,64100000,107.41539
"4_642",4,64200000,107.46379
"4_643",4,64300000,107.50861
"4_644",4,64400000,107.54989
"4_645",4,64500000,107.58765
"4_646",4,64600000,107.62191
"4_647",4,64700000,107.6527
"4_648",4,64800000,107.68004
"4_649",4,64900000,107.70395
"4_650",4,6.5e+07,107.72447
"4_651",4,65100000,107.74162
"4_652",4,65200000,107.75542
"4_653",4,65300000,107.76593
"4_654",4,65400000,107.77326
"4_655",4,65500000,107.77752
"4_656",4,65600000,107.77884
"4_657",4,65700000,107.77734
"4_658",4,65800000,107.77312
"4_659",4,65900000,107.76636
"4_660",4,6.6e+07,107.75724
"4_661",4,66100000,107.74595
"4_662",4,66200000,107.73266
"4_663",4,66300000,107.71758
"4_664",4,66400000,107.70089
"4_665",4,66500000,107.68277
"4_666",4,66600000,107.6634
"4_667",4,66700000,107.64298
"4_668",4,66800000,107.6217
"4_669",4,66900000,107.59973
"4_670",4,6.7e+07,107.57727
"4_671",4,67100000,107.5545
"4_672",4,67200000,107.53162
"4_673",4,67300000,107.50879
"4_674",4,67400000,107.48622
"4_675",4,67500000,107.46408
"4_676",4,67600000,107.44258
"4_677",4,67700000,107.42188
"4_678",4,67800000,107.40218
"4_679",4,67900000,107.38366
"4_680",4,6.8e+07,107.36652
"4_681",4,68100000,107.35093
"4_682",4,68200000,107.33709
"4_683",4,68300000,107.32517
"4_684",4,68400000,107.31528
"4_685",4,68500000,107.30747
"4_686",4,68600000,107.30182
"4_687",4,68700000,107.29838
"4_688",4,68800000,107.29721
"4_689",4,68900000,107.29837
"4_690",4,6.9e+07,107.30193
"4_691",4,69100000,107.30794
"4_692",4,69200000,107.31646
"4_693",4,69300000,107.32755
"4_694",4,69400000,107.34121
"4_695",4,69500000,107.35741
"4_696",4,69600000,107.37611
"4_697",4,69700000,107.3973
"4_698",4,69800000,107.42095
"4_699",4,69900000,107.44703
"4_700",4,7e+07,107.47552
"4_701",4,70100000,107.50638
"4_702",4,70200000,107.5396
"4_703",4,70300000,107.57515
"4_704",4,70400000,107.61299
"4_705",4,70500000,107.65305
"4_706",4,70600000,107.69522
"4_707",4,70700000,107.7394
"4_708",4,70800000,107.78546
"4_709",4,70900000,107.83326
"4_710",4,7.1e+07,107.8826
"4_711",4,71100000,107.93333
"4_712",4,71200000,107.98526
"4_713",4,71300000,108.03822
"4_714",4,71400000,108.09204
"4_715",4,71500000,108.14654
"4_716",4,71600000,108.20156
"4_717",4,71700000,108.25691
"4_718",4,71800000,108.31243
"4_719",4,71900000,108.36794
"4_720",4,7.2e+07,108.42327
"4_721",4,72100000,108.47824
"4_722",4,72200000,108.53268
"4_723",4,72300000,108.58641
"4_724",4,72400000,108.63927
"4_725",4,72500000,108.69108
"4_726",4,72600000,108.74166
"4_727",4,72700000,108.79085
"4_728",4,72800000,108.83847
"4_729",4,72900000,108.88434
"4_730",4,7.3e+07,108.92829
"4_731",4,73100000,108.97015
"4_732",4,73200000,109.00976
"4_733",4,73300000,109.04697
"4_734",4,73400000,109.08166
"4_735",4,73500000,109.1137
"4_736",4,73600000,109.14296
"4_737",4,73700000,109.16933
"4_738",4,73800000,109.19273
"4_739",4,73900000,109.21315
"4_740",4,7.4e+07,109.23063
"4_741",4,74100000,109.24522
"4_742",4,74200000,109.257
"4_743",4,74300000,109.26601
"4_744",4,74400000,109.27232
"4_745",4,74500000,109.27599
"4_746",4,74600000,109.27707
"4_747",4,74700000,109.27562
"4_748",4,74800000,109.27171
"4_749",4,74900000,109.26539
"4_750",4,7.5e+07,109.25672
"4_751",4,75100000,109.24576
"4_752",4,75200000,109.23257
"4_753",4,75300000,109.21721
"4_754",4,75400000,109.19974
"4_755",4,75500000,109.18021
"4_756",4,75600000,109.15868
"4_757",4,75700000,109.13525
"4_758",4,75800000,109.11003
"4_759",4,75900000,109.08315
"4_760",4,7.6e+07,109.05475
"4_761",4,76100000,109.02495
"4_762",4,76200000,108.99389
"4_763",4,76300000,108.96169
"4_764",4,76400000,108.92848
"4_765",4,76500000,108.8944
"4_766",4,76600000,108.85958
"4_767",4,76700000,108.82413
"4_768",4,76800000,108.78821
"4_769",4,76900000,108.75193
"4_770",4,7.7e+07,108.71542
"4_771",4,77100000,108.67882
"4_772",4,77200000,108.64225
"4_773",4,77300000,108.60585
"4_774",4,77400000,108.56975
"4_775",4,77500000,108.53408
"4_776",4,77600000,108.49898
"4_777",4,77700000,108.46461
"4_778",4,77800000,108.43111
"4_779",4,77900000,108.39864
"4_780",4,7.8e+07,108.36733
"4_781",4,78100000,108.33734
"4_782",4,78200000,108.30882
"4_783",4,78300000,108.28191
"4_784",4,78400000,108.2567
"4_785",4,78500000,108.23327
"4_786",4,78600000,108.21167
"4_787",4,78700000,108.19194
"4_788",4,78800000,108.17416
"4_789",4,78900000,108.15838
"4_790",4,7.9e+07,108.14465
"4_791",4,79100000,108.13303
"4_792",4,79200000,108.12358
"4_793",4,79300000,108.11635
"4_794",4,79400000,108.1114
"4_795",4,79500000,108.10879
"4_796",4,79600000,108.10857
"4_797",4,79700000,108.1108
"4_798",4,79800000,108.11553
"4_799",4,79900000,108.12283
"4_800",4,8e+07,108.13275
"4_801",4,80100000,108.14534
"4_802",4,80200000,108.16067
"4_803",4,80300000,108.17878
"4_804",4,80400000,108.19974
"4_805",4,80500000,108.22359
"4_806",4,80600000,108.25034
"4_807",4,80700000,108.27993
"4_808",4,80800000,108.31232
"4_809",4,80900000,108.34747
"4_810",4,8.1e+07,108.38534
"4_811",4,81100000,108.42587
"4_812",4,81200000,108.46903
"4_813",4,81300000,108.51478
"4_814",4,81400000,108.56306
"4_815",4,81500000,108.61384
"4_816",4,81600000,108.66706
"4_817",4,81700000,108.7227
"4_818",4,81800000,108.78069
"4_819",4,81900000,108.84101
"4_820",4,8.2e+07,108.9036
"4_821",4,82100000,108.96842
"4_822",4,82200000,109.03542
"4_823",4,82300000,109.10457
"4_824",4,82400000,109.17582
"4_825",4,82500000,109.24912
"4_826",4,82600000,109.32444
"4_827",4,82700000,109.40172
"4_828",4,82800000,109.4809
"4_829",4,82900000,109.56182
"4_830",4,8.3e+07,109.64431
"4_831",4,83100000,109.72818
"4_832",4,83200000,109.81326
"4_833",4,83300000,109.89936
"4_834",4,83400000,109.9863
"4_835",4,83500000,110.07391
"4_836",4,83600000,110.162
"4_837",4,83700000,110.25039
"4_838",4,83800000,110.33891
"4_839",4,83900000,110.42737
"4_840",4,8.4e+07,110.51559
"4_841",4,84100000,110.6034
"4_842",4,84200000,110.69061
"4_843",4,84300000,110.77704
"4_844",4,84400000,110.86253
"4_845",4,84500000,110.9469
"4_846",4,84600000,111.02999
"4_847",4,84700000,111.11164
"4_848",4,84800000,111.19172
"4_849",4,84900000,111.27008
"4_850",4,8.5e+07,111.34658
"4_851",4,85100000,111.42108
"4_852",4,85200000,111.49345
"4_853",4,85300000,111.56354
"4_854",4,85400000,111.63121
"4_855",4,85500000,111.69632
"4_856",4,85600000,111.75873
"4_857",4,85700000,111.8183
"4_858",4,85800000,111.87488
"4_859",4,85900000,111.92836
"4_860",4,8.6e+07,111.97863
"4_861",4,86100000,112.02566
"4_862",4,86200000,112.06941
"4_863",4,86300000,112.10984
"4_864",4,86400000,112.14689
"4_865",4,86500000,112.18052
"4_866",4,86600000,112.2107
"4_867",4,86700000,112.23738
"4_868",4,86800000,112.26052
"4_869",4,86900000,112.28007
"4_870",4,8.7e+07,112.29605
"4_871",4,87100000,112.30853
"4_872",4,87200000,112.31761
"4_873",4,87300000,112.32336
"4_874",4,87400000,112.32588
"4_875",4,87500000,112.32524
"4_876",4,87600000,112.32154
"4_877",4,87700000,112.31485
"4_878",4,87800000,112.30527
"4_879",4,87900000,112.29287
"4_880",4,8.8e+07,112.27775
"4_881",4,88100000,112.25998
"4_882",4,88200000,112.23965
"4_883",4,88300000,112.21686
"4_884",4,88400000,112.19167
"4_885",4,88500000,112.16418
"4_886",4,88600000,112.13447
"4_887",4,88700000,112.10264
"4_888",4,88800000,112.06875
"4_889",4,88900000,112.0329
"4_890",4,8.9e+07,111.99517
"4_891",4,89100000,111.95566
"4_892",4,89200000,111.91443
"4_893",4,89300000,111.87158
"4_894",4,89400000,111.82719
"4_895",4,89500000,111.78135
"4_896",4,89600000,111.73415
"4_897",4,89700000,111.68566
"4_898",4,89800000,111.63597
"4_899",4,89900000,111.58517
"4_900",4,9e+07,111.53334
"4_901",4,90100000,111.48058
"4_902",4,90200000,111.42695
"4_903",4,90300000,111.37255
"4_904",4,90400000,111.31746
"4_905",4,90500000,111.26177
"4_906",4,90600000,111.20557
"4_907",4,90700000,111.14893
"4_908",4,90800000,111.09194
"4_909",4,90900000,111.03469
"4_910",4,9.1e+07,110.97727
"4_911",4,91100000,110.91975
"4_912",4,91200000,110.86222
"4_913",4,91300000,110.80477
"4_914",4,91400000,110.74749
"4_915",4,91500000,110.69045
"4_916",4,91600000,110.63375
"4_917",4,91700000,110.57746
"4_918",4,91800000,110.52167
"4_919",4,91900000,110.46648
"4_920",4,9.2e+07,110.41195
"4_921",4,92100000,110.35819
"4_922",4,92200000,110.30526
"4_923",4,92300000,110.25327
"4_924",4,92400000,110.20228
"4_925",4,92500000,110.1524
"4_926",4,92600000,110.10369
"4_927",4,92700000,110.05626
"4_928",4,92800000,110.01015
"4_929",4,92900000,109.96545
"4_930",4,9.3e+07,109.92223
"4_931",4,93100000,109.88054
"4_932",4,93200000,109.84046
"4_933",4,93300000,109.80207
"4_934",4,93400000,109.76541
"4_935",4,93500000,109.73058
"4_936",4,93600000,109.69762
"4_937",4,93700000,109.66662
"4_938",4,93800000,109.63763
"4_939",4,93900000,109.61062
"4_940",4,9.4e+07,109.58557
"4_941",4,94100000,109.56245
"4_942",4,94200000,109.54122
"4_943",4,94300000,109.52185
"4_944",4,94400000,109.50431
"4_945",4,94500000,109.48857
"4_946",4,94600000,109.4746
"4_947",4,94700000,109.46236
"4_948",4,94800000,109.45181
"4_949",4,94900000,109.44294
"4_950",4,9.5e+07,109.43571
"4_951",4,95100000,109.43008
"4_952",4,95200000,109.42602
"4_953",4,95300000,109.4235
"4_954",4,95400000,109.42249
"4_955",4,95500000,109.42296
"4_956",4,95600000,109.42487
"4_957",4,95700000,109.42819
"4_958",4,95800000,109.43289
"4_959",4,95900000,109.43895
"4_960",4,9.6e+07,109.44631
"4_961",4,96100000,109.45496
"4_962",4,96200000,109.46487
"4_963",4,96300000,109.47599
"4_964",4,96400000,109.4883
"4_965",4,96500000,109.50176
"4_966",4,96600000,109.51635
"4_967",4,96700000,109.53202
"4_968",4,96800000,109.54876
"4_969",4,96900000,109.56652
"4_970",4,9.7e+07,109.58528
"4_971",4,97100000,109.605
"4_972",4,97200000,109.62565
"4_973",4,97300000,109.6472
"4_974",4,97400000,109.66962
"4_975",4,97500000,109.69287
"4_976",4,97600000,109.71692
"4_977",4,97700000,109.74174
"4_978",4,97800000,109.7673
"4_979",4,97900000,109.79357
"4_980",4,9.8e+07,109.82051
"4_981",4,98100000,109.84809
"4_982",4,98200000,109.87628
"4_983",4,98300000,109.90504
"4_984",4,98400000,109.93436
"4_985",4,98500000,109.96418
"4_986",4,98600000,109.99449
"4_987",4,98700000,110.02524
"4_988",4,98800000,110.05641
"4_989",4,98900000,110.08797
"4_990",4,9.9e+07,110.11988
"4_991",4,99100000,110.15211
"4_992",4,99200000,110.18462
"4_993",4,99300000,110.2174
"4_994",4,99400000,110.25039
"4_995",4,99500000,110.28358
"4_996",4,99600000,110.31693
"4_997",4,99700000,110.35041
"4_998",4,99800000,110.38398
"4_999",4,99900000,110.41762
"4_1000",4,1e+08,110.45129
"4_1001",4,100100000,110.48495
"4_1002",4,100200000,110.51859
"4_1003",4,100300000,110.55216
"4_1004",4,100400000,110.58563
"4_1005",4,100500000,110.61897
"4_1006",4,100600000,110.65215
"4_1007",4,100700000,110.68514
"4_1008",4,100800000,110.7179
"4_1009",4,100900000,110.75041
"4_1010",4,1.01e+08,110.78262
"4_1011",4,101100000,110.81452
"4_1012",4,101200000,110.84606
"4_1013",4,101300000,110.87721
"4_1014",4,101400000,110.90795
"4_1015",4,101500000,110.93823
"4_1016",4,101600000,110.96803
"4_1017",4,101700000,110.99732
"4_1018",4,101800000,111.02606
"4_1019",4,101900000,111.05423
"4_1020",4,1.02e+08,111.08181
"4_1021",4,102100000,111.10881
"4_1022",4,102200000,111.13522
"4_1023",4,102300000,111.16106
"4_1024",4,102400000,111.18632
"4_1025",4,102500000,111.211
"4_1026",4,102600000,111.23512
"4_1027",4,102700000,111.25866
"4_1028",4,102800000,111.28164
"4_1029",4,102900000,111.30406
"4_1030",4,1.03e+08,111.32591
"4_1031",4,103100000,111.34721
"4_1032",4,103200000,111.36794
"4_1033",4,103300000,111.38813
"4_1034",4,103400000,111.40776
"4_1035",4,103500000,111.42684
"4_1036",4,103600000,111.44538
"4_1037",4,103700000,111.46337
"4_1038",4,103800000,111.48082
"4_1039",4,103900000,111.49773
"4_1040",4,1.04e+08,111.5141
"4_1041",4,104100000,111.52994
"4_1042",4,104200000,111.54524
"4_1043",4,104300000,111.56002
"4_1044",4,104400000,111.57427
"4_1045",4,104500000,111.58799
"4_1046",4,104600000,111.60119
"4_1047",4,104700000,111.61387
"4_1048",4,104800000,111.62604
"4_1049",4,104900000,111.63768
"4_1050",4,1.05e+08,111.64882
"4_1051",4,105100000,111.65944
"4_1052",4,105200000,111.66956
"4_1053",4,105300000,111.67917
"4_1054",4,105400000,111.68828
"4_1055",4,105500000,111.69689
"4_1056",4,105600000,111.705
"4_1057",4,105700000,111.71262
"4_1058",4,105800000,111.71974
"4_1059",4,105900000,111.72637
"4_1060",4,1.06e+08,111.73251
"4_1061",4,106100000,111.73817
"4_1062",4,106200000,111.74334
"4_1063",4,106300000,111.74804
"4_1064",4,106400000,111.75225
"4_1065",4,106500000,111.75599
"4_1066",4,106600000,111.75925
"4_1067",4,106700000,111.76205
"4_1068",4,106800000,111.76437
"4_1069",4,106900000,111.76623
"4_1070",4,1.07e+08,111.76762
"4_1071",4,107100000,111.76856
"4_1072",4,107200000,111.76903
"4_1073",4,107300000,111.76905
"4_1074",4,107400000,111.76861
"4_1075",4,107500000,111.76772
"4_1076",4,107600000,111.76639
"4_1077",4,107700000,111.7646
"4_1078",4,107800000,111.76237
"4_1079",4,107900000,111.7597
"4_1080",4,1.08e+08,111.7566
"4_1081",4,108100000,111.75305
"4_1082",4,108200000,111.74907
"4_1083",4,108300000,111.74466
"4_1084",4,108400000,111.73981
"4_1085",4,108500000,111.73454
"4_1086",4,108600000,111.72885
"4_1087",4,108700000,111.72273
"4_1088",4,108800000,111.7162
"4_1089",4,108900000,111.70924
"4_1090",4,1.09e+08,111.70187
"4_1091",4,109100000,111.69409
"4_1092",4,109200000,111.6859
"4_1093",4,109300000,111.6773
"4_1094",4,109400000,111.6683
"4_1095",4,109500000,111.65889
"4_1096",4,109600000,111.64908
"4_1097",4,109700000,111.63888
"4_1098",4,109800000,111.62828
"4_1099",4,109900000,111.61729
"4_1100",4,1.1e+08,111.6059
"4_1101",4,110100000,111.59413
"4_1102",4,110200000,111.58197
"4_1103",4,110300000,111.56943
"4_1104",4,110400000,111.55651
"4_1105",4,110500000,111.54321
"4_1106",4,110600000,111.52954
"4_1107",4,110700000,111.51549
"4_1108",4,110800000,111.50107
"4_1109",4,110900000,111.48628
"4_1110",4,1.11e+08,111.47113
"4_1111",4,111100000,111.45561
"4_1112",4,111200000,111.43973
"4_1113",4,111300000,111.42349
"4_1114",4,111400000,111.4069
"4_1115",4,111500000,111.38995
"4_1116",4,111600000,111.37265
"4_1117",4,111700000,111.355
"4_1118",4,111800000,111.33701
"4_1119",4,111900000,111.31867
"4_1120",4,1.12e+08,111.29999
"4_1121",4,112100000,111.28097
"4_1122",4,112200000,111.26161
"4_1123",4,112300000,111.24192
"4_1124",4,112400000,111.2219
"4_1125",4,112500000,111.20154
"4_1126",4,112600000,111.18086
"4_1127",4,112700000,111.15986
"4_1128",4,112800000,111.13854
"4_1129",4,112900000,111.11689
"4_1130",4,1.13e+08,111.09493
"4_1131",4,113100000,111.07266
"4_1132",4,113200000,111.0501
"4_1133",4,113300000,111.0273
"4_1134",4,113400000,111.00428
"4_1135",4,113500000,110.98109
"4_1136",4,113600000,110.95774
"4_1137",4,113700000,110.93429
"4_1138",4,113800000,110.91077
"4_1139",4,113900000,110.88725
"4_1140",4,1.14e+08,110.86378
"4_1141",4,114100000,110.84042
"4_1142",4,114200000,110.8172
"4_1143",4,114300000,110.7942
"4_1144",4,114400000,110.77146
"4_1145",4,114500000,110.74903
"4_1146",4,114600000,110.72697
"4_1147",4,114700000,110.70534
"4_1148",4,114800000,110.68418
"4_1149",4,114900000,110.66355
"4_1150",4,1.15e+08,110.6435
"4_1151",4,115100000,110.62408
"4_1152",4,115200000,110.60534
"4_1153",4,115300000,110.58732
"4_1154",4,115400000,110.57008
"4_1155",4,115500000,110.55367
"4_1156",4,115600000,110.53813
"4_1157",4,115700000,110.52351
"4_1158",4,115800000,110.50987
"4_1159",4,115900000,110.49726
"4_1160",4,1.16e+08,110.48571
"4_1161",4,116100000,110.47529
"4_1162",4,116200000,110.46604
"4_1163",4,116300000,110.45801
"4_1164",4,116400000,110.45125
"4_1165",4,116500000,110.44582
"4_1166",4,116600000,110.44173
"4_1167",4,116700000,110.43899
"4_1168",4,116800000,110.4376
"4_1169",4,116900000,110.43754
"4_1170",4,1.17e+08,110.4388
"4_1171",4,117100000,110.4414
"4_1172",4,117200000,110.4453
"4_1173",4,117300000,110.45052
"4_1174",4,117400000,110.45704
"4_1175",4,117500000,110.46485
"4_1176",4,117600000,110.47395
"4_1177",4,117700000,110.48433
"4_1178",4,117800000,110.49599
"4_1179",4,117900000,110.50892
"4_1180",4,1.18e+08,110.52311
"4_1181",4,118100000,110.5385
"4_1182",4,118200000,110.55504
"4_1183",4,118300000,110.57266
"4_1184",4,118400000,110.59131
"4_1185",4,118500000,110.61091
"4_1186",4,118600000,110.63142
"4_1187",4,118700000,110.65277
"4_1188",4,118800000,110.67489
"4_1189",4,118900000,110.69773
"4_1190",4,1.19e+08,110.72122
"4_1191",4,119100000,110.7453
"4_1192",4,119200000,110.76992
"4_1193",4,119300000,110.795
"4_1194",4,119400000,110.82049
"4_1195",4,119500000,110.84632
"4_1196",4,119600000,110.87244
"4_1197",4,119700000,110.89878
"4_1198",4,119800000,110.92529
"4_1199",4,119900000,110.95189
"4_1200",4,1.2e+08,110.97853
"4_1201",4,120100000,111.00514
"4_1202",4,120200000,111.03167
"4_1203",4,120300000,111.05806
"4_1204",4,120400000,111.08423
"4_1205",4,120500000,111.11013
"4_1206",4,120600000,111.13571
"4_1207",4,120700000,111.16088
"4_1208",4,120800000,111.18561
"4_1209",4,120900000,111.20982
"4_1210",4,1.21e+08,111.23344
"4_1211",4,121100000,111.25643
"4_1212",4,121200000,111.27872
"4_1213",4,121300000,111.30025
"4_1214",4,121400000,111.32095
"4_1215",4,121500000,111.34076
"4_1216",4,121600000,111.35963
"4_1217",4,121700000,111.37748
"4_1218",4,121800000,111.39427
"4_1219",4,121900000,111.40992
"4_1220",4,1.22e+08,111.42438
"4_1221",4,122100000,111.4376
"4_1222",4,122200000,111.44954
"4_1223",4,122300000,111.46018
"4_1224",4,122400000,111.46948
"4_1225",4,122500000,111.47744
"4_1226",4,122600000,111.48402
"4_1227",4,122700000,111.48922
"4_1228",4,122800000,111.49307
"4_1229",4,122900000,111.49557
"4_1230",4,1.23e+08,111.49673
"4_1231",4,123100000,111.49656
"4_1232",4,123200000,111.49508
"4_1233",4,123300000,111.4923
"4_1234",4,123400000,111.48828
"4_1235",4,123500000,111.48305
"4_1236",4,123600000,111.47667
"4_1237",4,123700000,111.46919
"4_1238",4,123800000,111.46066
"4_1239",4,123900000,111.45113
"4_1240",4,1.24e+08,111.44064
"4_1241",4,124100000,111.42925
"4_1242",4,124200000,111.417
"4_1243",4,124300000,111.40395
"4_1244",4,124400000,111.39015
"4_1245",4,124500000,111.37564
"4_1246",4,124600000,111.36047
"4_1247",4,124700000,111.34469
"4_1248",4,124800000,111.32836
"4_1249",4,124900000,111.31152
"4_1250",4,1.25e+08,111.29422
"4_1251",4,125100000,111.27651
"4_1252",4,125200000,111.25844
"4_1253",4,125300000,111.24006
"4_1254",4,125400000,111.22142
"4_1255",4,125500000,111.20257
"4_1256",4,125600000,111.18356
"4_1257",4,125700000,111.16443
"4_1258",4,125800000,111.14524
"4_1259",4,125900000,111.12604
"4_1260",4,1.26e+08,111.10687
"4_1261",4,126100000,111.08779
"4_1262",4,126200000,111.06884
"4_1263",4,126300000,111.05007
"4_1264",4,126400000,111.03154
"4_1265",4,126500000,111.0133
"4_1266",4,126600000,110.99537
"4_1267",4,126700000,110.97783
"4_1268",4,126800000,110.96069
"4_1269",4,126900000,110.94401
"4_1270",4,1.27e+08,110.92782
"4_1271",4,127100000,110.91217
"4_1272",4,127200000,110.89709
"4_1273",4,127300000,110.88261
"4_1274",4,127400000,110.86877
"4_1275",4,127500000,110.85558
"4_1276",4,127600000,110.84308
"4_1277",4,127700000,110.83128
"4_1278",4,127800000,110.82022
"4_1279",4,127900000,110.80992
"4_1280",4,1.28e+08,110.80037
"4_1281",4,128100000,110.79158
"4_1282",4,128200000,110.78351
"4_1283",4,128300000,110.77617
"4_1284",4,128400000,110.76953
"4_1285",4,128500000,110.76358
"4_1286",4,128600000,110.75831
"4_1287",4,128700000,110.75369
"4_1288",4,128800000,110.74972
"4_1289",4,128900000,110.74639
"4_1290",4,1.29e+08,110.74366
"4_1291",4,129100000,110.74154
"4_1292",4,129200000,110.74
"4_1293",4,129300000,110.73904
"4_1294",4,129400000,110.73863
"4_1295",4,129500000,110.73876
"4_1296",4,129600000,110.73942
"4_1297",4,129700000,110.74059
"4_1298",4,129800000,110.74226
"4_1299",4,129900000,110.74441
"4_1300",4,1.3e+08,110.74703
"4_1301",4,130100000,110.7501
"4_1302",4,130200000,110.75361
"4_1303",4,130300000,110.75754
"4_1304",4,130400000,110.76188
"4_1305",4,130500000,110.76661
"4_1306",4,130600000,110.77172
"4_1307",4,130700000,110.77719
"4_1308",4,130800000,110.78302
"4_1309",4,130900000,110.78917
"4_1310",4,1.31e+08,110.79565
"4_1311",4,131100000,110.80243
"4_1312",4,131200000,110.8095
"4_1313",4,131300000,110.81685
"4_1314",4,131400000,110.82445
"4_1315",4,131500000,110.8323
"4_1316",4,131600000,110.84038
"4_1317",4,131700000,110.84868
"4_1318",4,131800000,110.85718
"4_1319",4,131900000,110.86586
"4_1320",4,1.32e+08,110.87471
