Context	Comparsion	Chr_D	Start_D	end_D	Chr_F	Start_F	end_F	Feature	Overlap(bp)	POPA-POPB	Gene_ID	Chr	up_5k	Start	End	down_5k	Strand
CG	Teosinte/Maize	7	28786312	28786600	7	28786462	28786860	Exon	138	-0.608354	Zm00001d019343	7	28780037	28785037	28786860	28791860	+
CG	Teosinte/Maize	7	39159926	39160376	7	39145274	39160974	Exon	450	-0.499314	Zm00001d019515	7	39140274	39145274	39160974	39165974	-
CG	Teosinte/Maize	7	39734254	39734508	7	39733283	39735010	Exon	254	-0.511823	Zm00001d019522	7	39726035	39731035	39735223	39740223	-
CG	Teosinte/Maize	7	45819096	45819750	7	45816670	45821314	Exon	654	-0.698519	Zm00001d019598	7	45811670	45816670	45821314	45826314	+
CG	Teosinte/Maize	7	46761863	46762353	7	46761923	46766922	Gene_down_5K	430	-0.569599	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	49117973	49118133	7	49114150	49119149	Gene_up_5K	160	-0.562608	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	49266434	49266613	7	49156354	49316599	Intergenic	179	-0.723693	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	49660931	49661604	7	49657754	49662753	Gene_up_5K	673	-0.773796	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	50910130	50910643	7	50859943	51179118	Intergenic	513	-0.487566	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	64303691	64304474	7	63699419	64600342	Intergenic	783	-0.551558	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	70602099	70602615	7	70602002	70607001	Gene_up_5K	516	-0.690449	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	72473870	72474077	7	71981140	72514356	Intergenic	207	-0.829248	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	73815122	73815281	7	73812545	73817544	Gene_up_5K	159	-0.511548	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	75979972	75980866	7	75844430	76559754	Intergenic	894	-0.495556	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	79911437	79911679	7	79911404	79911614	Exon	177	-0.437204	Zm00001d019956	7	79905359	79910359	79922761	79927761	+
CG	Teosinte/Maize	7	83123009	83123725	7	83028723	83149242	Intergenic	716	-0.560056	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	83239745	83240186	7	83178916	83407969	Intergenic	441	-0.579227	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	83557315	83557493	7	83438305	83690072	Intergenic	178	-0.420189	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	84825397	84825920	7	84822006	84827005	Gene_up_5K	523	-0.676197	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	87913467	87913837	7	87816712	87955470	Intergenic	370	-0.53737	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	96521091	96522006	7	96519846	96524845	Gene_up_5K	915	-0.44405	Zm00001d020160	7	96510023	96515023	96521470	96526470	+
CG	Teosinte/Maize	7	98804341	98804846	7	98796773	98833961	Intergenic	505	-0.485191	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	103465842	103466071	7	103462817	103467816	Gene_up_5K	229	-0.620031	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	115060300	115060529	7	114991922	115140331	Intergenic	229	-0.522004	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	123023227	123023314	7	122856448	123026645	Intergenic	87	-0.919155	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	123062198	123062503	7	123037108	123063758	Intergenic	305	-0.850328	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	127317093	127318085	7	127315049	127322067	Exon	992	-0.480201	Zm00001d020666	7	127310049	127315049	127322067	127327067	+
CG	Teosinte/Maize	7	129500639	129500851	7	129499980	129501479	Exon	212	-0.517082	Zm00001d020706	7	129494980	129499980	129501479	129506479	+
CG	Teosinte/Maize	7	130463478	130463858	7	130462170	130467169	Gene_up_5K	380	-0.44405	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	130464175	130464342	7	130462170	130467169	Gene_up_5K	167	-0.608186	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	133451593	133451756	7	133449801	133497731	Intergenic	163	-0.434247	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	144088875	144089184	7	144084366	144089365	Gene_down_5K	309	-0.41138	Zm00001d021145	7	144083215	144088215	144096509	144101509	+
CG	Teosinte/Maize	7	147098163	147098430	7	147096084	147101083	Gene_up_5K	267	-0.478054	Zm00001d021259	7	147092538	147097538	147098506	147103506	+
CG	Teosinte/Maize	7	155446976	155448001	7	155447229	155452228	Gene_up_5K	772	-0.668399	Zm00001d021542	7	155440924	155445924	155447228	155452228	-
CG	Teosinte/Maize	7	155508725	155509148	7	155504603	155509602	Gene_up_5K	423	-0.51255	Zm00001d021545	7	155502985	155507985	155512108	155517108	+
CG	Teosinte/Maize	7	155899732	155900006	7	155897979	155902978	Gene_up_5K	274	-0.439645	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	7	161767585	161767769	7	161764376	161769375	Gene_down_5K	184	-0.478381	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	8	8473935	8474235	8	8454946	8475384	Exon	300	-0.525014	Zm00001d008429	8	8449946	8454946	8475384	8480384	-
CG	Teosinte/Maize	8	15278073	15280580	8	15276961	15281960	Gene_down_5K	2507	-0.462549	Zm00001d008631	8	15267221	15272221	15287303	15292303	+
CG	Teosinte/Maize	8	15278073	15280580	8	15276961	15281960	Gene_down_5K	2507	-0.462549	Zm00001d008632	8	15272252	15277252	15280685	15285685	+
CG	Teosinte/Maize	8	36817892	36818242	8	36817445	36818866	Exon	350	-0.401339	Zm00001d009108	8	36812445	36817445	36818866	36823866	+
CG	Teosinte/Maize	8	37777034	37777208	8	37725027	37785209	Intergenic	174	-0.675295	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	8	40627987	40628275	8	40625094	40630093	Gene_up_5K	288	-0.741575	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	8	47156099	47156401	8	47152015	47157014	Gene_up_5K	302	-0.461145	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	8	47410971	47411908	8	47211514	47500464	Intergenic	937	-0.485023	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	8	47907433	47908726	8	47907023	47912007	Intron	1293	-0.710891	Zm00001d009260	8	47901365	47906365	47913252	47918252	-
CG	Teosinte/Maize	8	48142761	48143300	8	47918253	48178553	Intergenic	539	-0.49783	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	8	48670317	48670548	8	48669883	48670495	Exon	178	-0.449574	Zm00001d009264	8	48664883	48669883	48672784	48677784	-
CG	Teosinte/Maize	8	49764579	49764659	8	49726526	49780731	Intergenic	80	-0.418051	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	8	50618139	50618719	8	50552983	50796058	Intergenic	580	-0.552334	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	8	51430918	51431414	8	51179565	51435626	Intergenic	496	-0.507433	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	8	72862720	72862984	8	72860032	72865031	Gene_down_5K	264	-0.718882	Zm00001d009605	8	72856164	72861164	72868595	72873595	+
CG	Teosinte/Maize	8	73350469	73350694	8	73349558	73351216	Exon	225	-0.467873	Zm00001d009617	8	73338604	73343604	73351556	73356556	-
CG	Teosinte/Maize	8	73468304	73468839	8	73467308	73468804	Exon	500	-0.535987	Zm00001d009618	8	73462308	73467308	73468804	73473804	+
CG	Teosinte/Maize	8	79026791	79027010	8	79026422	79154644	Intergenic	219	-0.401295	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	8	81398646	81399151	8	81398918	81401685	Intron	233	-0.830777	Zm00001d009789	8	81393779	81398779	81405752	81410752	+
CG	Teosinte/Maize	8	91901671	91902117	8	91824886	91936257	Intergenic	446	-0.447347	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	8	98476563	98476667	8	98431576	98480715	Intergenic	104	-0.422535	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	8	100398621	100399139	8	100397133	100401114	Intron	518	-0.426515	Zm00001d010127	8	100391740	100396740	100401473	100406473	+
CG	Teosinte/Maize	8	102629678	102629884	8	102499963	102641581	Intergenic	206	-0.425757	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	8	105194264	105194693	8	105194319	105194741	Exon	374	-0.6921	Zm00001d010232	8	105186750	105191750	105194782	105199782	+
CG	Teosinte/Maize	8	109545058	109545304	8	109537670	109548753	Intron	246	-0.475199	Zm00001d010322	8	109532444	109537444	109549673	109554673	+
CG	Teosinte/Maize	8	117496271	117496591	8	117496394	117496661	Exon	197	-0.424434	Zm00001d010488	8	117490296	117495296	117501405	117506405	+
CG	Teosinte/Maize	8	128894230	128894463	8	128892121	128897120	Gene_down_5K	233	-0.480332	Zm00001d010824	8	128888375	128893375	128896851	128901851	+
CG	Teosinte/Maize	8	134840623	134840807	8	134839693	134840960	Intron	184	-0.426918	Zm00001d010950	8	134824668	134829668	134841732	134846732	-
CG	Teosinte/Maize	8	135540695	135541128	8	135540640	135540986	Intron	291	-0.432068	Zm00001d010974	8	135525020	135530020	135542207	135547207	-
CG	Teosinte/Maize	8	148838316	148838460	8	148833757	148838756	Gene_down_5K	144	-0.524039	Zm00001d011370	8	148828239	148833239	148839951	148844951	+
CG	Teosinte/Maize	8	156210532	156210710	8	156204793	156242528	Intergenic	178	-0.408837	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	8	158906435	158906580	8	158905685	158906986	Exon	145	-0.563814	Zm00001d011692	8	158900685	158905685	158906986	158911986	+
CG	Teosinte/Maize	8	159831171	159831334	8	159830548	159835547	Gene_up_5K	163	-0.411891	Zm00001d011719	8	159819328	159824328	159833569	159838569	-
CG	Teosinte/Maize	8	161664251	161664473	8	161661961	161666960	Gene_down_5K	222	-0.774432	Zm00001d011790	8	161645580	161650580	161666693	161671693	+
CG	Teosinte/Maize	8	162231356	162231530	8	162229630	162234833	Intron	174	-0.857702	Zm00001d011828	8	162222066	162227066	162236070	162241070	-
CG	Teosinte/Maize	8	168887103	168887415	8	168886921	168888003	Exon	312	-0.464555	Zm00001d012146	8	168878542	168883542	168888435	168893435	+
CG	Teosinte/Maize	8	176657567	176657736	8	176657308	176662307	Gene_up_5K	169	-0.459309	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	1604402	1604831	9	1604567	1605346	Exon	264	-0.601123	Zm00001d044760	9	1596296	1601296	1605346	1610346	-
CG	Teosinte/Maize	9	13119465	13119747	9	13118689	13119810	Exon	282	-0.547467	Zm00001d045112	9	13112991	13117991	13122682	13127682	-
CG	Teosinte/Maize	9	16846835	16847206	9	16842687	16847686	Gene_down_5K	371	-0.45065	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	21878232	21878932	9	21878285	21878490	Intron	205	-0.475279	Zm00001d045430	9	21872799	21877799	21880928	21885928	-
CG	Teosinte/Maize	9	24927647	24927922	9	24925065	24930064	Gene_up_5K	275	-0.65358	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	36011438	36012356	9	36010264	36011962	Intron	524	-0.643694	Zm00001d045735	9	36004335	36009335	36013889	36018889	+
CG	Teosinte/Maize	9	36015260	36015471	9	36013890	36018889	Gene_down_5K	211	-0.677269	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	36017714	36018447	9	36013890	36018889	Gene_down_5K	733	-0.420062	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	40007811	40008366	9	39952204	40033941	Intergenic	555	-0.473846	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	50244105	50244251	9	50244115	50244599	Intron	136	-0.510983	Zm00001d045962	9	50238771	50243771	50262642	50267642	+
CG	Teosinte/Maize	9	52566238	52566843	9	52544252	52741457	Intergenic	605	-0.45383	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	54563162	54563694	9	53811174	54563464	Intergenic	302	-0.679373	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	55118990	55119475	9	54760836	55153777	Intergenic	485	-0.504216	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	55971601	55972659	9	55967208	55972207	Gene_up_5K	606	-0.651865	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	56042408	56042703	9	55972208	56168351	Intergenic	295	-0.601605	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	56043013	56043253	9	55972208	56168351	Intergenic	240	-0.600802	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	60527804	60528610	9	60510213	60751317	Intergenic	806	-0.733343	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	60535683	60535898	9	60510213	60751317	Intergenic	215	-0.680278	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	60807035	60807393	9	60773843	60862877	Intergenic	358	-0.414804	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	60991057	60991200	9	60873630	61124115	Intergenic	143	-0.476395	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	60991971	60992123	9	60873630	61124115	Intergenic	152	-0.678323	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	61923905	61924119	9	61923948	61928947	Gene_up_5K	171	-0.679877	Zm00001d046079	9	61918875	61923875	61923947	61928947	-
CG	Teosinte/Maize	9	78334667	78334965	9	78334458	78339457	Gene_down_5K	298	-0.61067	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	99667605	99667949	9	99658915	99668677	Exon	344	-0.454223	Zm00001d046630	9	99653915	99658915	99668677	99673677	-
CG	Teosinte/Maize	9	110202115	110202998	9	110202169	110202805	Exon	636	-0.41136	Zm00001d046912	9	110197169	110202169	110204205	110209205	+
CG	Teosinte/Maize	9	113503840	113504503	9	113502413	113507412	Gene_up_5K	663	-0.510333	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	119362624	119363099	9	119347635	119365183	Intergenic	475	-0.491137	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	122920684	122921200	9	122921000	122925999	Gene_up_5K	200	-0.647035	Zm00001d047224	9	122886336	122891336	122920999	122925999	-
CG	Teosinte/Maize	9	125665066	125665585	9	125663636	125668635	Gene_down_5K	519	-0.73173	Zm00001d047290	9	125658367	125663367	125665840	125670840	+
CG	Teosinte/Maize	9	127690362	127691345	9	127690325	127692796	Exon	983	-0.586992	Zm00001d047361	9	127683165	127688165	127693192	127698192	-
CG	Teosinte/Maize	9	130699398	130699685	9	130694997	130704255	Intron	287	-0.644753	Zm00001d047453	9	130686554	130691554	130708860	130713860	-
CG	Teosinte/Maize	9	132770144	132770399	9	132766872	132771871	Gene_up_5K	255	-0.479676	Zm00001d047502	9	132764329	132769329	132772423	132777423	+
CG	Teosinte/Maize	9	133463197	133463607	9	133463059	133463893	Intron	410	-0.437523	Zm00001d047522	9	133455977	133460977	133469214	133474214	-
CG	Teosinte/Maize	9	134026597	134027006	9	134025005	134027671	Exon	409	-0.424798	Zm00001d047533	9	134020005	134025005	134027671	134032671	-
CG	Teosinte/Maize	9	134121820	134121981	9	134092373	134134881	Intergenic	161	-0.88164	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	135201614	135201780	9	135131925	135218914	Intergenic	166	-0.724174	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	140497986	140498114	9	140455285	140578212	Intergenic	128	-0.667823	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	146611202	146611480	9	146611340	146611531	Exon	140	-0.577188	Zm00001d047967	9	146606340	146611340	146618721	146623721	+
CG	Teosinte/Maize	9	149326398	149327294	9	149326262	149331261	Gene_up_5K	896	-0.537406	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	9	150752072	150752649	9	150751083	150752344	Exon	272	-0.407249	Zm00001d048142	9	150746083	150751083	150755678	150760678	-
CG	Teosinte/Maize	9	155234157	155234747	9	155231300	155236299	Gene_down_5K	590	-0.644674	Zm00001d048372	9	155225812	155230812	155234902	155239902	-
CG	Teosinte/Maize	9	158551237	158551408	9	158551259	158551355	Intron	96	-0.5497	Zm00001d048552	9	158532471	158537471	158553298	158558298	-
CG	Teosinte/Maize	10	121969	122335	10	0	126321	Intergenic	366	-0.456075	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	133868	134187	10	131322	134730	Exon	319	-0.5167	Zm00001d023208	10	126322	131322	134730	139730	+
CG	Teosinte/Maize	10	3653308	3653444	10	3651997	3653603	Exon	136	-0.408042	Zm00001d023337	10	3646997	3651997	3660777	3665777	+
CG	Teosinte/Maize	10	4291858	4292030	10	4288119	4293118	Gene_down_5K	172	-0.416472	Zm00001d023378	10	4283877	4288877	4292640	4297640	+
CG	Teosinte/Maize	10	8727287	8728127	10	8724371	8729370	Gene_down_5K	840	-0.425616	Zm00001d023524	10	8720582	8725582	8728026	8733026	-
CG	Teosinte/Maize	10	21378065	21378812	10	21214455	21483310	Intergenic	747	-0.419378	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	33621749	33621901	10	33388164	33712910	Intergenic	152	-0.710062	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	33925447	33925834	10	33924875	33925976	Exon	387	-0.658457	Zm00001d023979	10	33917137	33922137	33926709	33931709	-
CG	Teosinte/Maize	10	34047107	34047905	10	33931710	34209273	Intergenic	798	-0.602996	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	34063416	34063874	10	33931710	34209273	Intergenic	458	-0.864934	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	34101147	34101402	10	33931710	34209273	Intergenic	255	-0.617038	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	36999091	36999475	10	36987465	37072736	Intergenic	384	-0.699497	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	51318840	51319402	10	51315314	51327171	Exon	562	-0.62296	Zm00001d024160	10	51310314	51315314	51327171	51332171	-
CG	Teosinte/Maize	10	51688803	51689218	10	51624886	51895071	Intergenic	415	-0.760135	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	51901625	51901935	10	51900675	51905674	Gene_up_5K	310	-0.620804	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	53531538	53531838	10	53530372	53535371	Gene_up_5K	300	-0.576705	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	53645048	53645788	10	53589447	53912368	Intergenic	740	-0.468189	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	58557325	58557767	10	58557439	58562438	Gene_up_5K	328	-0.807753	Zm00001d024234	10	58543375	58548375	58557438	58562438	-
CG	Teosinte/Maize	10	62020570	62020877	10	62018189	62023188	Gene_down_5K	307	-0.504764	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	81352108	81352372	10	81348456	81353455	Gene_up_5K	264	-0.444433	Zm00001d024633	10	81342903	81347903	81352638	81357638	+
CG	Teosinte/Maize	10	82041911	82042304	10	82041858	82042897	Exon	393	-0.440889	Zm00001d024647	10	82033496	82038496	82042897	82047897	+
CG	Teosinte/Maize	10	84541027	84541272	10	84541146	84541650	Intron	126	-0.603832	Zm00001d024709	10	84535352	84540352	84545986	84550986	+
CG	Teosinte/Maize	10	89687952	89688216	10	89687263	89688738	Exon	264	-0.414899	Zm00001d024824	10	89682263	89687263	89690813	89695813	-
CG	Teosinte/Maize	10	91847259	91847665	10	91825110	91882069	Intergenic	406	-0.556336	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	96592476	96592612	10	96592529	96592679	Exon	83	-0.454073	Zm00001d024952	10	96581361	96586361	96592679	96597679	-
CG	Teosinte/Maize	10	96959217	96959784	10	96956678	96966490	Intron	567	-0.404308	Zm00001d024962	10	96951014	96956014	96967539	96972539	+
CG	Teosinte/Maize	10	100282839	100282936	10	100281819	100286818	Gene_up_5K	97	-0.762161	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	100522495	100522677	10	100513962	100528598	Intergenic	182	-0.577989	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	104575021	104575558	10	104574417	104575544	Exon	523	-0.516615	Zm00001d025107	10	104569417	104574417	104575544	104580544	-
CG	Teosinte/Maize	10	106763604	106763727	10	106759011	106764010	Gene_down_5K	123	-0.598823	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	109136589	109136779	10	109135804	109137912	Exon	190	-0.505617	Zm00001d025206	10	109130804	109135804	109137912	109142912	+
CG	Teosinte/Maize	10	110658551	110658835	10	110658013	110659683	Exon	284	-0.472769	Zm00001d025240	10	110652182	110657182	110663551	110668551	+
CG	Teosinte/Maize	10	112344452	112344771	10	112330552	112496131	Intergenic	319	-0.482917	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	112380734	112381007	10	112330552	112496131	Intergenic	273	-0.51228	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	117576054	117576505	10	117546040	117607882	Intergenic	451	-0.489685	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	125794233	125794630	10	125792973	125797972	Gene_up_5K	397	-0.859239	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	126421825	126422141	10	126420989	126422316	Exon	316	-0.516875	Zm00001d025692	10	126415989	126420989	126425176	126430176	+
CG	Teosinte/Maize	10	126536220	126537004	10	126532243	126537242	Gene_up_5K	784	-0.437963	Zm00001d025696	10	126527005	126532005	126537113	126542113	+
CG	Teosinte/Maize	10	126886619	126886764	10	126886635	126886707	Intron	72	-0.482434	Zm00001d025706	10	126875549	126880549	126888843	126893843	-
CG	Teosinte/Maize	10	128605530	128605891	10	128605358	128606246	Exon	361	-0.43457	Zm00001d025757	10	128600358	128605358	128610245	128615245	+
CG	Teosinte/Maize	10	131994158	131994518	10	131994078	131994489	Intron	331	-0.41608	Zm00001d025865	10	131988604	131993604	132007438	132012438	+
CG	Teosinte/Maize	10	133780035	133780236	10	133779874	133784873	Gene_down_5K	201	-0.5819	Zm00001d025921	10	133767841	133772841	133780821	133785821	+
CG	Teosinte/Maize	10	135130116	135130431	10	135127402	135131627	Exon	315	-0.435434	Zm00001d025979	10	135119957	135124957	135134224	135139224	+
CG	Teosinte/Maize	10	136676401	136676627	10	136655057	136736603	Intergenic	226	-0.572935	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	143158152	143159025	10	143157797	143162796	Gene_up_5K	873	-0.516252	Zm00001d026296	10	143151312	143156312	143161817	143166817	+
CG	Teosinte/Maize	10	143237637	143238098	10	143237474	143237778	Intron	141	-0.46148	Zm00001d026303	10	143226316	143231316	143239636	143244636	-
CG	Teosinte/Maize	10	143981443	143982040	10	143979495	143982889	Exon	597	-0.40536	Zm00001d026348	10	143974495	143979495	143982889	143987889	-
CG	Teosinte/Maize	10	146101905	146102176	10	146101871	146102717	Exon	271	-0.499006	Zm00001d026452	10	146093952	146098952	146102717	146107717	+
CG	Teosinte/Maize	10	146695002	146695181	10	146680538	146700761	Intergenic	179	-0.539753	NA	NA	NA	NA	NA	NA	NA
CG	Teosinte/Maize	10	150317702	150317974	10	150315505	150318102	Exon	272	-0.558563	Zm00001d026698	10	150302587	150307587	150319013	150324013	-
