Type	chr	start	stop	q-value	mean_methylation_difference	#CpGs	p(MWU)	p(2D KS)	mean_Maize	mean_Lan	Compare	Gene
CHG	7	78859791	78860048	1.10E-05	-0.506437	6	4.30E-14	5.20E-12	0.20593	0.71236	teosinte/maize	Zm00001d019947
CHG	7	79917375	79917529	1.80E-08	0.438345	6	4.30E-14	8.80E-15	0.66672	0.22838	teosinte/maize	Zm00001d019956
CHG	7	81041892	81042134	1.30E-19	0.580472	11	4.70E-14	6.50E-26	0.77177	0.1913	teosinte/maize	Zm00001d019967
CHG	7	81051698	81052114	6.80E-19	0.427277	19	4.00E-14	3.40E-25	0.82481	0.39753	teosinte/maize	Zm00001d019968
CHG	7	81052368	81052501	7.40E-11	0.462442	9	4.20E-14	3.60E-17	0.69115	0.22871	teosinte/maize	Zm00001d019968
CHG	7	84176853	84177629	7.90E-48	0.58447	17	5.50E-14	3.90E-54	0.67103	0.086559	teosinte/maize	Zm00001d020001
CHG	7	84178234	84179057	3.40E-52	0.450629	34	4.20E-14	1.70E-58	0.60213	0.1515	teosinte/maize	Zm00001d020001
CHG	7	84823980	84825009	1.80E-41	-0.52638	23	4.70E-14	9.10E-48	0.17045	0.69683	teosinte/maize	Zm00001d020002
CHG	7	84825256	84825910	3.40E-99	-0.636543	39	5.10E-14	1.70E-105	0.0056525	0.6422	teosinte/maize	Zm00001d020002
CHG	7	98087731	98087942	5.60E-14	0.463102	11	4.30E-14	2.70E-20	0.74399	0.28089	teosinte/maize	Zm00001d020182
CHG	7	98087731	98087942	5.60E-14	0.463102	11	4.30E-14	2.70E-20	0.74399	0.28089	teosinte/maize	Zm00001d020183
CHG	7	99029156	99029559	3.70E-54	0.822106	14	5.60E-14	1.80E-60	0.83495	0.012845	teosinte/maize	Zm00001d020204
CHG	7	99031128	99031472	1.40E-64	0.855137	14	4.40E-14	7.10E-71	0.86885	0.013718	teosinte/maize	Zm00001d020204
CHG	7	103465844	103466052	2.10E-47	-0.527524	26	4.30E-14	1.00E-53	0.071099	0.59862	teosinte/maize	Zm00001d020270
CHG	7	106761173	106761435	8.60E-18	0.688717	7	4.20E-14	4.20E-24	0.80017	0.11145	teosinte/maize	Zm00001d020325
CHG	7	106856606	106856930	4.80E-16	0.550511	10	4.30E-14	2.30E-22	0.86722	0.31671	teosinte/maize	Zm00001d020329
CHG	7	107530107	107530334	5.60E-42	0.734574	10	4.30E-14	2.80E-48	0.75084	0.016262	teosinte/maize	Zm00001d020340
CHG	7	107530732	107530844	1.20E-15	0.442847	6	4.10E-14	5.90E-22	0.44455	0.0017007	teosinte/maize	Zm00001d020340
CHG	7	113096926	113096977	1.20E-17	0.570606	6	4.70E-14	5.90E-24	0.57193	0.0013228	teosinte/maize	Zm00001d020421
CHG	7	113884644	113884797	2.00E-24	-0.426438	20	4.30E-14	9.80E-31	0.29415	0.72059	teosinte/maize	Zm00001d020432
CHG	7	115406435	115406638	9.10E-32	-0.585737	14	4.80E-14	4.50E-38	0.03808	0.62382	teosinte/maize	Zm00001d020454
CHG	7	116450109	116450361	5.50E-10	0.406811	12	4.10E-14	2.70E-16	0.7556	0.34879	teosinte/maize	Zm00001d020463
CHG	7	119519502	119519611	0.00025	-0.440899	6	5.20E-12	1.20E-10	0.37004	0.81094	teosinte/maize	Zm00001d020502
CHG	7	119940250	119941730	1.60E-126	0.5264	73	2.30E-14	7.80E-133	0.78897	0.26257	teosinte/maize	Zm00001d020515
CHG	7	121694255	121694448	2.70E-13	0.584124	7	4.10E-14	1.30E-19	0.82069	0.23657	teosinte/maize	Zm00001d020541
CHG	7	122608535	122609018	7.30E-50	-0.477322	33	5.30E-14	3.60E-56	0.16479	0.64211	teosinte/maize	Zm00001d020568
CHG	7	127315149	127315273	7.10E-11	0.424963	9	4.60E-14	3.50E-17	0.52906	0.10409	teosinte/maize	Zm00001d020666
CHG	7	129162697	129163380	4.60E-09	0.429245	9	4.40E-14	2.30E-15	0.88529	0.45604	teosinte/maize	Zm00001d020702
CHG	7	130050880	130051377	4.60E-38	0.718136	12	4.20E-14	2.20E-44	0.79151	0.07337	teosinte/maize	Zm00001d020719
CHG	7	130403745	130403965	1.80E-43	0.430017	28	4.80E-14	9.00E-50	0.73422	0.30421	teosinte/maize	Zm00001d020728
CHG	7	130691661	130691829	4.80E-23	0.539391	14	3.70E-14	2.40E-29	0.8372	0.2978	teosinte/maize	Zm00001d020736
CHG	7	131541864	131542081	3.80E-16	0.509234	10	4.50E-14	1.80E-22	0.81981	0.31058	teosinte/maize	Zm00001d020760
CHG	7	131547272	131547453	2.30E-19	0.476344	13	4.00E-14	1.10E-25	0.72791	0.25156	teosinte/maize	Zm00001d020760
CHG	7	131547272	131547453	2.30E-19	0.476344	13	4.00E-14	1.10E-25	0.72791	0.25156	teosinte/maize	Zm00001d020761
CHG	7	137989557	137990209	8.60E-46	0.683277	15	3.60E-14	4.20E-52	0.78495	0.10167	teosinte/maize	Zm00001d020961
CHG	7	138448279	138448526	4.80E-17	0.461951	15	4.20E-14	2.30E-23	0.762	0.30005	teosinte/maize	Zm00001d020978
CHG	7	139324162	139325216	6.50E-135	0.604792	57	2.10E-14	3.20E-141	0.76234	0.15754	teosinte/maize	Zm00001d020985
CHG	7	139325691	139326283	1.00E-18	0.42464	14	4.20E-14	5.00E-25	0.60057	0.17593	teosinte/maize	Zm00001d020985
CHG	7	139576483	139577186	2.90E-21	-0.410288	26	4.20E-14	1.40E-27	0.16655	0.57684	teosinte/maize	Zm00001d020989
CHG	7	146449145	146449224	2.00E-14	-0.48136	7	4.40E-14	9.80E-21	0.33493	0.81629	teosinte/maize	Zm00001d021218
CHG	7	147098216	147098358	1.10E-64	-0.576211	25	4.20E-14	5.20E-71	0.13067	0.70688	teosinte/maize	Zm00001d021259
CHG	7	147098216	147098358	1.10E-64	-0.576211	25	4.20E-14	5.20E-71	0.13067	0.70688	teosinte/maize	Zm00001d021260
CHG	7	147356127	147356373	2.20E-36	0.823018	10	3.60E-14	1.10E-42	0.82593	0.0029085	teosinte/maize	Zm00001d021269
CHG	7	147356704	147357454	1.60E-91	0.858824	20	5.10E-14	7.70E-98	0.86911	0.010291	teosinte/maize	Zm00001d021269
CHG	7	147357808	147360300	0	0.863456	93	0	0	0.8721	0.0086422	teosinte/maize	Zm00001d021269
CHG	7	147360594	147360738	1.90E-15	0.608008	6	4.40E-14	9.50E-22	0.61297	0.0049616	teosinte/maize	Zm00001d021269
CHG	7	148694463	148694744	5.00E-25	0.539534	15	3.90E-14	2.50E-31	0.82988	0.29034	teosinte/maize	Zm00001d021315
CHG	7	150063769	150063976	1.70E-13	0.478805	9	4.40E-14	8.40E-20	0.85435	0.37555	teosinte/maize	Zm00001d021367
CHG	7	154485655	154485893	4.20E-20	0.686127	8	4.30E-14	2.10E-26	0.83438	0.14825	teosinte/maize	Zm00001d021508
CHG	7	154732296	154732605	7.60E-71	0.686983	19	3.60E-14	3.70E-77	0.73304	0.046053	teosinte/maize	Zm00001d021514
CHG	7	155276787	155277036	5.90E-14	0.639058	7	4.60E-14	2.90E-20	0.8722	0.23315	teosinte/maize	Zm00001d021535
CHG	7	155446426	155446822	2.70E-32	-0.474718	36	4.80E-14	1.30E-38	0.15108	0.64638	teosinte/maize	Zm00001d021542
CHG	7	155446823	155447658	2.90E-191	-0.638354	78	0	1.40E-197	0.031029	0.66938	teosinte/maize	Zm00001d021542
CHG	7	155447883	155447945	0.00011	-0.471196	6	4.60E-14	5.40E-11	0.070392	0.54159	teosinte/maize	Zm00001d021542
CHG	7	155523402	155523473	2.40E-18	0.559404	6	4.30E-14	1.20E-24	0.56578	0.0063726	teosinte/maize	Zm00001d021546
CHG	7	155990045	155990292	4.40E-24	-0.821973	7	4.10E-14	2.10E-30	0.044001	0.86597	teosinte/maize	Zm00001d021558
CHG	7	158050855	158051443	2.50E-84	0.806437	21	3.70E-14	1.20E-90	0.81306	0.006621	teosinte/maize	Zm00001d021611
CHG	7	161664300	161664437	1.10E-07	0.54139	6	4.70E-14	5.40E-14	0.83244	0.29105	teosinte/maize	Zm00001d021733
CHG	7	161664873	161665121	2.20E-51	0.659156	19	2.90E-14	1.10E-57	0.80625	0.14709	teosinte/maize	Zm00001d021733
CHG	7	161670214	161670444	3.00E-09	0.420579	7	4.50E-14	1.50E-15	0.55965	0.13907	teosinte/maize	Zm00001d021734
CHG	7	161767622	161767759	3.20E-06	-0.406391	7	4.00E-14	1.60E-12	0.29061	0.697	teosinte/maize	Zm00001d021736
CHG	7	166723483	166724119	9.70E-112	0.491201	37	6.60E-14	4.80E-118	0.50071	0.0095123	teosinte/maize	Zm00001d021945
CHG	7	170209848	170210046	4.80E-11	0.631562	6	4.50E-14	2.30E-17	0.82941	0.19785	teosinte/maize	Zm00001d022096
CHG	7	172319984	172320305	2.20E-20	0.524241	9	5.10E-14	1.10E-26	0.6033	0.079054	teosinte/maize	Zm00001d022189
CHG	7	173364640	173364801	5.10E-19	0.546525	8	4.10E-14	2.50E-25	0.69216	0.14564	teosinte/maize	Zm00001d022233
CHG	7	174205315	174206052	2.60E-27	0.659971	12	4.10E-14	1.30E-33	0.88679	0.22682	teosinte/maize	Zm00001d022275
CHG	7	175738549	175738802	8.00E-10	0.424399	9	4.30E-14	3.90E-16	0.8837	0.4593	teosinte/maize	Zm00001d022340
CHG	7	175739421	175739749	2.20E-26	0.539422	14	4.30E-14	1.10E-32	0.88929	0.34987	teosinte/maize	Zm00001d022340
CHG	7	176573627	176574102	5.50E-07	0.420762	9	4.00E-14	2.70E-13	0.75451	0.33375	teosinte/maize	Zm00001d022387
CHG	7	177355127	177355840	4.70E-79	0.554309	37	4.00E-14	2.30E-85	0.84526	0.29095	teosinte/maize	Zm00001d022423
CHG	7	177356872	177357228	4.20E-35	0.460698	29	3.70E-14	2.10E-41	0.87446	0.41376	teosinte/maize	Zm00001d022423
CHG	7	177357429	177357769	9.00E-16	0.424138	10	4.40E-14	4.40E-22	0.89818	0.47404	teosinte/maize	Zm00001d022423
CHG	7	180531748	180531997	9.10E-19	-0.538756	11	4.80E-14	4.50E-25	0.091147	0.6299	teosinte/maize	Zm00001d022590
CHG	7	180534188	180534312	1.50E-09	-0.499947	7	4.20E-14	7.10E-16	0.10952	0.60946	teosinte/maize	Zm00001d022590
CHG	7	180540291	180540681	3.60E-42	0.716404	14	5.30E-14	1.80E-48	0.77446	0.058055	teosinte/maize	Zm00001d022590
CHG	7	181987421	181988092	6.30E-41	0.539795	16	3.30E-14	3.10E-47	0.59954	0.05975	teosinte/maize	Zm00001d022638
CHG	8	4167932	4168045	1.10E-24	-0.631222	9	5.00E-14	5.60E-31	0.072274	0.7035	teosinte/maize	Zm00001d008289
CHG	8	4470650	4470992	8.60E-18	0.496299	10	4.00E-14	4.20E-24	0.68525	0.18895	teosinte/maize	Zm00001d008296
CHG	8	4788428	4788530	0.00084	0.406783	6	5.90E-14	4.10E-10	0.70973	0.30295	teosinte/maize	Zm00001d008307
CHG	8	4788624	4788678	0.00046	0.431525	6	4.50E-14	2.30E-10	0.75992	0.3284	teosinte/maize	Zm00001d008307
CHG	8	4789172	4789651	3.10E-111	0.526916	49	3.70E-14	1.50E-117	0.69685	0.16993	teosinte/maize	Zm00001d008307
CHG	8	6513016	6513721	4.50E-41	0.566668	28	3.80E-14	2.20E-47	0.66578	0.2108	teosinte/maize	Zm00001d008367
CHG	8	6513863	6514450	5.90E-78	0.557277	40	7.30E-14	2.90E-84	0.77579	0.21851	teosinte/maize	Zm00001d008367
CHG	8	6514786	6515163	3.40E-19	0.525842	12	4.60E-14	1.70E-25	0.79889	0.27305	teosinte/maize	Zm00001d008367
CHG	8	8011483	8011823	0.003	0.464524	6	4.50E-14	1.50E-09	0.90812	0.4436	teosinte/maize	Zm00001d008409
CHG	8	9823919	9824102	1.30E-07	0.489857	7	4.40E-14	6.30E-14	0.70819	0.21833	teosinte/maize	Zm00001d008477
CHG	8	11791477	11791510	5.80E-11	0.455742	6	4.30E-14	2.90E-17	0.47915	0.023408	teosinte/maize	Zm00001d008527
CHG	8	13628213	13629249	3.90E-34	0.466872	30	3.10E-14	1.90E-40	0.83877	0.3719	teosinte/maize	Zm00001d008586
CHG	8	14283238	14283393	3.20E-39	0.795053	9	4.40E-14	1.60E-45	0.8015	0.0064463	teosinte/maize	Zm00001d008604
CHG	8	15270234	15270327	9.10E-18	0.534488	6	4.20E-14	4.50E-24	0.53624	0.0017496	teosinte/maize	Zm00001d008630
CHG	8	15270234	15270327	9.10E-18	0.534488	6	4.20E-14	4.50E-24	0.53624	0.0017496	teosinte/maize	Zm00001d008631
CHG	8	15277958	15280211	3.10E-261	-0.433884	231	0	1.50E-267	0.0033108	0.4372	teosinte/maize	Zm00001d008631
CHG	8	15277958	15280211	3.10E-261	-0.433884	231	0	1.50E-267	0.0033108	0.4372	teosinte/maize	Zm00001d008632
CHG	8	15277958	15280211	3.10E-261	-0.433884	231	0	1.50E-267	0.0033108	0.4372	teosinte/maize	Zm00001d008633
CHG	8	15902648	15905284	0	0.550714	129	0	0	0.67435	0.12364	teosinte/maize	Zm00001d008649
CHG	8	15905719	15906129	6.20E-34	0.479457	15	4.70E-14	3.10E-40	0.63085	0.15139	teosinte/maize	Zm00001d008649
CHG	8	15906381	15907264	1.70E-74	0.502056	32	4.60E-14	8.40E-81	0.65281	0.15076	teosinte/maize	Zm00001d008649
CHG	8	16402793	16402995	3.50E-05	-0.411245	8	4.60E-14	1.70E-11	0.17896	0.59021	teosinte/maize	Zm00001d008662
CHG	8	16402793	16402995	3.50E-05	-0.411245	8	4.60E-14	1.70E-11	0.17896	0.59021	teosinte/maize	Zm00001d008663
CHG	8	16878222	16878533	4.40E-35	0.629642	12	4.80E-14	2.20E-41	0.67028	0.040635	teosinte/maize	Zm00001d008674
CHG	8	18539363	18539499	0.0066	-0.403164	8	3.60E-05	3.30E-09	0.0455	0.44866	teosinte/maize	Zm00001d008738
CHG	8	20662534	20662623	1.20E-23	0.709904	6	4.60E-14	5.90E-30	0.7099	1.43E-07	teosinte/maize	Zm00001d008795
CHG	8	20662534	20662623	1.20E-23	0.709904	6	4.60E-14	5.90E-30	0.7099	1.43E-07	teosinte/maize	Zm00001d008796
CHG	8	25123860	25124161	1.00E-18	0.554508	8	3.80E-14	5.10E-25	0.65026	0.095753	teosinte/maize	Zm00001d008912
CHG	8	25128103	25128502	1.40E-08	0.416908	9	4.20E-14	6.70E-15	0.83388	0.41697	teosinte/maize	Zm00001d008913
CHG	8	25523249	25523464	4.90E-29	0.618119	8	4.20E-14	2.40E-35	0.64098	0.022861	teosinte/maize	Zm00001d008925
CHG	8	28723534	28724040	2.80E-32	0.645539	10	4.30E-14	1.40E-38	0.66475	0.019213	teosinte/maize	Zm00001d008987
CHG	8	29783307	29783507	1.30E-22	0.447823	15	4.30E-14	6.50E-29	0.63885	0.19103	teosinte/maize	Zm00001d009007
CHG	8	30111723	30111891	1.40E-13	0.400029	11	5.00E-14	7.00E-20	0.5628	0.16277	teosinte/maize	Zm00001d009011
CHG	8	31178504	31178622	0.0005	0.401719	7	4.80E-11	2.40E-10	0.82581	0.42409	teosinte/maize	Zm00001d009041
CHG	8	40270044	40270161	5.70E-22	-0.496367	12	4.20E-14	2.80E-28	0.19564	0.69201	teosinte/maize	Zm00001d009161
CHG	8	40628090	40628300	4.40E-20	-0.545997	9	4.20E-14	2.20E-26	0.0018834	0.54788	teosinte/maize	Zm00001d009167
CHG	8	42328125	42328159	6.60E-10	0.475165	6	4.40E-14	3.20E-16	0.54717	0.072005	teosinte/maize	Zm00001d009201
CHG	8	44267567	44268152	5.70E-28	0.431086	17	4.80E-14	2.80E-34	0.5549	0.12382	teosinte/maize	Zm00001d009222
CHG	8	44429409	44429600	1.90E-14	0.513753	10	4.40E-14	9.50E-21	0.81061	0.29686	teosinte/maize	Zm00001d009224
CHG	8	47911693	47912482	1.00E-34	0.405389	33	4.00E-14	5.10E-41	0.73244	0.32705	teosinte/maize	Zm00001d009260
CHG	8	51171485	51171622	4.90E-20	-0.588843	10	4.50E-14	2.40E-26	0.03342	0.62226	teosinte/maize	Zm00001d009281
CHG	8	52366557	52367234	5.90E-19	0.428344	16	4.00E-14	2.90E-25	0.66732	0.23898	teosinte/maize	Zm00001d009288
CHG	8	56907561	56907962	7.20E-25	0.412641	17	3.60E-14	3.50E-31	0.5811	0.16846	teosinte/maize	Zm00001d009336
CHG	8	61078759	61078880	2.80E-11	0.494302	7	4.70E-14	1.40E-17	0.59029	0.095992	teosinte/maize	Zm00001d009377
CHG	8	61603713	61604609	5.80E-100	0.431786	40	4.40E-14	2.80E-106	0.56013	0.12834	teosinte/maize	Zm00001d009385
CHG	8	63098249	63098367	2.70E-08	0.472004	9	4.50E-14	1.30E-14	0.83671	0.36471	teosinte/maize	Zm00001d009403
CHG	8	65727076	65728295	5.70E-50	0.514036	32	4.30E-14	2.80E-56	0.84604	0.332	teosinte/maize	Zm00001d009463
CHG	8	70129533	70129978	2.70E-49	0.774064	13	4.10E-14	1.30E-55	0.82507	0.051007	teosinte/maize	Zm00001d009560
CHG	8	72167217	72167465	8.90E-07	0.501649	6	4.60E-14	4.40E-13	0.74424	0.24259	teosinte/maize	Zm00001d009595
CHG	8	72862656	72863044	2.50E-77	-0.643015	29	3.60E-14	1.20E-83	0.008336	0.65135	teosinte/maize	Zm00001d009605
CHG	8	72866216	72866878	3.70E-10	0.403385	14	4.40E-14	1.80E-16	0.90094	0.49755	teosinte/maize	Zm00001d009605
CHG	8	74204922	74205435	4.00E-56	0.546915	17	5.20E-14	1.90E-62	0.55415	0.0072347	teosinte/maize	Zm00001d009646
CHG	8	75153311	75153658	1.70E-39	0.668573	11	5.00E-14	8.40E-46	0.71378	0.045205	teosinte/maize	Zm00001d009669
CHG	8	78103034	78103258	3.00E-05	0.405018	6	1.30E-13	1.50E-11	0.63607	0.23106	teosinte/maize	Zm00001d009729
CHG	8	78412686	78412853	0.00027	0.474937	6	4.50E-14	1.30E-10	0.92195	0.44701	teosinte/maize	Zm00001d009731
CHG	8	78412686	78412853	0.00027	0.474937	6	4.50E-14	1.30E-10	0.92195	0.44701	teosinte/maize	Zm00001d009732
CHG	8	78604296	78604630	5.20E-05	0.41497	6	4.70E-14	2.60E-11	0.62858	0.21361	teosinte/maize	Zm00001d009735
CHG	8	79170103	79171339	1.30E-139	-0.630529	60	6.00E-14	6.40E-146	0.099425	0.72995	teosinte/maize	Zm00001d009745
CHG	8	79836159	79836617	4.70E-24	0.472244	10	3.80E-14	2.30E-30	0.47839	0.0061457	teosinte/maize	Zm00001d009755
CHG	8	81398943	81399097	3.20E-23	-0.645639	7	4.20E-14	1.60E-29	0.0036504	0.64929	teosinte/maize	Zm00001d009789
CHG	8	82402361	82402579	3.00E-05	0.461167	6	4.70E-14	1.50E-11	0.71647	0.2553	teosinte/maize	Zm00001d009810
CHG	8	86593556	86593732	7.70E-13	0.60581	6	4.50E-14	3.80E-19	0.7306	0.12479	teosinte/maize	Zm00001d009873
CHG	8	87309908	87310021	1.00E-15	0.522243	8	4.80E-14	4.90E-22	0.7748	0.25256	teosinte/maize	Zm00001d009883
CHG	8	87312069	87312227	1.10E-05	0.439679	6	4.50E-14	5.40E-12	0.76386	0.32418	teosinte/maize	Zm00001d009883
CHG	8	89465610	89466107	3.20E-28	0.429701	19	4.70E-14	1.60E-34	0.54333	0.11363	teosinte/maize	Zm00001d009919
CHG	8	89484845	89485401	1.20E-33	0.463301	27	4.30E-14	6.00E-40	0.8368	0.3735	teosinte/maize	Zm00001d009919
CHG	8	90333251	90333557	7.60E-21	-0.468861	18	4.50E-14	3.70E-27	0.10652	0.57538	teosinte/maize	Zm00001d009930
CHG	8	96119901	96120066	9.10E-41	-0.730201	13	4.10E-14	4.50E-47	0.012924	0.74312	teosinte/maize	Zm00001d010030
CHG	8	98614249	98614762	5.90E-42	0.595466	14	4.00E-14	2.90E-48	0.68834	0.092875	teosinte/maize	Zm00001d010079
CHG	8	99276371	99276874	2.50E-59	0.54437	27	4.30E-14	1.20E-65	0.72461	0.18024	teosinte/maize	Zm00001d010106
CHG	8	99681268	99681776	1.50E-186	0.594951	52	4.50E-14	7.20E-193	0.60109	0.0061434	teosinte/maize	Zm00001d010112
CHG	8	100001010	100001724	4.60E-146	0.800069	35	5.50E-14	2.20E-152	0.82386	0.023795	teosinte/maize	Zm00001d010120
CHG	8	100002156	100002844	2.40E-96	0.843978	23	5.90E-14	1.20E-102	0.84764	0.003666	teosinte/maize	Zm00001d010120
CHG	8	100003115	100003571	1.80E-75	0.736641	18	4.00E-14	8.80E-82	0.74555	0.0089136	teosinte/maize	Zm00001d010120
CHG	8	101645903	101645989	1.40E-36	0.648403	9	4.00E-14	6.80E-43	0.6484	1.19E-07	teosinte/maize	Zm00001d010152
CHG	8	102773312	102773677	5.30E-23	0.566868	13	4.80E-14	2.60E-29	0.83714	0.27027	teosinte/maize	Zm00001d010169
CHG	8	102869257	102869523	9.70E-24	0.40228	15	4.80E-14	4.80E-30	0.53582	0.13354	teosinte/maize	Zm00001d010172
CHG	8	103516093	103516260	6.70E-55	-0.729563	18	4.40E-14	3.30E-61	0.15982	0.88939	teosinte/maize	Zm00001d010196
CHG	8	103516093	103516260	6.70E-55	-0.729563	18	4.40E-14	3.30E-61	0.15982	0.88939	teosinte/maize	Zm00001d010197
CHG	8	105194178	105194757	1.30E-155	-0.570301	64	5.60E-14	6.20E-162	0.06593	0.63623	teosinte/maize	Zm00001d010232
CHG	8	107107206	107107402	3.60E-05	0.436028	8	4.50E-14	1.80E-11	0.79964	0.36361	teosinte/maize	Zm00001d010278
CHG	8	107108757	107108939	1.40E-22	0.494895	14	3.90E-14	6.70E-29	0.85459	0.35969	teosinte/maize	Zm00001d010278
CHG	8	107234114	107234554	6.00E-25	0.581698	12	4.40E-14	3.00E-31	0.77491	0.19321	teosinte/maize	Zm00001d010281
CHG	8	108448217	108448704	1.60E-11	0.4652	10	4.50E-14	8.00E-18	0.8099	0.3447	teosinte/maize	Zm00001d010300
CHG	8	108611088	108612087	1.30E-23	0.408262	27	3.90E-14	6.40E-30	0.8372	0.42893	teosinte/maize	Zm00001d010305
CHG	8	112407201	112407382	2.40E-08	0.42423	6	4.30E-14	1.20E-14	0.61944	0.19521	teosinte/maize	Zm00001d010382
CHG	8	112407201	112407382	2.40E-08	0.42423	6	4.30E-14	1.20E-14	0.61944	0.19521	teosinte/maize	Zm00001d010383
CHG	8	115333906	115334053	2.80E-22	0.655969	7	3.70E-14	1.40E-28	0.65976	0.003788	teosinte/maize	Zm00001d010442
CHG	8	115334739	115335128	4.30E-44	0.841365	11	5.70E-14	2.10E-50	0.84567	0.0043084	teosinte/maize	Zm00001d010442
CHG	8	115335731	115336043	2.20E-19	0.685361	6	4.50E-14	1.10E-25	0.73982	0.054456	teosinte/maize	Zm00001d010442
CHG	8	116048524	116048647	3.80E-35	0.617448	11	4.10E-14	1.90E-41	0.70404	0.086593	teosinte/maize	Zm00001d010456
CHG	8	116444398	116444699	1.70E-09	-0.416765	12	4.10E-14	8.20E-16	0.16138	0.57814	teosinte/maize	Zm00001d010462
CHG	8	120079453	120079650	1.60E-12	0.44633	10	4.50E-14	7.80E-19	0.81911	0.37278	teosinte/maize	Zm00001d010546
CHG	8	120339772	120339915	2.10E-14	0.416649	6	4.20E-14	1.00E-20	0.42225	0.0055977	teosinte/maize	Zm00001d010558
CHG	8	127681039	127681152	2.90E-15	0.48558	12	4.70E-14	1.40E-21	0.85632	0.37074	teosinte/maize	Zm00001d010784
CHG	8	128255224	128255282	8.00E-13	-0.608733	6	4.10E-14	3.90E-19	0.090054	0.69879	teosinte/maize	Zm00001d010802
CHG	8	130357875	130358694	1.20E-45	-0.455062	33	4.30E-14	6.10E-52	0.19308	0.64814	teosinte/maize	Zm00001d010850
CHG	8	138463578	138463788	2.40E-51	-0.671913	17	3.70E-14	1.20E-57	0.12417	0.79608	teosinte/maize	Zm00001d011085
CHG	8	153964240	153964343	6.10E-19	0.44938	10	4.40E-14	3.00E-25	0.83049	0.38111	teosinte/maize	Zm00001d011541
CHG	8	154183253	154183429	2.00E-19	0.574359	9	3.90E-14	9.70E-26	0.82848	0.25412	teosinte/maize	Zm00001d011546
CHG	8	155557811	155558377	1.70E-26	0.412854	19	4.80E-14	8.60E-33	0.84365	0.4308	teosinte/maize	Zm00001d011601
CHG	8	155671998	155672158	0.00045	0.483618	7	4.70E-14	2.20E-10	0.89739	0.41378	teosinte/maize	Zm00001d011604
CHG	8	155686770	155686877	1.90E-13	0.606196	7	4.40E-14	9.20E-20	0.79683	0.19063	teosinte/maize	Zm00001d011605
CHG	8	155687136	155687411	1.30E-05	0.432725	8	4.80E-14	6.30E-12	0.77187	0.33915	teosinte/maize	Zm00001d011605
CHG	8	156693524	156694378	1.00E-65	0.550311	22	5.60E-14	5.00E-72	0.55908	0.0087646	teosinte/maize	Zm00001d011628
CHG	8	158795046	158795208	5.50E-15	0.451232	9	4.30E-14	2.70E-21	0.55445	0.10322	teosinte/maize	Zm00001d011688
CHG	8	159519771	159520054	7.50E-14	0.41026	17	4.50E-14	3.70E-20	0.86158	0.45132	teosinte/maize	Zm00001d011713
CHG	8	159520348	159520587	4.40E-09	0.454072	11	4.50E-14	2.20E-15	0.88224	0.42817	teosinte/maize	Zm00001d011713
CHG	8	159553288	159553371	1.80E-06	0.438066	9	4.20E-14	9.10E-13	0.78477	0.34671	teosinte/maize	Zm00001d011713
CHG	8	159571537	159571801	0.0029	0.422905	6	1.50E-12	1.40E-09	0.65661	0.23371	teosinte/maize	Zm00001d011713
CHG	8	159572373	159572648	6.60E-18	0.427473	21	4.90E-14	3.30E-24	0.85639	0.42891	teosinte/maize	Zm00001d011713
CHG	8	159829816	159829877	0.00062	-0.429971	6	7.50E-14	3.10E-10	0.34617	0.77614	teosinte/maize	Zm00001d011719
CHG	8	162310864	162310959	2.10E-24	-0.576062	13	4.50E-14	1.00E-30	0.079198	0.65526	teosinte/maize	Zm00001d011835
CHG	8	163128920	163129321	1.80E-31	0.523583	11	5.10E-14	9.00E-38	0.64457	0.12098	teosinte/maize	Zm00001d011857
CHG	8	163129802	163130094	8.90E-20	0.414354	9	4.30E-14	4.40E-26	0.5669	0.15255	teosinte/maize	Zm00001d011857
CHG	8	163757120	163757495	8.30E-05	0.493868	6	4.60E-14	4.10E-11	0.82187	0.32801	teosinte/maize	Zm00001d011877
CHG	8	169461302	169461933	1.60E-24	0.413045	24	4.60E-14	7.80E-31	0.66054	0.24749	teosinte/maize	Zm00001d012172
CHG	8	173424222	173425138	6.50E-71	-0.515497	36	3.30E-14	3.20E-77	0.37938	0.89487	teosinte/maize	Zm00001d012391
CHG	8	176847505	176847669	6.00E-14	-0.501715	11	6.20E-14	2.90E-20	0.004181	0.5059	teosinte/maize	Zm00001d012577
CHG	8	176848005	176848164	8.00E-08	-0.467725	7	4.70E-14	3.90E-14	0.013002	0.48073	teosinte/maize	Zm00001d012577
CHG	8	178933701	178934195	4.10E-14	0.474531	14	4.90E-14	2.00E-20	0.86314	0.38861	teosinte/maize	Zm00001d012702
CHG	8	180164831	180165264	1.60E-64	0.588169	21	3.20E-14	7.70E-71	0.86002	0.27185	teosinte/maize	Zm00001d012761
CHG	8	180165529	180166132	1.60E-109	0.577009	36	3.80E-14	7.80E-116	0.83655	0.25954	teosinte/maize	Zm00001d012761
CHG	8	180166345	180166907	2.90E-121	0.607905	40	3.50E-14	1.40E-127	0.85687	0.24897	teosinte/maize	Zm00001d012761
CHG	8	180167240	180168653	9.00E-264	0.545827	94	0	4.40E-270	0.85655	0.31072	teosinte/maize	Zm00001d012761
CHG	9	1351255	1351397	4.00E-07	-0.511443	7	4.40E-14	1.90E-13	0.1789	0.69034	teosinte/maize	Zm00001d044754
