Context	Comparsion	Chr_D	Start_D	end_D	meth(PopA-PopB)	Chr_F	Start_F	end_F	Feature	Overlap(bp)
CHG	Teosinte/Landrace	3	154397490	154397782	-0.579255	3	154394379	154398233	Intron	292
CHG	Teosinte/Landrace	3	155483436	155483619	-0.44282	3	155465553	155485115	TE	183
CHG	Teosinte/Landrace	3	159523308	159523415	0.557559	3	159521663	159524280	Intron	107
CHG	Teosinte/Landrace	3	166031016	166031304	-0.401905	3	165945390	166041047	TE	288
CHG	Teosinte/Landrace	3	166031629	166032118	-0.510454	3	165945390	166041047	TE	489
CHG	Teosinte/Landrace	3	174987573	174987758	0.54481	3	174984279	174990722	Intron	185
CHG	Teosinte/Landrace	3	175102304	175102652	0.741577	3	175099981	175118740	TE	348
CHG	Teosinte/Landrace	3	180466966	180467501	0.428923	3	180463008	180468007	Gene_down_5k	535
CHG	Teosinte/Landrace	3	185388445	185388714	-0.568742	3	185384040	185389039	Gene_up_5k	269
CHG	Teosinte/Landrace	3	188262944	188263077	0.420758	3	188258387	188267441	Intron	133
CHG	Teosinte/Landrace	3	192672920	192673046	0.404464	3	192668272	192673271	Gene_up_5k	126
CHG	Teosinte/Landrace	3	194365778	194366019	0.537228	3	194360939	194365938	Gene_down_5k	160
CHG	Teosinte/Landrace	3	194393724	194394030	0.553655	3	194384698	194397637	Intron	306
CHG	Teosinte/Landrace	3	203437229	203437409	0.558099	3	203427485	203440623	Intron	180
CHG	Teosinte/Landrace	3	212880075	212880405	-0.410027	3	212878599	212883598	Gene_down_5k	330
CHG	Teosinte/Landrace	3	217850393	217850720	0.43112	3	217808173	217896729	TE	327
CHG	Teosinte/Landrace	3	220062134	220062421	0.607106	3	220061585	220066584	Gene_down_5k	287
CHG	Teosinte/Landrace	3	223996857	223996951	0.436059	3	223995696	224000763	TE	94
CHG	Teosinte/Landrace	3	224157287	224157433	-0.429252	3	224155328	224160327	Gene_up_5k	146
CHG	Teosinte/Landrace	3	226740563	226741422	0.447157	3	226739364	226750226	Intergenic	859
CHG	Teosinte/Landrace	4	31616855	31617084	0.55106	4	31615096	31630210	Intergenic	229
CHG	Teosinte/Landrace	4	39428314	39428815	0.528815	4	39424602	39429601	Gene_down_5k	501
CHG	Teosinte/Landrace	4	41802514	41803035	0.801317	4	41798968	41807863	TE	521
CHG	Teosinte/Landrace	4	48624892	48625268	-0.578604	4	48597880	48628158	Intergenic	376
CHG	Teosinte/Landrace	4	55140993	55141248	0.46966	4	55136288	55141287	Gene_up_5k	255
CHG	Teosinte/Landrace	4	56885693	56886420	0.43911	4	56879933	56920603	TE	727
CHG	Teosinte/Landrace	4	57030091	57030563	-0.496524	4	57024622	57031611	Intergenic	472
CHG	Teosinte/Landrace	4	60796380	60796548	0.516709	4	60795684	60825741	Intergenic	168
CHG	Teosinte/Landrace	4	60824044	60824439	0.755791	4	60795684	60825741	Intergenic	395
CHG	Teosinte/Landrace	4	60853555	60854114	0.461872	4	60851870	60859498	Intron	559
CHG	Teosinte/Landrace	4	61387649	61387995	0.476271	4	61379817	61395297	Exon	346
CHG	Teosinte/Landrace	4	64934996	64935678	0.41333	4	64933153	64939227	TE	682
CHG	Teosinte/Landrace	4	65388178	65389463	0.525607	4	65385324	65390323	Gene_down_5k	1285
CHG	Teosinte/Landrace	4	66677377	66677874	-0.427599	4	66676500	66705140	TE	497
CHG	Teosinte/Landrace	4	67614678	67615232	0.764336	4	67604414	67616036	TE	554
CHG	Teosinte/Landrace	4	87969808	87970588	0.513945	4	87962926	87984076	TE	780
CHG	Teosinte/Landrace	4	88047062	88047212	0.593463	4	88043924	88048923	Gene_up_5k	150
CHG	Teosinte/Landrace	4	91886610	91886765	0.49239	4	91883306	91896649	Intergenic	155
CHG	Teosinte/Landrace	4	92342797	92342926	0.416064	4	92274803	92344105	TE	129
CHG	Teosinte/Landrace	4	93176311	93176674	0.673582	4	93168523	93178187	TE	363
CHG	Teosinte/Landrace	4	93322529	93322657	0.54194	4	93284720	93344820	TE	128
CHG	Teosinte/Landrace	4	94141968	94142249	0.812837	4	94138352	94145634	Intergenic	281
CHG	Teosinte/Landrace	4	94192000	94192250	0.474783	4	94188781	94207265	TE	250
CHG	Teosinte/Landrace	4	94224309	94225270	0.478569	4	94179029	94252413	TE	961
CHG	Teosinte/Landrace	4	95465384	95465927	0.434212	4	95461010	95466009	Gene_up_5k	543
CHG	Teosinte/Landrace	4	98668936	98669350	-0.580421	4	98667044	98676004	TE	414
CHG	Teosinte/Landrace	4	98758518	98758783	0.524449	4	98747656	98767015	Intergenic	265
CHG	Teosinte/Landrace	4	98938695	98939152	0.40863	4	98934708	98951951	TE	457
CHG	Teosinte/Landrace	4	100151667	100151859	0.78363	4	100140631	100152953	TE	192
CHG	Teosinte/Landrace	4	100152185	100152565	0.664739	4	100140631	100152953	TE	380
CHG	Teosinte/Landrace	4	102597753	102598025	-0.476631	4	102596890	102600416	TE	272
CHG	Teosinte/Landrace	4	102612629	102613047	0.40107	4	102599047	102613117	TE	418
CHG	Teosinte/Landrace	4	102884128	102884703	0.487525	4	102882074	102960294	TE	575
CHG	Teosinte/Landrace	4	102966430	102966654	-0.490748	4	102963825	102968824	Gene_up_5k	224
CHG	Teosinte/Landrace	4	103197158	103198114	0.564553	4	103194904	103199903	Gene_down_5k	956
CHG	Teosinte/Landrace	4	106351574	106351746	0.638612	4	106332662	106398593	TE	172
CHG	Teosinte/Landrace	4	106352222	106352573	0.702343	4	106351636	106361782	TE	351
CHG	Teosinte/Landrace	4	106360295	106360570	0.69808	4	106351636	106361782	TE	275
CHG	Teosinte/Landrace	4	106361085	106361410	0.738483	4	106351636	106361782	TE	325
CHG	Teosinte/Landrace	4	107861258	107861554	-0.634427	4	107857361	107862360	Gene_up_5k	296
CHG	Teosinte/Landrace	4	108159255	108159687	-0.641679	4	108157704	108162715	Intergenic	432
CHG	Teosinte/Landrace	4	108617027	108617601	0.839028	4	108616228	108621629	TE	574
CHG	Teosinte/Landrace	4	110169881	110170126	0.410895	4	110165236	110170235	Gene_down_5k	245
CHG	Teosinte/Landrace	4	111365941	111366275	0.692691	4	111292931	111366978	TE	334
CHG	Teosinte/Landrace	4	111972408	111972752	0.734611	4	111970555	111982266	TE	344
CHG	Teosinte/Landrace	4	111979708	111979915	0.80008	4	111970555	111982266	TE	207
CHG	Teosinte/Landrace	4	111980988	111981243	0.496032	4	111970555	111982266	TE	255
CHG	Teosinte/Landrace	4	112073470	112073818	0.62459	4	112069059	112074058	Gene_up_5k	348
CHG	Teosinte/Landrace	4	112126488	112127286	0.694454	4	112090115	112134823	Intergenic	798
CHG	Teosinte/Landrace	4	112938898	112939139	-0.408061	4	112936782	112949336	Intergenic	241
CHG	Teosinte/Landrace	4	113720032	113720659	0.505953	4	113711847	113721516	TE	627
CHG	Teosinte/Landrace	4	114769802	114769967	-0.479214	4	114765256	114771719	Intergenic	165
CHG	Teosinte/Landrace	4	117917673	117918018	0.47389	4	117917516	117918671	Exon	345
CHG	Teosinte/Landrace	4	118650189	118650575	0.775309	4	118647526	118653611	Intergenic	386
CHG	Teosinte/Landrace	4	118840162	118840414	-0.671467	4	118836415	118854074	TE	252
CHG	Teosinte/Landrace	4	119069986	119070294	0.422353	4	119069726	119092223	TE	308
CHG	Teosinte/Landrace	4	119846493	119846984	0.616338	4	119836762	119847897	Intergenic	491
CHG	Teosinte/Landrace	4	124433030	124433266	0.532299	4	124428061	124437476	Intergenic	236
CHG	Teosinte/Landrace	4	131276818	131277137	0.406644	4	131273487	131278486	Gene_up_5k	319
CHG	Teosinte/Landrace	4	132503926	132504119	-0.68739	4	132481317	132515321	Intergenic	193
CHG	Teosinte/Landrace	4	134884710	134885067	0.677586	4	134877585	134886301	Intergenic	357
CHG	Teosinte/Landrace	4	137665948	137666474	0.418817	4	137659082	137667172	Intergenic	526
CHG	Teosinte/Landrace	4	141225809	141226490	0.448073	4	141197160	141251569	TE	681
CHG	Teosinte/Landrace	4	148724686	148725332	0.437457	4	148719142	148731279	TE	646
CHG	Teosinte/Landrace	4	148733269	148733457	-0.632624	4	148733409	148738408	Gene_down_5k	48
CHG	Teosinte/Landrace	4	161345223	161345815	0.410557	4	161341327	161346326	Gene_down_5k	592
CHG	Teosinte/Landrace	4	161346511	161346958	0.445904	4	161346717	161347295	Exon	241
CHG	Teosinte/Landrace	4	162018551	162018925	-0.470091	4	162017940	162019061	Intron	374
CHG	Teosinte/Landrace	4	162019295	162019481	-0.522424	4	162019062	162019495	Exon	186
CHG	Teosinte/Landrace	4	166555831	166556072	0.539196	4	166544682	166561493	Intergenic	241
CHG	Teosinte/Landrace	4	176041804	176041967	-0.41484	4	176037272	176042271	Gene_up_5k	163
CHG	Teosinte/Landrace	4	176963153	176963395	0.471338	4	176961240	176967510	TE	242
CHG	Teosinte/Landrace	4	177772701	177773079	-0.649949	4	177767357	177782097	Intergenic	378
CHG	Teosinte/Landrace	4	181462168	181462319	0.794886	4	181460658	181465657	Gene_down_5k	151
CHG	Teosinte/Landrace	4	188965072	188965291	-0.40008	4	188964865	188967304	Exon	219
CHG	Teosinte/Landrace	4	191562355	191562724	0.568696	4	191560844	191562589	Intergenic	234
CHG	Teosinte/Landrace	4	193372418	193372677	-0.432715	4	193372340	193372588	Exon	170
CHG	Teosinte/Landrace	4	202437638	202437801	0.422031	4	202430132	202439991	Exon	163
CHG	Teosinte/Landrace	4	214752385	214752616	0.644487	4	214749976	214801233	TE	231
CHG	Teosinte/Landrace	4	223531470	223532128	0.456314	4	223526998	223535847	TE	658
CHG	Teosinte/Landrace	4	227429528	227429997	-0.421813	4	227426797	227431796	Gene_up_5k	469
CHG	Teosinte/Landrace	4	240089802	240090130	0.42586	4	240085778	240094037	Intergenic	328
CHG	Teosinte/Landrace	5	1628148	1628318	-0.417036	5	1625517	1628746	Intron	170
CHG	Teosinte/Landrace	5	5151445	5152251	0.52759	5	5149600	5154599	Gene_down_5k	806
CHG	Teosinte/Landrace	5	14616567	14617123	0.47463	5	14608389	14621914	TE	556
CHG	Teosinte/Landrace	5	16156405	16156713	0.6312	5	16150779	16170041	TE	308
CHG	Teosinte/Landrace	5	30126453	30126767	0.723881	5	30125989	30145355	TE	314
CHG	Teosinte/Landrace	5	37729295	37730795	0.483488	5	37725890	37731119	TE	1500
CHG	Teosinte/Landrace	5	39171060	39171176	0.493622	5	39164914	39175635	Intron	116
CHG	Teosinte/Landrace	5	39737263	39737829	0.409776	5	39735683	39739952	Intergenic	566
CHG	Teosinte/Landrace	5	40519812	40519964	0.678711	5	40516240	40523668	TE	152
CHG	Teosinte/Landrace	5	41564416	41564557	-0.444091	5	41564347	41564606	Exon	141
CHG	Teosinte/Landrace	5	43358461	43358783	-0.436774	5	43355383	43381701	TE	322
CHG	Teosinte/Landrace	5	47956996	47957254	0.462571	5	47955542	47969450	TE	258
CHG	Teosinte/Landrace	5	51284642	51285481	0.463964	5	51283899	51294163	Intron	839
CHG	Teosinte/Landrace	5	60777558	60777784	0.44355	5	60773347	60778346	Gene_up_5k	226
CHG	Teosinte/Landrace	5	68510060	68510235	-0.430951	5	68509973	68513844	Intergenic	175
CHG	Teosinte/Landrace	5	73220229	73220470	0.599975	5	73218695	73226222	TE	241
CHG	Teosinte/Landrace	5	99775626	99776088	0.454847	5	99773550	99778549	Gene_up_5k	462
CHG	Teosinte/Landrace	5	99807433	99807780	0.519279	5	99807355	99807993	Exon	347
CHG	Teosinte/Landrace	5	100245695	100245833	-0.689246	5	100242905	100247904	Gene_down_5k	138
CHG	Teosinte/Landrace	5	100858024	100858369	-0.480243	5	100846450	100859504	TE	345
CHG	Teosinte/Landrace	5	101560569	101560818	0.525939	5	101556461	101573974	Intergenic	249
CHG	Teosinte/Landrace	5	101561753	101562134	0.469646	5	101556461	101573974	Intergenic	381
CHG	Teosinte/Landrace	5	104902731	104903133	-0.423051	5	104863136	104911544	TE	402
CHG	Teosinte/Landrace	5	104903508	104904174	-0.565516	5	104863136	104911544	TE	666
CHG	Teosinte/Landrace	5	108620336	108620659	0.471039	5	108600696	108646490	TE	323
CHG	Teosinte/Landrace	5	108620969	108621314	0.67186	5	108600696	108646490	TE	345
CHG	Teosinte/Landrace	5	108627395	108627936	0.632292	5	108600696	108646490	TE	541
CHG	Teosinte/Landrace	5	110912538	110913122	0.810288	5	110894255	110913557	Intergenic	584
CHG	Teosinte/Landrace	5	111323270	111323702	0.407699	5	111320417	111340020	TE	432
CHG	Teosinte/Landrace	5	114207327	114207951	0.798472	5	114203527	114215113	Intergenic	624
CHG	Teosinte/Landrace	5	114275268	114275832	-0.420297	5	114215114	114292974	TE	564
CHG	Teosinte/Landrace	5	115029242	115029462	0.814508	5	115025556	115033864	TE	220
CHG	Teosinte/Landrace	5	118697804	118698819	0.484777	5	118695794	118706474	Intergenic	1015
CHG	Teosinte/Landrace	5	120487229	120487435	-0.639388	5	120484004	120497965	TE	206
CHG	Teosinte/Landrace	5	121433539	121433869	-0.43144	5	121428904	121441140	Intergenic	330
CHG	Teosinte/Landrace	5	122216376	122217121	0.422854	5	122211632	122220309	TE	745
CHG	Teosinte/Landrace	5	122566313	122566461	0.521161	5	122565586	122570585	Gene_down_5k	148
CHG	Teosinte/Landrace	5	122566998	122567334	0.714289	5	122565586	122570585	Gene_down_5k	336
CHG	Teosinte/Landrace	5	123320865	123321668	0.679901	5	123319753	123339057	TE	803
CHG	Teosinte/Landrace	5	123619393	123619628	0.759437	5	123619245	123624244	Gene_up_5k	235
CHG	Teosinte/Landrace	5	127424087	127424298	-0.540583	5	127418869	127432536	TE	211
CHG	Teosinte/Landrace	5	127953149	127953647	-0.51102	5	127952391	127958517	Intergenic	498
CHG	Teosinte/Landrace	5	127953969	127954481	-0.573962	5	127952391	127958517	Intergenic	512
CHG	Teosinte/Landrace	5	129571169	129571278	0.562636	5	129562573	129574301	Intergenic	109
CHG	Teosinte/Landrace	5	130812574	130812708	-0.810593	5	130809597	130816341	TE	134
CHG	Teosinte/Landrace	5	134624571	134625316	0.488615	5	134620248	134629449	Intergenic	745
CHG	Teosinte/Landrace	5	136817174	136817283	0.643197	5	136813601	136820697	Intron	109
CHG	Teosinte/Landrace	5	136817691	136817843	0.490794	5	136813601	136820697	Intron	152
CHG	Teosinte/Landrace	5	138947363	138947629	0.511327	5	138940802	138953198	TE	266
CHG	Teosinte/Landrace	5	145024668	145025144	0.686051	5	145012527	145046247	Intergenic	476
CHG	Teosinte/Landrace	5	145332669	145332932	0.830255	5	145331707	145340905	TE	263
CHG	Teosinte/Landrace	5	152440771	152441216	0.602985	5	152438938	152444267	Intergenic	445
CHG	Teosinte/Landrace	5	152447542	152448269	0.52696	5	152444268	152450013	TE	727
CHG	Teosinte/Landrace	5	159699008	159699206	0.45556	5	159695142	159701129	Intergenic	198
CHG	Teosinte/Landrace	5	189750645	189751492	0.742061	5	189742507	189754638	TE	847
CHG	Teosinte/Landrace	5	189792067	189792611	0.567562	5	189791915	189797653	Intergenic	544
CHG	Teosinte/Landrace	5	193224769	193225296	0.547738	5	193220699	193225698	Gene_down_5k	527
CHG	Teosinte/Landrace	5	202118171	202118384	0.568385	5	202117699	202122698	Gene_up_5k	213
CHG	Teosinte/Landrace	5	202326248	202326312	0.451744	5	202301800	202367625	TE	64
CHG	Teosinte/Landrace	5	204447897	204448166	0.434214	5	204447103	204452729	Intron	269
CHG	Teosinte/Landrace	5	204448664	204448890	0.508999	5	204447103	204452729	Intron	226
CHG	Teosinte/Landrace	5	204449217	204450085	0.494377	5	204447103	204452729	Intron	868
CHG	Teosinte/Landrace	5	205090195	205091053	-0.626111	5	205090100	205091121	Exon	858
CHG	Teosinte/Landrace	5	207665762	207665943	-0.678416	5	207659087	207667912	Intron	181
CHG	Teosinte/Landrace	5	208729357	208729485	0.724891	5	208728011	208733010	Gene_down_5k	128
CHG	Teosinte/Landrace	5	217712179	217712289	0.448753	5	217669710	217719273	TE	110
CHG	Teosinte/Landrace	5	222686983	222687302	0.545445	5	222683368	222688367	Gene_up_5k	319
CHG	Teosinte/Landrace	6	3098577	3098987	-0.485044	6	3091618	3101835	TE	410
CHG	Teosinte/Landrace	6	5817026	5817194	0.770536	6	5813754	5820543	Intergenic	168
CHG	Teosinte/Landrace	6	13560514	13560845	0.425286	6	13550978	13625690	TE	331
CHG	Teosinte/Landrace	6	14817621	14817770	-0.470044	6	14816287	14825022	TE	149
CHG	Teosinte/Landrace	6	14919823	14920516	0.675643	6	14914900	14923325	TE	693
CHG	Teosinte/Landrace	6	14921255	14921643	0.42722	6	14914900	14923325	TE	388
CHG	Teosinte/Landrace	6	15662152	15662444	-0.472112	6	15662030	15666482	Intergenic	292
CHG	Teosinte/Landrace	6	18821610	18822011	-0.726667	6	18816910	18821909	Gene_up_5k	299
CHG	Teosinte/Landrace	6	18822630	18823433	-0.631699	6	18822071	18823247	Intron	617
CHG	Teosinte/Landrace	6	34464396	34464597	0.583649	6	34460386	34465385	Gene_down_5k	201
CHG	Teosinte/Landrace	6	41504311	41504633	-0.427532	6	41503178	41516248	TE	322
CHG	Teosinte/Landrace	6	41513038	41513300	-0.552535	6	41503178	41516248	TE	262
CHG	Teosinte/Landrace	6	45267748	45267874	0.481088	6	45239415	45278337	TE	126
CHG	Teosinte/Landrace	6	50120665	50120875	0.502389	6	50112845	50125091	TE	210
CHG	Teosinte/Landrace	6	50123070	50123350	0.425108	6	50121440	50126439	Gene_down_5k	280
CHG	Teosinte/Landrace	6	50482298	50482724	0.409748	6	50481580	50498374	TE	426
CHG	Teosinte/Landrace	6	50973956	50974714	0.4111	6	50965718	50983108	Intergenic	758
CHG	Teosinte/Landrace	6	52292243	52292513	0.669568	6	52289830	52294829	Gene_down_5k	270
CHG	Teosinte/Landrace	6	61732836	61733311	0.574245	6	61731297	61734074	Intron	475
CHG	Teosinte/Landrace	6	61852423	61853367	0.496197	6	61851903	61858533	TE	944
CHG	Teosinte/Landrace	6	72523715	72523952	-0.404979	6	72520646	72525357	Intergenic	237
CHG	Teosinte/Landrace	6	86730340	86730668	0.443467	6	86729783	86732052	Intron	328
CHG	Teosinte/Landrace	6	91285105	91285470	0.478781	6	91279497	91286283	TE	365
CHG	Teosinte/Landrace	6	95549398	95549768	0.732646	6	95491137	95571402	TE	370
CHG	Teosinte/Landrace	6	95556446	95556743	0.743333	6	95491137	95571402	TE	297
CHG	Teosinte/Landrace	6	97050251	97050376	0.618423	6	97049494	97050758	Exon	125
CHG	Teosinte/Landrace	6	113938445	113938637	-0.444253	6	113937193	113942192	Gene_up_5k	192
CHG	Teosinte/Landrace	6	125644383	125644767	0.5256	6	125644333	125644705	Exon	322
CHG	Teosinte/Landrace	6	129265538	129266048	0.637743	6	129263948	129270453	Intergenic	510
CHG	Teosinte/Landrace	6	129517942	129518702	-0.430355	6	129475891	129520935	Exon	760
CHG	Teosinte/Landrace	6	130350430	130350621	-0.456831	6	130331722	130358202	TE	191
CHG	Teosinte/Landrace	6	134659381	134659610	0.433788	6	134650065	134659755	TE	229
CHG	Teosinte/Landrace	6	138265947	138266533	0.586437	6	138260222	138279941	TE	586
CHG	Teosinte/Landrace	6	153152335	153152472	0.771611	6	153150537	153155536	Gene_down_5k	137
CHG	Teosinte/Landrace	6	157144665	157145242	0.554768	6	157143623	157148622	Gene_down_5k	577
CHG	Teosinte/Landrace	6	157146735	157146833	0.641112	6	157143623	157148622	Gene_down_5k	98
CHG	Teosinte/Landrace	6	163833395	163834391	0.830143	6	163826512	163840651	TE	996
CHG	Teosinte/Landrace	6	173212583	173213462	0.694594	6	173205719	173216478	TE	879
CHG	Teosinte/Landrace	7	2601286	2601428	0.47559	7	2598497	2610521	TE	142
CHG	Teosinte/Landrace	7	23600384	23601070	-0.452403	7	23599746	23604745	Gene_up_5k	686
CHG	Teosinte/Landrace	7	23783666	23783860	0.573484	7	23778035	23820207	TE	194
CHG	Teosinte/Landrace	7	23789506	23789732	0.600282	7	23778035	23820207	TE	226
CHG	Teosinte/Landrace	7	31277234	31277573	-0.444129	7	31274087	31279086	Gene_down_5k	339
CHG	Teosinte/Landrace	7	31384330	31385162	0.532613	7	31384532	31385238	Exon	630
CHG	Teosinte/Landrace	7	47231048	47231726	0.527707	7	47224005	47237708	TE	678
CHG	Teosinte/Landrace	7	50780993	50781449	0.631489	7	50779470	50784469	Gene_down_5k	456
CHG	Teosinte/Landrace	7	54757568	54758544	0.521625	7	54731021	54777974	TE	976
CHG	Teosinte/Landrace	7	54886699	54886960	0.43514	7	54863426	54933993	TE	261
CHG	Teosinte/Landrace	7	55559855	55560705	0.406707	7	55514825	55610765	TE	850
CHG	Teosinte/Landrace	7	55569383	55569942	0.588839	7	55561875	55573480	TE	559
CHG	Teosinte/Landrace	7	57998312	57998462	0.509667	7	57928117	57999346	TE	150
CHG	Teosinte/Landrace	7	59492345	59493250	0.442474	7	59490934	59512999	TE	905
CHG	Teosinte/Landrace	7	60782360	60783214	0.561608	7	60765725	60783056	Intergenic	696
CHG	Teosinte/Landrace	7	60789684	60789953	0.495934	7	60783057	60793063	TE	269
CHG	Teosinte/Landrace	7	61919687	61920237	0.405451	7	61917172	61923495	TE	550
CHG	Teosinte/Landrace	7	62166960	62168001	0.686938	7	62164440	62169439	Gene_up_5k	1041
CHG	Teosinte/Landrace	7	62170306	62170495	0.468874	7	62166139	62171138	Gene_down_5k	189
CHG	Teosinte/Landrace	7	62684543	62684998	0.608905	7	62670534	62686700	TE	455
CHG	Teosinte/Landrace	7	64772235	64772547	0.554828	7	64762111	64778680	TE	312
CHG	Teosinte/Landrace	7	65559461	65560066	0.44255	7	65559551	65564759	Intergenic	515
CHG	Teosinte/Landrace	7	67411502	67411767	0.426258	7	67379041	67459434	TE	265
CHG	Teosinte/Landrace	7	68061641	68061887	0.533402	7	68057142	68062141	Gene_down_5k	246
CHG	Teosinte/Landrace	7	68163057	68163260	0.622368	7	68157623	68169719	Intergenic	203
CHG	Teosinte/Landrace	7	70601670	70602582	-0.401977	7	70602002	70607001	Gene_up_5k	580
CHG	Teosinte/Landrace	7	70977274	70977732	0.584478	7	70976309	71025406	TE	458
CHG	Teosinte/Landrace	7	71650124	71650450	0.591798	7	71639400	71706473	TE	326
CHG	Teosinte/Landrace	7	73117368	73118113	0.425274	7	73116622	73133750	TE	745
CHG	Teosinte/Landrace	7	73133089	73133324	0.552042	7	73116622	73133750	TE	235
CHG	Teosinte/Landrace	7	73397994	73398325	-0.473052	7	73393915	73398914	Gene_down_5k	331
CHG	Teosinte/Landrace	7	73399667	73399942	-0.437452	7	73399157	73402564	Intron	275
CHG	Teosinte/Landrace	7	75744095	75744421	0.474838	7	75724353	75745365	TE	326
CHG	Teosinte/Landrace	7	75955488	75956489	0.558718	7	75950887	75958758	TE	1001
CHG	Teosinte/Landrace	7	78227413	78227814	-0.444157	7	78220528	78229758	TE	401
CHG	Teosinte/Landrace	7	78545320	78546187	0.775134	7	78537346	78548721	Intergenic	867
CHG	Teosinte/Landrace	7	83123167	83123910	-0.470765	7	83096807	83125856	Intergenic	743
CHG	Teosinte/Landrace	7	84177066	84177422	0.443887	7	84160601	84204367	Exon	356
CHG	Teosinte/Landrace	7	84825310	84825683	-0.453992	7	84822006	84827005	Gene_up_5k	373
CHG	Teosinte/Landrace	7	87913178	87913865	-0.592155	7	87909319	87921317	TE	687
CHG	Teosinte/Landrace	7	88855800	88856586	0.702549	7	88855327	88871662	TE	786
CHG	Teosinte/Landrace	7	96122264	96123102	-0.549289	7	96121523	96126522	Gene_down_5k	838
CHG	Teosinte/Landrace	7	96521253	96521874	-0.462019	7	96519846	96524845	Gene_up_5k	621
CHG	Teosinte/Landrace	7	105731215	105731488	0.560287	7	105723290	105735570	Intergenic	273
CHG	Teosinte/Landrace	7	113757413	113757613	-0.64269	7	113754023	113759022	Gene_down_5k	200
CHG	Teosinte/Landrace	7	114982469	114982908	-0.402323	7	114979579	114984578	Gene_down_5k	439
CHG	Teosinte/Landrace	7	115406180	115406603	-0.452025	7	115402052	115407051	Gene_down_5k	423
CHG	Teosinte/Landrace	7	127260397	127260680	0.612168	7	127258947	127263946	Gene_up_5k	283
CHG	Teosinte/Landrace	7	130402378	130402542	0.440131	7	130332025	130430743	TE	164
CHG	Teosinte/Landrace	7	142432637	142432799	0.400773	7	142427999	142432998	Gene_up_5k	162
CHG	Teosinte/Landrace	7	147098216	147098429	-0.462346	7	147096084	147101083	Gene_up_5k	213
CHG	Teosinte/Landrace	7	147359712	147360300	0.764277	7	147359707	147364706	Gene_down_5k	588
CHG	Teosinte/Landrace	7	155446249	155446824	-0.594717	7	155444467	155456360	TE	575
CHG	Teosinte/Landrace	7	155446828	155447658	-0.402538	7	155444467	155456360	TE	830
CHG	Teosinte/Landrace	7	166723597	166723989	0.45613	7	166723429	166724244	Exon	392
CHG	Teosinte/Landrace	7	177486131	177486316	-0.531051	7	177416383	177491421	TE	185
CHG	Teosinte/Landrace	7	177486738	177486925	-0.496275	7	177416383	177491421	TE	187
CHG	Teosinte/Landrace	7	180071380	180071549	-0.436591	7	180068285	180073284	Gene_down_5k	169
CHG	Teosinte/Landrace	8	6512964	6513173	0.558328	8	6512708	6513402	Exon	209
CHG	Teosinte/Landrace	8	6513623	6513942	0.426234	8	6513515	6514060	Exon	319
CHG	Teosinte/Landrace	8	14278945	14279231	0.751088	8	14272629	14279241	Intergenic	286
CHG	Teosinte/Landrace	8	14281791	14282030	0.792525	8	14279242	14284241	Gene_up_5k	239
CHG	Teosinte/Landrace	8	14283380	14283472	0.776306	8	14279242	14284241	Gene_up_5k	92
CHG	Teosinte/Landrace	8	23570732	23571095	0.491727	8	23569866	23574865	Gene_up_5k	363
CHG	Teosinte/Landrace	8	23586047	23586929	0.491461	8	23584545	23588619	Intergenic	882
CHG	Teosinte/Landrace	8	28697598	28697999	0.463809	8	28674185	28706031	TE	401
CHG	Teosinte/Landrace	8	29000241	29000855	0.791123	8	28998857	29003856	Gene_down_5k	614
CHG	Teosinte/Landrace	8	30793380	30793862	-0.418747	8	30792026	30797025	Gene_down_5k	482
CHG	Teosinte/Landrace	8	31656855	31657407	0.755161	8	31655604	31665940	TE	552
CHG	Teosinte/Landrace	8	32872150	32872376	0.613825	8	32852782	32920281	TE	226
CHG	Teosinte/Landrace	8	32880483	32880747	0.558572	8	32872750	32881356	TE	264
CHG	Teosinte/Landrace	8	47907815	47908676	-0.538711	8	47907023	47912007	Intron	861
CHG	Teosinte/Landrace	8	47994831	47995374	0.510654	8	47990106	47998411	Intergenic	543
CHG	Teosinte/Landrace	8	48892957	48893534	0.727463	8	48890097	48911007	TE	577
CHG	Teosinte/Landrace	8	48893986	48894223	0.567555	8	48890097	48911007	TE	237
CHG	Teosinte/Landrace	8	48909869	48910014	0.808222	8	48890097	48911007	TE	145
CHG	Teosinte/Landrace	8	48910567	48911263	0.44563	8	48890097	48911007	TE	440
CHG	Teosinte/Landrace	8	51173532	51173736	-0.53071	8	51173389	51173799	Exon	204
CHG	Teosinte/Landrace	8	52366707	52366882	0.437508	8	52366065	52368892	Intron	175
CHG	Teosinte/Landrace	8	61603922	61604214	0.410956	8	61603023	61604192	Exon	270
CHG	Teosinte/Landrace	8	67462669	67463236	0.732609	8	67403123	67475262	TE	567
CHG	Teosinte/Landrace	8	67539371	67541677	0.653109	8	67489744	67547862	TE	2306
CHG	Teosinte/Landrace	8	74204922	74205398	0.499511	8	74205128	74206555	Exon	270
CHG	Teosinte/Landrace	8	81174899	81175462	0.573967	8	81169520	81181809	TE	563
CHG	Teosinte/Landrace	8	89452043	89453071	-0.433547	8	89446926	89458523	Intergenic	1028
CHG	Teosinte/Landrace	8	98058261	98058424	0.848086	8	98055473	98060472	Gene_down_5k	163
CHG	Teosinte/Landrace	8	98953575	98953851	0.646898	8	98950837	98976341	TE	276
