Marker	Chr	Genetic	v2	v4
IDP8226	1	278.2	243,401,464	247057668
IDP8229	10	96.4	139,028,499	140281552
IDP8231	6	59	113,039,145	116914134
IDP8232	8	168.5	169,399,856	174592927
IDP8234	6	59	112,136,990	115980638
IDP8235	5	75.4	13,672,357	14040763
IDP8236	5	122.5	161,083,179	164868816
IDP8237	10	117.1	144,141,882	144821913
IDP8238	4	245.9	239,783,294	245185992
IDP8240	6	10.3	6,807,039	7125921
IDP8241	10	54.9	65,023,896	64179214
IDP8244	10	68.4	113,356,461	114250561
IDP8246	9	201.3	155,180,217	158267629
IDP8247	7	90.6	32,281,011	33508709
IDP8248	3	100	58,480,668	58480523
IDP825	2	138	163,450,705	168143139
IDP8250	6	23.2	31,708,189	33194125
IDP8252	4	2.6	2,519,610	3093558
IDP8255	2	49.2	11,823,611	12116051
IDP8257	2	119.8	61,870,777	63417814
IDP8258	4	138.4	171,637,984	174706417
IDP8261	4	110.6	81,524,377	84530427
IDP8262	5	115.5	99,928,032	102457794
IDP8263	10	44.4	14,301,938	14448076
IDP8265	2	129.8	148,659,259	153240996
IDP8266	1	103.5	43,110,678	43333321
IDP8267	3	133.9	167,430,604	170090789
IDP8268	3	168.4	187,260,624	190207197
IDP8269	4	100.1	47,198,906	49254943
IDP8270	4	120.1	155,826,209	159343826
IDP8271	1	141.7	73,440,920	74849688
IDP8274	2	117.6	57,056,573	59181003
IDP8276	8	32.2	10,091,174	10458763
IDP8277	1	186.1	184,892,472	187043566
IDP8278	2	147.2	188,818,692	194485700
IDP828	7	155.9	158,262,224	163678566
IDP8280	4	189.9	209,975,848	213447059
IDP8281	5	191.7	204,497,053	209947859
IDP8282	1	226.3	204,868,819	207699565
IDP8284	9	31.7	9,444,066	9276102
IDP8285	6	108.1	152,487,101	156633241
IDP8286	3	106.5	144,742,521	145659825
IDP8290	4	204	233,777,115	238964121
IDP8292	1	213.2	197,385,620	199827091
IDP8293	2	204.8	223,282,643	230338147
IDP8294	4	170.1	186,588,242	190064628
IDP8295	9	70.5	26,998,100	27069034
IDP8296	5	137.5	175,216,581	179267542
IDP8298	4	125.6	158,200,519	161653601
IDP830	8	187.9	172,248,279	177546840
IDP8300	7	90.6	36,021,413	37302331
IDP8302	4	2.6	2,423,951	3003276
IDP8308	10	66.5	109,237,677	110080576
IDP8309	1	125.6	54,737,591	55378874
IDP831	1	155.8	102,925,091	105529216
IDP8312	5	193.5	204,800,226	210216628
IDP8314	10	104.5	141,826,328	142612745
IDP8319	8	1.1	773,677	908461
IDP832	10	65.8	109,378,646	110237212
IDP8321	1	315.2	267,538,907	272337750
IDP8322	6	10.3	6,615,959	7052754
IDP8326	6	129.3	161,763,417	165945631
IDP8327	8	46.9	15,981,225	16421906
IDP8329	7	90.6	52,675,290	54455037
IDP8330	8	31.4	10,001,320	10371503
IDP8331	4	201.8	230,246,467	235264579
IDP8333	5	92.4	23,571,644	24088038
IDP8334	10	90.6	137,827,877	139063165
IDP8335	10	113.9	143,707,923	144414901
IDP8336	1	285.9	246,823,320	250450394
IDP8337	7	137.8	151,490,904	156784745
IDP8338	7	119.6	133,864,385	137985346
IDP834	3	14	2,747,825	2020264
IDP8340	1	215.2	198,277,701	200738000
IDP8341	4	208.4	234,651,001	239850062
IDP8343	8	92.3	104,279,060	106562866
IDP8344	9	82.5	102,822,813	106343996
IDP8345	1	76.3	28,071,196	28227765
IDP8347	8	86.7	96,174,280	97932655
IDP8348	6	13.7	15,529,380	25323552
IDP8349	6	109.5	155,173,539	159310166
IDP835	1	351.3	287,202,353	292390667
IDP8354	8	172.9	170,054,510	175288002
IDP8355	3	26.8	4,351,427	3625610
IDP8356	1	226.3	205,191,825	208016581
IDP836	7	132.3	141,891,184	146819130
IDP8360	4	114.1	148,424,199	151822170
IDP8362	6	33.4	95,711,787	98530731
IDP8363	2	117.6	55,444,888	57470829
IDP8365	2	115.4	44,942,761	46806091
IDP8366	7	91	92,084,656	94955722
IDP8367	3	119.3	155,795,621	157377279
IDP837	7	91	45,384,617	46906033
IDP8372	6	80.7	144,544,672	148604117
IDP8373	2	131.2	148,561,040	153143663
IDP8374	2	31.6	9,004,095	9178884
IDP8376	1	339.7	282,541,833	287668546
IDP8377	5	75.4	12,706,576	13089234
IDP8378	2	105.7	37,859,994	39388918
IDP8379	8	18.1	4,555,600	4802562
IDP838	9	195.5	153,885,493	157033296
IDP8382	10	68.4	113,924,471	114919121
IDP8383	8	94.1	111,288,097	113991365
IDP8384	6	90.4	149,670,195	153759893
IDP8385	2	129.8	129,425,580	133577649
IDP8386	4	127.7	159,562,556	162530203
IDP8387	3	100	64,279,265	64374042
IDP8388	1	42.1	12,187,402	12376717
IDP8389	1	152.4	92,343,799	94480444
IDP839	1	145.6	82,676,056	84332668
IDP8390	10	48.3	15,798,991	16080783
IDP8391	3	14	2,954,019	2199221
IDP8392	5	61.3	10,171,162	10408520
IDP8394	1	258.2	226,957,730	230562584
IDP8395	6	23.5	57,984,487	60772280
IDP8399	1	149.7	89,242,506	91139107
IDP84	7	90.6	40,376,980	41861777
IDP8400	5	90.7	21,362,019	21903795
IDP8401	1	175.3	179,588,841	181577168
IDP8402	2	131.2	149,005,050	153600198
IDP8403	5	90.7	20,634,391	21201034
IDP8404	8	67.4	23,114,275	23849951
IDP8406	3	106.5	133,184,927	133869967
IDP8407	8	92.7	107,008,933	109463809
IDP8408	4	203.6	233,082,655	238237037
IDP8414	7	104.1	126,777,095	130717957
IDP8417	7	84.6	15,316,660	15808985
IDP8418	6	98.9	151,974,134	156103016
IDP8419	4	172.5	186,479,986	189878213
IDP8422	6	13.7	15,025,131	24843789
IDP8423	9	146.4	146,010,793	148852678
IDP8425	6	11.2	7,037,523	7394777
IDP8426	2	117.6	50,808,151	52835472
IDP8427	5	105	58,599,458	60361577
IDP843	6	76.3	141,663,677	145779288
IDP8430	2	129	105,719,594	108697397
IDP8431	3	106.5	123,148,245	123489652
IDP8432	7	77.4	11,803,486	12175976
IDP8433	1	215.2	198,229,459	200685463
IDP8434	5	106	56,783,412	58598191
IDP8435	1	251	223,037,649	226430362
IDP8437	8	99.7	121,896,434	124968893
IDP8438	1	186.1	184,862,024	187013120
IDP8439	10	146.2	147,896,477	148721628
IDP844	9	11	4,009,183	3595112
IDP8440	5	90.7	19,710,976	20197028
IDP8442	3	238	218,030,265	221640709
IDP8443	8	5.3	1,904,707	2057524
IDP8445	1	210.6	195,885,698	198267330
IDP8446	7	97.2	118,425,730	122131354
IDP8448	1	392.9	299,200,817	304722778
IDP845	1	158.4	108,265,963	110786063
IDP8452	9	190.3	153,531,273	156692513
IDP8453	1	125.6	54,849,495	55482510
IDP8454	2	59.1	14,330,708	14789272
IDP8455	4	2.6	1,936,279	2464142
IDP8457	9	71.2	27,010,139	27081067
IDP8458	1	131.2	60,832,902	61666074
IDP846	1	186.1	184,779,861	186944834
IDP8462	9	75.7	43,239,747	44946628
IDP8464	8	83.6	76,641,388	78047720
IDP8466	2	138	167,331,522	172157638
IDP8467	3	216.8	210,266,834	213880851
IDP8468	2	3.8	1,625,587	1618585
IDP8469	4	114.9	154,107,448	157663016
IDP847	1	35	10,088,697	10257771
IDP8470	1	249.4	217,919,985	221105181
IDP8471	3	98.3	50,094,012	49896992
IDP8472	5	35.7	5,322,844	5448914
IDP8473	2	98.1	26,287,949	27640156
IDP8474	9	116.9	138,943,695	141538727
IDP8476	4	127.7	159,883,144	162897748
IDP8478	4	2.6	1,984,876	2539221
IDP8480	6	33.4	99,812,418	102969795
IDP8481	8	75.2	32,964,218	33884702
IDP8482	4	143.1	173,367,543	176418956
IDP8483	2	158.3	196,741,091	203196904
IDP8485	3	89.9	24,902,368	24391704
IDP8486	8	91.3	102,706,619	104886725
IDP8487	6	151.7	163,832,475	168001806
IDP8489	1	380.6	296,779,215	302259702
IDP8491	3	103.7	119,029,067	119243544
IDP8492	4	110.6	96,309,977	101829483
IDP8493	9	75.7	39,403,724	40984974
IDP8496	6	72.2	127,588,888	131559523
IDP8497	4	134.3	167,038,722	169991402
IDP85	4	43	6,602,430	7406483
IDP8500	5	41	5,486,111	5673327
IDP8501	6	24.4	90,931,098	93494409
IDP8502	9	190.3	153,610,590	156771464
IDP8503	2	105.7	32,273,430	33780590
IDP8507	10	52.5	36,380,448	37446947
IDP8508	9	176.2	151,305,076	154478885
IDP8509	8	75.2	39,450,359	40611834
IDP851	4	127.7	160,338,103	163361727
IDP8510	10	39.5	9,893,240	9910158
IDP8511	2	115.4	44,940,824	46804154
IDP8512	10	91.4	138,210,470	139500697
IDP8514	8	150.1	165,995,157	171235511
IDP8516	1	215.2	199,405,983	201867225
IDP8518	10	77.7	131,792,469	133021728
IDP852	4	118.6	154,624,926	158189606
IDP8520	6	33.4	97,912,594	100779635
IDP8521	1	258.6	228,018,665	231642714
IDP8524	8	134.2	163,368,837	168364940
IDP8526	10	84.8	136,084,924	137297814
IDP8530	1	251	224,069,340	227682716
IDP8531	7	36.8	3,182,130	3330814
IDP8532	9	126.3	142,460,955	145076504
IDP8533	1	176.8	180,337,818	182334795
IDP8534	4	120.1	156,717,281	160245632
IDP8535	5	162.8	190,604,566	195764206
IDP8537	4	189.9	204,266,729	208790483
IDP854	3	147.3	177,251,217	180010961
IDP8540	6	23.6	66,026,287	68998322
IDP8541	8	113.4	140,096,912	144287672
IDP8543	3	103.7	114,431,535	114787744
IDP8544	3	106.5	128,800,241	129322662
IDP8545	8	92.7	105,566,480	107884351
IDP8546	9	151.7	147,152,085	150152249
IDP8548	8	99.7	119,805,830	122849179
IDP8551	3	106.5	141,690,384	142565387
IDP8552	2	30.2	7,313,638	7290747
IDP8554	9	104.3	136,805,891	139391243
IDP8555	3	231.7	217,006,339	220591692
IDP8557	6	127.2	159,825,808	163997322
IDP8558	3	263.5	227,628,758	231542317
IDP856	1	246.4	217,278,504	220467780
IDP8560	8	46.9	14,599,022	15009044
IDP8561	5	90.7	20,601,495	21186597
IDP8562	6	129.3	160,409,778	164582012
IDP8564	1	238.4	213,228,802	216312667
IDP8565	7	89.5	25,090,003	26219776
IDP857	4	103.7	62,659,407	65175506
IDP8570	1	55	15,988,044	16225118
IDP8571	9	75.7	48,392,519	50372794
IDP8572	3	177.2	193,612,128	196563875
IDP8573	8	5.3	1,820,971	1966283
IDP8574	4	96.5	38,105,642	39807684
IDP8575	7	90.6	38,559,307	39907071
IDP8578	9	82.5	101,976,148	105480036
IDP8579	4	201.8	229,182,548	234199734
IDP8581	3	250.2	221,790,744	225651821
IDP8582	1	226.3	204,867,833	207698579
IDP8583	1	210.6	196,369,481	198773004
IDP8584	7	123.7	138,892,193	143623337
IDP8586	9	56.3	16,248,608	15991968
IDP8587	4	155	179,770,552	182720965
IDP8588	1	32.6	9,430,817	9485668
IDP8589	5	8.2	234,796	241300
IDP8591	7	24	2,772,293	2894195
IDP8592	9	121.1	140,716,346	143390843
IDP8593	1	104.6	44,334,808	44520863
IDP8595	5	93.2	29,441,772	30420246
IDP8597	8	57.6	20,169,649	20863585
IDP8599	9	176.7	151,670,542	154822085
IDP86	6	75.6	134,516,056	138599236
IDP860	4	111.3	90,198,103	93701423
IDP8600	3	106.5	134,613,244	135291003
IDP8601	5	12.8	1,739,992	1777326
IDP8605	1	380.6	296,997,397	302480805
IDP8606	1	158.4	154,042,149	155924371
IDP8607	2	162.4	201,796,334	208365331
IDP8608	9	82.5	101,431,282	104910030
IDP8613	2	145.4	186,272,853	191859376
IDP8614	10	54.9	70,538,537	69677150
IDP8615	1	286.7	248,742,520	252672067
IDP8616	3	116.9	148,216,631	149518417
IDP8617	2	105.7	37,555,787	39097178
IDP8619	7	89.5	27,668,848	28764268
IDP8620	10	64.8	102,368,596	102927472
IDP8622	2	248.6	235,489,135	243527779
IDP8623	1	60.1	21,686,236	21982533
IDP8626	2	134	152,500,691	157220603
IDP8628	9	79.4	96,192,069	99603517
IDP8629	9	74.6	31,536,152	31694900
IDP8630	1	272.1	237,464,862	240872414
IDP8631	1	40.4	12,354,380	12549019
IDP8634	6	24.7	88,077,566	90889844
IDP8636	10	68.8	119,950,535	121003222
IDP8638	5	178	199,983,546	205305505
IDP8642	2	150.4	195,838,188	202089230
IDP8645	5	160.5	188,758,907	193777719
IDP8646	6	13.7	13,976,187	23823365
IDP8647	5	41	5,790,510	5976413
IDP865	7	137.8	149,855,414	155092268
IDP8650	2	224.3	229,478,080	236565415
IDP8651	5	92.4	23,367,373	23883407
IDP8652	2	109.6	40,150,090	41785263
IDP8653	9	95.5	124,957,491	127012181
IDP8654	2	122.7	64,655,423	66444962
IDP8655	1	235.2	210,100,287	213131196
IDP8656	6	23.5	55,595,249	58228797
IDP8657	6	23.2	70,443,000	73402341
IDP8659	5	115.5	111,377,269	114163535
IDP866	2	138.9	171,072,578	175801116
IDP8661	7	138.4	153,247,131	158599099
IDP8662	3	207.9	206,150,272	209626275
IDP8665	2	88.8	20,121,078	21405758
IDP8668	2	134	152,348,129	157061836
IDP8669	4	111.3	123,590,285	126576568
IDP867	4	182.4	196,466,765	200744167
IDP8670	7	93.6	104,260,135	107529771
IDP8671	4	70.4	14,427,234	15538464
IDP8674	8	75.2	39,468,155	40629666
IDP8676	1	145.6	78,702,607	80235231
IDP8677	7	154	158,236,715	163653265
IDP8682	8	112.7	135,068,509	139029418
IDP8683	10	83.7	135,631,013	136483098
IDP8684	7	89.5	26,964,716	27984137
IDP8685	1	280.2	245,868,762	249490936
IDP8686	5	89.3	17,375,809	18164550
IDP8688	9	87.5	110,855,159	113789775
IDP8689	4	58.9	11,079,984	11917069
IDP8690	3	268.5	229,914,862	233864828
IDP8692	10	77.7	130,298,074	131488774
IDP8693	2	105.7	38,291,295	39855287
IDP8695	10	52.5	25,772,121	26411560
IDP8699	8	75.2	62,517,017	63305309
IDP87	6	24.4	80,184,699	83171216
IDP8701	1	0	3,039,091	3133889
IDP8704	7	157.7	158,465,765	163885735
IDP8706	8	128.5	161,724,488	166725979
IDP8707	9	152.1	146,907,468	149907034
IDP8709	6	76.3	140,942,101	145075575
IDP871	1	61.3	19,981,948	20301639
IDP8710	7	102.8	124,698,770	128747498
IDP8711	2	26.9	5,514,551	5456293
IDP8712	1	306.3	258,921,311	263587335
IDP8713	2	117.6	52,495,871	54515177
IDP8714	2	129	118,690,236	122675145
IDP8717	5	168.1	193,844,181	199266027
IDP8718	3	106.5	129,045,117	129567146
IDP872	7	95	108,302,410	111461711
IDP8721	3	216.3	208,935,176	212515932
IDP8725	4	190.3	211,297,386	214709219
IDP8726	9	201.3	154,933,633	158080544
IDP8729	9	197	154,459,622	157629833
IDP873	6	110.4	155,217,296	159353921
IDP8732	7	97.2	118,003,122	121712990
IDP8733	9	93.2	120,226,926	122000807
IDP8736	5	180	200,933,194	206409784
IDP8738	4	201.8	229,846,442	234844674
IDP874	6	95.7	150,769,803	154889076
IDP8740	8	26.9	7,034,344	7347648
IDP8742	4	194.6	218,996,915	223284437
IDP8743	8	184.9	171,626,465	176872070
IDP8744	8	85.9	93,930,388	95738752
IDP8746	6	84.6	148,504,126	152674498
IDP8748	3	271.7	230,664,421	234986986
IDP8749	9	82.5	101,258,481	104727414
IDP875	1	110.6	50,864,174	51361712
IDP876	3	100	98,512,459	100564933
IDP88	8	70.7	25,343,510	26144462
IDP89	5	189.3	204,085,880	209530915
IDP8920	2	110.3	43,372,917	45236628
IDP8922	10	146.2	148,100,786	148912645
IDP8924	3	195	202,256,455	205467815
IDP8925	8	81	73,737,150	74961819
IDP8926	9	155.8	147,804,058	150816358
IDP8927	3	103.7	86,196,682	113090681
IDP8928	9	60	18,328,194	18174924
IDP8929	2	43	10,516,702	10634860
IDP8930	2	134	151,608,128	156309314
IDP8931	2	238.9	233,742,111	241883559
IDP8932	5	89.3	18,386,481	18864531
IDP8934	5	185.4	202,816,534	208264134
IDP8935	7	133.2	143,393,020	148332040
IDP8936	1	262.5	231,089,878	234642418
IDP8937	5	32.4	4,584,488	4690531
IDP8940	2	43	10,530,022	10648090
IDP8941	10	77.7	127,252,760	128281000
IDP8945	6	79.5	143,954,396	148052788
IDP8949	1	380.6	296,769,087	302249574
IDP8950	1	232.3	209,791,946	212825829
IDP8958	9	92.4	114,194,951	117545731
IDP8960	7	143.7	154,513,875	159836385
IDP8964	10	125.6	146,170,179	146944449
IDP8965	1	141.7	74,414,238	75803612
IDP8967	8	110.6	132,046,491	136011910
IDP8968	4	110.6	71,058,062	73770039
IDP8969	6	47.9	109,880,583	114577927
IDP8970	4	49.1	9,657,018	10512849
IDP8971	9	157.6	148,789,597	151909187
IDP8972	9	95	124,917,653	126973235
IDP8973	3	106.5	134,015,170	134685569
IDP8975	5	121.8	151,629,426	155335540
IDP8979	7	198.3	166,955,786	172573749
IDP8984	5	143.7	180,183,141	184658863
IDP8986	2	138	164,720,816	169449154
IDP8987	1	66.5	21,982,533	22262351
IDP8988	9	13.6	4,505,434	4091319
IDP8989	8	0	852,758	984661
IDP8990	5	127	167,468,200	171396190
IDP8991	7	89.5	27,680,359	28786234
IDP8994	3	132.8	165,641,191	168258774
IDP8996	4	234.6	238,314,387	243645266
IDP8998	4	213.6	235,908,868	241158441
IDP8999	2	149.3	193,207,119	199032189
IDP9000	6	76.3	134,845,864	138946288
IDP9001	3	252.8	223,747,747	227502081
IDP9003	6	23.5	61,013,538	63768247
IDP9004	1	175.3	179,641,773	181630749
IDP9006	9	41.4	13,357,808	12501078
IDP9010	2	98.1	22,993,711	24289724
IDP9014	3	100	107,569,011	93514742
IDP9015	8	134.2	163,742,148	168735145
IDP9021	2	49.6	12,100,775	12404644
IDP9025	6	122.5	158,445,550	162598702
IDP9031	1	326.7	276,680,391	281620275
IDP9032	2	156.9	196,332,525	202618716
IDP9033	10	77.7	130,720,705	131914560
IDP9035	3	96.4	40,321,822	39911998
IDP9036	6	75.1	132,259,537	136399410
IDP9037	1	306.3	258,881,414	263523118
IDP9039	4	252.4	240,115,750	245534361
IDP9040	2	138.9	170,633,622	175348635
IDP9041	2	127.1	78,769,374	80849577
IDP9042	7	134.4	143,407,361	148346378
IDP9043	7	97.2	117,784,129	121478253
IDP9044	10	39.1	8,847,744	8780437
IDP9046	5	51.6	7,574,645	7899476
IDP9049	8	108.5	131,236,383	135161289
IDP9050	10	50	19,068,386	19502038
IDP9051	4	192.1	216,444,700	220550211
IDP9056	6	124.9	159,146,274	163323678
IDP9059	1	315.2	266,949,403	271742779
IDP9061	7	77.4	11,898,341	12270854
IDP9062	3	147.3	177,993,852	180791331
IDP9064	9	93.2	119,122,588	120947639
IDP9065	6	119.7	158,119,431	162280648
IDP9066	2	99.4	28,649,250	30057925
IDP9071	9	71.9	27,011,615	27082543
IDP9073	3	136.3	168,480,413	171045804
IDP9074	1	317.9	268,880,334	273610769
IDP9077	4	208.4	234,621,181	239820003
IDP9078	5	25.1	4,198,340	4314043
IDP9079	6	117.1	156,825,050	160990115
IDP9080	6	127.2	160,160,918	164327071
IDP9084	6	76.3	141,628,614	145745185
IDP9098	3	255	223,989,234	227739897
IDP91	4	241.7	239,090,816	244515899
IDP9100	5	194.9	205,331,980	210962715
IDP9102	9	101.9	134,513,488	136974878
IDP9103	6	61.2	115,296,955	119266172
IDP9108	6	23.5	72,181,733	75122488
IDP9111	3	263.5	227,478,643	231393678
IDP9113	7	77.4	13,611,328	14107636
IDP9114	1	145.6	79,703,329	81308308
IDP9115	9	94.5	122,088,755	124047188
IDP9117	2	116.5	48,430,114	50483224
IDP9119	7	88.3	24,151,623	25228869
IDP9120	1	93.7	38,549,370	38916105
IDP9123	5	41	5,544,367	5727247
IDP9125	9	82.5	102,784,286	106298698
IDP9127	8	60.2	20,696,751	21387047
IDP9128	1	328.4	278,908,513	283965999
IDP9129	7	38.5	3,199,707	3348391
IDP9132	2	115.4	47,161,578	49127022
IDP9137	4	194.6	222,712,126	227036185
IDP9140	6	119.7	157,818,419	161968144
IDP9141	10	157.4	148,855,814	149632032
IDP92	1	93.7	38,250,169	38644860
IDP93	7	91	91,274,205	94155791
IDP94	3	93	32,107,006	31702421
IDP96	7	112.7	132,072,384	136123538
IDP97	2	146.4	186,628,311	192210276
IDPA1	3	229.5	216,305,595	219868699
IDPC175	1	93.7	38,720,373	39085907
IDPC293	4	194.6	220,509,873	224802340
IDPcad2a	5	115.5	98,993,191	101493833
IDPCC006	7	123.7	138,727,482	143456252
IDPCP102091	2	129	89,032,126	91480914
IDPCP106056	4	114.1	147,202,386	150600661
IDPCP110252	1	183.7	184,380,392	186514000
IDPCP21203	8	134.2	162,704,037	167716047
IDPCP36788	6	13.7	14,844,513	24685125
IDPCP38933	2	134	152,841,503	157578235
IDPCP53509	3	98.3	45,982,409	45566034
IDPCP55749	9	94.5	121,617,530	123602212
IDPCP59235	10	54.9	66,622,597	65870418
IDPCP59559	10	71.4	125,628,457	126609848
IDPCP63954	5	168.1	193,532,410	198934236
IDPCP69299	3	98.3	39,178,523	38746773
IDPCP74286	9	75.7	28,193,354	28171408
IDPCP75358a	6	24.4	57,868,882	60629890
IDPCP75358b	6	23.6	57,868,882	60629890
IDPCP80324	1	53.3	15,444,049	15715954
IDPCP82794a	2	194.3	217,685,623	224482491
IDPCP82869	2	117.6	50,031,002	52056606
IDPCP85049	9	75.7	65,895,215	64037588
IDPCP85552	4	99.1	43,130,837	44907887
IDPCP86382	1	232.3	210,150,374	213181285
IDPCP93901	4	24.2	4,075,514	4807833
IDPCP97182	2	109.6	40,904,023	42677168
IDPCP97986	1	272.1	238,037,716	241591971
IDPCP98662	10	63.3	95,276,847	95518246
IDPM947	8	124.3	160,448,342	165343587
IDPrad51b	3	106.5	135,443,047	136136243
IDPTSC13	8	46.9	14,593,767	15003789
IMR10	1	145.6	81,917,797	83544324
IMR18	1	145.6	80,319,127	81893493
IMR19	1	145.6	80,963,381	82566785
IMR21	1	142.4	80,499,275	82100180
IMR24	10	68.8	114,957,986	115985481
IMR35	10	90.6	137,503,360	138723255
IMR48	8	112.7	136,039,505	140008857
IMR62	2	159.1	198,405,374	204902941
IMR67	5	115.5	140,935,609	144345003
IMR7	1	45.9	13,641,125	13862968
IMR8	1	11.6	5,087,611	5203234
lim101	9	69.2	25,906,561	25935223
lim379	6	120.3	158,394,968	162554519
mir1	6	24.7	88,905,700	91508314
mmc0132	3	94.4	33,741,967	33379901
mmc0282	5	137.5	175,478,112	179498743
mmc0481	5	164.9	192,286,059	197671824
mmp1	6	114.8	156,036,734	160173592
mmp10	6	24.4	36,623,875	38354782
mmp104	5	162.8	188,462,959	193500656
mmp105	6	169.1	166,247,400	170403982
mmp108a	5	106	64,679,009	66662518
mmp110	9	151.7	146,672,301	149606316
mmp111	4	77.6	17,981,907	19157370
mmp112	5	90.7	18,155,969	18617169
mmp116	2	164.2	204,481,904	211039798
mmp119	2	129	91,643,423	94231399
mmp12	10	77.7	130,961,794	132197228
mmp121	10	68.8	114,695,818	115709107
mmp123	1	204.8	195,187,786	197548298
mmp125	4	103.7	65,745,444	68204099
mmp127	7	103.3	127,094,683	131044681
mmp13	6	18.4	29,010,818	30483181
mmp131	9	140.1	144,787,425	147603732
mmp134	4	201.8	230,348,743	235373052
mmp137	2	183.1	213,655,664	220446065
mmp138	2	189.8	216,504,026	223274058
mmp140	4	111.3	119,471,782	123189992
mmp142	9	121.1	140,848,023	143536227
mmp145	6	98.9	151,543,871	155676518
mmp146	8	184.9	171,705,425	176951082
mmp15	8	106.4	125,904,967	129741262
mmp150	6	108.1	152,975,208	157151244
mmp151d	9	101.2	133,217,871	135615370
mmp155	4	111.3	136,067,795	139236894
mmp156	1	194.6	189,593,302	191775734
mmp158a	3	14	3,204,235	2454670
mmp160	6	24.4	66,437,817	69407890
mmp163	6	16.9	23,358,460	21732570
mmp166	8	46.9	14,847,735	15283883
mmp167	2	109.6	40,139,008	41774181
mmp168	9	144.9	146,083,729	148924274
mmp17	7	212.9	170,563,432	176183031
mmp170b	9	69.6	26,708,519	26830054
mmp172	1	324.3	275,383,587	280284400
mmp173	1	252	222,399,299	225782671
mmp176	4	120.1	156,932,173	160437696
mmp177c	7	115.8	132,186,468	136267892
mmp178	4	181.7	198,376,099	202677747
mmp179	9	101.2	130,918,144	133203688
mmp18	7	75.5	10,516,886	10798739
mmp180	5	92.4	23,656,920	24173911
mmp181	10	122.4	145,261,670	145960594
mmp182	4	252.4	240,236,279	245641802
mmp183	2	240.7	234,433,089	241676048
mmp184	3	133.9	167,435,055	170095240
mmp186	3	69.1	12,565,171	11844972
mmp187	7	90.6	47,933,927	49539964
mmp188	2	194.3	217,457,178	224246590
mmp189	1	249.4	219,063,829	222263592
mmp19	5	121.8	158,820,967	162550096
mmp192	4	3.9	1,255,314	1523327
mmp195g	1	351.3	286,850,617	292042185
mmp20	6	24.4	72,008,123	74947757
mmp22	1	273.4	241,269,351	244893304
mmp23	1	115.2	51,319,315	51754631
mmp24	4	201.8	230,348,743	235373052
mmp25	7	212.9	170,496,958	176116775
mmp26	7	90.6	50,148,384	51770645
mmp29	3	99.5	60,699,292	60737775
mmp33	2	85	19,358,545	20629985
mmp34	2	189.8	215,520,007	222362862
mmp38	3	18.1	3,557,796	2791129
mmp39	1	152.4	94,818,573	97044238
mmp41	9	101.2	133,207,953	135605456
mmp42	2	93.6	21,791,771	23084172
mmp43	5	25.1	3,727,289	3820614
mmp46	7	116.7	132,596,480	136690190
mmp48b	10	7.9	2,140,269	1696819
mmp49	1	15.3	5,088,991	5204614
mmp5	3	164.3	184,214,701	187191667
mmp50	6	129.3	161,724,679	165907230
mmp57	8	35.4	10,866,025	11264947
mmp61	1	152.4	90,328,838	92332472
mmp62	6	77.4	141,513,077	145631168
mmp63	10	55.5	76,175,057	75532084
mmp64	8	173.4	170,127,482	175361364
mmp67	7	211.3	169,262,253	174840426
mmp69	3	95.5	41,406,113	41026346
mmp71	10	90.6	137,995,052	139272030
mmp74	4	114.1	146,396,064	149751782
mmp75	7	86	20,386,279	21288528
mmp76	6	24.4	75,161,036	78021678
mmp78	4	110.6	89,097,778	92592967
mmp80	3	106.5	127,853,336	128390761
mmp83	1	324.3	273,448,153	278290411
mmp84	2	170.7	207,150,857	214012181
mmp85	8	30.9	8,097,182	8432773
mmp86	4	110.6	114,274,405	117910813
mmp9	3	102.3	86,873,415	112399047
mmp90	5	145.5	181,587,517	186172115
mmp91	2	115.4	45,986,220	47885804
mmp93	1	35.8	10,222,617	10349572
mmp94	4	202.9	231,403,019	236474793
mmp95	1	166.6	170,475,942	172355936
mmp96	9	94.5	122,590,840	124555017
msf1	4	3.9	2,112,403	2668198
myb3	5	125.2	167,431,655	171349063
myb5	2	53.1	13,342,056	13635794
mzetc34	10	68.4	114,588,853	115613197
nbp35	5	145.5	181,396,272	185983994
ndk1	7	137.8	149,915,866	155153986
npi220a	8	3.3	1,831,759	1977135
npi220b	3	98.3	45,555,583	45111659
npi252	6	79.5	143,466,865	147543064
npi268a	8	149.4	165,689,209	170892702
npi414a	8	168.5	169,871,448	175053986
ntf1	1	204.8	194,493,590	196867530
pgd3	4	82.9	18,573,520	19755804
phi059	10	39.1	8,849,199	8781892
phi064	1	380.6	296,710,424	302190844
phi077	6	23.6	71,014,931	73927533
phi100175	8	87.8	100,756,329	102776561
phi102228	3	151.5	179,843,083	182712498
phi109275	1	118.4	51,946,081	52360276
phi109642	2	99.4	28,210,358	29642747
phi328175	7	182.7	163,184,443	168676307
phi96100	2	11.2	2,831,395	2827768
php10005	9	18.2	5,655,565	5278771
php20644	1	210.6	195,650,183	198009565
pl1	6	47.9	108,202,698	112862427
prp2	2	109.6	40,588,247	42234659
psy2	8	164.4	168,273,288	173522299
rca1	4	0	693,782	921633
sca1	5	22.1	3,145,861	3231413
sh1	9	36.7	11,495,649	10906730
TIDP2647	7	90.6	34,184,660	35459748
