Chr_1	S1	E1	Chr_2	S2	E2	Contacts
3	221728468	221732675	3	221738135	221740696	2
3	221728468	221732675	3	221778546	221781191	1
3	221728468	221732675	3	221790670	221793297	2
3	221728468	221732675	3	221809676	221813530	2
3	221728468	221732675	3	222536056	222540502	1
3	221778546	221781191	3	221872828	221876302	1
3	221790670	221793297	3	221799372	221801816	2
3	221790670	221793297	3	221809676	221813530	1
3	221790670	221793297	3	221923353	221925041	1
3	221790670	221793297	3	221972979	221975594	1
3	221799372	221801816	3	221809676	221813530	1
3	221799372	221801816	3	221872828	221876302	1
3	221809676	221813530	3	221856591	221860306	2
3	221809676	221813530	3	221872828	221876302	4
3	221809676	221813530	3	221910787	221913113	1
3	221809676	221813530	3	221940658	221945369	1
3	221809676	221813530	3	222169258	222171486	1
3	221809676	221813530	3	223368983	223372861	1
3	221856591	221860306	3	221872828	221876302	1
3	221856591	221860306	3	222396943	222400036	1
3	221856591	221860306	3	222546972	222550086	1
3	221856591	221860306	3	223250029	223253317	1
3	221872828	221876302	3	222169258	222171486	1
3	221923353	221925041	3	222546972	222550086	1
3	221940658	221945369	3	221955576	221958235	2
3	221940658	221945369	3	222088608	222091266	1
3	221940658	221945369	3	222573191	222576273	1
3	221972979	221975594	3	222420677	222424319	1
3	221972979	221975594	3	222773591	222776674	1
3	222103216	222106121	3	223085148	223090046	1
3	222160634	222163316	3	222169258	222171486	1
3	222351760	222355627	3	222396943	222400036	1
3	222351760	222355627	3	222411431	222414127	1
3	222370488	222376187	3	222396943	222400036	1
3	222370488	222376187	3	222420677	222424319	1
3	222396943	222400036	3	222411431	222414127	1
3	222396943	222400036	3	222420677	222424319	1
3	222396943	222400036	3	222536056	222540502	1
3	222407873	222410313	3	222433201	222437504	1
3	222411431	222414127	3	222420677	222424319	1
3	222411431	222414127	3	222433201	222437504	1
3	222420677	222424319	3	222536056	222540502	2
3	222420677	222424319	3	222838693	222840085	1
3	222420677	222424319	3	223000126	223002700	1
3	222420677	222424319	3	223414243	223417184	1
3	222433201	222437504	3	222536056	222540502	1
3	222433201	222437504	3	222546972	222550086	1
3	222433201	222437504	3	222573191	222576273	1
3	222433201	222437504	3	223072927	223076526	1
3	222433201	222437504	3	223085148	223090046	1
3	222433201	222437504	3	223155314	223158794	1
3	222536056	222540502	3	222546972	222550086	5
3	222536056	222540502	3	222773591	222776674	1
3	222536056	222540502	3	222838693	222840085	1
3	222536056	222540502	3	222854073	222856665	1
3	222536056	222540502	3	223000126	223002700	1
3	222536056	222540502	3	223072927	223076526	1
3	222536056	222540502	3	223828817	223831983	1
3	222546972	222550086	3	222573191	222576273	2
3	222546972	222550086	3	222720638	222723294	1
3	222546972	222550086	3	222861357	222864033	2
3	222546972	222550086	3	223045297	223047502	1
3	222546972	222550086	3	223097975	223102851	1
3	222546972	222550086	3	223382683	223386726	1
3	222573191	222576273	3	223429137	223432355	1
3	222720638	222723294	3	223460793	223464576	1
3	222720638	222723294	3	224583190	224586345	1
3	222773591	222776674	3	223299484	223303004	1
3	222838693	222840085	3	222854073	222856665	1
3	222838693	222840085	3	222861357	222864033	1
3	222838693	222840085	3	223325932	223328286	1
3	222846895	222849028	3	222854073	222856665	1
3	222846895	222849028	3	223072927	223076526	1
3	222846895	222849028	3	224365757	224368712	1
3	222854073	222856665	3	222861357	222864033	2
3	222854073	222856665	3	223000126	223002700	1
3	222917592	222919887	3	222924172	222927154	2
3	222917592	222919887	3	222966666	222969622	2
3	222917592	222919887	3	223045297	223047502	1
3	222917592	222919887	3	223072927	223076526	1
3	222917592	222919887	3	223325932	223328286	1
3	222924172	222927154	3	223045297	223047502	2
3	222924172	222927154	3	223051094	223053437	1
3	222924172	222927154	3	223170453	223172438	1
3	222966666	222969622	3	223000126	223002700	1
3	222966666	222969622	3	223097975	223102851	1
3	222966666	222969622	3	223250029	223253317	1
3	222966666	222969622	3	223650760	223656751	1
3	223000126	223002700	3	223072927	223076526	2
3	223051094	223053437	3	223072927	223076526	1
3	223072927	223076526	3	223085148	223090046	8
3	223072927	223076526	3	223097975	223102851	2
3	223072927	223076526	3	223149690	223152300	2
3	223072927	223076526	3	223828817	223831983	1
3	223072927	223076526	3	223977174	223980252	1
3	223072927	223076526	3	224593055	224598088	1
3	223072927	223076526	3	224671098	224673524	1
3	223085148	223090046	3	223097975	223102851	3
3	223085148	223090046	3	223149690	223152300	1
3	223085148	223090046	3	223429137	223432355	1
3	223085148	223090046	3	223460793	223464576	1
3	223097975	223102851	3	223144481	223148330	2
3	223097975	223102851	3	223149690	223152300	2
3	223097975	223102851	3	223650760	223656751	1
3	223097975	223102851	3	225068695	225070913	1
3	223149690	223152300	3	223161533	223162934	1
3	223149690	223152300	3	223241993	223244622	2
3	223149690	223152300	3	223325932	223328286	1
3	223149690	223152300	3	224362576	224364341	1
3	223149690	223152300	3	224435211	224437099	1
3	223155314	223158794	3	223241993	223244622	1
3	223170453	223172438	3	223439316	223444107	1
3	223170453	223172438	3	224225750	224227295	1
3	223241993	223244622	3	223250029	223253317	1
3	223241993	223244622	3	223460793	223464576	1
3	223241993	223244622	3	223711664	223714952	1
3	223250029	223253317	3	223325932	223328286	1
3	223299484	223303004	3	224491106	224493570	1
3	223325932	223328286	3	223414243	223417184	1
3	223368983	223372861	3	223439316	223444107	1
3	223368983	223372861	3	223872962	223874836	1
3	223382683	223386726	3	223429137	223432355	3
3	223382683	223386726	3	223460793	223464576	2
3	223414243	223417184	3	224365757	224368712	1
3	223429137	223432355	3	223439316	223444107	1
3	223429137	223432355	3	223590079	223593582	1
3	223439316	223444107	3	223460793	223464576	1
3	223460793	223464576	3	223468093	223469764	1
3	223535629	223538207	3	223590079	223593582	1
3	223535629	223538207	3	224505487	224508937	1
3	223565347	223566877	3	223590079	223593582	1
3	223565347	223566877	3	224983128	224986380	1
3	223590079	223593582	3	223650760	223656751	1
3	223650760	223656751	3	223872962	223874836	1
3	223650760	223656751	3	224387658	224393936	1
3	223650760	223656751	3	225110784	225113841	1
3	223711664	223714952	3	223828817	223831983	1
3	223869495	223870979	3	224225750	224227295	1
3	223872962	223874836	3	224505487	224508937	1
3	224135481	224138471	3	224355953	224358232	1
3	224135481	224138471	3	224362576	224364341	1
3	224135481	224138471	3	224971158	224974270	1
3	224212344	224214679	3	224225750	224227295	1
3	224215192	224216697	3	224228961	224231604	1
3	224225750	224227295	3	224387658	224393936	1
3	224225750	224227295	3	224411675	224416413	1
3	224225750	224227295	3	224936993	224939510	1
3	224225750	224227295	3	225323043	225326038	1
3	224228961	224231604	3	224482792	224485321	1
3	224228961	224231604	3	225050059	225052997	1
3	224228961	224231604	3	225201577	225204075	1
3	224228961	224231604	3	226166047	226168152	1
3	224349193	224352073	3	224355953	224358232	2
3	224349193	224352073	3	224362576	224364341	1
3	224355953	224358232	3	224362576	224364341	1
3	224355953	224358232	3	224387658	224393936	1
3	224362576	224364341	3	224387658	224393936	1
3	224362576	224364341	3	224469055	224473498	1
3	224362576	224364341	3	224505487	224508937	1
3	224362576	224364341	3	225534110	225536945	1
3	224362576	224364341	3	225846328	225848358	1
3	224362576	224364341	3	225867661	225869933	1
3	224362576	224364341	3	226335813	226339446	1
3	224365757	224368712	3	224387658	224393936	3
3	224365757	224368712	3	224396144	224397746	1
3	224365757	224368712	3	224491106	224493570	1
3	224365757	224368712	3	224971158	224974270	1
3	224365757	224368712	3	225304246	225309787	1
3	224365757	224368712	3	225385075	225387346	1
3	224387658	224393936	3	224404919	224407326	4
3	224387658	224393936	3	224411675	224416413	5
3	224387658	224393936	3	224442982	224445726	1
3	224387658	224393936	3	224482792	224485321	1
3	224387658	224393936	3	224971158	224974270	1
3	224387658	224393936	3	225050059	225052997	1
3	224387658	224393936	3	225304246	225309787	1
3	224387658	224393936	3	225337174	225339646	1
3	224396144	224397746	3	224469055	224473498	1
3	224396144	224397746	3	225342919	225345660	1
3	224404919	224407326	3	224411675	224416413	3
3	224404919	224407326	3	224442982	224445726	1
3	224404919	224407326	3	224505487	224508937	1
3	224404919	224407326	3	224547706	224551111	1
3	224411675	224416413	3	224435211	224437099	1
3	224411675	224416413	3	224442982	224445726	2
3	224411675	224416413	3	224469055	224473498	1
3	224411675	224416413	3	224491106	224493570	1
3	224411675	224416413	3	224505487	224508937	1
3	224411675	224416413	3	224547706	224551111	1
3	224435211	224437099	3	224469055	224473498	1
3	224435211	224437099	3	224491106	224493570	1
3	224442982	224445726	3	224482792	224485321	1
3	224469055	224473498	3	224491106	224493570	2
3	224469055	224473498	3	224505487	224508937	1
3	224482792	224485321	3	224491106	224493570	1
3	224491106	224493570	3	224505487	224508937	1
3	224491106	224493570	3	224547706	224551111	1
3	224491106	224493570	3	224593055	224598088	1
3	224491106	224493570	3	224639810	224642742	2
3	224491106	224493570	3	224971158	224974270	1
3	224491106	224493570	3	225661278	225664045	1
3	224505487	224508937	3	224547706	224551111	5
3	224505487	224508937	3	224583190	224586345	3
3	224505487	224508937	3	224593055	224598088	3
3	224505487	224508937	3	224744536	224748300	1
3	224505487	224508937	3	225455116	225459967	1
3	224547706	224551111	3	226335813	226339446	1
3	224583190	224586345	3	224639810	224642742	2
3	224583190	224586345	3	225037455	225040270	1
3	224583190	224586345	3	225455116	225459967	1
3	224583190	224586345	3	225831235	225836025	1
3	224593055	224598088	3	224622105	224624580	2
3	224593055	224598088	3	224639810	224642742	1
3	224593055	224598088	3	225400190	225402767	1
3	224622105	224624580	3	224639810	224642742	2
3	224622105	224624580	3	225380412	225383025	1
3	224622105	224624580	3	225695571	225698243	2
3	224639810	224642742	3	224906748	224909164	1
3	224639810	224642742	3	225455116	225459967	1
3	224639810	224642742	3	225862217	225864896	1
3	224744536	224748300	3	224906748	224909164	1
3	224875229	224877394	3	225342919	225345660	1
3	224906748	224909164	3	224912045	224914785	1
3	224906748	224909164	3	224936993	224939510	1
3	224906748	224909164	3	225600813	225604960	1
3	224906748	224909164	3	226714037	226716275	1
3	224912045	224914785	3	224971158	224974270	1
3	224912045	224914785	3	224983128	224986380	1
3	224912045	224914785	3	225323043	225326038	1
3	224912045	224914785	3	225455116	225459967	1
3	224912045	224914785	3	226335813	226339446	1
3	224936993	224939510	3	224971158	224974270	1
3	224936993	224939510	3	224983128	224986380	1
3	224971158	224974270	3	225068695	225070913	1
3	224983128	224986380	3	224994469	224996663	1
3	224983128	224986380	3	225018402	225021080	3
3	224983128	224986380	3	225304246	225309787	1
3	224983128	224986380	3	226146617	226149236	1
3	224994469	224996663	3	225065336	225067023	1
3	225018402	225021080	3	225342919	225345660	1
3	225037455	225040270	3	225050059	225052997	1
3	225037455	225040270	3	225065336	225067023	1
3	225037455	225040270	3	225260820	225263873	1
3	225037455	225040270	3	225342919	225345660	2
3	225050059	225052997	3	225068695	225070913	1
3	225050059	225052997	3	225107807	225110163	1
3	225050059	225052997	3	225312576	225314403	1
3	225050059	225052997	3	225323043	225326038	1
3	225050059	225052997	3	225342919	225345660	1
3	225050059	225052997	3	226845286	226847772	1
3	225065336	225067023	3	225260820	225263873	1
3	225065336	225067023	3	225323043	225326038	1
3	225068695	225070913	3	225107807	225110163	1
3	225068695	225070913	3	225163726	225166540	2
3	225068695	225070913	3	225260820	225263873	1
3	225068695	225070913	3	225342919	225345660	1
3	225068695	225070913	3	225455116	225459967	1
3	225107807	225110163	3	225761943	225763621	1
3	225195123	225198099	3	225761943	225763621	1
3	225201577	225204075	3	225732420	225736198	1
3	225201577	225204075	3	226224122	226227488	1
3	225260820	225263873	3	225304246	225309787	1
3	225260820	225263873	3	225534110	225536945	1
3	225304246	225309787	3	225342919	225345660	4
3	225304246	225309787	3	225385075	225387346	1
3	225304246	225309787	3	225455116	225459967	1
3	225304246	225309787	3	226362323	226365749	1
3	225312576	225314403	3	225323043	225326038	2
3	225323043	225326038	3	225332608	225336132	2
3	225323043	225326038	3	225337174	225339646	2
3	225323043	225326038	3	226836540	226840099	1
3	225323043	225326038	3	227095708	227101487	1
3	225332608	225336132	3	225342919	225345660	1
3	225337174	225339646	3	225342919	225345660	1
3	225337174	225339646	3	225380412	225383025	1
3	225342919	225345660	3	225374034	225377242	1
3	225342919	225345660	3	225380412	225383025	2
3	225342919	225345660	3	225385075	225387346	1
3	225342919	225345660	3	225445809	225449141	1
3	225342919	225345660	3	225455116	225459967	1
3	225342919	225345660	3	225695571	225698243	1
3	225374034	225377242	3	225380412	225383025	5
3	225374034	225377242	3	225385075	225387346	1
3	225374034	225377242	3	225400190	225402767	1
3	225380412	225383025	3	225653954	225656472	1
3	225380412	225383025	3	225846328	225848358	1
3	225385075	225387346	3	225400190	225402767	1
3	225385075	225387346	3	225445809	225449141	2
3	225400190	225402767	3	225405746	225407860	1
3	225405746	225407860	3	225445809	225449141	2
3	225405746	225407860	3	225455116	225459967	1
3	225405746	225407860	3	226362323	226365749	1
3	225445809	225449141	3	225455116	225459967	2
3	225445809	225449141	3	225472986	225474906	1
3	225455116	225459967	3	225468148	225470164	1
3	225455116	225459967	3	225472986	225474906	1
3	225455116	225459967	3	225631363	225634035	1
3	225468148	225470164	3	225534110	225536945	1
3	225468148	225470164	3	225631363	225634035	1
3	225511823	225514403	3	225631363	225634035	1
3	225521410	225523205	3	225661278	225664045	1
3	225529427	225531676	3	225653954	225656472	1
3	225534110	225536945	3	225631363	225634035	1
3	225534110	225536945	3	225695571	225698243	1
3	225576775	225579331	3	225584977	225587419	1
3	225576775	225579331	3	225631363	225634035	1
3	225576775	225579331	3	225661278	225664045	1
3	225600813	225604960	3	225653954	225656472	1
3	225600813	225604960	3	226293041	226296062	1
3	225600813	225604960	3	227597295	227600341	1
3	225631363	225634035	3	225653954	225656472	1
3	225631363	225634035	3	225661278	225664045	1
3	225631363	225634035	3	225688567	225690407	1
3	225631363	225634035	3	225695571	225698243	1
3	225631363	225634035	3	225867661	225869933	1
3	225631363	225634035	3	227511625	227514193	1
3	225631363	225634035	3	227590261	227594671	1
3	225653954	225656472	3	225688567	225690407	1
3	225653954	225656472	3	225695571	225698243	1
3	225653954	225656472	3	226293041	226296062	1
3	225661278	225664045	3	225989270	225992943	1
3	225695571	225698243	3	226293041	226296062	1
3	225831235	225836025	3	225839755	225841893	1
3	225831235	225836025	3	225989270	225992943	1
3	225831235	225836025	3	226076618	226080724	1
3	225831235	225836025	3	226146617	226149236	1
3	225831235	225836025	3	226224122	226227488	1
3	225839755	225841893	3	225862217	225864896	1
3	225839755	225841893	3	226309702	226312248	1
3	225846328	225848358	3	225862217	225864896	1
3	225846328	225848358	3	226191883	226193994	1
3	225862217	225864896	3	225867661	225869933	2
3	225862217	225864896	3	226146617	226149236	1
3	225867661	225869933	3	226146617	226149236	1
3	225867661	225869933	3	226268057	226270950	1
3	225911427	225913872	3	226146617	226149236	1
3	225911427	225913872	3	227366709	227370183	1
3	225989270	225992943	3	226146617	226149236	1
3	226009452	226012152	3	226191883	226193994	1
3	226076618	226080724	3	226085841	226088288	1
3	226085841	226088288	3	226146617	226149236	1
3	226085841	226088288	3	227736528	227741884	1
3	226146617	226149236	3	226473021	226475571	1
3	226224122	226227488	3	226293041	226296062	1
3	226224122	226227488	3	226309702	226312248	1
3	226293041	226296062	3	226309702	226312248	1
3	226293041	226296062	3	227490635	227493182	1
3	226293041	226296062	3	227582598	227585592	1
3	226309702	226312248	3	226335813	226339446	3
3	226309702	226312248	3	226573602	226576618	1
3	226309702	226312248	3	227446251	227448393	1
3	226309702	226312248	3	227493789	227495922	1
3	226309702	226312248	3	227582598	227585592	1
3	226309702	226312248	3	227751432	227754436	1
3	226335813	226339446	3	226362323	226365749	1
3	226335813	226339446	3	226415398	226417832	1
3	226335813	226339446	3	226473021	226475571	3
3	226335813	226339446	3	227433619	227438426	1
3	226335813	226339446	3	227471973	227475724	1
3	226335813	226339446	3	227914161	227916044	1
3	226362323	226365749	3	226473021	226475571	1
3	226415398	226417832	3	227695313	227697750	1
3	226473021	226475571	3	226543728	226546458	2
3	226473021	226475571	3	226573602	226576618	1
3	226473021	226475571	3	228076915	228080076	1
3	226509492	226512360	3	226573602	226576618	1
3	226509492	226512360	3	227751432	227754436	1
3	226543728	226546458	3	226573602	226576618	1
3	226543728	226546458	3	226836540	226840099	1
3	226714037	226716275	3	226836540	226840099	2
3	226714037	226716275	3	226845286	226847772	1
3	226714037	226716275	3	227490635	227493182	1
3	226731353	226734417	3	226768693	226771883	1
3	226731353	226734417	3	226845286	226847772	1
3	226731353	226734417	3	228193960	228195927	1
3	226739526	226742094	3	226768693	226771883	1
3	226739526	226742094	3	227511625	227514193	1
3	226768693	226771883	3	226829662	226832541	1
3	226768693	226771883	3	226836540	226840099	1
3	226768693	226771883	3	226845286	226847772	2
3	226768693	226771883	3	226944857	226947592	1
3	226829662	226832541	3	226836540	226840099	2
3	226829662	226832541	3	226845286	226847772	2
3	226829662	226832541	3	227051130	227054083	1
3	226829662	226832541	3	228326496	228329396	1
3	226836540	226840099	3	226845286	226847772	1
3	226836540	226840099	3	226944857	226947592	2
3	226836540	226840099	3	227366709	227370183	1
3	226836540	226840099	3	227433619	227438426	2
3	226836540	226840099	3	227446251	227448393	2
3	226845286	226847772	3	226944857	226947592	1
3	226845286	226847772	3	227095708	227101487	1
3	226845286	226847772	3	227319017	227321676	1
3	226874044	226876001	3	227446251	227448393	1
3	226944857	226947592	3	227323703	227325808	1
3	226944857	226947592	3	227471973	227475724	1
3	227051130	227054083	3	227095708	227101487	1
3	227056060	227057973	3	227490635	227493182	2
3	227056060	227057973	3	227745621	227747140	1
3	227066146	227068579	3	227745621	227747140	1
3	227095708	227101487	3	227319017	227321676	1
3	227095708	227101487	3	227490635	227493182	1
3	227151911	227154038	3	227319017	227321676	1
3	227151911	227154038	3	227323703	227325808	1
3	227151911	227154038	3	227571158	227573749	1
3	227151911	227154038	3	227751432	227754436	1
3	227151911	227154038	3	227914161	227916044	1
3	227287388	227289231	3	227319017	227321676	1
3	227287388	227289231	3	227511625	227514193	1
3	227287388	227289231	3	228814767	228819164	1
3	227319017	227321676	3	227366709	227370183	2
3	227319017	227321676	3	227397387	227400043	2
3	227319017	227321676	3	227433619	227438426	1
3	227319017	227321676	3	227590261	227594671	1
3	227319017	227321676	3	228239626	228242679	1
3	227323703	227325808	3	227338917	227340426	1
3	227323703	227325808	3	227366709	227370183	1
3	227323703	227325808	3	227441144	227444011	2
3	227338917	227340426	3	227433619	227438426	1
3	227366709	227370183	3	227446251	227448393	1
3	227366709	227370183	3	227514936	227516802	1
3	227417929	227419642	3	227433619	227438426	1
3	227417929	227419642	3	227446251	227448393	1
3	227417929	227419642	3	227490635	227493182	1
3	227417929	227419642	3	227597295	227600341	1
3	227433619	227438426	3	227441144	227444011	4
3	227433619	227438426	3	227446251	227448393	1
3	227433619	227438426	3	227490635	227493182	1
3	227433619	227438426	3	227514936	227516802	1
3	227433619	227438426	3	227736528	227741884	1
3	227433619	227438426	3	227869818	227873262	1
3	227433619	227438426	3	227986090	227990227	1
3	227433619	227438426	3	229378797	229382006	1
3	227441144	227444011	3	227471973	227475724	3
3	227441144	227444011	3	227493789	227495922	1
3	227441144	227444011	3	227503122	227504759	1
3	227441144	227444011	3	227511625	227514193	1
3	227441144	227444011	3	228392758	228395810	1
3	227441144	227444011	3	229386197	229388003	1
3	227446251	227448393	3	227471973	227475724	1
3	227446251	227448393	3	227490635	227493182	3
3	227446251	227448393	3	227905536	227907640	1
3	227446251	227448393	3	228879077	228881868	1
3	227471973	227475724	3	227511625	227514193	1
3	227490635	227493182	3	227498166	227500530	2
3	227490635	227493182	3	228213992	228216026	1
3	227490635	227493182	3	228874052	228876399	1
3	227493789	227495922	3	227511625	227514193	1
3	227498166	227500530	3	227511625	227514193	1
3	227503122	227504759	3	227511625	227514193	1
3	227503122	227504759	3	227582598	227585592	1
3	227503122	227504759	3	227695313	227697750	1
3	227503122	227504759	3	228814767	228819164	1
3	227511625	227514193	3	227597295	227600341	1
3	227511625	227514193	3	227711770	227715539	3
3	227511625	227514193	3	227736528	227741884	1
3	227514936	227516802	3	227582598	227585592	1
3	227514936	227516802	3	227597295	227600341	2
3	227514936	227516802	3	228716241	228718488	1
3	227571158	227573749	3	227597295	227600341	3
3	227571158	227573749	3	227695313	227697750	1
3	227571158	227573749	3	227736528	227741884	2
3	227571158	227573749	3	228664937	228667982	1
3	227582598	227585592	3	227597295	227600341	4
3	227582598	227585592	3	227711770	227715539	1
3	227582598	227585592	3	227745621	227747140	1
3	227582598	227585592	3	228441828	228443534	1
3	227597295	227600341	3	227711770	227715539	2
3	227597295	227600341	3	229146106	229148717	1
3	227711770	227715539	3	227736528	227741884	1
3	227711770	227715539	3	227751432	227754436	1
3	227711770	227715539	3	227914161	227916044	1
3	227711770	227715539	3	228193960	228195927	1
3	227711770	227715539	3	229517390	229521207	1
3	227736528	227741884	3	228211210	228213107	1
3	227745621	227747140	3	229146106	229148717	1
3	227751432	227754436	3	227883147	227885515	2
3	227751432	227754436	3	229577278	229581385	1
3	227869818	227873262	3	228293110	228295491	1
3	227905536	227907640	3	227914161	227916044	1
3	227905536	227907640	3	227986090	227990227	1
3	227905536	227907640	3	228211210	228213107	1
3	227914161	227916044	3	227986090	227990227	1
3	227914161	227916044	3	227992026	227994551	1
3	227917088	227921896	3	227986090	227990227	1
3	227917088	227921896	3	228211210	228213107	1
3	227917088	227921896	3	228213992	228216026	1
3	227917088	227921896	3	229146106	229148717	1
3	227971540	227973328	3	227986090	227990227	1
3	227986090	227990227	3	227992026	227994551	2
3	227986090	227990227	3	228076915	228080076	1
3	227986090	227990227	3	228874052	228876399	1
3	227992026	227994551	3	228211210	228213107	1
3	227992026	227994551	3	228239626	228242679	1
3	228076915	228080076	3	228211210	228213107	2
3	228076915	228080076	3	228437109	228439360	1
3	228193960	228195927	3	228247441	228255212	1
3	228193960	228195927	3	229747008	229749508	1
3	228211210	228213107	3	228221257	228223090	2
3	228211210	228213107	3	228239626	228242679	1
3	228211210	228213107	3	228342986	228344822	1
3	228213992	228216026	3	228247441	228255212	1
3	228221257	228223090	3	228234483	228236756	2
3	228221257	228223090	3	228239626	228242679	1
3	228221257	228223090	3	228247441	228255212	2
3	228221257	228223090	3	229726595	229728673	1
3	228234483	228236756	3	228239626	228242679	1
3	228239626	228242679	3	228293110	228295491	2
3	228239626	228242679	3	228320801	228323440	1
3	228239626	228242679	3	229135749	229138243	1
3	228247441	228255212	3	228293110	228295491	2
3	228247441	228255212	3	229378797	229382006	1
3	228247441	228255212	3	229747008	229749508	1
3	228293110	228295491	3	228320801	228323440	2
3	228293110	228295491	3	228814767	228819164	1
3	228293110	228295491	3	228917536	228919776	1
3	228293110	228295491	3	228976683	228979866	1
3	228320801	228323440	3	228392758	228395810	1
3	228320801	228323440	3	228693645	228699248	1
3	228326496	228329396	3	229246508	229249686	1
3	228383420	228387583	3	228392758	228395810	2
3	228383420	228387583	3	228424535	228426530	1
3	228383420	228387583	3	228441828	228443534	1
3	228383420	228387583	3	228693645	228699248	1
3	228392758	228395810	3	228917536	228919776	1
3	228424535	228426530	3	228710122	228711755	2
3	228424535	228426530	3	229584168	229588668	1
3	228437109	228439360	3	228863324	228866555	1
3	228441828	228443534	3	228954984	228959182	1
3	228448840	228451446	3	228693645	228699248	1
3	228693645	228699248	3	228703478	228705331	1
3	228693645	228699248	3	228814767	228819164	1
3	228693645	228699248	3	228863324	228866555	1
3	228693645	228699248	3	229125066	229128066	1
3	228693645	228699248	3	229347082	229350035	1
3	228693645	228699248	3	230331251	230334970	1
3	228703478	228705331	3	228874052	228876399	1
3	228703478	228705331	3	229662942	229666420	1
3	228710122	228711755	3	228716241	228718488	3
3	228716241	228718488	3	228863324	228866555	1
3	228716241	228718488	3	229378797	229382006	1
3	228814767	228819164	3	228917536	228919776	1
3	228863324	228866555	3	228874052	228876399	2
3	228863324	228866555	3	228879077	228881868	1
3	228863324	228866555	3	228917536	228919776	2
3	228863324	228866555	3	228954984	228959182	1
3	228863324	228866555	3	229390977	229394782	1
3	228874052	228876399	3	228902964	228905789	1
3	228874052	228876399	3	228954984	228959182	1
3	228874052	228876399	3	228989929	228991924	1
3	228902964	228905789	3	228923701	228926882	1
3	228902964	228905789	3	229135749	229138243	1
3	228902964	228905789	3	229260914	229262243	1
3	228923701	228926882	3	228954984	228959182	1
3	228923701	228926882	3	229717132	229719890	1
3	228954984	228959182	3	228976683	228979866	2
3	228976683	228979866	3	229012641	229015970	1
3	228976683	228979866	3	229952116	229957761	1
3	228989929	228991924	3	229050209	229051903	1
3	228989929	228991924	3	229386197	229388003	1
3	228989929	228991924	3	230010406	230013767	1
3	229012641	229015970	3	229099902	229101373	1
3	229012641	229015970	3	229157839	229165286	1
3	229012641	229015970	3	229577278	229581385	1
3	229063568	229065204	3	229135749	229138243	1
3	229090674	229093698	3	229099902	229101373	1
3	229090674	229093698	3	229135749	229138243	2
3	229099902	229101373	3	229135749	229138243	1
3	229099902	229101373	3	229157839	229165286	1
3	229110931	229113267	3	229246508	229249686	1
3	229110931	229113267	3	229378797	229382006	1
3	229125066	229128066	3	229135749	229138243	1
3	229125066	229128066	3	229157839	229165286	1
3	229125066	229128066	3	229246508	229249686	1
3	229125066	229128066	3	229386197	229388003	1
3	229135749	229138243	3	229146106	229148717	2
3	229135749	229138243	3	229157839	229165286	4
3	229135749	229138243	3	229409512	229412654	1
3	229135749	229138243	3	231038843	231040874	1
3	229146106	229148717	3	229157839	229165286	1
3	229157839	229165286	3	230901738	230904518	1
3	229246508	229249686	3	229378797	229382006	1
3	229246508	229249686	3	229386197	229388003	1
3	229246508	229249686	3	229390977	229394782	1
3	229260914	229262243	3	229347082	229350035	3
3	229260914	229262243	3	229378797	229382006	1
3	229260914	229262243	3	229577278	229581385	1
3	229260914	229262243	3	230256892	230261285	1
3	229276174	229278026	3	229347082	229350035	1
3	229347082	229350035	3	229378797	229382006	2
3	229347082	229350035	3	229409512	229412654	1
3	229347082	229350035	3	230183477	230185001	1
3	229347082	229350035	3	230889387	230891901	1
3	229378797	229382006	3	229386197	229388003	3
3	229378797	229382006	3	229403123	229404887	2
3	229378797	229382006	3	229409512	229412654	1
3	229378797	229382006	3	229577278	229581385	1
3	229378797	229382006	3	229649066	229652563	1
3	229386197	229388003	3	229409512	229412654	1
3	229386197	229388003	3	229577278	229581385	2
3	229386197	229388003	3	229662942	229666420	1
3	229390977	229394782	3	229577278	229581385	2
3	229403123	229404887	3	229571784	229574155	1
3	229409512	229412654	3	229952116	229957761	1
3	229517390	229521207	3	229571784	229574155	3
3	229517390	229521207	3	229928020	229930987	1
3	229517390	229521207	3	229952116	229957761	1
3	229571784	229574155	3	229577278	229581385	2
3	229571784	229574155	3	229584168	229588668	1
3	229571784	229574155	3	229649066	229652563	1
3	229571784	229574155	3	230722530	230726839	1
3	229577278	229581385	3	229584168	229588668	2
3	229577278	229581385	3	229649066	229652563	1
3	229577278	229581385	3	229726595	229728673	1
3	229584168	229588668	3	229662942	229666420	1
3	229649066	229652563	3	229662942	229666420	1
3	229693926	229696443	3	229717132	229719890	2
3	229693926	229696443	3	230392060	230394912	1
3	229693926	229696443	3	230574880	230577654	1
3	229717132	229719890	3	229726595	229728673	3
3	229717132	229719890	3	230010406	230013767	1
3	229717132	229719890	3	230163599	230165879	1
3	229726595	229728673	3	229952116	229957761	1
3	229747008	229749508	3	230392060	230394912	1
3	229747008	229749508	3	230901738	230904518	1
3	229891525	229894844	3	229928020	229930987	1
3	229891525	229894844	3	230686749	230689282	1
3	229928020	229930987	3	230010406	230013767	1
3	229928020	229930987	3	230331251	230334970	1
3	229952116	229957761	3	230004141	230006557	1
3	229952116	229957761	3	230010406	230013767	1
3	229952116	229957761	3	230036176	230038485	1
3	229952116	229957761	3	230163599	230165879	1
3	229952116	229957761	3	230331251	230334970	1
3	229952116	229957761	3	230461022	230465273	2
