Type	chr	start	stop	q-value	mean_methylation_difference	CpGs	p_MWU	p_2D_KS	POPA	POPB	Compare
CHG	4	88050886	88051783	5.00E-41	0.596702	19	5.10E-14	2.60E-47	0.86353	0.26683	Teosinte/Maize
CHG	4	88054796	88054986	1.00E-14	0.499566	8	4.00E-14	5.10E-21	0.83128	0.33171	Teosinte/Maize
CHG	4	88055382	88055996	3.50E-17	0.455236	13	4.50E-14	1.80E-23	0.81029	0.35505	Teosinte/Maize
CHG	4	88056313	88056642	1.80E-15	0.554783	8	4.50E-14	9.10E-22	0.8317	0.27692	Teosinte/Maize
CHG	4	88237301	88237753	2.60E-40	0.531011	18	4.10E-14	1.30E-46	0.69196	0.16095	Teosinte/Maize
CHG	4	89739922	89740094	1.30E-38	0.682012	12	3.80E-14	6.80E-45	0.75806	0.076043	Teosinte/Maize
CHG	4	89906061	89907617	4.70E-114	0.729823	36	4.20E-14	2.40E-120	0.84156	0.11173	Teosinte/Maize
CHG	4	90604841	90606142	7.30E-65	0.44231	31	3.00E-14	3.80E-71	0.57845	0.13614	Teosinte/Maize
CHG	4	90607941	90608295	2.00E-34	-0.512668	22	4.20E-14	1.00E-40	0.090051	0.60272	Teosinte/Maize
CHG	4	91163205	91163383	1.00E-07	0.463224	8	4.20E-14	5.10E-14	0.74143	0.27821	Teosinte/Maize
CHG	4	91459717	91459982	2.70E-43	0.479658	17	4.60E-14	1.40E-49	0.55272	0.073063	Teosinte/Maize
CHG	4	91848728	91848923	2.60E-26	-0.668466	8	5.00E-14	1.30E-32	0.069424	0.73789	Teosinte/Maize
CHG	4	91937365	91937782	5.00E-17	-0.502194	12	4.60E-14	2.60E-23	0.25732	0.75952	Teosinte/Maize
CHG	4	91947738	91948393	1.30E-64	-0.517656	33	6.70E-14	6.50E-71	0.26803	0.78569	Teosinte/Maize
CHG	4	91984041	91985169	6.30E-45	-0.480742	30	5.60E-14	3.30E-51	0.27458	0.75532	Teosinte/Maize
CHG	4	91988557	91989675	1.60E-112	-0.625809	45	3.40E-14	8.00E-119	0.16443	0.79024	Teosinte/Maize
CHG	4	91990190	91990694	7.10E-89	-0.562332	36	6.70E-14	3.70E-95	0.30168	0.86402	Teosinte/Maize
CHG	4	92823013	92823526	2.00E-67	-0.849349	16	5.90E-14	1.00E-73	0.032019	0.88137	Teosinte/Maize
CHG	4	92847217	92847828	2.70E-88	-0.620333	34	3.50E-14	1.40E-94	0.060978	0.68131	Teosinte/Maize
CHG	4	92857411	92857871	1.30E-38	0.716649	10	3.90E-14	6.90E-45	0.72855	0.011904	Teosinte/Maize
CHG	4	93176152	93176674	5.90E-45	0.699258	14	5.00E-14	3.10E-51	0.77175	0.072495	Teosinte/Maize
CHG	4	93322543	93322657	5.20E-32	0.507866	9	3.80E-14	2.70E-38	0.52034	0.012475	Teosinte/Maize
CHG	4	93538319	93539291	1.90E-81	0.648643	27	2.30E-14	1.00E-87	0.75314	0.1045	Teosinte/Maize
CHG	4	93701802	93702148	5.20E-25	0.717978	9	4.30E-14	2.70E-31	0.85249	0.13452	Teosinte/Maize
CHG	4	94141943	94142700	3.30E-87	0.741649	23	5.00E-14	1.70E-93	0.77846	0.036814	Teosinte/Maize
CHG	4	94191808	94192364	4.70E-48	0.41585	20	4.70E-14	2.40E-54	0.5414	0.12555	Teosinte/Maize
CHG	4	94225031	94225343	1.10E-34	0.522716	12	4.10E-14	5.80E-41	0.64337	0.12066	Teosinte/Maize
CHG	4	94925614	94926341	3.70E-25	-0.436905	21	4.30E-14	1.90E-31	0.11476	0.55167	Teosinte/Maize
CHG	4	96155463	96155580	6.20E-20	0.57086	8	4.20E-14	3.20E-26	0.6891	0.11824	Teosinte/Maize
CHG	4	97214038	97214592	5.60E-75	-0.552788	23	3.00E-14	2.90E-81	0.053624	0.60641	Teosinte/Maize
CHG	4	97632943	97633358	1.00E-41	0.705434	14	5.10E-14	5.30E-48	0.80191	0.09648	Teosinte/Maize
CHG	4	97634606	97634819	7.30E-25	0.557356	9	4.10E-14	3.80E-31	0.56881	0.011452	Teosinte/Maize
CHG	4	98668704	98669865	1.50E-113	-0.589661	48	6.20E-14	7.40E-120	0.18556	0.77522	Teosinte/Maize
CHG	4	98757588	98759608	7.70E-139	0.483047	73	5.40E-14	4.00E-145	0.69516	0.21212	Teosinte/Maize
CHG	4	98938605	98939711	4.90E-34	0.413258	38	4.20E-14	2.50E-40	0.49166	0.12555	Teosinte/Maize
CHG	4	98939743	98940058	2.70E-30	0.461593	15	4.70E-14	1.40E-36	0.57154	0.10995	Teosinte/Maize
CHG	4	99232415	99232837	1.50E-25	0.67556	10	4.70E-14	7.80E-32	0.89994	0.22438	Teosinte/Maize
CHG	4	99944174	99944610	1.70E-20	-0.482165	16	4.40E-14	8.70E-27	0.16716	0.64933	Teosinte/Maize
CHG	4	100151522	100152815	1.80E-156	0.702607	48	5.60E-14	9.30E-163	0.80722	0.10462	Teosinte/Maize
CHG	4	100588552	100588766	6.30E-29	-0.570654	12	3.80E-14	3.30E-35	0.058651	0.6293	Teosinte/Maize
CHG	4	100721453	100721629	3.10E-19	-0.491165	11	3.70E-14	1.60E-25	0.37142	0.86258	Teosinte/Maize
CHG	4	101078908	101079444	4.40E-66	0.578768	20	3.90E-14	2.30E-72	0.62271	0.043946	Teosinte/Maize
CHG	4	101146976	101148144	1.00E-258	0.839026	60	#NAME?	5.20E-265	0.86109	0.022064	Teosinte/Maize
CHG	4	101149864	101150050	4.60E-32	0.801744	15	3.80E-14	2.40E-38	0.81102	0.054015	Teosinte/Maize
CHG	4	101157498	101157732	8.20E-77	0.738568	18	4.00E-14	4.20E-83	0.74444	0.0058772	Teosinte/Maize
CHG	4	101159257	101159686	7.60E-52	0.55993	20	5.40E-14	3.90E-58	0.65407	0.094144	Teosinte/Maize
CHG	4	102386321	102386649	1.10E-16	0.494507	8	4.00E-14	5.80E-23	0.53853	0.044023	Teosinte/Maize
CHG	4	102597626	102597945	4.40E-56	-0.639403	18	4.60E-14	2.30E-62	0.12919	0.76859	Teosinte/Maize
CHG	4	102884128	102884785	5.30E-61	0.541069	25	4.60E-14	2.70E-67	0.57066	0.029596	Teosinte/Maize
CHG	4	103106919	103107884	8.00E-77	-0.680153	26	5.10E-14	4.10E-83	0.1714	0.85155	Teosinte/Maize
CHG	4	103196955	103198552	8.50E-173	0.550646	61	6.50E-14	4.40E-179	0.63751	0.086864	Teosinte/Maize
CHG	4	103433429	103434806	2.70E-62	0.438533	34	5.30E-14	1.40E-68	0.4841	0.045569	Teosinte/Maize
CHG	4	103553729	103553937	1.10E-12	-0.482934	8	4.60E-14	5.50E-19	0.4159	0.89883	Teosinte/Maize
CHG	4	103849209	103849535	9.80E-10	0.467339	8	4.00E-14	5.00E-16	0.6343	0.16696	Teosinte/Maize
CHG	4	105348893	105349290	1.40E-23	-0.506631	14	4.90E-14	7.40E-30	0.29946	0.8061	Teosinte/Maize
CHG	4	105494226	105494604	4.70E-11	-0.406995	10	4.40E-14	2.40E-17	0.010029	0.41702	Teosinte/Maize
CHG	4	106058827	106059757	2.80E-187	-0.70953	55	4.30E-14	1.50E-193	0.094978	0.80451	Teosinte/Maize
CHG	4	106351356	106353760	0.00E+00	0.744556	76	0.00E+00	6.4e-316	0.77832	0.03376	Teosinte/Maize
CHG	4	106360415	106362040	7.30E-139	0.618635	56	3.50E-14	3.70E-145	0.80425	0.18562	Teosinte/Maize
CHG	4	106782210	106782556	2.00E-37	0.575423	20	4.60E-14	1.00E-43	0.8457	0.27028	Teosinte/Maize
CHG	4	106782872	106783169	8.30E-23	0.442169	18	3.80E-14	4.30E-29	0.80582	0.36365	Teosinte/Maize
CHG	4	107860963	107862017	7.10E-179	-0.584318	76	5.20E-14	3.70E-185	0.010863	0.59518	Teosinte/Maize
CHG	4	108158525	108159750	1.80E-129	-0.63181	47	4.10E-14	9.20E-136	0.17284	0.80465	Teosinte/Maize
CHG	4	108616793	108618006	1.70E-98	0.757645	28	4.10E-14	8.80E-105	0.83331	0.075666	Teosinte/Maize
CHG	4	109461111	109461794	4.40E-07	0.465209	20	4.00E-14	2.20E-13	0.72886	0.41272	Teosinte/Maize
CHG	4	111365220	111367022	2.40E-295	0.657337	91	0.00E+00	1.30E-301	0.73593	0.078592	Teosinte/Maize
CHG	4	111972408	111972620	7.20E-54	0.702932	13	5.50E-14	3.70E-60	0.75059	0.047655	Teosinte/Maize
CHG	4	111973524	111974478	5.20E-115	0.569888	41	6.80E-14	2.70E-121	0.74688	0.177	Teosinte/Maize
CHG	4	111979517	111979943	1.10E-72	0.781906	17	4.40E-14	5.80E-79	0.79374	0.011838	Teosinte/Maize
CHG	4	111980717	111981505	7.20E-111	0.545105	42	3.20E-14	3.70E-117	0.73802	0.19292	Teosinte/Maize
CHG	4	112073498	112073923	2.60E-50	0.660989	14	4.50E-14	1.30E-56	0.66262	0.0016328	Teosinte/Maize
CHG	4	112074405	112074913	6.80E-24	0.422938	21	4.90E-14	3.50E-30	0.80851	0.38558	Teosinte/Maize
CHG	4	112126488	112127286	6.00E-151	0.701103	40	4.60E-14	3.10E-157	0.70489	0.0037835	Teosinte/Maize
CHG	4	112578918	112579405	4.80E-74	0.784781	18	4.70E-14	2.40E-80	0.80668	0.021903	Teosinte/Maize
CHG	4	112920489	112920674	1.80E-21	-0.493108	15	4.70E-14	9.50E-28	0.14562	0.63873	Teosinte/Maize
CHG	4	113078266	113078903	9.40E-78	0.625218	30	4.00E-14	4.80E-84	0.78457	0.15935	Teosinte/Maize
CHG	4	113720008	113720694	3.40E-51	0.435973	29	3.90E-14	1.70E-57	0.61931	0.18334	Teosinte/Maize
CHG	4	114946794	114947027	1.30E-06	-0.457734	8	4.50E-14	6.70E-13	0.34332	0.80106	Teosinte/Maize
CHG	4	115211396	115211653	2.90E-77	-0.66706	19	3.30E-14	1.50E-83	0.082757	0.74982	Teosinte/Maize
CHG	4	115252761	115253678	2.30E-177	-0.601332	49	5.00E-14	1.20E-183	0.11072	0.71205	Teosinte/Maize
CHG	4	117190622	117190868	1.60E-14	0.457571	11	3.70E-14	8.40E-21	0.71595	0.25838	Teosinte/Maize
CHG	4	117197145	117197931	5.10E-184	0.528465	50	7.90E-14	2.60E-190	0.54457	0.016104	Teosinte/Maize
CHG	4	117917514	117918865	5.90E-183	0.489404	65	1.00E-13	3.00E-189	0.49568	0.0062744	Teosinte/Maize
CHG	4	118075790	118076449	4.00E-47	-0.526475	28	3.80E-14	2.10E-53	0.052349	0.57882	Teosinte/Maize
CHG	4	118081779	118081937	2.30E-35	0.514866	13	3.90E-14	1.20E-41	0.56063	0.045763	Teosinte/Maize
CHG	4	118650082	118650663	3.20E-129	0.75179	31	5.40E-14	1.60E-135	0.75527	0.0034847	Teosinte/Maize
CHG	4	119070200	119070566	3.60E-21	0.548841	10	4.50E-14	1.90E-27	0.75882	0.20998	Teosinte/Maize
CHG	4	119354108	119354511	9.40E-29	0.439747	24	5.20E-14	4.80E-35	0.83744	0.39769	Teosinte/Maize
CHG	4	119527719	119528621	6.00E-36	0.404297	19	4.90E-14	3.10E-42	0.42185	0.017553	Teosinte/Maize
CHG	4	119549660	119550208	9.90E-13	0.408888	17	5.00E-14	5.10E-19	0.78103	0.37214	Teosinte/Maize
CHG	4	119648831	119649058	4.50E-27	0.607809	10	3.90E-14	2.30E-33	0.71317	0.10536	Teosinte/Maize
CHG	4	119744414	119744801	1.30E-53	0.79716	13	4.30E-14	6.50E-60	0.82249	0.025325	Teosinte/Maize
CHG	4	119788591	119788943	1.70E-43	0.727551	15	4.50E-14	8.50E-50	0.85458	0.12703	Teosinte/Maize
CHG	4	119803970	119804279	4.40E-46	-0.573103	22	3.40E-14	2.30E-52	0.15757	0.73068	Teosinte/Maize
CHG	4	119846423	119846852	1.20E-62	0.800143	15	6.00E-14	6.30E-69	0.80536	0.0052173	Teosinte/Maize
CHG	4	120145022	120145148	1.20E-37	0.748456	11	4.50E-14	6.30E-44	0.81809	0.069635	Teosinte/Maize
CHG	4	120184838	120184989	1.20E-56	-0.714954	16	4.00E-14	6.10E-63	0.019901	0.73486	Teosinte/Maize
CHG	4	121060609	121061974	1.20E-44	0.405867	47	4.30E-14	6.10E-51	0.83189	0.42603	Teosinte/Maize
CHG	4	121187225	121187587	5.10E-48	0.588919	19	5.70E-14	2.60E-54	0.77072	0.1818	Teosinte/Maize
CHG	4	121909893	121910218	4.20E-57	-0.598295	25	5.30E-14	2.20E-63	0.060868	0.65916	Teosinte/Maize
CHG	4	124432980	124433494	1.10E-29	0.585756	14	5.00E-14	5.50E-36	0.76963	0.18388	Teosinte/Maize
CHG	4	125221121	125221378	3.70E-18	0.459518	9	4.50E-14	1.90E-24	0.49229	0.032768	Teosinte/Maize
CHG	4	125768901	125769379	1.60E-63	0.766987	16	3.80E-14	8.50E-70	0.86121	0.094219	Teosinte/Maize
CHG	4	126991342	126993100	1.10E-66	0.402981	46	4.40E-14	5.50E-73	0.74686	0.34388	Teosinte/Maize
CHG	4	134031506	134031810	2.30E-33	0.616913	9	3.90E-14	1.20E-39	0.62038	0.0034648	Teosinte/Maize
CHG	4	134032865	134033249	5.10E-47	0.628786	16	5.50E-14	2.60E-53	0.71021	0.08142	Teosinte/Maize
CHG	4	137665494	137666873	9.60E-160	0.585652	51	5.10E-14	4.90E-166	0.66238	0.076732	Teosinte/Maize
CHG	4	139246460	139246853	8.70E-14	-0.45831	13	4.70E-14	4.50E-20	0.23117	0.68948	Teosinte/Maize
CHG	4	140518400	140519156	1.30E-16	-0.445194	14	4.50E-14	6.50E-23	0.20539	0.65059	Teosinte/Maize
CHG	4	141225556	141226435	1.10E-61	0.437468	39	3.30E-14	5.50E-68	0.65065	0.21318	Teosinte/Maize
CHG	4	141342259	141342886	7.60E-29	0.6686	8	4.30E-14	3.90E-35	0.67851	0.0099094	Teosinte/Maize
CHG	4	143899173	143899322	4.10E-08	0.424904	9	4.30E-14	2.10E-14	0.8099	0.38499	Teosinte/Maize
CHG	4	146846855	146847612	1.10E-21	0.48638	13	4.30E-14	5.40E-28	0.69262	0.20624	Teosinte/Maize
CHG	4	147690626	147691924	5.80E-37	0.528931	21	4.70E-14	3.00E-43	0.82321	0.29427	Teosinte/Maize
CHG	4	148612588	148612965	4.40E-36	-0.609248	17	4.00E-14	2.30E-42	0.0074337	0.61668	Teosinte/Maize
CHG	4	148680932	148681206	4.20E-40	0.791482	10	4.30E-14	2.10E-46	0.79215	0.0006645	Teosinte/Maize
CHG	4	148724629	148725153	4.80E-69	0.759696	16	3.50E-14	2.50E-75	0.76174	0.0020411	Teosinte/Maize
CHG	4	149863265	149863978	2.90E-53	0.619689	16	4.90E-14	1.50E-59	0.64007	0.020379	Teosinte/Maize
CHG	4	152452464	152452616	6.90E-26	-0.555881	14	3.80E-14	3.60E-32	0.15522	0.71111	Teosinte/Maize
CHG	4	156140627	156141381	2.30E-154	0.733695	42	4.90E-14	1.20E-160	0.75967	0.025971	Teosinte/Maize
CHG	4	156610101	156611796	1.70E-79	0.602759	38	2.80E-14	8.70E-86	0.84328	0.24052	Teosinte/Maize
CHG	4	156622128	156623224	4.80E-82	0.653789	29	6.70E-14	2.40E-88	0.77811	0.12432	Teosinte/Maize
CHG	4	158350488	158351114	6.40E-65	0.712125	21	3.90E-14	3.30E-71	0.82168	0.10956	Teosinte/Maize
CHG	4	158375501	158376670	3.90E-122	0.578394	39	6.90E-14	2.00E-128	0.61509	0.036697	Teosinte/Maize
CHG	4	158377114	158377859	1.00E-89	0.451347	42	5.20E-14	5.30E-96	0.48479	0.033444	Teosinte/Maize
CHG	4	160310681	160311117	2.80E-70	-0.58556	21	4.80E-14	1.40E-76	0.15174	0.7373	Teosinte/Maize
CHG	4	160311579	160311964	1.40E-53	-0.48561	19	3.20E-14	7.40E-60	0.17194	0.65755	Teosinte/Maize
CHG	4	160312924	160313145	2.50E-92	-0.7157	21	5.80E-14	1.30E-98	0.13025	0.84595	Teosinte/Maize
CHG	4	161345244	161345705	3.40E-71	0.412807	40	3.30E-14	1.80E-77	0.41935	0.040045	Teosinte/Maize
CHG	4	161345706	161346958	3.00E-125	0.458864	48	1.80E-14	1.50E-131	0.49638	0.037515	Teosinte/Maize
CHG	4	161907083	161908044	2.00E-35	0.520621	18	4.60E-14	1.00E-41	0.81366	0.29304	Teosinte/Maize
CHG	4	162133649	162134204	1.00E-54	0.714191	14	4.00E-14	5.30E-61	0.72333	0.0091397	Teosinte/Maize
CHG	4	163508435	163509044	3.70E-57	0.719236	14	3.80E-14	1.90E-63	0.72805	0.0088187	Teosinte/Maize
CHG	4	165611228	165611803	2.50E-111	0.532312	25	6.70E-14	1.30E-117	0.53723	0.0049206	Teosinte/Maize
CHG	4	166555880	166557496	6.50E-101	0.64631	30	2.40E-14	3.30E-107	0.72229	0.075976	Teosinte/Maize
CHG	4	166646228	166646452	6.30E-09	0.40698	10	4.50E-14	3.20E-15	0.8308	0.42382	Teosinte/Maize
CHG	4	167765704	167766051	3.10E-18	-0.424825	14	4.20E-14	1.60E-24	0.22648	0.6513	Teosinte/Maize
CHG	4	169322875	169323805	5.00E-60	0.467149	34	3.30E-14	2.50E-66	0.69009	0.22294	Teosinte/Maize
CHG	4	169688276	169688629	3.30E-13	-0.46516	12	4.60E-14	1.70E-19	0.18263	0.64779	Teosinte/Maize
CHG	4	170019440	170019651	5.50E-37	-0.540666	23	4.10E-14	2.80E-43	0.083796	0.62446	Teosinte/Maize
CHG	4	170372607	170373342	3.10E-50	-0.440299	36	5.60E-14	1.60E-56	0.40132	0.84162	Teosinte/Maize
CHG	4	170467133	170467744	2.50E-76	0.677024	19	4.80E-14	1.30E-82	0.68382	0.0067986	Teosinte/Maize
CHG	4	170468391	170468583	7.70E-28	0.654813	8	3.90E-14	3.90E-34	0.73796	0.083143	Teosinte/Maize
CHG	4	171119226	171120056	4.10E-51	0.554094	23	6.00E-14	2.10E-57	0.67407	0.11997	Teosinte/Maize
CHG	4	171672136	171672549	2.30E-14	0.559839	10	4.50E-14	1.20E-20	0.85156	0.29172	Teosinte/Maize
CHG	4	172402571	172403195	1.00E-64	0.408129	28	4.80E-14	5.10E-71	0.48668	0.078551	Teosinte/Maize
CHG	4	173751457	173752095	3.10E-57	0.557843	32	4.30E-14	1.60E-63	8.41E-01	0.28301	Teosinte/Maize
CHG	4	173893823	173894334	1.30E-32	0.731807	9	5.10E-14	6.80E-39	0.77581	0.044	Teosinte/Maize
CHG	4	174151372	174151470	4.10E-40	0.716769	10	4.40E-14	2.10E-46	0.71677	7.86E-08	Teosinte/Maize
CHG	4	176877620	176878690	1.10E-128	0.658487	41	4.50E-14	5.40E-135	0.73306	0.074574	Teosinte/Maize
CHG	4	176962580	176963211	9.30E-58	0.533191	27	4.20E-14	4.80E-64	0.85653	0.32334	Teosinte/Maize
CHG	4	177547507	177548685	3.50E-42	0.530502	26	3.90E-14	1.80E-48	0.84631	0.3158	Teosinte/Maize
CHG	4	177637386	177637895	1.70E-55	0.900664	13	5.50E-14	8.90E-62	0.91292	0.012251	Teosinte/Maize
CHG	4	177638219	177639094	6.60E-100	0.887483	22	2.30E-14	3.40E-106	0.89715	0.0096687	Teosinte/Maize
CHG	4	178750733	178750948	4.40E-16	0.513447	10	4.50E-14	2.30E-22	0.7147	0.20125	Teosinte/Maize
CHG	4	178753796	178754054	4.60E-12	0.412461	13	4.20E-14	2.40E-18	0.81861	0.40615	Teosinte/Maize
CHG	4	178754475	178755265	2.40E-40	0.464649	25	4.20E-14	1.20E-46	0.77879	0.31414	Teosinte/Maize
CHG	4	179766960	179767351	1.60E-31	-0.508012	19	3.80E-14	8.20E-38	0.28243	0.79044	Teosinte/Maize
CHG	4	181220965	181221299	1.40E-37	0.478829	19	5.00E-14	7.10E-44	0.83617	0.35734	Teosinte/Maize
CHG	4	181462068	181463062	2.80E-148	0.848371	33	7.10E-14	1.40E-154	0.85316	0.0047929	Teosinte/Maize
CHG	4	182713242	182713752	1.00E-23	-0.486997	16	4.50E-14	5.30E-30	0.12194	0.60893	Teosinte/Maize
CHG	4	182960005	182960517	1.40E-27	0.676463	9	4.10E-14	7.20E-34	0.80175	0.12529	Teosinte/Maize
CHG	4	183823586	183823833	7.00E-14	0.506393	8	4.70E-14	3.60E-20	0.66817	0.16177	Teosinte/Maize
CHG	4	184389411	184389631	5.70E-83	0.810998	19	3.50E-14	2.90E-89	0.83562	0.024618	Teosinte/Maize
CHG	4	185515310	185515653	1.00E-12	0.43263	12	3.90E-14	5.20E-19	0.79716	0.36453	Teosinte/Maize
CHG	4	185995988	185996205	8.40E-13	0.53878	8	4.30E-14	4.30E-19	0.77975	0.24097	Teosinte/Maize
CHG	4	187823537	187823821	2.40E-11	0.476929	8	4.50E-14	1.30E-17	0.77652	0.29959	Teosinte/Maize
CHG	4	187839144	187840136	1.60E-64	0.632936	28	5.20E-14	8.30E-71	0.81927	0.18634	Teosinte/Maize
CHG	4	188819620	188819952	3.20E-23	-0.600525	12	4.40E-14	1.60E-29	0.074926	0.67545	Teosinte/Maize
CHG	4	189221069	189221458	2.00E-19	-0.435331	14	4.50E-14	1.00E-25	0.35507	0.7904	Teosinte/Maize
CHG	4	189824073	189824443	2.90E-10	0.447064	9	4.70E-14	1.50E-16	0.73279	0.28573	Teosinte/Maize
CHG	4	193355035	193355235	3.00E-29	0.706138	8	3.70E-14	1.60E-35	0.70815	0.002009	Teosinte/Maize
CHG	4	194394120	194394808	2.30E-09	0.443571	11	4.10E-14	1.20E-15	0.80011	0.35654	Teosinte/Maize
CHG	4	194406982	194407401	5.20E-22	0.412782	14	4.60E-14	2.70E-28	0.87418	0.4614	Teosinte/Maize
CHG	4	196176961	196177869	8.60E-21	0.457897	17	4.90E-14	4.40E-27	0.68548	0.22759	Teosinte/Maize
CHG	4	196960669	196960788	2.80E-09	0.447723	10	4.20E-14	1.40E-15	0.86829	0.42056	Teosinte/Maize
CHG	4	197010173	197011072	2.00E-61	-0.608983	26	4.50E-14	1.00E-67	0.11266	0.72165	Teosinte/Maize
CHG	4	197111132	197112026	2.70E-124	0.58816	51	2.60E-14	1.40E-130	0.72742	0.13926	Teosinte/Maize
CHG	4	199410877	199411340	3.70E-12	0.451559	9	4.50E-14	1.90E-18	0.47719	0.025635	Teosinte/Maize
CHG	4	200642406	200642593	1.90E-15	-0.496512	8	4.40E-14	9.50E-22	0.36569	0.8622	Teosinte/Maize
CHG	4	202387037	202387485	7.90E-63	0.408185	25	4.40E-14	4.10E-69	0.51927	0.11109	Teosinte/Maize
CHG	4	202437694	202437877	6.40E-35	0.48996	15	3.80E-14	3.30E-41	0.52251	0.032554	Teosinte/Maize
CHG	4	205507535	205507847	1.10E-19	0.626231	8	4.80E-14	5.40E-26	0.76068	0.13445	Teosinte/Maize
CHG	4	207911170	207911763	2.20E-14	-0.442424	16	4.00E-14	1.10E-20	0.028745	0.47117	Teosinte/Maize
CHG	4	207920380	207921133	1.60E-42	-0.414989	43	4.70E-14	8.10E-49	0.097273	0.51226	Teosinte/Maize
CHG	4	208054279	208054409	9.30E-16	0.588582	10	4.50E-14	4.80E-22	0.76512	0.17654	Teosinte/Maize
CHG	4	208133135	208133767	1.20E-63	0.619107	24	4.30E-14	6.30E-70	0.72083	0.10173	Teosinte/Maize
CHG	4	208585527	208585773	1.90E-06	0.403412	8	4.00E-14	1.00E-12	0.6406	0.23719	Teosinte/Maize
CHG	4	208635692	208635976	1.40E-18	0.533716	10	4.30E-14	7.40E-25	0.55053	0.016809	Teosinte/Maize
CHG	4	208895132	208895285	4.10E-63	0.66969	17	5.30E-14	2.10E-69	0.67253	0.0028393	Teosinte/Maize
CHG	4	209033467	209033711	5.00E-09	-0.431136	11	4.20E-14	2.50E-15	0.28994	0.72108	Teosinte/Maize
CHG	4	209229813	209230471	5.80E-42	0.477935	17	4.70E-14	3.00E-48	0.61908	0.14114	Teosinte/Maize
CHG	4	209894567	209894945	1.40E-35	0.79712	9	4.50E-14	7.40E-42	0.82788	0.03076	Teosinte/Maize
CHG	4	211212498	211213330	4.90E-59	-0.401297	63	5.60E-14	2.50E-65	0.30396	0.70526	Teosinte/Maize
CHG	4	212289361	212289785	5.70E-16	0.44448	15	4.10E-14	2.90E-22	0.82571	0.38123	Teosinte/Maize
CHG	4	212291834	212292209	1.40E-22	0.465459	13	4.50E-14	7.40E-29	0.73992	0.27446	Teosinte/Maize
CHG	4	213304237	213304516	5.10E-15	0.435536	9	3.80E-14	2.60E-21	0.92986	0.49432	Teosinte/Maize
CHG	4	214210377	214210739	3.50E-33	-0.579373	15	4.20E-14	1.80E-39	0.020664	0.60004	Teosinte/Maize
CHG	4	214752331	214752750	6.10E-56	0.564183	21	5.50E-14	3.10E-62	0.65326	0.089079	Teosinte/Maize
CHG	4	214775609	214776352	2.10E-49	0.66111	16	5.40E-14	1.10E-55	0.76208	0.10097	Teosinte/Maize
CHG	4	215305248	215305410	3.10E-10	0.428441	10	4.20E-14	1.60E-16	0.69184	0.2634	Teosinte/Maize
CHG	4	215320175	215320642	2.30E-22	0.450496	21	4.00E-14	1.20E-28	0.85485	0.40435	Teosinte/Maize
CHG	4	217270583	217270736	8.80E-26	0.533839	9	4.20E-14	4.50E-32	0.54122	0.007381	Teosinte/Maize
CHG	4	217438638	217438917	1.70E-19	0.51424	9	4.30E-14	8.80E-26	0.58276	0.068523	Teosinte/Maize
CHG	4	217591362	217591618	2.60E-39	0.699796	11	4.50E-14	1.30E-45	0.72487	0.025078	Teosinte/Maize
CHG	4	217592002	217592307	3.30E-32	0.683382	9	5.20E-14	1.70E-38	0.71007	0.02669	Teosinte/Maize
CHG	4	218057079	218057542	5.60E-11	0.523788	10	4.30E-14	2.90E-17	0.88533	0.36154	Teosinte/Maize
CHG	4	218476873	218477820	8.80E-59	0.523899	26	3.10E-14	4.50E-65	0.66416	0.14027	Teosinte/Maize
CHG	4	218946047	218946917	2.00E-49	0.723428	14	3.80E-14	1.00E-55	0.78968	0.066253	Teosinte/Maize
CHG	4	220275921	220276004	1.00E-34	-0.678648	11	4.80E-14	5.20E-41	0.020449	0.6991	Teosinte/Maize
CHG	4	221209608	221210384	1.10E-63	0.500784	23	4.40E-14	5.80E-70	0.59756	0.096772	Teosinte/Maize
CHG	4	222493704	222494254	1.60E-20	0.559508	13	5.10E-14	8.10E-27	0.8153	0.25579	Teosinte/Maize
CHG	4	222788663	222789361	1.80E-32	-0.462671	26	4.70E-14	9.10E-39	0.17482	0.63749	Teosinte/Maize
CHG	4	222964141	222965829	3.70E-134	0.510765	61	4.70E-14	1.90E-140	0.63752	0.12676	Teosinte/Maize
CHG	4	223205125	223205526	3.50E-54	0.858537	12	3.80E-14	1.80E-60	0.86117	0.0026278	Teosinte/Maize
CHG	4	223531358	223532496	4.30E-88	0.485366	42	6.60E-14	2.20E-94	0.65854	0.17317	Teosinte/Maize
CHG	4	223672252	223672483	9.90E-08	0.415445	9	4.00E-14	5.10E-14	0.74665	0.33121	Teosinte/Maize
CHG	4	224904927	224906560	1.80E-203	0.7405	49	7.00E-14	9.20E-210	0.76209	0.021594	Teosinte/Maize
CHG	4	225161623	225162883	9.40E-51	0.49095	38	3.20E-14	4.80E-57	0.83915	0.3482	Teosinte/Maize
CHG	4	226181085	226182033	4.90E-81	0.68471	27	4.20E-14	2.50E-87	0.77284	0.088125	Teosinte/Maize
CHG	4	226360992	226361387	4.80E-15	0.50981	8	4.40E-14	2.40E-21	0.70543	0.19562	Teosinte/Maize
CHG	4	229329052	229329444	2.60E-18	0.412411	16	3.80E-14	1.30E-24	0.54022	0.1278	Teosinte/Maize
CHG	4	230684806	230685452	5.00E-31	-0.407384	33	4.20E-14	2.60E-37	0.16327	0.57065	Teosinte/Maize
