Type	chr	start	stop	q-value	mean_methylation_difference	#CpGs	p(MWU)	p(2D KS)	mean_Maize	mean_Lan	Compare
CHG	2	149383710	149384551	3.50E-29	0.561941	12	4.30E-14	1.70E-35	0.61903	0.057092	teosinte/maize
CHG	2	152655551	152655841	1.20E-42	-0.562489	20	5.30E-14	6.00E-49	0.16939	0.73188	teosinte/maize
CHG	2	157071677	157072005	2.00E-29	0.868065	7	3.90E-14	1.00E-35	0.88389	0.015829	teosinte/maize
CHG	2	157072359	157072857	2.90E-44	0.724387	11	4.00E-14	1.40E-50	0.73249	0.008103	teosinte/maize
CHG	2	157558820	157559197	1.60E-58	0.602788	22	3.40E-14	7.80E-65	0.74057	0.13779	teosinte/maize
CHG	2	159231074	159231174	1.50E-19	0.497769	8	4.40E-14	7.20E-26	0.50496	0.0071897	teosinte/maize
CHG	2	160570152	160570917	9.80E-41	0.430834	42	3.60E-14	4.80E-47	0.84476	0.41393	teosinte/maize
CHG	2	160581391	160581548	2.50E-20	0.573212	13	4.30E-14	1.20E-26	0.78696	0.21375	teosinte/maize
CHG	2	161486111	161486450	9.90E-22	-0.540048	15	4.40E-14	4.80E-28	0.10316	0.6432	teosinte/maize
CHG	2	161561313	161561530	5.40E-34	0.486572	12	4.40E-14	2.60E-40	0.58969	0.10312	teosinte/maize
CHG	2	163751228	163751871	1.80E-21	0.59965	10	4.10E-14	8.90E-28	0.81481	0.21516	teosinte/maize
CHG	2	164027907	164028135	1.40E-05	0.414617	6	4.50E-14	7.10E-12	0.59776	0.18314	teosinte/maize
CHG	2	166057405	166058500	1.60E-138	0.662263	51	3.00E-14	8.00E-145	0.76555	0.10328	teosinte/maize
CHG	2	166113521	166113761	1.80E-07	0.444132	10	4.40E-14	8.80E-14	0.90101	0.45688	teosinte/maize
CHG	2	166113976	166114232	1.60E-12	0.423211	16	4.90E-14	8.00E-19	0.87393	0.45072	teosinte/maize
CHG	2	166114533	166114856	4.10E-09	0.43407	11	4.60E-14	2.00E-15	0.8971	0.46303	teosinte/maize
CHG	2	166115151	166115892	8.60E-43	0.451903	36	3.30E-14	4.20E-49	0.82803	0.37612	teosinte/maize
CHG	2	166466772	166467131	2.90E-16	0.487821	9	4.20E-14	1.40E-22	0.54526	0.05744	teosinte/maize
CHG	2	166467925	166468185	7.20E-09	0.601452	6	4.30E-14	3.50E-15	0.824	0.22255	teosinte/maize
CHG	2	168789793	168790212	6.00E-08	0.474214	9	4.70E-14	3.00E-14	0.9228	0.44859	teosinte/maize
CHG	2	170424734	170425295	1.10E-44	0.578101	20	3.40E-14	5.30E-51	0.68749	0.10939	teosinte/maize
CHG	2	176375256	176375496	8.90E-11	0.57175	8	4.00E-14	4.40E-17	0.86062	0.28887	teosinte/maize
CHG	2	177663112	177663220	0.00071	0.410789	7	4.00E-14	3.50E-10	0.72852	0.31773	teosinte/maize
CHG	2	177663940	177664076	2.80E-09	0.481792	6	4.60E-14	1.40E-15	0.51135	0.029563	teosinte/maize
CHG	2	177748176	177748513	3.90E-28	0.457295	20	4.70E-14	1.90E-34	0.73097	0.27368	teosinte/maize
CHG	2	179674451	179674741	7.00E-13	-0.415318	13	3.90E-14	3.50E-19	0.3632	0.77852	teosinte/maize
CHG	2	182856402	182857410	3.80E-108	0.551423	46	2.60E-14	1.90E-114	0.7868	0.23537	teosinte/maize
CHG	2	184145518	184145815	1.80E-26	0.612414	9	3.90E-14	9.00E-33	0.92172	0.3093	teosinte/maize
CHG	2	184424552	184424747	2.30E-12	0.46585	8	4.70E-14	1.10E-18	0.56799	0.10214	teosinte/maize
CHG	2	184763127	184763526	7.60E-23	0.415409	19	4.40E-14	3.70E-29	0.70057	0.28517	teosinte/maize
CHG	2	185058289	185058671	1.70E-33	0.439863	17	4.10E-14	8.40E-40	0.59185	0.15199	teosinte/maize
CHG	2	187314970	187315172	1.00E-09	0.585956	6	4.30E-14	4.90E-16	0.84116	0.2552	teosinte/maize
CHG	2	188007019	188007175	1.60E-16	0.577798	9	4.40E-14	7.90E-23	0.8647	0.2869	teosinte/maize
CHG	2	190700170	190700416	1.80E-07	-0.456662	9	7.40E-14	9.00E-14	0.025138	0.4818	teosinte/maize
CHG	2	190896631	190896994	5.90E-44	-0.552162	25	4.90E-14	2.90E-50	0.13057	0.68274	teosinte/maize
CHG	2	194438000	194438131	2.40E-09	0.445132	14	4.20E-14	1.20E-15	0.74247	0.32102	teosinte/maize
CHG	2	195247624	195247894	1.40E-48	0.812111	11	3.60E-14	6.70E-55	0.82974	0.017627	teosinte/maize
CHG	2	196401509	196401743	2.70E-22	0.42042	11	4.60E-14	1.30E-28	0.51848	0.09806	teosinte/maize
CHG	2	198336772	198337100	2.40E-17	0.693176	7	4.30E-14	1.20E-23	0.85937	0.16619	teosinte/maize
CHG	2	198813780	198814347	1.80E-42	-0.431292	22	3.40E-14	8.70E-49	0.39396	0.82525	teosinte/maize
CHG	2	200516587	200517140	7.60E-47	-0.482123	32	3.60E-14	3.70E-53	0.17377	0.6559	teosinte/maize
CHG	2	200517511	200517721	1.10E-11	-0.415285	11	4.10E-14	5.60E-18	0.34057	0.75586	teosinte/maize
CHG	2	200518495	200518931	3.30E-17	-0.426246	12	4.30E-14	1.60E-23	0.32924	0.75549	teosinte/maize
CHG	2	200520763	200521428	1.40E-70	-0.445036	39	5.70E-14	6.80E-77	0.32736	0.7724	teosinte/maize
CHG	2	200522250	200522572	7.70E-22	-0.420079	19	4.70E-14	3.80E-28	0.31895	0.73903	teosinte/maize
CHG	2	200523294	200523426	1.00E-10	-0.424451	10	4.10E-14	4.90E-17	0.34666	0.77111	teosinte/maize
CHG	2	200893671	200893945	2.70E-06	0.480598	6	1.10E-11	1.30E-12	0.71511	0.23451	teosinte/maize
CHG	2	201330306	201330445	9.00E-26	0.87412	6	3.80E-14	4.40E-32	0.92486	0.050737	teosinte/maize
CHG	2	201331326	201334371	0	0.855146	114	0	0	0.86107	0.005927	teosinte/maize
CHG	2	202347411	202347929	1.00E-37	0.446504	16	5.00E-14	5.10E-44	0.47015	0.02365	teosinte/maize
CHG	2	204564208	204564428	6.50E-09	0.517861	6	4.40E-14	3.20E-15	0.74077	0.22291	teosinte/maize
CHG	2	205078497	205078834	1.30E-31	0.488986	13	4.20E-14	6.40E-38	0.4948	0.005816	teosinte/maize
CHG	2	205243689	205243832	0.048	0.417319	6	1.40E-11	2.40E-08	0.94902	0.5317	teosinte/maize
CHG	2	205244821	205244981	7.20E-15	0.535541	8	4.30E-14	3.50E-21	0.74694	0.21139	teosinte/maize
CHG	2	205402004	205402056	2.50E-13	0.523306	6	4.10E-14	1.20E-19	0.64252	0.11921	teosinte/maize
CHG	2	206102304	206102627	0.00018	0.484762	6	8.00E-14	8.90E-11	0.74275	0.25799	teosinte/maize
CHG	2	206103544	206103583	0.0015	0.44463	6	1.30E-11	7.10E-10	0.68753	0.2429	teosinte/maize
CHG	2	207476086	207476687	2.50E-69	0.708745	23	4.80E-14	1.20E-75	0.8864	0.17766	teosinte/maize
CHG	2	207477078	207478751	7.60E-128	0.593014	56	3.40E-14	3.70E-134	0.82026	0.22725	teosinte/maize
CHG	2	207763966	207764363	6.90E-35	0.754788	10	4.20E-14	3.40E-41	0.83366	0.07887	teosinte/maize
CHG	2	207890824	207891119	5.80E-07	0.469572	9	4.10E-14	2.90E-13	0.88148	0.4119	teosinte/maize
CHG	2	212869929	212870486	2.50E-12	0.429162	14	4.40E-14	1.20E-18	0.87584	0.44667	teosinte/maize
CHG	2	213265272	213265440	1.20E-06	-0.490977	7	3.70E-13	6.10E-13	0.14178	0.63275	teosinte/maize
CHG	2	213352258	213352613	4.80E-55	0.514458	23	3.10E-14	2.40E-61	0.64801	0.13356	teosinte/maize
CHG	2	214267691	214267887	2.60E-40	0.80387	9	4.50E-14	1.30E-46	0.8055	0.001626	teosinte/maize
CHG	2	216044781	216045234	1.20E-12	-0.455088	9	4.50E-14	6.10E-19	0.38886	0.84395	teosinte/maize
CHG	2	217663033	217663253	5.80E-29	0.584329	10	4.40E-14	2.80E-35	0.69994	0.11561	teosinte/maize
CHG	2	217663739	217664002	8.90E-35	0.66933	11	3.60E-14	4.40E-41	0.7009	0.031574	teosinte/maize
CHG	2	217664412	217665121	1.60E-44	0.643819	15	3.60E-14	8.00E-51	0.71308	0.069264	teosinte/maize
CHG	2	217688636	217689155	3.80E-23	0.500669	17	4.00E-14	1.90E-29	0.81895	0.31828	teosinte/maize
CHG	2	217962916	217963010	1.20E-14	0.646113	6	4.00E-14	5.90E-21	0.8086	0.16249	teosinte/maize
CHG	2	217963306	217963579	2.30E-34	0.607195	16	4.40E-14	1.10E-40	0.8349	0.2277	teosinte/maize
CHG	2	218041894	218042656	1.80E-62	0.47014	39	4.70E-14	8.80E-69	0.85669	0.38655	teosinte/maize
CHG	2	218043849	218043944	3.40E-15	0.545151	8	4.60E-14	1.70E-21	0.85163	0.30647	teosinte/maize
CHG	2	218048127	218048267	1.50E-29	0.664414	9	4.40E-14	7.60E-36	0.7291	0.064684	teosinte/maize
CHG	2	218330579	218330845	1.40E-55	-0.588388	18	4.80E-14	6.70E-62	0.057101	0.64549	teosinte/maize
CHG	2	218755424	218756881	3.00E-86	-0.460258	57	4.50E-14	1.50E-92	0.39446	0.85472	teosinte/maize
CHG	2	220033375	220033837	9.40E-41	0.66972	10	4.50E-14	4.60E-47	0.67399	0.0042655	teosinte/maize
CHG	2	220371450	220371534	8.30E-05	0.440494	7	4.50E-14	4.10E-11	0.85642	0.41592	teosinte/maize
CHG	2	220376113	220376571	1.10E-65	0.843574	16	4.30E-14	5.40E-72	0.84729	0.0037135	teosinte/maize
CHG	2	222144171	222144673	2.00E-10	0.417896	14	4.50E-14	1.00E-16	0.87382	0.45593	teosinte/maize
CHG	2	223536753	223537022	0.00023	0.465914	6	6.20E-14	1.10E-10	0.79397	0.32806	teosinte/maize
CHG	2	224484030	224484202	3.80E-13	0.417717	8	4.60E-14	1.90E-19	0.41952	0.0018029	teosinte/maize
CHG	2	224484677	224485150	9.70E-103	0.48727	37	7.10E-14	4.80E-109	0.48953	0.0022602	teosinte/maize
CHG	2	224669925	224670158	4.00E-39	-0.747574	12	3.80E-14	2.00E-45	0.082571	0.83015	teosinte/maize
CHG	2	224892652	224893139	2.40E-29	-0.538399	16	4.20E-14	1.20E-35	0.21522	0.75362	teosinte/maize
CHG	2	225018228	225018337	3.00E-08	-0.522152	7	4.20E-14	1.50E-14	0.14942	0.67157	teosinte/maize
CHG	2	225417016	225417344	0.026	0.430854	6	2.00E-13	1.30E-08	0.78808	0.35723	teosinte/maize
CHG	2	225585102	225585213	1.80E-07	0.434083	6	4.20E-14	9.00E-14	0.83701	0.40293	teosinte/maize
CHG	2	226803627	226803896	3.20E-08	-0.442202	9	4.50E-14	1.60E-14	0.2739	0.71611	teosinte/maize
CHG	2	226986125	226986344	5.60E-09	-0.405682	10	2.10E-12	2.70E-15	0.50205	0.90774	teosinte/maize
CHG	2	227540634	227541364	1.50E-39	0.409775	29	3.00E-14	7.40E-46	0.59087	0.18109	teosinte/maize
CHG	2	227548379	227548463	2.00E-05	0.441003	6	5.70E-13	1.00E-11	0.70872	0.26772	teosinte/maize
CHG	2	228284095	228284727	6.50E-43	0.73026	11	4.60E-14	3.20E-49	0.78139	0.051126	teosinte/maize
CHG	2	228284968	228285244	2.40E-06	0.52735	6	4.30E-14	1.20E-12	0.77737	0.25002	teosinte/maize
CHG	2	229847786	229847903	7.10E-10	0.405503	14	5.00E-14	3.50E-16	0.75908	0.35357	teosinte/maize
CHG	2	231103055	231103154	4.10E-21	0.653049	6	4.20E-14	2.00E-27	0.90161	0.24856	teosinte/maize
CHG	2	231110956	231111199	7.30E-32	0.665134	10	4.90E-14	3.60E-38	0.72675	0.061619	teosinte/maize
CHG	2	233068838	233068928	4.70E-14	0.534613	6	4.10E-14	2.30E-20	0.53953	0.0049186	teosinte/maize
CHG	2	233069710	233070037	6.20E-15	0.480287	6	4.00E-14	3.00E-21	0.48292	0.0026304	teosinte/maize
CHG	2	233360801	233361145	5.20E-09	0.435267	6	4.50E-14	2.60E-15	0.54785	0.11259	teosinte/maize
CHG	2	233998659	233998807	9.00E-14	0.411549	11	4.10E-14	4.40E-20	0.61614	0.20459	teosinte/maize
CHG	2	234008075	234011046	4.70E-182	0.49731	117	0	2.30E-188	0.82427	0.32696	teosinte/maize
CHG	2	234011293	234012151	7.90E-46	0.416193	40	5.10E-14	3.90E-52	0.77986	0.36367	teosinte/maize
CHG	2	234019919	234020859	1.90E-152	0.675167	46	5.30E-14	9.20E-159	0.75163	0.076461	teosinte/maize
CHG	2	234889408	234889503	1.90E-28	0.870591	7	4.70E-14	9.50E-35	0.87438	0.0037892	teosinte/maize
CHG	2	234889762	234890324	1.90E-60	0.630535	16	3.20E-14	9.20E-67	0.65128	0.020743	teosinte/maize
CHG	2	235019725	235019870	4.10E-22	0.564999	12	4.40E-14	2.00E-28	0.72784	0.16284	teosinte/maize
CHG	2	236095255	236095472	3.90E-25	0.799245	6	4.30E-14	1.90E-31	0.81525	0.016001	teosinte/maize
CHG	2	236272455	236272806	9.40E-36	0.550299	16	5.10E-14	4.60E-42	0.72205	0.17175	teosinte/maize
CHG	2	236432547	236432628	1.50E-14	0.590713	6	4.10E-14	7.40E-21	0.66034	0.069629	teosinte/maize
CHG	2	236611299	236612077	4.70E-39	0.623625	16	3.80E-14	2.30E-45	0.86878	0.24516	teosinte/maize
CHG	2	236979810	236980100	1.80E-08	0.48418	6	4.70E-14	9.00E-15	0.64612	0.16194	teosinte/maize
CHG	2	237084272	237084722	2.90E-26	0.492962	20	4.10E-14	1.40E-32	0.84315	0.35019	teosinte/maize
CHG	2	237419636	237420061	8.80E-20	0.436267	9	4.20E-14	4.30E-26	0.53138	0.095114	teosinte/maize
CHG	2	238189681	238189861	0.00012	0.474317	6	4.60E-14	6.10E-11	0.69616	0.22185	teosinte/maize
CHG	2	238852231	238852631	4.50E-22	0.416091	18	4.60E-14	2.20E-28	0.77254	0.35645	teosinte/maize
CHG	2	243876186	243876584	1.40E-88	-0.504606	32	5.90E-14	6.70E-95	0.093258	0.59786	teosinte/maize
CHG	3	153574	153714	1.70E-07	0.577231	6	4.50E-14	8.50E-14	0.91193	0.3347	teosinte/maize
CHG	3	189647	190241	1.70E-10	0.400892	13	4.70E-14	8.60E-17	0.71368	0.31279	teosinte/maize
CHG	3	212066	212427	1.10E-31	-0.493634	21	4.40E-14	5.40E-38	0.22403	0.71767	teosinte/maize
CHG	3	282761	282862	9.90E-07	-0.426703	9	4.70E-14	4.90E-13	0.17925	0.60595	teosinte/maize
CHG	3	283166	283391	2.70E-09	-0.4314	10	4.60E-14	1.30E-15	0.17765	0.60905	teosinte/maize
CHG	3	5336315	5336467	3.40E-16	0.425901	13	4.40E-14	1.70E-22	0.723	0.2971	teosinte/maize
CHG	3	6185529	6185704	7.30E-34	0.70236	10	3.90E-14	3.60E-40	0.77998	0.077623	teosinte/maize
CHG	3	6829623	6829824	4.20E-11	-0.400937	11	4.20E-14	2.10E-17	0.44152	0.84246	teosinte/maize
CHG	3	6835629	6835957	4.00E-19	-0.4656	13	3.80E-14	2.00E-25	0.40568	0.87128	teosinte/maize
CHG	3	6836219	6836857	7.50E-31	-0.461116	29	4.70E-14	3.70E-37	0.086127	0.54724	teosinte/maize
CHG	3	7516801	7517379	5.20E-52	0.413038	28	4.40E-14	2.60E-58	0.61018	0.19715	teosinte/maize
CHG	3	7526985	7527219	7.30E-27	0.523001	11	4.90E-14	3.60E-33	0.70605	0.18305	teosinte/maize
CHG	3	7740468	7740645	1.30E-19	0.617879	6	4.50E-14	6.50E-26	0.62489	0.0070097	teosinte/maize
CHG	3	9896358	9896908	1.50E-55	0.629034	25	3.50E-14	7.50E-62	0.89632	0.26728	teosinte/maize
CHG	3	9897206	9898332	1.60E-103	0.577295	46	6.90E-14	8.00E-110	0.8223	0.24501	teosinte/maize
CHG	3	9898542	9899375	2.40E-110	0.629743	40	6.70E-14	1.20E-116	0.83636	0.20662	teosinte/maize
CHG	3	9900174	9900471	1.20E-23	0.61052	10	3.90E-14	5.90E-30	0.82639	0.21587	teosinte/maize
CHG	3	11502660	11503108	3.10E-52	0.424278	18	4.10E-14	1.50E-58	0.49024	0.065964	teosinte/maize
CHG	3	12024542	12024853	1.80E-27	0.54163	15	4.10E-14	8.80E-34	0.89027	0.34864	teosinte/maize
CHG	3	12025104	12026247	6.90E-106	0.529693	55	5.20E-14	3.40E-112	0.78327	0.25358	teosinte/maize
CHG	3	13968688	13969619	5.90E-32	-0.46601	27	4.60E-14	2.90E-38	0.063438	0.52945	teosinte/maize
CHG	3	17631598	17632035	1.30E-10	0.412683	13	5.10E-14	6.40E-17	0.71879	0.30611	teosinte/maize
CHG	3	17810213	17810849	7.20E-29	0.488024	21	4.60E-14	3.50E-35	0.74119	0.25317	teosinte/maize
CHG	3	21862314	21862635	7.50E-20	0.405895	20	3.90E-14	3.70E-26	0.81221	0.40631	teosinte/maize
CHG	3	26278009	26278225	2.80E-24	0.728661	7	4.10E-14	1.40E-30	0.74064	0.011983	teosinte/maize
CHG	3	27287960	27288061	4.40E-09	0.517391	6	4.60E-14	2.20E-15	0.82922	0.31183	teosinte/maize
CHG	3	28145612	28145793	1.30E-17	0.582432	9	3.80E-14	6.20E-24	0.77544	0.19301	teosinte/maize
CHG	3	29937663	29938213	1.20E-11	0.411279	14	4.30E-14	5.60E-18	0.715	0.30373	teosinte/maize
CHG	3	30084764	30087418	1.40E-145	0.464004	106	0	6.90E-152	0.75345	0.28945	teosinte/maize
CHG	3	30087710	30089223	2.00E-42	0.425313	35	3.80E-14	9.70E-49	0.74446	0.31914	teosinte/maize
CHG	3	30106427	30108204	4.30E-122	0.518649	64	3.40E-14	2.10E-128	0.69689	0.17824	teosinte/maize
CHG	3	30132253	30133480	2.30E-83	0.480992	59	6.70E-14	1.10E-89	0.71848	0.23749	teosinte/maize
CHG	3	34302379	34302621	1.50E-21	-0.434207	17	4.70E-14	7.50E-28	0.18139	0.61559	teosinte/maize
CHG	3	35907817	35908287	2.60E-22	0.566296	10	4.10E-14	1.30E-28	0.79132	0.22502	teosinte/maize
CHG	3	40189438	40189883	4.70E-50	0.422478	25	4.00E-14	2.30E-56	0.4946	0.072122	teosinte/maize
CHG	3	40612911	40613329	2.30E-12	0.548977	7	4.60E-14	1.10E-18	0.77184	0.22286	teosinte/maize
CHG	3	41719082	41719851	1.30E-44	0.411206	37	4.90E-14	6.60E-51	0.65802	0.24682	teosinte/maize
CHG	3	44894369	44894558	0.00011	-0.437233	7	5.30E-11	5.20E-11	0.17745	0.61468	teosinte/maize
CHG	3	46079693	46079783	3.60E-26	0.638688	7	3.90E-14	1.80E-32	0.65366	0.01497	teosinte/maize
CHG	3	47353660	47354101	4.20E-10	0.471719	10	4.50E-14	2.10E-16	0.84497	0.37325	teosinte/maize
CHG	3	50814858	50815190	1.20E-16	0.467371	12	4.10E-14	5.80E-23	0.76464	0.29727	teosinte/maize
CHG	3	50816670	50816991	5.60E-13	0.591942	6	4.10E-14	2.70E-19	0.79052	0.19858	teosinte/maize
CHG	3	52366424	52366781	2.80E-33	0.545812	16	4.70E-14	1.40E-39	0.7142	0.16838	teosinte/maize
CHG	3	52509992	52510612	5.50E-49	0.729716	17	4.20E-14	2.70E-55	0.84215	0.11243	teosinte/maize
CHG	3	52511228	52511312	2.60E-20	0.792151	6	4.50E-14	1.30E-26	0.9164	0.12425	teosinte/maize
CHG	3	52513809	52513866	1.20E-09	0.510529	7	4.50E-14	6.00E-16	0.81944	0.30891	teosinte/maize
CHG	3	53347720	53348598	8.70E-117	-0.604997	43	2.10E-14	4.30E-123	0.17936	0.78436	teosinte/maize
CHG	3	55091170	55091518	4.10E-106	0.818047	24	4.20E-14	2.00E-112	0.82547	0.0074238	teosinte/maize
CHG	3	55730096	55730319	3.60E-25	0.604298	9	4.90E-14	1.80E-31	0.65087	0.046576	teosinte/maize
CHG	3	57112278	57112464	3.20E-37	0.7728	9	4.80E-14	1.60E-43	0.78006	0.0072625	teosinte/maize
CHG	3	57174952	57175392	2.10E-17	-0.510095	10	4.40E-14	1.00E-23	0.33837	0.84847	teosinte/maize
CHG	3	57176777	57177190	4.20E-52	0.68046	18	5.60E-14	2.00E-58	0.8148	0.13434	teosinte/maize
CHG	3	57177586	57178100	6.80E-42	0.674133	12	5.60E-14	3.40E-48	0.78316	0.10902	teosinte/maize
CHG	3	57202939	57203689	1.20E-20	0.419729	20	4.20E-14	5.90E-27	0.85947	0.43974	teosinte/maize
CHG	3	57537972	57538443	2.20E-19	0.457237	15	4.60E-14	1.10E-25	0.74823	0.29099	teosinte/maize
CHG	3	57539586	57539640	0.13	0.413152	6	1.40E-09	6.50E-08	0.83285	0.4197	teosinte/maize
CHG	3	57941148	57941224	1.20E-10	0.481248	7	4.00E-14	6.00E-17	0.69311	0.21186	teosinte/maize
CHG	3	58713034	58713606	5.30E-11	0.431699	13	4.50E-14	2.60E-17	0.87823	0.44653	teosinte/maize
CHG	3	58883354	58883612	2.70E-12	0.404631	10	4.30E-14	1.30E-18	0.52811	0.12348	teosinte/maize
CHG	3	60737272	60737479	7.40E-12	0.482672	6	4.30E-14	3.60E-18	0.48548	0.0028109	teosinte/maize
CHG	3	60737737	60738261	1.50E-28	0.449032	16	4.00E-14	7.60E-35	0.46104	0.012003	teosinte/maize
CHG	3	65944177	65944503	1.50E-10	0.400313	9	4.50E-14	7.40E-17	0.5083	0.10799	teosinte/maize
CHG	3	66305686	66306191	4.60E-26	0.414558	29	4.70E-14	2.30E-32	0.87637	0.46181	teosinte/maize
CHG	3	66742487	66743439	4.50E-40	0.544185	19	5.10E-14	2.20E-46	0.72485	0.18067	teosinte/maize
CHG	3	67527104	67527356	5.40E-11	0.409119	11	4.30E-14	2.70E-17	0.73847	0.32935	teosinte/maize
CHG	3	68804635	68805002	1.20E-27	0.55052	10	4.70E-14	6.10E-34	0.62772	0.077201	teosinte/maize
CHG	3	68851683	68851944	1.40E-37	0.583422	12	3.80E-14	6.70E-44	0.60661	0.023186	teosinte/maize
CHG	3	68852366	68852491	1.90E-23	0.482716	8	3.80E-14	9.50E-30	0.94381	0.46109	teosinte/maize
CHG	3	69701348	69701737	4.20E-21	0.499967	13	4.30E-14	2.10E-27	0.74588	0.24592	teosinte/maize
CHG	3	69809376	69809847	1.50E-48	0.578765	14	5.30E-14	7.60E-55	0.58428	0.0055164	teosinte/maize
CHG	3	71415294	71415764	8.90E-83	0.701109	18	5.20E-14	4.40E-89	0.70727	0.0061596	teosinte/maize
CHG	3	71416104	71416810	4.30E-94	0.737466	24	5.90E-14	2.10E-100	0.76469	0.027224	teosinte/maize
CHG	3	71472177	71472441	3.20E-27	0.460368	11	4.80E-14	1.60E-33	0.48846	0.028087	teosinte/maize
CHG	3	71472649	71474072	2.60E-185	0.659431	49	5.00E-14	1.30E-191	0.6699	0.010465	teosinte/maize
CHG	3	71474366	71474414	2.50E-05	0.402445	6	4.50E-14	1.20E-11	0.72278	0.32034	teosinte/maize
CHG	3	71474892	71476222	1.00E-102	0.550011	55	2.00E-14	5.10E-109	0.79806	0.24804	teosinte/maize
CHG	3	71571244	71571611	9.90E-61	0.749522	17	3.00E-14	4.90E-67	0.81485	0.065332	teosinte/maize
CHG	3	71902006	71902686	7.30E-35	0.452883	21	4.50E-14	3.60E-41	0.54019	0.087306	teosinte/maize
CHG	3	72303870	72303982	2.10E-10	-0.541063	6	4.50E-14	1.00E-16	0.025482	0.56654	teosinte/maize
CHG	3	73140511	73141015	5.40E-31	0.486	20	3.90E-14	2.60E-37	0.76474	0.27874	teosinte/maize
CHG	3	73141309	73141354	8.60E-09	0.499619	6	4.00E-14	4.20E-15	0.774	0.27438	teosinte/maize
CHG	3	73141596	73141773	3.30E-20	0.533809	6	3.90E-14	1.60E-26	0.5537	0.019893	teosinte/maize
CHG	3	73141817	73142027	5.90E-20	0.446767	6	4.20E-14	2.90E-26	0.46627	0.019504	teosinte/maize
CHG	3	73142034	73142897	1.20E-131	0.707752	35	5.90E-14	6.10E-138	0.75841	0.050659	teosinte/maize
CHG	3	73143167	73143410	7.70E-27	0.612844	12	3.90E-14	3.80E-33	0.77386	0.16102	teosinte/maize
CHG	3	73227718	73228219	4.30E-25	0.419951	23	4.00E-14	2.10E-31	0.75145	0.33149	teosinte/maize
CHG	3	73281471	73282378	9.30E-69	0.7262	21	5.90E-14	4.50E-75	0.777	0.050804	teosinte/maize
CHG	3	73282404	73282681	5.60E-07	0.425122	6	4.50E-14	2.70E-13	0.54218	0.11706	teosinte/maize
CHG	3	74617480	74617643	7.70E-16	0.694699	6	4.10E-14	3.80E-22	0.82204	0.12734	teosinte/maize
CHG	3	75328580	75328872	1.30E-26	-0.433381	17	4.80E-14	6.60E-33	0.32356	0.75694	teosinte/maize
CHG	3	75342881	75343269	4.30E-33	0.572487	17	4.10E-14	2.10E-39	0.81221	0.23972	teosinte/maize
CHG	3	75356781	75356969	2.40E-12	0.507805	6	4.70E-14	1.20E-18	0.52603	0.018225	teosinte/maize
CHG	3	75357106	75357192	6.20E-10	0.491255	6	4.20E-14	3.00E-16	0.53167	0.040413	teosinte/maize
CHG	3	75357464	75358182	1.30E-67	0.500484	28	3.70E-14	6.20E-74	0.54556	0.045074	teosinte/maize
CHG	3	75457502	75457916	4.50E-64	0.554245	26	3.00E-14	2.20E-70	0.73426	0.18001	teosinte/maize
CHG	3	75458191	75458289	8.70E-25	0.57847	11	4.10E-14	4.30E-31	0.79264	0.21417	teosinte/maize
CHG	3	75458657	75458999	3.60E-25	0.584678	10	3.80E-14	1.80E-31	0.74283	0.15815	teosinte/maize
CHG	3	75631422	75631977	1.50E-53	-0.458984	36	4.90E-14	7.40E-60	0.27681	0.7358	teosinte/maize
CHG	3	75632241	75632730	5.70E-29	-0.446316	23	5.50E-14	2.80E-35	0.27074	0.71706	teosinte/maize
CHG	3	75668896	75669623	7.90E-86	0.587233	28	5.10E-14	3.90E-92	0.64072	0.053482	teosinte/maize
CHG	3	76711133	76711557	7.80E-30	-0.47298	20	3.80E-14	3.80E-36	0.031632	0.50461	teosinte/maize
CHG	3	76734695	76735601	6.10E-54	-0.435642	42	4.40E-14	3.00E-60	0.082646	0.51829	teosinte/maize
CHG	3	77686565	77686690	5.30E-07	0.57611	6	4.50E-14	2.60E-13	0.87424	0.29813	teosinte/maize
CHG	3	77713799	77714063	2.00E-13	0.418583	12	4.20E-14	9.60E-20	0.72285	0.30427	teosinte/maize
CHG	3	78210994	78212131	5.00E-55	0.418974	50	3.70E-14	2.50E-61	0.69853	0.27955	teosinte/maize
CHG	3	78897951	78898153	1.10E-46	0.755304	12	4.20E-14	5.40E-53	0.79237	0.03707	teosinte/maize
CHG	3	78898439	78898876	2.90E-57	0.696973	19	4.10E-14	1.40E-63	0.80584	0.10887	teosinte/maize
CHG	3	78898908	78899061	1.60E-05	0.433497	16	4.80E-14	7.60E-12	0.89215	0.52757	teosinte/maize
CHG	3	78978623	78978808	1.10E-33	-0.508537	12	4.00E-14	5.50E-40	0.14803	0.65657	teosinte/maize
CHG	3	79155252	79157975	4.80E-113	0.450376	95	0	2.40E-119	0.79885	0.34848	teosinte/maize
CHG	3	79160259	79161253	2.40E-94	0.47949	65	4.00E-14	1.20E-100	0.79949	0.32	teosinte/maize
CHG	3	79224202	79225067	1.10E-51	0.419194	51	4.30E-14	5.30E-58	0.83862	0.41943	teosinte/maize
CHG	3	80032634	80033085	3.90E-59	0.658987	18	5.20E-14	1.90E-65	0.7394	0.080411	teosinte/maize
CHG	3	80033367	80033709	3.80E-69	0.706719	18	4.50E-14	1.90E-75	0.71314	0.0064183	teosinte/maize
