DMR_Chr	DMR_Start	DMR_End	DMR_Comparison	DMR_Context	Gene_Chr	Gene_Start	Gene_End	Gene_Chain	Gene_ID	Gene_type	DMR_Gene_Overlap_size	Feature_Chr	Feature_Start	Feature_End	Feature	DMR_Feature_Overlap_size
4	177547507	177548685	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	177544152	177549151	Gene_up_5k	1178
4	177547507	177548685	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	177534210	177549600	TE	1178
4	177637386	177637895	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	177635972	177640971	Gene_up_5k	509
4	177637386	177637895	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	177631032	177647604	TE	509
4	177638219	177639094	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	177635972	177640971	Gene_up_5k	875
4	177638219	177639094	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	177638201	177643200	Gene_down_5k	875
4	177638219	177639094	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	177631032	177647604	TE	875
4	178750733	178750948	Teosinte/Maize	CHG	4	178749028	178755925	-	Zm00001d052076	gene	215	4	178749804	178751326	Intron	215
4	178750733	178750948	Teosinte/Maize	CHG	4	178749028	178755925	-	Zm00001d052076	gene	215	4	178748148	178753147	Gene_up_5k	215
4	178750733	178750948	Teosinte/Maize	CHG	4	178749028	178755925	-	Zm00001d052076	gene	215	4	178748616	178755969	TE	215
4	178753796	178754054	Teosinte/Maize	CHG	4	178749028	178755925	-	Zm00001d052076	gene	258	4	178753296	178755876	Exon	258
4	178753796	178754054	Teosinte/Maize	CHG	4	178749028	178755925	-	Zm00001d052076	gene	258	4	178748616	178755969	TE	258
4	178753796	178754054	Teosinte/Maize	CHG	4	178749028	178755925	-	Zm00001d052076	gene	258	4	178752281	178757280	Gene_down_5k	258
4	178754475	178755265	Teosinte/Maize	CHG	4	178749028	178755925	-	Zm00001d052076	gene	790	4	178753296	178755876	Exon	790
4	178754475	178755265	Teosinte/Maize	CHG	4	178749028	178755925	-	Zm00001d052076	gene	790	4	178748616	178755969	TE	790
4	178754475	178755265	Teosinte/Maize	CHG	4	178749028	178755925	-	Zm00001d052076	gene	790	4	178752281	178757280	Gene_down_5k	790
4	178754475	178755265	Teosinte/Maize	CHG	4	178749028	178755925	-	Zm00001d052076	gene	790	4	178754836	178759835	Gene_up_5k	429
4	179766960	179767351	Teosinte/Maize	CHG	4	179762490	179768842	-	Zm00001d052106	gene	391	4	179763087	179768441	Intron	391
4	179766960	179767351	Teosinte/Maize	CHG	4	179762490	179768842	-	Zm00001d052106	gene	391	4	179763087	179768441	Intron	391
4	181220965	181221299	Teosinte/Maize	CHG	4	181208677	181231288	-	Zm00001d052149	gene	334	4	181168661	181253917	TE	334
4	181462068	181463062	Teosinte/Maize	CHG	4	181462062	181464693	+	Zm00001d052155	gene	994	4	181462062	181462423	Exon	355
4	181462068	181463062	Teosinte/Maize	CHG	4	181462062	181464693	+	Zm00001d052155	gene	994	4	181462424	181462521	Intron	97
4	181462068	181463062	Teosinte/Maize	CHG	4	181462062	181464693	+	Zm00001d052155	gene	994	4	181462424	181462521	Intron	97
4	181462068	181463062	Teosinte/Maize	CHG	4	181462062	181464693	+	Zm00001d052155	gene	994	4	181462522	181462565	Exon	43
4	181462068	181463062	Teosinte/Maize	CHG	4	181462062	181464693	+	Zm00001d052155	gene	994	4	181462566	181463866	Intron	496
4	181462068	181463062	Teosinte/Maize	CHG	4	181462062	181464693	+	Zm00001d052155	gene	994	4	181460658	181465657	Gene_down_5k	994
4	181462068	181463062	Teosinte/Maize	CHG	4	181462062	181464693	+	Zm00001d052155	gene	994	4	181461286	181466285	Gene_up_5k	994
4	181462068	181463062	Teosinte/Maize	CHG	4	181462062	181464693	+	Zm00001d052155	gene	994	4	181463028	181479226	TE	34
4	182713242	182713752	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	182706987	182714098	Intergenic	510
4	182960005	182960517	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	182957839	183005007	TE	512
4	183823586	183823833	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	183810200	183827147	TE	247
4	183823586	183823833	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	183822901	183827900	Gene_up_5k	247
4	184389411	184389631	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	184387621	184391832	TE	220
4	185515310	185515653	Teosinte/Maize	CHG	4	185511457	185520217	+	Zm00001d052271	gene	343	4	185513803	185516796	Intron	343
4	185995988	185996205	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	185993911	185998910	Gene_up_5k	217
4	185995988	185996205	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	185996202	186013947	TE	3
4	187823537	187823821	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	187819423	187824422	Gene_down_5k	284
4	187823537	187823821	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	187820519	187825518	Gene_down_5k	284
4	187823537	187823821	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	187822381	187828249	TE	284
4	187839144	187840136	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	187834783	187850236	TE	992
4	188819620	188819952	Teosinte/Maize	CHG	4	188819768	188824015	+	Zm00001d052384	gene	184	4	188814768	188819767	Gene_up_5k	147
4	188819620	188819952	Teosinte/Maize	CHG	4	188819768	188824015	+	Zm00001d052384	gene	184	4	188819768	188820010	Exon	184
4	189221069	189221458	Teosinte/Maize	CHG	4	189217458	189230120	-	Zm00001d052407	gene	389	4	189218726	189223968	Intron	389
4	189221069	189221458	Teosinte/Maize	CHG	4	189217458	189230120	-	Zm00001d052407	gene	389	4	189218726	189223968	Intron	389
4	189824073	189824443	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	189822335	189827334	Gene_down_5k	370
4	189824073	189824443	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	189823211	189828210	Gene_up_5k	370
4	189824073	189824443	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	189822386	189836604	TE	370
4	189824073	189824443	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	189809931	189867935	TE	370
4	193355035	193355235	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	193351363	193356728	Intergenic	200
4	194394120	194394808	Teosinte/Maize	CHG	4	194393747	194394911	+	Zm00001d052600	gene	688	4	194394007	194394221	Exon	101
4	194394120	194394808	Teosinte/Maize	CHG	4	194393747	194394911	+	Zm00001d052600	gene	688	4	194394222	194394364	Intron	142
4	194394120	194394808	Teosinte/Maize	CHG	4	194393747	194394911	+	Zm00001d052600	gene	688	4	194394365	194394593	Exon	228
4	194394120	194394808	Teosinte/Maize	CHG	4	194393747	194394911	+	Zm00001d052600	gene	688	4	194394594	194394759	Intron	165
4	194394120	194394808	Teosinte/Maize	CHG	4	194393747	194394911	+	Zm00001d052600	gene	688	4	194394760	194394911	Exon	48
4	194394120	194394808	Teosinte/Maize	CHG	4	194393747	194394911	+	Zm00001d052600	gene	688	4	194308125	194400197	TE	688
4	194406982	194407401	Teosinte/Maize	CHG	4	194406339	194407475	+	Zm00001d052603	gene	419	4	194406694	194407056	Intron	74
4	194406982	194407401	Teosinte/Maize	CHG	4	194406339	194407475	+	Zm00001d052603	gene	419	4	194406694	194407056	Intron	74
4	194406982	194407401	Teosinte/Maize	CHG	4	194406339	194407475	+	Zm00001d052603	gene	419	4	194407057	194407475	Exon	344
4	194406982	194407401	Teosinte/Maize	CHG	4	194406339	194407475	+	Zm00001d052603	gene	419	4	194405765	194410764	Gene_up_5k	419
4	194406982	194407401	Teosinte/Maize	CHG	4	194406339	194407475	+	Zm00001d052603	gene	419	4	194400707	194476102	TE	419
4	196176961	196177869	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	196163669	196179217	Intergenic	908
4	196960669	196960788	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	196958480	196963479	Gene_up_5k	119
4	197010173	197011072	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	197008825	197013824	Gene_down_5k	899
4	197111132	197112026	Teosinte/Maize	CHG	4	197111474	197112625	-	Zm00001d052681	gene	552	4	197106474	197111473	Gene_down_5k	341
4	197111132	197112026	Teosinte/Maize	CHG	4	197106177	197117342	+	Zm00001d052680	gene	894	4	197106474	197111473	Gene_down_5k	341
4	197111132	197112026	Teosinte/Maize	CHG	4	197111474	197112625	-	Zm00001d052681	gene	552	4	197111474	197112625	Exon	552
4	197111132	197112026	Teosinte/Maize	CHG	4	197106177	197117342	+	Zm00001d052680	gene	894	4	197111474	197112625	Exon	552
4	197111132	197112026	Teosinte/Maize	CHG	4	197111474	197112625	-	Zm00001d052681	gene	552	4	197106429	197115171	Intron	894
4	197111132	197112026	Teosinte/Maize	CHG	4	197111474	197112625	-	Zm00001d052681	gene	552	4	197106429	197115171	Intron	894
4	197111132	197112026	Teosinte/Maize	CHG	4	197106177	197117342	+	Zm00001d052680	gene	894	4	197106429	197115171	Intron	894
4	197111132	197112026	Teosinte/Maize	CHG	4	197106177	197117342	+	Zm00001d052680	gene	894	4	197106429	197115171	Intron	894
4	199410877	199411340	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	199383983	199413938	TE	463
4	199410877	199411340	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	199375945	199413956	TE	463
4	200642406	200642593	Teosinte/Maize	CHG	4	200642278	200646197	-	Zm00001d026979	ncRNA_gene	187	4	200642278	200643490	Exon	187
4	200642406	200642593	Teosinte/Maize	CHG	4	200642278	200646197	-	Zm00001d026979	ncRNA_gene	187	4	200640982	200645981	Gene_down_5k	187
4	200642406	200642593	Teosinte/Maize	CHG	4	200642278	200646197	-	Zm00001d026979	ncRNA_gene	187	4	200642278	200646197	Exon	187
4	202387037	202387485	Teosinte/Maize	CHG	4	202385873	202394624	+	Zm00001d052840	gene	448	4	202386970	202387087	Intron	50
4	202387037	202387485	Teosinte/Maize	CHG	4	202385873	202394624	+	Zm00001d052840	gene	448	4	202387088	202387187	Exon	99
4	202387037	202387485	Teosinte/Maize	CHG	4	202385873	202394624	+	Zm00001d052840	gene	448	4	202387188	202387281	Intron	93
4	202387037	202387485	Teosinte/Maize	CHG	4	202385873	202394624	+	Zm00001d052840	gene	448	4	202387282	202387548	Exon	203
4	202387037	202387485	Teosinte/Maize	CHG	4	202385873	202394624	+	Zm00001d052840	gene	448	4	202379630	202397988	TE	448
4	202387037	202387485	Teosinte/Maize	CHG	4	202385873	202394624	+	Zm00001d052840	gene	448	4	202382643	202443923	TE	448
4	202437694	202437877	Teosinte/Maize	CHG	4	202430132	202439991	+	Zm00001d052845	gene	183	4	202435502	202440501	Gene_down_5k	183
4	202437694	202437877	Teosinte/Maize	CHG	4	202430132	202439991	+	Zm00001d052845	gene	183	4	202382643	202443923	TE	183
4	205507535	205507847	Teosinte/Maize	CHG	4	205505452	205509591	+	Zm00001d052938	gene	312	4	205507487	205507710	Exon	175
4	205507535	205507847	Teosinte/Maize	CHG	4	205505452	205509591	+	Zm00001d052938	gene	312	4	205507711	205507805	Intron	94
4	205507535	205507847	Teosinte/Maize	CHG	4	205505452	205509591	+	Zm00001d052938	gene	312	4	205507806	205507896	Exon	41
4	205507535	205507847	Teosinte/Maize	CHG	4	205505452	205509591	+	Zm00001d052938	gene	312	4	205492805	205508928	TE	312
4	205507535	205507847	Teosinte/Maize	CHG	4	205505452	205509591	+	Zm00001d052938	gene	312	4	205504771	205509770	Gene_up_5k	312
4	205507535	205507847	Teosinte/Maize	CHG	4	205505452	205509591	+	Zm00001d052938	gene	312	4	205503131	205533861	TE	312
4	207911170	207911763	Teosinte/Maize	CHG	4	207905668	207929332	-	Zm00001d052992	gene	593	4	207911071	207911754	Exon	584
4	207911170	207911763	Teosinte/Maize	CHG	4	207905668	207929332	-	Zm00001d052992	gene	593	4	207911755	207914654	Intron	8
4	207920380	207921133	Teosinte/Maize	CHG	4	207905668	207929332	-	Zm00001d052992	gene	753	NA	NA	NA	NA	NA
4	208054279	208054409	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	208052520	208057519	Gene_down_5k	130
4	208133135	208133767	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	208124539	208135016	Intergenic	632
4	208585527	208585773	Teosinte/Maize	CHG	4	208580901	208590962	+	Zm00001d053003	gene	246	4	208583001	208587956	Intron	246
4	208635692	208635976	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	208634843	208644303	Intergenic	284
4	208895132	208895285	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	208893899	208898898	Gene_down_5k	153
4	209033467	209033711	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	209028276	209033785	Intergenic	244
4	209229813	209230471	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	209221613	209237257	Intergenic	658
4	209894567	209894945	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	209889371	209898057	Intergenic	378
4	211212498	211213330	Teosinte/Maize	CHG	4	211206048	211234555	+	Zm00001d053059	gene	832	NA	NA	NA	NA	NA
4	212289361	212289785	Teosinte/Maize	CHG	4	212271641	212301061	-	Zm00001d053070	gene	424	4	212284322	212293858	Intron	424
4	212291834	212292209	Teosinte/Maize	CHG	4	212271641	212301061	-	Zm00001d053070	gene	375	4	212284322	212293858	Intron	375
4	213304237	213304516	Teosinte/Maize	CHG	4	213303554	213309579	+	Zm00001d053092	gene	279	4	213303800	213304963	Intron	279
4	213304237	213304516	Teosinte/Maize	CHG	4	213303554	213309579	+	Zm00001d053092	gene	279	4	213303800	213304963	Intron	279
4	213304237	213304516	Teosinte/Maize	CHG	4	213303554	213309579	+	Zm00001d053092	gene	279	4	213299351	213309702	TE	279
4	214210377	214210739	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	214206925	214211924	Gene_down_5k	362
4	214752331	214752750	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	214749976	214801233	TE	419
4	214775609	214776352	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	214749976	214801233	TE	743
4	215305248	215305410	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	215300137	215319753	TE	162
4	215320175	215320642	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	215319754	215330716	Intergenic	467
4	217270583	217270736	Teosinte/Maize	CHG	4	217269753	217270782	+	Zm00001d026996	ncRNA_gene	153	4	217269753	217270782	Exon	153
4	217438638	217438917	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	217435009	217443046	Intergenic	279
4	217591362	217591618	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	217584076	217597944	Intergenic	256
4	217592002	217592307	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	217584076	217597944	Intergenic	305
4	218057079	218057542	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	218056966	218061965	Gene_down_5k	463
4	218057079	218057542	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	218048190	218103078	TE	463
4	218476873	218477820	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	218474086	218480641	Intergenic	947
4	218946047	218946917	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	218880613	218974897	TE	870
4	220275921	220276004	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	220271883	220282129	TE	83
4	221209608	221210384	Teosinte/Maize	CHG	4	221199877	221210480	-	Zm00001d053233	gene	776	4	221209543	221209638	Exon	30
4	221209608	221210384	Teosinte/Maize	CHG	4	221199877	221210480	-	Zm00001d053233	gene	776	4	221209639	221209772	Intron	133
4	221209608	221210384	Teosinte/Maize	CHG	4	221199877	221210480	-	Zm00001d053233	gene	776	4	221209773	221209873	Exon	100
4	221209608	221210384	Teosinte/Maize	CHG	4	221199877	221210480	-	Zm00001d053233	gene	776	4	221209874	221209973	Intron	99
4	221209608	221210384	Teosinte/Maize	CHG	4	221199877	221210480	-	Zm00001d053233	gene	776	4	221209974	221210056	Exon	82
4	221209608	221210384	Teosinte/Maize	CHG	4	221199877	221210480	-	Zm00001d053233	gene	776	4	221210057	221210349	Intron	292
4	221209608	221210384	Teosinte/Maize	CHG	4	221199877	221210480	-	Zm00001d053233	gene	776	4	221210350	221210480	Exon	34
4	221209608	221210384	Teosinte/Maize	CHG	4	221199877	221210480	-	Zm00001d053233	gene	776	4	221206009	221211008	Gene_down_5k	776
4	221209608	221210384	Teosinte/Maize	CHG	4	221199877	221210480	-	Zm00001d053233	gene	776	4	221202581	221211033	TE	776
4	222493704	222494254	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	222489300	222495281	Intergenic	550
4	222788663	222789361	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	222783842	222789459	Intergenic	698
4	222964141	222965829	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	222957543	222964265	Intergenic	124
4	222964141	222965829	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	222964266	222969265	Gene_up_5k	1563
4	223205125	223205526	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	223201476	223206475	Gene_up_5k	401
4	223205125	223205526	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	223203845	223208844	Gene_down_5k	401
4	223531358	223532496	Teosinte/Maize	CHG	4	223531657	223532547	+	Zm00001d027008	ncRNA_gene	839	4	223526657	223531656	Gene_up_5k	298
4	223531358	223532496	Teosinte/Maize	CHG	4	223531657	223532547	+	Zm00001d027008	ncRNA_gene	839	4	223531657	223532547	Exon	839
4	223531358	223532496	Teosinte/Maize	CHG	4	223531657	223532547	+	Zm00001d027008	ncRNA_gene	839	4	223526998	223535847	TE	1138
4	223672252	223672483	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	223662564	223675338	Intergenic	231
4	224904927	224906560	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	224904076	224937730	Intergenic	1633
4	225161623	225162883	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	225160334	225165333	Gene_down_5k	1260
4	225161623	225162883	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	225136798	225229931	TE	1260
4	226181085	226182033	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	226168538	226181935	Intergenic	850
4	226181085	226182033	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	226181936	226186935	Gene_down_5k	97
4	226360992	226361387	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	226357367	226362366	Gene_down_5k	395
4	229329052	229329444	Teosinte/Maize	CHG	4	229326856	229336149	+	Zm00001d053399	gene	392	4	229327361	229333682	Intron	392
4	229329052	229329444	Teosinte/Maize	CHG	4	229326856	229336149	+	Zm00001d053399	gene	392	4	229327361	229333682	Intron	392
4	229329052	229329444	Teosinte/Maize	CHG	4	229326856	229336149	+	Zm00001d053399	gene	392	4	229310959	229339284	TE	392
4	229329052	229329444	Teosinte/Maize	CHG	4	229326856	229336149	+	Zm00001d053399	gene	392	4	229305111	229343943	TE	392
4	230684806	230685452	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	230683439	230688438	Gene_down_5k	646
4	230908265	230908634	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	230906630	230911614	Intergenic	369
4	231576166	231576419	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	231575924	231577688	Intergenic	253
4	232198969	232199072	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	232187441	232199098	Intergenic	103
4	232715353	232715562	Teosinte/Maize	CHG	4	232669790	232729100	-	Zm00001d053515	gene	209	NA	NA	NA	NA	NA
4	232746300	232746487	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	232744943	232746991	Intergenic	187
4	233085001	233086063	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	233022616	233100064	TE	1062
4	235975054	235975220	Teosinte/Maize	CHG	4	235974581	235975690	-	Zm00001d053600	gene	166	4	235974581	235975289	Exon	166
4	237086439	237087567	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	237084814	237089813	Gene_down_5k	1128
4	238497283	238497554	Teosinte/Maize	CHG	4	238496402	238499951	-	Zm00001d053667	gene	271	4	238497252	238497404	Intron	121
4	238497283	238497554	Teosinte/Maize	CHG	4	238496402	238499951	-	Zm00001d053667	gene	271	4	238497405	238497487	Exon	82
4	238497283	238497554	Teosinte/Maize	CHG	4	238496402	238499951	-	Zm00001d053667	gene	271	4	238497488	238497606	Intron	66
4	238705228	238705533	Teosinte/Maize	CHG	4	238699493	238722387	+	Zm00001d053674	gene	305	4	238703576	238709709	TE	305
4	238705228	238705533	Teosinte/Maize	CHG	4	238699493	238722387	+	Zm00001d053674	gene	305	4	238701825	238711251	Intron	305
4	238705572	238706419	Teosinte/Maize	CHG	4	238699493	238722387	+	Zm00001d053674	gene	847	4	238703576	238709709	TE	847
4	238705572	238706419	Teosinte/Maize	CHG	4	238699493	238722387	+	Zm00001d053674	gene	847	4	238701825	238711251	Intron	847
4	238707301	238708155	Teosinte/Maize	CHG	4	238699493	238722387	+	Zm00001d053674	gene	854	4	238703576	238709709	TE	854
4	238707301	238708155	Teosinte/Maize	CHG	4	238699493	238722387	+	Zm00001d053674	gene	854	4	238701825	238711251	Intron	854
4	238708664	238709064	Teosinte/Maize	CHG	4	238699493	238722387	+	Zm00001d053674	gene	400	4	238703576	238709709	TE	400
4	238708664	238709064	Teosinte/Maize	CHG	4	238699493	238722387	+	Zm00001d053674	gene	400	4	238701825	238711251	Intron	400
4	240125709	240126197	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	240121913	240126912	Gene_down_5k	488
4	240125709	240126197	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	240124864	240129863	Gene_up_5k	488
4	240125709	240126197	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	240122790	240137810	TE	488
4	240857306	240857485	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	240853548	240858547	Gene_up_5k	179
4	240857306	240857485	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	240853680	240858679	Gene_down_5k	179
4	240944262	240944564	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	240942800	240947799	Gene_down_5k	302
4	240944262	240944564	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	240944183	240949182	Gene_up_5k	302
4	241902321	241903289	Teosinte/Maize	CHG	4	241891771	241932626	+	Zm00001d053826	gene	968	4	241900053	241909594	Intron	968
4	243165722	243166233	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	243156347	243173356	Intergenic	511
4	243167754	243167855	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	243156347	243173356	Intergenic	101
4	245471398	245471669	Teosinte/Maize	CHG	4	245469383	245473221	+	Zm00001d054043	gene	271	4	245471385	245471482	Exon	84
4	245471398	245471669	Teosinte/Maize	CHG	4	245469383	245473221	+	Zm00001d054043	gene	271	4	245471483	245471763	Intron	186
4	245471398	245471669	Teosinte/Maize	CHG	4	245469383	245473221	+	Zm00001d054043	gene	271	4	245468062	245473061	Gene_up_5k	271
4	245471398	245471669	Teosinte/Maize	CHG	4	245469383	245473221	+	Zm00001d054043	gene	271	4	245467856	245487330	TE	271
4	246052095	246052184	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	4	246051708	246056707	Gene_down_5k	89
4	246820799	246821209	Teosinte/Maize	CHG	4	246820417	246848272	+	Zm00001d054110	gene	410	4	246820730	246820936	Intron	137
4	246820799	246821209	Teosinte/Maize	CHG	4	246820417	246848272	+	Zm00001d054110	gene	410	4	246820730	246820936	Intron	137
4	246820799	246821209	Teosinte/Maize	CHG	4	246820417	246848272	+	Zm00001d054110	gene	410	4	246820937	246821266	Exon	272
4	246820799	246821209	Teosinte/Maize	CHG	4	246820417	246848272	+	Zm00001d054110	gene	410	4	246818935	246823934	Gene_up_5k	410
5	12281	12785	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	5	11228	27367	Intergenic	504
5	674491	675052	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	5	670455	679893	Intergenic	561
5	1947724	1948299	Teosinte/Maize	CHG	5	1940928	1956957	+	Zm00001d012918	gene	575	5	1945515	1954614	Intron	575
5	2674314	2674482	Teosinte/Maize	CHG	5	2666357	2681120	+	Zm00001d012979	gene	168	5	2674051	2674459	Intron	145
5	2674314	2674482	Teosinte/Maize	CHG	5	2666357	2681120	+	Zm00001d012979	gene	168	5	2674460	2674628	Exon	22
5	2674314	2674482	Teosinte/Maize	CHG	5	2666357	2681120	+	Zm00001d012979	gene	168	5	2669524	2679282	TE	168
5	2778364	2778655	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	5	2774601	2779600	Gene_up_5k	291
5	2778364	2778655	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	5	2777026	2782025	Gene_up_5k	291
5	2778364	2778655	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	5	2772039	2784584	TE	291
5	3728318	3728497	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	5	3727917	3732916	Gene_up_5k	179
5	4869899	4870060	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	5	4865603	4870602	Gene_up_5k	161
5	4869899	4870060	Teosinte/Maize	CHG	NA	NA	NA	NA	NA	NA	NA	5	4869185	4886732	TE	161
5	5151593	5152306	Teosinte/Maize	CHG	5	5151482	5154146	+	Zm00001d013125	gene	713	5	5151482	5151799	Exon	206
5	5151593	5152306	Teosinte/Maize	CHG	5	5151482	5154146	+	Zm00001d013125	gene	713	5	5151800	5151928	Intron	128
5	5151593	5152306	Teosinte/Maize	CHG	5	5151482	5154146	+	Zm00001d013125	gene	713	5	5151800	5151928	Intron	128
5	5151593	5152306	Teosinte/Maize	CHG	5	5151482	5154146	+	Zm00001d013125	gene	713	5	5151929	5152428	Exon	377
5	5151593	5152306	Teosinte/Maize	CHG	5	5151482	5154146	+	Zm00001d013125	gene	713	5	5149600	5154599	Gene_down_5k	713
5	5151593	5152306	Teosinte/Maize	CHG	5	5151482	5154146	+	Zm00001d013125	gene	713	5	5149600	5154599	Gene_down_5k	713
5	5151593	5152306	Teosinte/Maize	CHG	5	5151482	5154146	+	Zm00001d013125	gene	713	5	5150184	5155183	Gene_up_5k	713
5	5151593	5152306	Teosinte/Maize	CHG	5	5151482	5154146	+	Zm00001d013125	gene	713	5	5150532	5155531	Gene_down_5k	713
5	5153436	5154276	Teosinte/Maize	CHG	5	5151482	5154146	+	Zm00001d013125	gene	710	5	5152429	5153651	Intron	215
5	5153436	5154276	Teosinte/Maize	CHG	5	5151482	5154146	+	Zm00001d013125	gene	710	5	5153652	5153739	Exon	87
