Chr_D	Start_D	End_D	Context	Comparison	Gene_D	Gene_D	Gene_D	Gene	Bin	Overlap_bp	POPA-POPB
6	128805735	128806574	CG	Teosinte/Maize	6	128805905	128806155	Zm00001d037544	bin13	250	-0.606776
6	130782513	130782666	CG	Teosinte/Maize	6	130782579	130783078	Zm00001d037593	bin2	87	0.47047
6	132205527	132205765	CG	Teosinte/Maize	6	132205414	132205843	Zm00001d037625	bin19	238	0.587846
6	132797423	132797950	CG	Teosinte/Maize	6	132797645	132798483	Zm00001d037648	bin12	305	-0.430208
6	133196019	133196365	CG	Teosinte/Maize	6	133195982	133196481	Zm00001d037658	bin23	346	0.422255
6	138207645	138207729	CG	Teosinte/Maize	6	138207666	138208165	Zm00001d037803	bin23	63	0.635301
6	143128718	143128822	CG	Teosinte/Maize	6	143128558	143129057	Zm00001d037947	bin8	104	0.702484
6	143834831	143834948	CG	Teosinte/Maize	6	143834823	143835031	Zm00001d037968	bin20	117	-0.848304
6	149568544	149568708	CG	Teosinte/Maize	6	149568578	149569077	Zm00001d038151	bin5	130	0.809454
6	151448408	151448610	CG	Teosinte/Maize	6	151448134	151448633	Zm00001d038203	bin23	202	0.614425
6	153152041	153152801	CG	Teosinte/Maize	6	153152030	153152529	Zm00001d038279	bin8	488	0.868372
6	156934637	156935136	CG	Teosinte/Maize	6	156934651	156935150	Zm00001d038418	bin9	485	0.580595
6	160394073	160394198	CG	Teosinte/Maize	6	160393780	160394279	Zm00001d038577	bin23	125	-0.451958
6	161551004	161551419	CG	Teosinte/Maize	6	161550841	161551340	Zm00001d038643	bin23	336	-0.439568
6	167325784	167326148	CG	Teosinte/Maize	6	167325773	167326272	Zm00001d038936	bin26	364	-0.446127
6	170662359	170662580	CG	Teosinte/Maize	6	170662079	170662578	Zm00001d039129	bin4	219	0.443525
6	171030262	171030564	CG	Teosinte/Maize	6	171030310	171030809	Zm00001d039145	bin5	254	0.604834
6	171034025	171034184	CG	Teosinte/Maize	6	171033879	171034378	Zm00001d039146	bin8	159	0.401081
6	171572024	171572254	CG	Teosinte/Maize	6	171571984	171572483	Zm00001d039165	bin5	230	-0.562826
6	172092344	172093114	CG	Teosinte/Maize	6	172092624	172092771	Zm00001d039183	bin14	147	-0.431114
7	1461520	1461622	CG	Teosinte/Maize	7	1461148	1461647	Zm00001d018641	bin7	102	-0.462383
7	3074549	3074774	CG	Teosinte/Maize	7	3074456	3074955	Zm00001d018719	bin28	225	0.432715
7	5060290	5060526	CG	Teosinte/Maize	7	5060334	5060833	Zm00001d018780	bin10	192	0.41159
7	8970930	8971246	CG	Teosinte/Maize	7	8970688	8971235	Zm00001d018907	bin13	305	-0.476827
7	9875312	9875461	CG	Teosinte/Maize	7	9874961	9875404	Zm00001d018939	bin11	92	-0.474615
7	12244242	12244501	CG	Teosinte/Maize	7	12243889	12244388	Zm00001d018989	bin6	146	0.521397
7	13733601	13733736	CG	Teosinte/Maize	7	13733310	13733821	Zm00001d019036	bin18	135	0.429512
7	17217388	17217627	CG	Teosinte/Maize	7	17217049	17218847	Zm00001d019108	bin11	239	-0.618794
7	18719894	18720857	CG	Teosinte/Maize	7	18720205	18720372	Zm00001d019138	bin18	167	0.623748
7	28786312	28786600	CG	Teosinte/Maize	7	28786362	28786525	Zm00001d019343	bin19	163	-0.608354
7	37786576	37787157	CG	Teosinte/Maize	7	37785360	37787901	Zm00001d019497	bin11	581	0.510183
7	39159926	39160376	CG	Teosinte/Maize	7	39159696	39160195	Zm00001d019515	bin6	269	-0.499314
7	39338523	39338727	CG	Teosinte/Maize	7	39338617	39339116	Zm00001d019518	bin21	110	0.697844
7	39340715	39340894	CG	Teosinte/Maize	7	39340617	39341116	Zm00001d019518	bin25	179	0.585909
7	39734254	39734508	CG	Teosinte/Maize	7	39734185	39734548	Zm00001d019522	bin12	254	-0.511823
7	45819096	45819750	CG	Teosinte/Maize	7	45818944	45819443	Zm00001d019598	bin24	347	-0.698519
7	48735493	48735655	CG	Teosinte/Maize	7	48735079	48735578	Zm00001d019661	bin8	85	0.438707
7	49117973	49118133	CG	Teosinte/Maize	7	49118035	49118534	Zm00001d019666	bin8	98	-0.562608
7	49540927	49541322	CG	Teosinte/Maize	7	49540065	49541193	Zm00001d019670	bin13	266	0.517439
7	55355583	55355851	CG	Teosinte/Maize	7	55355605	55356104	Zm00001d019744	bin30	246	0.611183
7	56703518	56703675	CG	Teosinte/Maize	7	56703284	56703783	Zm00001d019756	bin8	157	0.88991
7	73815122	73815281	CG	Teosinte/Maize	7	73815044	73815543	Zm00001d019901	bin6	159	-0.511548
7	79911437	79911679	CG	Teosinte/Maize	7	79911492	79911613	Zm00001d019956	bin20	121	-0.437204
7	84825397	84825920	CG	Teosinte/Maize	7	84825561	84826060	Zm00001d020002	bin8	359	-0.676197
7	96521091	96522006	CG	Teosinte/Maize	7	96521295	96521794	Zm00001d020160	bin21	499	-0.44405
7	103465842	103466071	CG	Teosinte/Maize	7	103465816	103466315	Zm00001d020270	bin7	229	-0.620031
7	106856634	106856944	CG	Teosinte/Maize	7	106856754	106857049	Zm00001d020329	bin11	190	0.47409
7	107530728	107530850	CG	Teosinte/Maize	7	107530779	107531007	Zm00001d020340	bin17	71	0.796152
7	126953219	126953799	CG	Teosinte/Maize	7	126953363	126953862	Zm00001d020659	bin8	436	0.711617
7	129500639	129500851	CG	Teosinte/Maize	7	129500426	129500925	Zm00001d020707	bin26	212	-0.517082
7	130050809	130051403	CG	Teosinte/Maize	7	130050940	130051439	Zm00001d020719	bin9	463	0.760414
7	130463478	130463858	CG	Teosinte/Maize	7	130463271	130463770	Zm00001d020731	bin3	292	-0.44405
7	130464175	130464342	CG	Teosinte/Maize	7	130463771	130464270	Zm00001d020731	bin4	95	-0.608186
7	131541881	131542097	CG	Teosinte/Maize	7	131541324	131542155	Zm00001d020760	bin12	216	0.480705
7	143760160	143760342	CG	Teosinte/Maize	7	143760143	143760481	Zm00001d021137	bin20	182	0.427636
7	144088875	144089184	CG	Teosinte/Maize	7	144088601	144089100	Zm00001d021145	bin5	225	-0.41138
7	147098163	147098430	CG	Teosinte/Maize	7	147098084	147098583	Zm00001d021258	bin6	267	-0.478054
7	147358396	147358678	CG	Teosinte/Maize	7	147358424	147358923	Zm00001d021269	bin2	254	0.902703
7	147359442	147360048	CG	Teosinte/Maize	7	147359720	147360219	Zm00001d021270	bin30	328	0.896275
7	147360582	147360761	CG	Teosinte/Maize	7	147360220	147360719	Zm00001d021270	bin29	137	0.697292
7	148694475	148694650	CG	Teosinte/Maize	7	148694271	148694770	Zm00001d021316	bin29	175	0.617804
7	154732339	154732596	CG	Teosinte/Maize	7	154732052	154732551	Zm00001d021514	bin22	212	0.781099
7	155446976	155448001	CG	Teosinte/Maize	7	155447229	155447728	Zm00001d021542	bin10	499	-0.668399
7	155508725	155509148	CG	Teosinte/Maize	7	155508603	155509102	Zm00001d021544	bin2	377	-0.51255
7	155899732	155900006	CG	Teosinte/Maize	7	155899751	155900250	Zm00001d021557	bin6	255	-0.439645
7	158092923	158093089	CG	Teosinte/Maize	7	158092905	158093175	Zm00001d021613	bin19	166	0.459457
7	161670252	161670502	CG	Teosinte/Maize	7	161670019	161670518	Zm00001d021733	bin4	250	0.543747
7	161767585	161767769	CG	Teosinte/Maize	7	161767375	161767874	Zm00001d021736	bin24	184	-0.478381
7	176573959	176574050	CG	Teosinte/Maize	7	176573639	176574138	Zm00001d022387	bin6	91	0.614486
7	177355213	177355729	CG	Teosinte/Maize	7	177355274	177355463	Zm00001d022423	bin19	189	0.558151
7	177356890	177357153	CG	Teosinte/Maize	7	177356982	177357481	Zm00001d022423	bin10	171	0.407693
7	180294918	180295216	CG	Teosinte/Maize	7	180295109	180295608	Zm00001d022577	bin30	107	0.817425
7	181987717	181987978	CG	Teosinte/Maize	7	181987850	181987952	Zm00001d022638	bin17	102	0.578556
8	6512835	6513381	CG	Teosinte/Maize	8	6513039	6513538	Zm00001d008367	bin10	342	0.583799
8	13628293	13629221	CG	Teosinte/Maize	8	13627644	13629511	Zm00001d008586	bin13	928	0.485549
8	15278073	15280580	CG	Teosinte/Maize	8	15278227	15278726	Zm00001d008633	bin28	499	-0.462549
8	15902687	15903954	CG	Teosinte/Maize	8	15902438	15902937	Zm00001d008649	bin21	250	0.603672
8	16878181	16878522	CG	Teosinte/Maize	8	16877690	16879120	Zm00001d008674	bin20	341	0.77496
8	29000397	29000910	CG	Teosinte/Maize	8	29000465	29000964	Zm00001d008989	bin27	445	0.655259
8	36817892	36818242	CG	Teosinte/Maize	8	36818013	36818154	Zm00001d009108	bin15	141	-0.401339
8	37562215	37563244	CG	Teosinte/Maize	8	37562614	37563113	Zm00001d009121	bin1	499	0.43989
8	39632873	39633304	CG	Teosinte/Maize	8	39633062	39633367	Zm00001d009150	bin14	242	0.48675
8	40627987	40628275	CG	Teosinte/Maize	8	40628100	40628599	Zm00001d009167	bin7	175	-0.741575
8	44267789	44267962	CG	Teosinte/Maize	8	44267656	44268470	Zm00001d009222	bin12	173	0.785533
8	46798575	46798838	CG	Teosinte/Maize	8	46798350	46798849	Zm00001d009245	bin29	263	0.628142
8	47156099	47156401	CG	Teosinte/Maize	8	47156007	47156506	Zm00001d009249	bin27	302	-0.461145
8	47907433	47908726	CG	Teosinte/Maize	8	47907870	47908512	Zm00001d009260	bin18	642	-0.710891
8	48670317	48670548	CG	Teosinte/Maize	8	48670364	48670624	Zm00001d009264	bin19	184	-0.449574
8	61603681	61604514	CG	Teosinte/Maize	8	61603738	61604191	Zm00001d009385	bin20	453	0.522238
8	70204893	70204974	CG	Teosinte/Maize	8	70204395	70205522	Zm00001d009562	bin20	81	0.48368
8	72862720	72862984	CG	Teosinte/Maize	8	72862682	72863397	Zm00001d009605	bin13	264	-0.718882
8	73350469	73350694	CG	Teosinte/Maize	8	73350518	73351200	Zm00001d009617	bin11	176	-0.467873
8	73468304	73468839	CG	Teosinte/Maize	8	73468504	73468653	Zm00001d009618	bin19	149	-0.535987
8	74205319	74205469	CG	Teosinte/Maize	8	74205270	74205412	Zm00001d009646	bin12	93	0.840907
8	75153334	75153558	CG	Teosinte/Maize	8	75153089	75153588	Zm00001d009669	bin3	224	0.845332
8	79836508	79836825	CG	Teosinte/Maize	8	79836609	79837108	Zm00001d009755	bin9	216	0.629241
8	81398646	81399151	CG	Teosinte/Maize	8	81398685	81399184	Zm00001d009789	bin5	466	-0.830777
8	94987997	94988405	CG	Teosinte/Maize	8	94988000	94988277	Zm00001d010009	bin19	277	0.473521
8	98058211	98058530	CG	Teosinte/Maize	8	98058065	98058564	Zm00001d010066	bin28	319	0.921229
8	99276392	99276949	CG	Teosinte/Maize	8	99276626	99277125	Zm00001d010106	bin8	323	0.626188
8	99369624	99369921	CG	Teosinte/Maize	8	99369420	99369919	Zm00001d010108	bin6	295	0.479698
8	99681322	99681802	CG	Teosinte/Maize	8	99681516	99681925	Zm00001d010112	bin16	286	0.725267
8	100003231	100003382	CG	Teosinte/Maize	8	100002889	100003388	Zm00001d010120	bin7	151	0.877613
8	100398621	100399139	CG	Teosinte/Maize	8	100398549	100398996	Zm00001d010127	bin15	375	-0.426515
8	101390404	101390662	CG	Teosinte/Maize	8	101390148	101390647	Zm00001d010146	bin28	243	0.611593
8	102409725	102409893	CG	Teosinte/Maize	8	102409617	102410116	Zm00001d010159	bin29	168	0.436911
8	105194264	105194693	CG	Teosinte/Maize	8	105194466	105194965	Zm00001d010232	bin21	227	-0.6921
8	107234321	107234526	CG	Teosinte/Maize	8	107234230	107234729	Zm00001d010281	bin24	205	0.404662
8	107984333	107984423	CG	Teosinte/Maize	8	107984343	107984842	Zm00001d010293	bin10	80	0.491965
8	109545058	109545304	CG	Teosinte/Maize	8	109544601	109545761	Zm00001d010322	bin17	246	-0.475199
8	113167229	113167466	CG	Teosinte/Maize	8	113167131	113167630	Zm00001d010404	bin27	237	0.482802
8	117496271	117496591	CG	Teosinte/Maize	8	117496086	117496644	Zm00001d010488	bin12	320	-0.424434
8	128894230	128894463	CG	Teosinte/Maize	8	128894177	128894478	Zm00001d010824	bin13	233	-0.480332
8	129348116	129348742	CG	Teosinte/Maize	8	129348323	129348822	Zm00001d010835	bin27	419	0.494081
8	134840623	134840807	CG	Teosinte/Maize	8	134840483	134840850	Zm00001d010950	bin12	184	-0.426918
8	135540695	135541128	CG	Teosinte/Maize	8	135540741	135541768	Zm00001d010974	bin11	387	-0.432068
8	137530662	137530797	CG	Teosinte/Maize	8	137530714	137530782	Zm00001d011055	bin11	68	0.487541
8	138813096	138813536	CG	Teosinte/Maize	8	138813183	138813682	Zm00001d011095	bin21	353	0.578921
8	148838316	148838460	CG	Teosinte/Maize	8	148837769	148838408	Zm00001d011370	bin18	92	-0.524039
8	152692067	152692171	CG	Teosinte/Maize	8	152691863	152692362	Zm00001d011504	bin2	104	0.749471
8	155339673	155339843	CG	Teosinte/Maize	8	155339560	155340059	Zm00001d011593	bin30	170	0.835957
8	155686764	155687389	CG	Teosinte/Maize	8	155686858	155687357	Zm00001d011605	bin24	499	0.511674
8	156693476	156694138	CG	Teosinte/Maize	8	156693647	156694380	Zm00001d011628	bin20	491	0.593729
8	158313132	158313435	CG	Teosinte/Maize	8	158312979	158313358	Zm00001d011676	bin20	226	0.510891
8	158906435	158906580	CG	Teosinte/Maize	8	158906092	158906591	Zm00001d011691	bin26	145	-0.563814
8	159831171	159831334	CG	Teosinte/Maize	8	159831142	159831641	Zm00001d011720	bin2	163	-0.411891
8	161664251	161664473	CG	Teosinte/Maize	8	161663329	161664917	Zm00001d011790	bin19	222	-0.774432
8	162231356	162231530	CG	Teosinte/Maize	8	162230613	162231499	Zm00001d011828	bin16	143	-0.857702
8	168887103	168887415	CG	Teosinte/Maize	8	168887044	168887543	Zm00001d012147	bin30	312	-0.464555
8	172434924	172435138	CG	Teosinte/Maize	8	172434934	172435433	Zm00001d012323	bin1	204	0.654998
8	176657567	176657736	CG	Teosinte/Maize	8	176657643	176658142	Zm00001d012561	bin9	93	-0.459309
8	179514754	179514917	CG	Teosinte/Maize	8	179514427	179514926	Zm00001d012734	bin23	163	0.606685
9	1604402	1604831	CG	Teosinte/Maize	9	1604322	1604662	Zm00001d044760	bin13	260	-0.601123
9	1714322	1714560	CG	Teosinte/Maize	9	1714393	1714545	Zm00001d044762	bin19	152	0.455566
9	1715130	1715350	CG	Teosinte/Maize	9	1715158	1715310	Zm00001d044762	bin14	152	0.778835
9	1779901	1780228	CG	Teosinte/Maize	9	1779954	1780109	Zm00001d044763	bin14	155	0.737692
9	1839453	1839600	CG	Teosinte/Maize	9	1839375	1839553	Zm00001d044765	bin20	100	0.438561
9	1840234	1840577	CG	Teosinte/Maize	9	1840274	1840452	Zm00001d044765	bin15	178	0.812327
9	4328080	4328171	CG	Teosinte/Maize	9	4327681	4328180	Zm00001d044829	bin4	91	0.815742
9	11191629	11192274	CG	Teosinte/Maize	9	11191926	11192345	Zm00001d045054	bin20	348	0.896992
9	13119465	13119747	CG	Teosinte/Maize	9	13119359	13119715	Zm00001d045112	bin17	250	-0.547467
9	16491505	16491993	CG	Teosinte/Maize	9	16491679	16491797	Zm00001d045221	bin13	118	0.885016
9	16846835	16847206	CG	Teosinte/Maize	9	16846686	16847185	Zm00001d045244	bin22	350	-0.45065
9	17522446	17522771	CG	Teosinte/Maize	9	17522266	17523365	Zm00001d045269	bin20	325	0.660994
9	17763964	17764185	CG	Teosinte/Maize	9	17763933	17764432	Zm00001d045279	bin23	221	0.547998
9	17829492	17830050	CG	Teosinte/Maize	9	17829396	17829895	Zm00001d045280	bin25	403	0.891273
9	20088525	20088608	CG	Teosinte/Maize	9	20088437	20088734	Zm00001d045377	bin14	83	0.558549
9	20171360	20171515	CG	Teosinte/Maize	9	20171185	20171684	Zm00001d045379	bin26	155	0.786203
9	21878232	21878932	CG	Teosinte/Maize	9	21878408	21878680	Zm00001d045430	bin19	272	-0.475279
9	22154560	22154829	CG	Teosinte/Maize	9	22154598	22154944	Zm00001d045436	bin16	231	0.451621
9	24927647	24927922	CG	Teosinte/Maize	9	24927458	24927957	Zm00001d045505	bin5	275	-0.65358
9	36011438	36012356	CG	Teosinte/Maize	9	36011799	36012298	Zm00001d045735	bin10	499	-0.643694
9	36015260	36015471	CG	Teosinte/Maize	9	36014936	36015435	Zm00001d045735	bin25	175	-0.677269
9	36017714	36018447	CG	Teosinte/Maize	9	36017436	36017935	Zm00001d045735	bin30	221	-0.420062
9	50244105	50244251	CG	Teosinte/Maize	9	50243836	50245715	Zm00001d045962	bin11	146	-0.510983
9	50992038	50992483	CG	Teosinte/Maize	9	50991831	50992330	Zm00001d045972	bin7	292	0.469254
9	54563162	54563694	CG	Teosinte/Maize	9	54563464	54563963	Zm00001d046014	bin1	230	-0.679373
9	55971601	55972659	CG	Teosinte/Maize	9	55971708	55972207	Zm00001d046024	bin1	499	-0.651865
9	58962857	58963747	CG	Teosinte/Maize	9	58963124	58963623	Zm00001d046047	bin25	499	0.76093
9	73619937	73620242	CG	Teosinte/Maize	9	73619778	73620277	Zm00001d046231	bin24	305	0.463003
9	76889279	76889543	CG	Teosinte/Maize	9	76889094	76889593	Zm00001d046254	bin7	264	0.538464
9	78334667	78334965	CG	Teosinte/Maize	9	78334458	78334957	Zm00001d046288	bin21	290	-0.61067
9	79547484	79547622	CG	Teosinte/Maize	9	79547481	79547980	Zm00001d046305	bin23	138	0.727872
9	89465935	89466145	CG	Teosinte/Maize	9	89465683	89466182	Zm00001d046429	bin22	210	0.865534
9	95196721	95196900	CG	Teosinte/Maize	9	95196358	95196857	Zm00001d046545	bin8	136	0.878349
9	99667605	99667949	CG	Teosinte/Maize	9	99667694	99668193	Zm00001d046630	bin2	255	-0.454223
9	104245509	104245786	CG	Teosinte/Maize	9	104245492	104245742	Zm00001d046747	bin16	233	0.869348
9	106470421	106470622	CG	Teosinte/Maize	9	106469897	106471093	Zm00001d046800	bin13	201	0.548768
9	106734879	106735028	CG	Teosinte/Maize	9	106734614	106735113	Zm00001d046810	bin5	149	0.880811
9	110202115	110202998	CG	Teosinte/Maize	9	110201897	110202396	Zm00001d046912	bin10	281	-0.41136
9	111694961	111695982	CG	Teosinte/Maize	9	111695296	111695676	Zm00001d046933	bin19	380	0.896452
9	113503840	113504503	CG	Teosinte/Maize	9	113503913	113504412	Zm00001d046968	bin7	499	-0.510333
9	119248294	119248741	CG	Teosinte/Maize	9	119248298	119248797	Zm00001d047116	bin2	443	0.65401
9	119871448	119871999	CG	Teosinte/Maize	9	119871676	119872175	Zm00001d047142	bin10	323	0.791045
9	120191462	120192793	CG	Teosinte/Maize	9	120191567	120191979	Zm00001d047153	bin13	412	0.858535
9	122464176	122464356	CG	Teosinte/Maize	9	122464162	122464657	Zm00001d047215	bin20	180	0.511152
9	122465306	122465487	CG	Teosinte/Maize	9	122465155	122465650	Zm00001d047215	bin18	181	0.607691
9	122920684	122921200	CG	Teosinte/Maize	9	122920564	122921063	Zm00001d047224	bin8	379	-0.647035
9	125665066	125665585	CG	Teosinte/Maize	9	125665244	125665431	Zm00001d047290	bin19	187	-0.73173
9	127690362	127691345	CG	Teosinte/Maize	9	127690884	127691383	Zm00001d047361	bin10	461	-0.586992
9	127876368	127876572	CG	Teosinte/Maize	9	127876421	127876561	Zm00001d047367	bin12	140	0.431033
9	129744759	129744943	CG	Teosinte/Maize	9	129744725	129745224	Zm00001d047430	bin26	184	0.40922
9	130699398	130699685	CG	Teosinte/Maize	9	130698718	130700339	Zm00001d047453	bin16	287	-0.644753
9	132661984	132662136	CG	Teosinte/Maize	9	132661593	132662092	Zm00001d047497	bin27	108	0.487624
9	132748231	132748409	CG	Teosinte/Maize	9	132747964	132748463	Zm00001d047498	bin3	178	0.532672
9	132770144	132770399	CG	Teosinte/Maize	9	132770245	132770504	Zm00001d047502	bin14	154	-0.479676
9	133463197	133463607	CG	Teosinte/Maize	9	133462982	133463516	Zm00001d047522	bin17	319	-0.437523
9	134026597	134027006	CG	Teosinte/Maize	9	134026566	134027065	Zm00001d047534	bin29	409	-0.424798
9	137785508	137785618	CG	Teosinte/Maize	9	137785167	137785666	Zm00001d047636	bin7	110	0.901768
9	143522644	143522781	CG	Teosinte/Maize	9	143522663	143523162	Zm00001d047855	bin30	118	0.651697
9	144464936	144465235	CG	Teosinte/Maize	9	144464715	144465214	Zm00001d047890	bin4	278	0.774172
9	146611202	146611480	CG	Teosinte/Maize	9	146610839	146611338	Zm00001d047967	bin10	136	-0.577188
9	148911187	148912005	CG	Teosinte/Maize	9	148911217	148911716	Zm00001d048050	bin22	499	0.579643
9	150752072	150752649	CG	Teosinte/Maize	9	150751970	150752381	Zm00001d048142	bin19	309	-0.407249
9	153247852	153248348	CG	Teosinte/Maize	9	153247682	153248181	Zm00001d048252	bin5	329	0.516626
9	153254072	153254343	CG	Teosinte/Maize	9	153253953	153254452	Zm00001d048252	bin22	271	0.567373
9	155234157	155234747	CG	Teosinte/Maize	9	155234283	155234782	Zm00001d048372	bin10	464	-0.644674
9	157632789	157633350	CG	Teosinte/Maize	9	157632365	157634693	Zm00001d048516	bin20	561	0.509301
9	158551237	158551408	CG	Teosinte/Maize	9	158550765	158552064	Zm00001d048552	bin11	171	-0.5497
10	1048331	1048538	CG	Teosinte/Maize	10	1048217	1048716	Zm00001d023235	bin8	207	0.587043
10	3653308	3653444	CG	Teosinte/Maize	10	3653286	3653785	Zm00001d023337	bin22	136	-0.408042
10	3998832	3999150	CG	Teosinte/Maize	10	3998697	3999196	Zm00001d023353	bin24	318	0.423137
10	4291858	4292030	CG	Teosinte/Maize	10	4291933	4292432	Zm00001d023379	bin23	97	-0.416472
10	8727287	8728127	CG	Teosinte/Maize	10	8727370	8727869	Zm00001d023525	bin24	499	-0.425616
10	16869695	16870584	CG	Teosinte/Maize	10	16869798	16870297	Zm00001d023721	bin9	499	0.449823
10	17275789	17276319	CG	Teosinte/Maize	10	17275774	17276273	Zm00001d023724	bin7	484	0.419284
10	22801485	22801801	CG	Teosinte/Maize	10	22801344	22801843	Zm00001d023810	bin5	316	0.432611
10	29148686	29148816	CG	Teosinte/Maize	10	29148547	29149105	Zm00001d023929	bin20	130	0.560897
10	31259323	31259502	CG	Teosinte/Maize	10	31259335	31259834	Zm00001d023952	bin6	167	0.531867
10	33925447	33925834	CG	Teosinte/Maize	10	33925610	33925938	Zm00001d023979	bin11	224	-0.658457
10	34971835	34972577	CG	Teosinte/Maize	10	34972402	34972901	Zm00001d023992	bin10	175	0.469106
10	35677201	35677544	CG	Teosinte/Maize	10	35677110	35677463	Zm00001d024000	bin16	262	0.467902
10	47327955	47328300	CG	Teosinte/Maize	10	47327911	47328410	Zm00001d024120	bin22	345	0.900116
10	51318840	51319402	CG	Teosinte/Maize	10	51319071	51319570	Zm00001d024160	bin7	331	-0.62296
10	51901625	51901935	CG	Teosinte/Maize	10	51901675	51902174	Zm00001d024166	bin8	260	-0.620804
10	53435929	53436066	CG	Teosinte/Maize	10	53435877	53436376	Zm00001d024178	bin6	137	0.590508
10	53531538	53531838	CG	Teosinte/Maize	10	53531251	53531750	Zm00001d024179	bin2	212	-0.576705
10	54995009	54995208	CG	Teosinte/Maize	10	54994992	54995491	Zm00001d024195	bin3	199	0.499933
10	58557325	58557767	CG	Teosinte/Maize	10	58557439	58557938	Zm00001d024234	bin10	328	-0.807753
10	67238695	67239009	CG	Teosinte/Maize	10	67238836	67238911	Zm00001d024367	bin18	75	0.797031
10	67244893	67245615	CG	Teosinte/Maize	10	67245145	67245644	Zm00001d024368	bin10	470	0.770282
10	68645214	68646001	CG	Teosinte/Maize	10	68645679	68646178	Zm00001d024394	bin1	322	0.448624
10	78547698	78547756	CG	Teosinte/Maize	10	78547476	78547975	Zm00001d024567	bin23	58	0.42612
10	81352108	81352372	CG	Teosinte/Maize	10	81351955	81352454	Zm00001d024634	bin8	264	-0.444433
10	82041911	82042304	CG	Teosinte/Maize	10	82041802	82042204	Zm00001d024647	bin19	293	-0.440889
10	82875576	82875904	CG	Teosinte/Maize	10	82875702	82876201	Zm00001d024667	bin27	202	0.580722
10	84541027	84541272	CG	Teosinte/Maize	10	84541140	84541640	Zm00001d024709	bin12	132	-0.603832
10	88678327	88678868	CG	Teosinte/Maize	10	88678268	88678767	Zm00001d024798	bin1	440	0.651498
10	89236640	89236969	CG	Teosinte/Maize	10	89236434	89236868	Zm00001d024813	bin14	228	0.495406
10	89687952	89688216	CG	Teosinte/Maize	10	89687991	89688304	Zm00001d024824	bin19	225	-0.414899
10	96592476	96592612	CG	Teosinte/Maize	10	96592214	96592678	Zm00001d024952	bin11	136	-0.454073
10	96817152	96817821	CG	Teosinte/Maize	10	96817179	96817678	Zm00001d024957	bin22	499	0.417867
10	96959217	96959784	CG	Teosinte/Maize	10	96959471	96960623	Zm00001d024962	bin14	313	-0.404308
10	100057649	100058289	CG	Teosinte/Maize	10	100057602	100058101	Zm00001d025022	bin28	452	0.415736
10	100276692	100277200	CG	Teosinte/Maize	10	100276565	100277064	Zm00001d025025	bin24	372	0.511437
10	100277255	100277493	CG	Teosinte/Maize	10	100277065	100277564	Zm00001d025025	bin23	238	0.658905
10	100282839	100282936	CG	Teosinte/Maize	10	100282694	100283193	Zm00001d025025	bin8	97	-0.762161
10	100956781	100957252	CG	Teosinte/Maize	10	100956785	100956953	Zm00001d025037	bin18	168	0.486414
10	104575021	104575558	CG	Teosinte/Maize	10	104575205	104575317	Zm00001d025107	bin13	112	-0.516615
10	106763604	106763727	CG	Teosinte/Maize	10	106763510	106764009	Zm00001d025152	bin21	123	-0.598823
10	109136589	109136779	CG	Teosinte/Maize	10	109136647	109136857	Zm00001d025206	bin15	132	-0.505617
10	110658551	110658835	CG	Teosinte/Maize	10	110658646	110658908	Zm00001d025240	bin13	189	-0.472769
10	122504797	122504875	CG	Teosinte/Maize	10	122504850	122505349	Zm00001d025566	bin1	25	0.841302
10	123039535	123039892	CG	Teosinte/Maize	10	123039507	123040006	Zm00001d025584	bin3	357	0.832121
10	125794233	125794630	CG	Teosinte/Maize	10	125794089	125794588	Zm00001d025670	bin7	355	-0.859239
10	126421825	126422141	CG	Teosinte/Maize	10	126421980	126422309	Zm00001d025692	bin14	161	-0.516875
10	126536220	126537004	CG	Teosinte/Maize	10	126536243	126536742	Zm00001d025695	bin2	499	-0.437963
10	126886619	126886764	CG	Teosinte/Maize	10	126886674	126886777	Zm00001d025706	bin11	90	-0.482434
10	128605530	128605891	CG	Teosinte/Maize	10	128605358	128605747	Zm00001d025757	bin11	217	-0.43457
10	129106982	129107164	CG	Teosinte/Maize	10	129106909	129107408	Zm00001d025773	bin8	182	0.503912
10	130536875	130537164	CG	Teosinte/Maize	10	130535806	130537247	Zm00001d025817	bin11	289	0.407735
10	131994158	131994518	CG	Teosinte/Maize	10	131993844	131995176	Zm00001d025865	bin11	360	-0.41608
10	133780035	133780236	CG	Teosinte/Maize	10	133779675	133780434	Zm00001d025921	bin20	201	-0.5819
10	133980043	133980423	CG	Teosinte/Maize	10	133979999	133980498	Zm00001d025930	bin23	380	0.904587
10	135130116	135130431	CG	Teosinte/Maize	10	135129738	135130584	Zm00001d025979	bin16	315	-0.435434
10	140995298	140995577	CG	Teosinte/Maize	10	140995179	140995678	Zm00001d026211	bin21	279	0.434861
10	142621360	142621904	CG	Teosinte/Maize	10	142621422	142621848	Zm00001d026273	bin12	426	0.413726
10	143158152	143159025	CG	Teosinte/Maize	10	143158279	143158460	Zm00001d026296	bin12	181	-0.516252
10	143237637	143238098	CG	Teosinte/Maize	10	143237385	143237884	Zm00001d026303	bin2	247	-0.46148
10	143264500	143265140	CG	Teosinte/Maize	10	143264687	143265186	Zm00001d026305	bin9	453	0.812626
