Context	Chr	Start	End	Comparison	Hyper/Hypo	JRIAL2A	JRIAL2B	JRIAL2C	JRIAL2D	JRIAL2E	JRIAL2F	JRIAL2G	JRIAL2H	JRIAL2I	JRIAL2J	JRIAL2K	JRIAL2L	JRIAL2M	JRIAL2N	JRIAL2O	JRIAL2P	JRIAL2Q	JRIAL2R	JRIAL2S	JRIAL2T	AMES-8235	PI-620767	PI-620773	PI-620774	PI-620784	PI-620785	PI-620797	PI-620819	PI-620821	PI-620834	PI-620842	PI-620846	PI-620856	PI-620859	PI-620860	PI-628503	PI-628514	A632	B37	B73	B97	CML322	HP301	IL14	LH123HT	LH82	Mo17	Oh43	P39	PHZ51	Tx303
CHG	1	235508447	235509180	Teosinte/Maize	Hypo	0.422321265	0.830548469	0.798659247	0.707567741	0.598195664	0.834773472	0.870654487	0.681689356	0.738046808	0.758487976	0.839484856	0.715809737	0.854385555	0.754429665	0.755770075	0.775761683	0.70829379	0.871449135	0.808068389	0.614786	0.359876543	0.020467836	0.052287582	0.016666667	0.015359477	0	0.097701149	0.023899371	0.038135593	0.015625	0.097619048	0.013	0.057608696	0.020679012	0.033823529	0.064102564	0.050925926	0.017741617	0.002898551	0.010732323	0.005847953	0.0254264	0.034002179	0	0.014735845	0.00672043	0.003448276	0.010683761	0.002192982	0.04	0.024070737
CHG	1	236588262	236588871	Teosinte/Maize	Hypo	0.394170772	0.846875	0.498361495	0.248888889	0.466931217	0.399618929	0.628095238	0.712987013	0.404209957	0.571947497	0.81568254	0.343333333	0.4903586	0.653609831	0.64952381	0.591634921	0.527611798	0.780630631	0.77130102	0.389166667	0	NA	0.3	0.25	0.18452381	0.212962963	0.230769231	0.337301587	0.119047619	0.178571429	0.071428571	0.0625	0.060606061	0.376002506	0.3125	0.326923077	0.833333333	0.132844933	0.102798168	0.102813853	0.057010399	0.315022221	0.160628608	0.135037348	0.114313044	0.021780303	0.30438985	0.110182641	0.031385281	0.109708868	0.057631258
CHG	1	237904135	237904738	Teosinte/Maize	Hypo	0.6875	0.913957902	0.862284937	0.85511499	0.856753061	0.817540956	0.874998712	0.88555243	0.682155345	0.815719229	0.788194444	0.823010354	0.84222138	0.781818182	0.985714286	0.927808303	0.543880545	0.711522109	0.849359719	0.652592804	NA	0.744047619	0.833333333	0	0.897435897	0.111111111	NA	0.426470588	0.560344828	1	0.666666667	NA	NA	0.494444444	NA	0.606944444	NA	0.041391093	0.002754821	0	0.078117914	0.763971913	0.743601167	0.0167789	0.127619949	0.097123307	0	0.076606061	0.013235294	0.088888889	0.077418415
CHG	1	238043905	238044999	Teosinte/Maize	Hypo	0.791050352	0.835621174	0.911197917	0.853572397	0.883632479	0.842050966	0.804247708	0.803119869	0.766402116	0.799765781	0.897648997	0.851587302	0.808429339	0.742419267	0.918284281	0.890892857	0.846140553	0.788638254	0.812343675	0.839784946	0.857142857	0.5275	0.066666667	0.451388889	0.793939394	0.780701754	0.948717949	0.044573643	0.85	0.127604167	0.138157895	0.798341837	0.79537037	0.494444444	0	0.055555556	0.055555556	0.106229121	0.015406162	0.293333333	0.035311871	0.022222222	0.015015135	0.014884165	0.031398624	0.009313725	0.814151943	0.001515152	0.049810235	0.009259259	0.267743764
CHG	1	238127534	238128027	Teosinte/Maize	Hypo	0.06858122	0.456242369	0.38246337	0.865740741	0.853349634	0.724603175	0.854166667	0.407015306	0.816313933	0.814902998	0.422893773	0.833950617	0.689858907	0.808333333	0.821718559	0.828571429	0.74875	0.842460317	0.815094062	0.795555556	NA	0.534615385	0.730769231	0.75	0.860784314	0.78	0.8	0.857142857	0.755555556	0.75	0.759803922	0.760416667	0.646666667	0.95	0.928571429	0.671296296	0.616666667	0.052738928	0.325793651	0.8125	0.022727273	0.823561508	0.018872432	0.011188811	0.003846154	0	0	0	0.020833333	0.714492754	0.720194004
CHG	1	238130674	238132274	Teosinte/Maize	Hypo	0.123684211	0.081845238	0.389244	0.481895223	0.482253263	0.811303745	0.844222222	0.364728181	0.840933466	0.830024545	0.549107327	0.74978355	0.524763181	0.838079683	0.146127946	0.875910457	0.819628788	0.843475679	0.856623832	0.793226601	0	0.00280112	0	0.008080808	0	0	0.001883239	0	0.002463054	0.002777778	0.013157895	0.001315789	0.00952381	0.005128205	0	0	0.015822785	0.003216374	0.000891266	0.002562389	0	0.001602564	0.036777088	0.001106195	0.003968254	0.002717391	0	0	0.00128866	0	0.001158201
CHG	1	238134803	238135618	Teosinte/Maize	Hypo	0.723643411	0.499714286	0.828784271	0.813541667	0.874438455	0.719995141	0.842258161	0.738204998	0.826111111	0.8244539	0.816819941	0.72398374	0.895344933	0.836025521	0.885019841	0.890531908	0.839488017	0.801237162	0.804057091	0.691472868	0.797619048	0.247311828	NA	0.9	0.714285714	0.537634409	0.435185185	0.932748538	0.817460317	0.206521739	0.863333333	0.045454545	0.831081081	0.405454545	0.804166667	0.815789474	0.750396825	0.131210317	0.807787698	0.308263305	0.798790008	0.843142552	0.02515318	0.004835165	0.190910809	0.037362637	0.128552972	0.186054422	0	0.009259259	0.229829163
CHG	1	238448836	238449804	Teosinte/Maize	Hypo	0.908372565	0.847516495	0.865150033	0.894331832	0.917077176	0.926920865	0.823893939	0.871274836	0.911144022	0.88022308	0.904334554	0.891199813	0.942088957	0.91012949	0.94768642	0.931256332	0.946085803	0.907029478	0.880866115	0.942414158	0.828828829	0.915804598	0.564102564	0.534126984	0.796052632	0.827878788	0.845	0.14	0.526455026	0.855263158	0.217592593	0.829210758	0.907142857	0.366666667	0.166666667	0.135416667	0.829036005	0.905940879	0.031721057	0.060471781	0.825416667	0.071068641	0.842443801	0.898136542	0.215795509	0.267253751	0.578583563	0.471143462	0.790364583	0.214828042	0.913642072
CHG	1	238450202	238453468	Teosinte/Maize	Hypo	0.896991372	0.873764525	0.916924927	0.924899792	0.313773704	0.810432572	0.835351209	0.7075705	0.931830873	0.904711555	0.942871288	0.899961828	0.597432927	0.765536529	0.862223313	0.90914703	0.88746483	0.919675892	0.770288173	0.93288051	0.737142857	0.372246032	0.14763262	0.230412257	0.035197837	0.399544143	0.059175377	0.113565891	0.072171254	0.104701166	0.131208443	0.127991453	0.485693755	0.578030777	0.08459596	0.149887321	0.579035573	0.043707676	0.002467149	0.008042943	0.021775519	0.066343272	0.155071132	0.86268544	0.149367896	0.029542913	0.165726017	0.197002679	0.728531946	0.175265596	0.109901011
CHG	1	238903876	238905526	Teosinte/Maize	Hypo	0.819579288	0.856218024	0.903069462	0.848528546	0.872778251	0.885385606	0.583317602	0.886335072	NA	0.878163265	0.886050654	0.864165716	0.027669329	0.863632434	NA	0.899772896	0.390948061	0.913682929	0.910257743	0.87186319	0.492316017	0.200223088	0.455168281	0.444097531	0	0.00136612	0.439328583	0.897811448	0.017102397	0.01258948	0.025925926	0.730514267	0.38018315	0.368523485	0.732968113	0.769678715	0.861398176	0.001413839	0.007852564	0.005872298	0.005307856	0.124862213	0.012511585	0.007277067	0.01487457	0	0.004223888	0.006874181	0.010635358	0.09422745	0.863165996
CHG	1	240308565	240310031	Teosinte/Maize	Hypo	0.823107448	0.861463349	NA	0.89516129	0.038125	0.880145047	0.854166667	0.910376688	0.872642913	0.784492481	0.915897511	0.838361401	0.884632035	0.851436782	0	0.870447649	0.838028169	0.880775871	0.90015647	0.845833333	0.640926641	0.815197568	0.556136951	0.791666667	0.869735366	0.851870748	0.866925204	0.587944067	0.850737956	0.708950617	0.852556022	0.595238095	0.902063492	0.531034974	0.064864865	0.573703704	0.766914683	0.812036622	0	0.828581454	0	0.760525349	0.001978844	0.004179894	0.012628161	0.010430839	0.008246225	0.008748196	0.693722944	0.790829806	0.775992837
CHG	1	240612951	240613452	Teosinte/Maize	Hypo	0.8469896	0.874544386	0.916494134	0.824691358	0.883142269	0.909838533	0.933333333	0.797238095	0.892411124	0.844997166	0.847134039	0.905357143	0.862370005	0.896376812	0.884313725	0.895589827	0.838265306	0.890648723	0.905082418	0.844578793	0.771428571	0.4375	0.022222222	0.111111111	0.928571429	0.357407407	0.888888889	0.432352941	0.755208333	0	0.039215686	0.188827839	0.864285714	0.547724868	0.633333333	0	0.391666667	0.850830928	0	0.892740719	0	0.731632653	0	0.002932551	0.00390625	0	0	0	0.004032258	0.825137561	0
CHG	1	240868513	240869009	Teosinte/Maize	Hypo	0.892741935	0.893382353	0.92962963	0.911111111	0.282111488	0.923655914	0.832010582	0.904354637	0.868553792	0.85281618	0.874509804	0.890804598	0.443159166	0.797619048	0.8775	0.907857143	0.894940476	0.465517241	0.921590909	0.908540373	0.766129032	0.722083333	0.64499179	0.2	0.671014493	0.870533255	0.30297619	0.288095238	0.01010101	0.041666667	0.155913978	0.623076923	0.758911565	0.878921569	0.394546851	0.919354839	0.574285714	0.86765873	0.011554622	0.115575661	0.080081301	0.79724537	0.044824017	0.078841608	0.745136778	0.820929705	0.028116531	0.855114007	0.128903654	0.050952381	0.826254556
CHG	1	240869440	240870114	Teosinte/Maize	Hypo	0.485262726	0.818744589	0.653635204	0.654409171	0.289361144	0.688705937	0.426957224	0.512528259	0.516615226	0.792126149	0.550281085	0.523174603	0.414647109	0.823922902	0.339748677	0.608777778	0.521428571	0.538077201	0.631532357	0.707449179	0.329710145	0.152777778	0.377192982	0.14484127	0.162095238	0.370567376	0.706372549	0.093859649	0.057142857	0.020757021	0.076111111	0.03125	0.303921569	0.362411348	0.172413793	0.576	0.153846154	0.099281858	0.052219532	0.007553799	0.093619048	0.247301842	0.032544224	0.026289683	0.426844503	0.445578231	0.002777778	0.156090043	0.073015873	0.015151515	0.138834057
CHG	1	243026227	243026727	Teosinte/Maize	Hypo	0.795755694	0.272664835	0.826349971	0.846265173	0.881169163	0.647117277	0.831977957	0.65240289	0.723214286	0.753977273	0.800961538	0.760481664	0.875036717	0.689765896	0.894967078	0.757993197	0.838672574	0.900834481	0.92114899	0.816895142	0	0	0	0.482758621	0.027777778	0.0125	0.007407407	0	0	0	NA	0	0	0	0	0	0	0.00862069	0	0.002469136	0	0.001075269	0	0	0.008744589	0.007692308	0	0.003703704	0	0	0
CHG	1	243107497	243107891	Teosinte/Maize	Hyper	0.099305556	0.056681682	0.185185185	0.297431078	0.13495935	0.170830896	0.142982456	0.079545455	0.076223776	0.044086022	0.655324074	0.104925776	0.189306989	0.244397203	0.158455433	0.262068966	0.516239316	0.435662072	0.776647174	0.226851852	0.93	0.735294118	0.542857143	0.552210884	0.254901961	0.901626984	0.763888889	0.111111111	0.898648649	1	0.052631579	0.111801242	0.940860215	0.598534799	NA	0.509615385	0.914666667	0.884848485	0.052857143	0.891072115	0.873931624	0.837494138	0.848294723	0.027879528	0.841008772	0.956496179	0.836383929	0.882816258	0.892222222	0.897233894	0.897625238
CHG	1	243114660	243114965	Teosinte/Maize	Hyper	0.064182195	0.080952381	0.116770186	0.10600907	0.023291925	0.110042735	0.018896447	0.029931973	0.035978836	0.031746032	0.057876383	0.058123249	0.04679089	0.032938076	0.15487013	0.034313725	0.434252297	0.050241546	0.406245421	0.176782866	0.333333333	NA	0	0	NA	0.166666667	1	NA	0.078431373	0	NA	NA	0	0	0	NA	1	0.127777778	0.0625	0.066666667	0.831583812	0.878571429	0.917331207	0.052970178	0.899036281	0.058823529	0.913736264	0.927932324	0.743253968	0.898809524	0.038461538
CHG	1	243115299	243115885	Teosinte/Maize	Hyper	0.041609977	0.013968254	0.046302309	0.008571429	0.017596419	0.011564626	0.008163265	0.056976744	0.070005303	0.058512321	0.094973545	0.018253968	0.075622896	0.048289715	0.075604257	0.189067376	0.056613757	0.035191198	0.030561418	0.043984962	0.648888889	0.96875	0.080124224	0	0.698717949	0	0	0	0.042424242	0	0.037037037	0.277777778	0.023809524	0.025	NA	0.083333333	0.488541667	0.050883838	0.025415282	0.029387279	0.849136905	0.848672547	0.859947513	0.015576284	0.746693122	0	0.889885741	0.738587849	0.174716553	0.867310167	0.025862069
CHG	1	244453890	244454173	Teosinte/Maize	Hypo	0.388888889	0.015756303	0.802083333	0.583333333	0.870357143	0.784722222	0.807246377	0.681818182	0.0375	0.183035714	0.75327381	0.023809524	0.029411765	0.801488095	0.023873016	0.930555556	0.810606061	0.9	0.833333333	0.833333333	0.25	0.027777778	0.333333333	0.5625	0.757575758	0.825	0.361111111	0.010869565	0.931666667	0.8125	0.868181818	0.5	0.944444444	0.388888889	0	NA	0.018181818	0.01	0	0	0	0	0.008	0	0	0	0	0	0	0.070833333	0.801917989
CHG	1	244612305	244613756	Teosinte/Maize	Hypo	0.804950686	0.861508329	0.916452648	0.863146968	0.876693577	0.903575103	0.881877023	0.882791432	0.898111405	0.834873737	0.875076567	0.78962766	0.768337912	0.85033567	0.88825705	0.866725244	0.802184673	0.907610445	0.877400597	0.845648748	0.751157407	0.741666667	0.167759563	0.80504386	0.261522109	0.87456299	0.767412935	0.655405405	0.259920635	0.674741201	0.191666667	0.946969697	0.547008547	0.479791667	0.680555556	0.834946237	0.81547619	0.621995465	0.010606061	0.18251772	0.848674051	0.835361352	0.104015582	0.661560116	0.809882155	0.657540959	0.050028935	0.242527682	0.146185356	0.640465357	0.037146581
CHG	1	245010038	245011010	Teosinte/Maize	Hypo	0.929326923	0.288958094	0.259800385	0.395095645	0.583767952	0.1482493	0.151413146	0.07012084	0.732779275	0.45472583	0.005092593	0.882440476	0.667481203	0.02130102	0.937373737	0.001748252	0.447950408	0.72202381	0.956448413	0.25231975	0.95	0.250694444	0	0	0.007142857	0	0	0.017857143	0.036842105	0.010752688	0	0.752777778	0.086042693	0.02020202	0	0	0.00625	0.003472222	0.006410256	0.016219891	0	0	0.006844284	0.001515152	0.012820513	0.01010101	0	0	0.004608295	0	0.00423947
CHG	1	245196536	245197527	Teosinte/Maize	Hypo	0.85342346	0.861046058	0.848866213	0.882136583	0.897842898	0.853979309	0.894451932	0.875892857	0.923174603	0.734787534	0.910010101	0.881790835	0.897460404	0.849404762	0.858473389	0.947450268	0.793717949	0.924556878	0.91329557	0.851685985	0.835	0.361111111	0	0.732010582	0.855277778	0.833333333	0.933333333	0.520741758	0.903225806	0.80554329	0.012820513	0.879057337	0.885748792	0.228483245	0.011904762	0.370606061	0	0	0.114301378	0.006058776	0.010366826	0.786744421	0.027278676	0.820882353	0.021833722	0.005394605	0.004273504	0.805890675	0.888119658	0.001302083	0.152652645
CHG	1	247123190	247123382	Teosinte/Maize	Hypo	0.421052632	0.624914966	0.805952381	0.680555556	0.811507937	0.82002924	0.801851852	0.484126984	0.646428571	0.716193529	0.880263158	0.715502646	0.872969188	0.790816327	0.82195939	0.891534392	0.833465608	0.565430095	0.816993464	0.648809524	NA	0	0	0	0	0	0.055555556	0.166666667	0	NA	0	NA	0	0	0	0	NA	0	0	0	0	0	0.027380952	0	0	0	0	0.010416667	0	0	0
CHG	1	247460986	247462279	Teosinte/Maize	Hypo	0.759057971	0.836487322	0.822605471	0.794217687	0.826223092	0.739398247	0.824562124	0.795293595	0.819539984	0.742667114	0.812301587	0.779802956	0.857553366	0.815939153	0.843965773	0.874055178	0.800677507	0.811917035	0.871403185	0.798913043	0.828030303	0.461500449	0.521323529	0.313127413	0.003571429	0.77965368	0.006535948	0.428036929	0.022727273	0.813712522	0.001953125	0.007936508	0.81758658	0.420652428	0	0.013565891	0.009654954	0.014817041	0.005154639	0.002668309	0.676688115	0.002367424	0.007877573	0.688447571	0.01715445	0.013617886	0.022600151	0.012308313	0.691091954	0.00625	0.020179322
CHG	1	247475363	247475485	Teosinte/Maize	Hypo	0.819003527	0.852891156	0.87670068	0.795454545	0.885912698	0.932993197	0.866666667	0.96969697	0.903846154	0.726190476	0.716666667	0.877806122	0.954545455	0.848639456	0.715384615	0.736111111	0.898809524	0.846428571	0.93030303	0.847619048	0.875	0.5	0.583333333	0.1875	0	0.794871795	0.080357143	0.875	0.896666667	0.9	0	0.958333333	0.790178571	0.183333333	0	0	0	0.014285714	0	0	0.743589744	0.006944444	0.021428571	0.895833333	0	0.015873016	0	0.019360269	0.74837963	0	0
CHG	1	247756382	247756811	Teosinte/Maize	Hyper	0.303333333	0.61515873	0.011111111	0.041666667	0.065104167	0.020168067	0.249404762	0.079251701	0.213955026	0.020993031	0.028448276	0.307112332	0.366269841	0.062688663	0.016071429	0.059677419	0.063218391	0.527864583	0.527310924	0.0375	0.034313725	0.8125	0.464285714	0.363636364	0.1	0.254385965	NA	NA	NA	0.074074074	0.083333333	0.046568627	0.035714286	0.406521739	0.21875	0.092032967	0.9375	0.957844933	0.933333333	0.880939153	0.082692308	0.84886248	0.930902778	0.024810423	0.653583024	0.919264069	0.883138104	0.909964022	0.022916667	0.045815296	0.861215042
CHG	1	250955774	250957233	Teosinte/Maize	Hyper	0.041686508	0.022826909	0.693714611	0.035067569	0.100965162	0.039290218	0.059044882	0.872601489	0.46461971	0.041355002	0.409365826	0.048556377	0.42165503	0.603766894	0.064584168	0.446455433	0.050538068	0.051223071	0.883964225	0.051373513	0.160714286	0.845250324	0.827272727	0.861213433	0.793564994	0.695515873	0.813673469	0.796867168	0.826822197	0.638888889	0.87525974	0.841269841	0.075	0.823611111	0.837014522	0.942307692	0.805412544	0.79716376	0.832876983	0.859862231	0.787868763	0.841887731	0.667020984	0.768621279	0.042068837	0.827310271	0.828774766	0.860190087	0.775230629	0.571788847	0.807427298
CHG	1	251438174	251438622	Teosinte/Maize	Hypo	0.386011905	0.011111111	0.417880037	0.302105379	0.873245614	0.0145	0.391738095	0.584577099	0.797513228	0.326134818	0.880630631	0.649007937	0.640082776	0.419736842	0.779237177	0.90814873	0.834799784	0.852011812	0.729372294	0.774602496	0	0	0	0	0	0	0.005494505	0	0.009259259	0	0	0.004273504	0	0	0	0	0.006410256	0	0	0.004399196	0	0.001547988	0.039583333	0.004871795	0.006802721	0.137931034	0	0.005	0.011627907	0.006666667	0.012844612
CHG	1	253560307	253561518	Teosinte/Maize	Hypo	0.745063492	0.820769329	0.776625391	0.755365769	0.826530454	0.797602017	0.780264378	0.778612278	0.777092875	0.732244912	0.828941687	0.74599913	0.831797929	0.757433284	0.813623454	0.844449219	0.884137566	0.770637792	0.8264183	0.770301357	NA	0.029411765	0	0.013888889	0	0.012698413	0	0.15942029	0.044871795	0.01984127	0.033333333	0	0	0.008333333	0	NA	0.035353535	0.009698026	0.013333333	0.018055556	0.002941176	0.003571429	0.012934724	0.017085802	0.095928094	0.001821494	0.008706468	0.012037037	0.008	0.095238095	0.094472292
CHG	1	254506940	254507271	Teosinte/Maize	Hyper	0.054565132	0.026695527	0.019607843	NA	0.024329837	0.078466483	0.099813066	0.066632231	0.315052509	0.028571429	0.099365407	0.030934343	0.026515152	0.063164109	NA	0.025	0.051515152	0.045454545	0.059902597	0.042207792	0.714285714	0.488095238	0.625	0.893939394	0.712121212	0.9	1	NA	0.875	0.45	0.844444444	0.666666667	1	0.916666667	1	NA	1	0.914787485	0.830772006	0.873015873	0.816233766	0.750707131	0.082644628	0.740246208	0.682571721	0.91729798	0.749089105	0.578549229	0.04731405	NA	0.711367087
CHG	1	254525373	254525683	Teosinte/Maize	Hypo	0.171717172	0.786111111	0.890238095	0.875	0.787878788	0.727777778	0.881305115	0.817592593	0.876811594	0.699122807	0.880952381	0.829501488	0.857638889	0.80005176	0.971230159	0.943137255	0.81142167	0.720186335	0.863333333	0.780131363	0.0625	0.067494824	0	0	0.011111111	NA	0	0	NA	0	0	0.130952381	0.009615385	0	0	0	0.025	0.011904762	0	0.008333333	0	0.009483109	0.029697901	0.00617284	0	0	0.016666667	0.002463054	0.017241379	0	0.00634058
CHG	1	258231453	258231898	Teosinte/Maize	Hypo	0.682458122	0.621681097	0.629232804	0.711363636	0.744444444	0.75952381	0.754464286	0.599585137	0.354906205	0.567668178	0.63452381	0.58505291	0.599773243	0.74781746	0.768893012	0.7575	0.682866257	0.676795163	0.740118577	0.720006184	0	0	0	0	0	NA	NA	0	0	0.041666667	NA	0.166666667	0.433333333	0.257575758	NA	NA	0.03030303	0.015037594	0.004444444	0	0	0.010869565	0	0.02847619	0.020833333	0	0.010869565	0	0.013257576	0	0
CHG	1	258607773	258608507	Teosinte/Maize	Hypo	0.842606516	0.647610031	0.885805423	0.91326512	0.892554302	0.48829646	0.790604891	0.869979221	0.915505952	0.866942633	0.829785247	0.887933388	0.886496212	0.825909676	0.866175214	0.863520252	0.919412069	0.923190321	0.862168994	0.79754902	NA	0.066666667	0.68	NA	NA	0.235294118	0	0.783333333	0.202380952	0.472222222	0.921875	0.125	0.1	0.333333333	0.875	1	0.832539683	0.316447368	0.263513514	0.424836601	0.070059524	0.783907855	0.25	0.272451246	0.241920117	0.03952381	0.11	0.204678363	0.057414966	0.078787879	0.842916343
CHG	1	258940953	258941057	Teosinte/Maize	Hypo	0.607142857	NA	0.888888889	0.215277778	0.711111111	1	0.966666667	0.638888889	0.83265756	0.75	0.9125	0.273809524	0.772727273	NA	0.797348485	0.505390212	0.564384921	0.229166667	0.833333333	0.540378929	0.243589744	NA	0.181818182	NA	NA	0.269230769	NA	0	NA	NA	0.820512821	NA	NA	NA	0.041666667	NA	NA	0.190934066	0.140576091	0.101831502	0.169230769	NA	0	0.208333333	0.034798535	0.541666667	0.083179265	0	0.439393939	0.094814815	0.661538462
CHG	1	259340992	259341262	Teosinte/Maize	Hypo	0.605263158	0.884380952	0.815238095	0.904166667	0.91916336	0.306031746	0.430761905	0.747718254	0.390285714	0.833190476	0.947826087	NA	0.40461039	0.700571429	0.903519669	0.868421053	NA	0.844494048	0.727083333	0.757440476	0.7	0.972222222	NA	0	NA	NA	0.038461538	0	0	NA	0.0625	0.915384615	0.885416667	0.506410256	0	NA	0.166666667	NA	0.01	0	0	0.01	0	0.004444444	0	0	0.026785714	0.025	0.030222222	0	0.015625
CHG	1	259368980	259369639	Teosinte/Maize	Hyper	0.111539683	0.242901235	0.510218254	0.046626984	0.019753086	0.510368541	0.550170068	0.051587302	0.101920996	0.122164641	0.190708874	0.066095238	0.080173032	0.124897119	0.110376249	0.402678571	0.43750218	0.482817976	0.103968254	0.151884921	NA	0.461538462	0.6	0.375	NA	0.979166667	0.416666667	0.416666667	0.166666667	NA	0.152777778	0.444444444	0.692307692	0.814102564	0.666666667	0	0	0	0.902542622	0.833333333	0.77666716	0.799365079	0.790170841	0.899968385	0.830289669	0.864939029	0.062962963	0.316836735	0.874074074	0.236111111	0.867162698
CHG	1	259924750	259924998	Teosinte/Maize	Hypo	0.854857143	0.842710596	0.807438973	0.882275132	0.914393939	0.844486069	0.904491342	0.887218045	0.818959436	0.88300737	0.843981481	0.379848171	0.819134833	0.791964286	0.862545011	0.528673882	0.953703704	0.890873016	0.875897713	0.785972409	NA	0	0.388888889	0.357142857	0.75	0.397435897	0.722222222	0.5	0.8125	0.049382716	0	0.222222222	0	0.972222222	0.692307692	0.4	0.884615385	0.016762452	0.004807692	0.792200466	0.750123686	0	0.00862069	0.643181818	0.733222222	0	0.740202518	0.01	0.048168498	0	0.710704111
CHG	1	260935458	260935672	Teosinte/Maize	Hyper	0	0	0.004545455	0.012878788	0.015584416	0.022727273	0.015873016	0.014705882	0.648268398	0	0.005050505	0.015151515	0.0125	0.015306122	0.037878788	0	0	0.011363636	0.006802721	0.090136054	1	0.408333333	0.25	0.96031746	0.393939394	0.033333333	0.966666667	1	0	0.651515152	0	0.848809524	0.892982456	0.879040404	NA	0.54978355	0	0.803354978	0	0.791404496	0.860606061	0.980952381	0.848060147	0.033730159	0.785281385	0.803751804	0.009090909	0.8418016	0.559090909	0	0.022870512
CHG	1	261011550	261013462	Teosinte/Maize	Hypo	0.801844784	0.703127477	0.860104792	0.808117516	0.708709336	0.840465336	0.819143625	0.810321135	0.745316804	0.792312713	0.875610021	0.709850973	0.841853175	0.733486172	0.843756391	0.82130078	0.831678767	0.548319819	0.843292006	0.469280423	0.669014085	0.580750962	0.718103448	0.477323633	0.605084746	0.707754564	0.666431925	0.304628143	0.423067076	0.439365079	0.171498599	0.357291667	0.492868481	0.676613757	0.583333333	0.693848787	0.550424005	0.033603304	0.019582113	0.090818903	0.762829801	0.028713493	0.035490449	0.580837268	0.778682593	0.360163139	0.039577594	0.630802434	0.105900621	0.152670783	0.033750645
CHG	1	261823982	261824606	Teosinte/Maize	Hypo	0.663095238	0.360306938	0.354575163	0.653555819	0.792216117	0.623004894	0.661335404	0.560836302	0.701147959	0.614980346	0.718494468	0.666666667	0.623809524	0.613898242	0.466666667	0.505053941	0.573597699	0.066919192	0.570810038	0.552939447	0.595238095	0.527777778	0.705357143	0.587962963	0.789473684	0.8	0.536904762	0.616666667	0.747252747	0.722222222	0.743939394	0.6525	0.826041667	0.75	0.722222222	NA	0.651515152	0.008403361	0.023809524	0.03125	0.005494505	0.732688042	0.01984127	0.015151515	0.007507508	0.015151515	0.032356754	0.051378446	0	0.013333333	0.793646501
CHG	1	262386580	262387032	Teosinte/Maize	Hypo	0.29029484	0.612605042	0.518452381	0.469508449	0.593589744	0.381872294	0.608943834	0.335185185	0.414060489	0.361688312	0.60087108	0.263988095	0.583194444	0.731287202	0.480751594	0.25	0.38503214	0.455660598	0.403318903	0.676470588	0.022727273	0.297979798	NA	0	0.02	0.30952381	0.287878788	0	0.255357143	0	0	0.5	0.053763441	0	0	0.0078125	0.029411765	0	0	0	NA	0	0.729195011	0	0.030617284	0	0	0.030092593	0.0025	0	0.007525232
CHG	1	266016174	266016385	Teosinte/Maize	Hypo	0.489035088	0.8375	0.835493827	0.849122807	0.883704453	0.402380952	0.819047619	0.845238095	0.852631579	0.858830541	0.319611529	0.497619048	0.817836257	0.35210084	0.798188406	0.925438596	0.422619048	0.492424242	0.675480368	0.488095238	1	0	0	NA	0.941666667	0	0.75	0.96875	0.803508772	0.69047619	0.5	NA	1	0	0.25	0.814814815	0.857142857	0.053571429	0.062559809	NA	0	0.421572872	0.003968254	0.017195767	0	0.023809524	0	0.127083333	0.010869565	0	0.005263158
CHG	1	266794561	266794815	Teosinte/Maize	Hyper	0.271794872	0.083333333	0.779662698	0.408311853	0.649382716	0.798611111	0.143609743	0.212222222	0.037356322	0.024038462	0.231884058	0.469169719	0.17962963	0.553333333	0.555442177	0.364166667	0.184027778	0.465909091	0.162037037	0.28525641	0.916666667	0.62745098	0.741025641	0.75	0.965277778	0.888666667	0.856380952	0.794871795	0.845833333	0.818181818	0.883333333	0.346230159	0.892216117	0.617222222	0.65	1	0.944444444	0.746774194	0.59516129	0.864737602	0.566009852	0.730569728	0.799039939	0.781865079	0.283397337	0.854761905	0.823792989	0.708739779	0.767857143	0.833234127	0.783726637
CHG	1	267356582	267357846	Teosinte/Maize	Hypo	0.5	0.525715309	0.867028061	0.896696198	0.881248194	0.819187128	0.845833333	0.568020674	0.583560746	0.769409783	0.88564493	0.815641618	0.603867424	0.473863423	NA	0.895493137	0.850566727	0.853258908	0.923807798	0.713045449	0.579166667	0.484516306	0.088636364	0	0.128431373	0.670644644	0.675438842	0.426076907	0.223665224	0.755667309	0.507798166	0.730695308	0.619586116	0.832993406	0.667222222	0.396285273	0.639838562	0.68780802	0.375072615	0.03554741	NA	0.024751166	0.485705226	0.039398905	0.383735786	0.531236205	0.035667956	0.571732185	0.714501134	0	0.00880902
CHG	1	268795615	268795722	Teosinte/Maize	Hypo	0.833333333	0.680586081	0.796703297	0.746581197	0.75	0.730311355	0.763888889	0.565384615	0.620512821	0.661111111	0.286691087	0.624725275	0.856063915	0.66012321	0.714285714	1	0.706926407	0.903846154	0.797557998	0.639084532	0.335714286	0.428571429	NA	0.035714286	0.142857143	NA	0	NA	NA	0	0.357142857	0	NA	0.471794872	NA	0	0.166666667	0.36534758	0.267812743	0	0	0.0118411	0.492084501	0.198304473	0.053387381	0.257511851	0.024300699	0.013986014	0.307693802	0.214285714	0.188271605
