Chr	Start	end	Freq	
Chr7	42000001	43000000	0	Chr
Chr7	43000001	44000000	1	Chr
Chr7	44000001	45000000	1	Chr
Chr7	45000001	46000000	1	Chr
Chr7	46000001	47000000	2	Chr
Chr7	47000001	48000000	2	Chr
Chr7	48000001	49000000	2	Chr
Chr7	49000001	50000000	3	Chr
Chr7	50000001	51000000	5	Chr
Chr7	51000001	52000000	2	Chr
Chr7	52000001	53000000	1	Chr
Chr7	53000001	54000000	0	Chr
Chr7	54000001	55000000	3	Chr
Chr7	55000001	56000000	5	Chr
Chr7	56000001	57000000	0	Chr
Chr7	57000001	58000000	1	Chr
Chr7	58000001	59000000	1	Chr
Chr7	59000001	60000000	0	Chr
Chr7	60000001	61000000	0	Chr
Chr7	61000001	62000000	0	Chr
Chr7	62000001	63000000	7	Chr
Chr7	63000001	64000000	2	Chr
Chr7	64000001	65000000	1	Chr
Chr7	65000001	66000000	1	Chr
Chr7	66000001	67000000	0	Chr
Chr7	67000001	68000000	1	Chr
Chr7	68000001	69000000	1	Chr
Chr7	69000001	70000000	5	Chr
Chr7	70000001	71000000	2	Chr
Chr7	71000001	72000000	1	Chr
Chr7	72000001	73000000	1	Chr
Chr7	73000001	74000000	7	Chr
Chr7	74000001	75000000	0	Chr
Chr7	75000001	76000000	6	Chr
Chr7	76000001	77000000	0	Chr
Chr7	77000001	78000000	0	Chr
Chr7	78000001	79000000	4	Chr
Chr7	79000001	80000000	2	Chr
Chr7	80000001	81000000	3	Chr
Chr7	81000001	82000000	4	Chr
Chr7	82000001	83000000	2	Chr
Chr7	83000001	84000000	3	Chr
Chr7	84000001	85000000	3	Chr
Chr7	85000001	86000000	0	Chr
Chr7	86000001	87000000	2	Chr
Chr7	87000001	88000000	2	Chr
Chr7	88000001	89000000	1	Chr
Chr7	89000001	90000000	0	Chr
Chr7	90000001	91000000	0	Chr
Chr7	91000001	92000000	2	Chr
Chr7	92000001	93000000	0	Chr
Chr7	93000001	94000000	1	Chr
Chr7	94000001	95000000	0	Chr
Chr7	95000001	96000000	1	Chr
Chr7	96000001	97000000	4	Chr
Chr7	97000001	98000000	0	Chr
Chr7	98000001	99000000	2	Chr
Chr7	99000001	100000000	3	Chr
Chr7	100000001	101000000	0	Chr
Chr7	101000001	102000000	3	Chr
Chr7	102000001	103000000	0	Chr
Chr7	103000001	104000000	1	Chr
Chr7	104000001	105000000	0	Chr
Chr7	105000001	106000000	0	Chr
Chr7	106000001	107000000	1	Chr
Chr7	107000001	108000000	1	Chr
Chr7	108000001	109000000	0	Chr
Chr7	109000001	110000000	0	Chr
Chr7	110000001	111000000	1	Chr
Chr7	111000001	112000000	0	Chr
Chr7	112000001	113000000	0	Chr
Chr7	113000001	114000000	1	Chr
Chr7	114000001	115000000	0	Chr
Chr7	115000001	116000000	2	Chr
Chr7	116000001	117000000	2	Chr
Chr7	117000001	118000000	0	Chr
Chr7	118000001	119000000	0	Chr
Chr7	119000001	120000000	2	Chr
Chr7	120000001	121000000	0	Chr
Chr7	121000001	122000000	2	Chr
Chr7	122000001	123000000	1	Chr
Chr7	123000001	124000000	2	Chr
Chr7	124000001	125000000	0	Chr
Chr7	125000001	126000000	0	Chr
Chr7	126000001	127000000	4	Chr
Chr7	127000001	128000000	3	Chr
Chr7	128000001	129000000	0	Chr
Chr7	129000001	130000000	1	Chr
Chr7	130000001	131000000	5	Chr
Chr7	131000001	132000000	1	Chr
Chr7	132000001	133000000	0	Chr
Chr7	133000001	134000000	0	Chr
Chr7	134000001	135000000	1	Chr
Chr7	135000001	136000000	0	Chr
Chr7	136000001	137000000	0	Chr
Chr7	137000001	138000000	1	Chr
Chr7	138000001	139000000	1	Chr
Chr7	139000001	140000000	4	Chr
Chr7	140000001	141000000	0	Chr
Chr7	141000001	142000000	2	Chr
Chr7	142000001	143000000	0	Chr
Chr7	143000001	144000000	0	Chr
Chr7	144000001	145000000	0	Chr
Chr7	145000001	146000000	0	Chr
Chr7	146000001	147000000	1	Chr
Chr7	147000001	148000000	5	Chr
Chr7	148000001	149000000	1	Chr
Chr7	149000001	150000000	1	Chr
Chr7	150000001	151000000	1	Chr
Chr7	151000001	152000000	1	Chr
Chr7	152000001	153000000	0	Chr
Chr7	153000001	154000000	1	Chr
Chr7	154000001	155000000	3	Chr
Chr7	155000001	156000000	3	Chr
Chr7	156000001	157000000	0	Chr
Chr7	157000001	158000000	0	Chr
Chr7	158000001	159000000	2	Chr
Chr7	159000001	160000000	0	Chr
Chr7	160000001	161000000	0	Chr
Chr7	161000001	162000000	3	Chr
Chr7	162000001	163000000	1	Chr
Chr7	163000001	164000000	0	Chr
Chr7	164000001	165000000	1	Chr
Chr7	165000001	166000000	0	Chr
Chr7	166000001	167000000	2	Chr
Chr7	167000001	168000000	0	Chr
Chr7	168000001	169000000	0	Chr
Chr7	169000001	170000000	0	Chr
Chr7	170000001	171000000	0	Chr
Chr7	171000001	172000000	0	Chr
Chr7	172000001	173000000	2	Chr
Chr7	173000001	174000000	0	Chr
Chr7	174000001	175000000	1	Chr
Chr7	175000001	176000000	1	Chr
Chr7	176000001	177000000	1	Chr
Chr7	177000001	178000000	2	Chr
Chr7	178000001	179000000	0	Chr
Chr7	179000001	180000000	0	Chr
Chr7	180000001	181000000	2	Chr
Chr7	181000001	182000000	2	Chr
Chr8	1	1000000	0	Chr
Chr8	1000001	2000000	0	Chr
Chr8	2000001	3000000	0	Chr
Chr8	3000001	4000000	1	Chr
Chr8	4000001	5000000	3	Chr
Chr8	5000001	6000000	0	Chr
Chr8	6000001	7000000	2	Chr
Chr8	7000001	8000000	0	Chr
Chr8	8000001	9000000	0	Chr
Chr8	9000001	10000000	0	Chr
Chr8	10000001	11000000	0	Chr
Chr8	11000001	12000000	0	Chr
Chr8	12000001	13000000	1	Chr
Chr8	13000001	14000000	1	Chr
Chr8	14000001	15000000	3	Chr
Chr8	15000001	16000000	4	Chr
Chr8	16000001	17000000	2	Chr
Chr8	17000001	18000000	0	Chr
Chr8	18000001	19000000	0	Chr
Chr8	19000001	20000000	0	Chr
Chr8	20000001	21000000	2	Chr
Chr8	21000001	22000000	0	Chr
Chr8	22000001	23000000	0	Chr
Chr8	23000001	24000000	1	Chr
Chr8	24000001	25000000	0	Chr
Chr8	25000001	26000000	1	Chr
Chr8	26000001	27000000	0	Chr
Chr8	27000001	28000000	0	Chr
Chr8	28000001	29000000	1	Chr
Chr8	29000001	30000000	3	Chr
Chr8	30000001	31000000	1	Chr
Chr8	31000001	32000000	1	Chr
Chr8	32000001	33000000	3	Chr
Chr8	33000001	34000000	0	Chr
Chr8	34000001	35000000	0	Chr
Chr8	35000001	36000000	0	Chr
Chr8	36000001	37000000	0	Chr
Chr8	37000001	38000000	1	Chr
Chr8	38000001	39000000	0	Chr
Chr8	39000001	40000000	0	Chr
Chr8	40000001	41000000	1	Chr
Chr8	41000001	42000000	0	Chr
Chr8	42000001	43000000	1	Chr
Chr8	43000001	44000000	0	Chr
Chr8	44000001	45000000	3	Chr
Chr8	45000001	46000000	0	Chr
Chr8	46000001	47000000	1	Chr
Chr8	47000001	48000000	3	Chr
Chr8	48000001	49000000	5	Chr
Chr8	49000001	50000000	0	Chr
Chr8	50000001	51000000	1	Chr
Chr8	51000001	52000000	2	Chr
Chr8	52000001	53000000	1	Chr
Chr8	53000001	54000000	1	Chr
Chr8	54000001	55000000	1	Chr
Chr8	55000001	56000000	0	Chr
Chr8	56000001	57000000	1	Chr
Chr8	57000001	58000000	1	Chr
Chr8	58000001	59000000	2	Chr
Chr8	59000001	60000000	0	Chr
Chr8	60000001	61000000	2	Chr
Chr8	61000001	62000000	4	Chr
Chr8	62000001	63000000	2	Chr
Chr8	63000001	64000000	1	Chr
Chr8	64000001	65000000	0	Chr
Chr8	65000001	66000000	2	Chr
Chr8	66000001	67000000	1	Chr
Chr8	67000001	68000000	3	Chr
Chr8	68000001	69000000	0	Chr
Chr8	69000001	70000000	1	Chr
Chr8	70000001	71000000	1	Chr
Chr8	71000001	72000000	2	Chr
Chr8	72000001	73000000	4	Chr
Chr8	73000001	74000000	0	Chr
Chr8	74000001	75000000	2	Chr
Chr8	75000001	76000000	4	Chr
Chr8	76000001	77000000	1	Chr
Chr8	77000001	78000000	0	Chr
Chr8	78000001	79000000	1	Chr
Chr8	79000001	80000000	5	Chr
Chr8	80000001	81000000	1	Chr
Chr8	81000001	82000000	1	Chr
Chr8	82000001	83000000	0	Chr
Chr8	83000001	84000000	0	Chr
Chr8	84000001	85000000	2	Chr
Chr8	85000001	86000000	0	Chr
Chr8	86000001	87000000	0	Chr
Chr8	87000001	88000000	1	Chr
Chr8	88000001	89000000	1	Chr
Chr8	89000001	90000000	2	Chr
Chr8	90000001	91000000	1	Chr
Chr8	91000001	92000000	1	Chr
Chr8	92000001	93000000	0	Chr
Chr8	93000001	94000000	0	Chr
Chr8	94000001	95000000	0	Chr
Chr8	95000001	96000000	0	Chr
Chr8	96000001	97000000	2	Chr
Chr8	97000001	98000000	1	Chr
Chr8	98000001	99000000	7	Chr
Chr8	99000001	100000000	6	Chr
Chr8	100000001	101000000	3	Chr
Chr8	101000001	102000000	2	Chr
Chr8	102000001	103000000	2	Chr
Chr8	103000001	104000000	1	Chr
Chr8	104000001	105000000	0	Chr
Chr8	105000001	106000000	1	Chr
Chr8	106000001	107000000	0	Chr
Chr8	107000001	108000000	3	Chr
Chr8	108000001	109000000	2	Chr
Chr8	109000001	110000000	0	Chr
Chr8	110000001	111000000	2	Chr
Chr8	111000001	112000000	0	Chr
Chr8	112000001	113000000	0	Chr
Chr8	113000001	114000000	0	Chr
Chr8	114000001	115000000	0	Chr
Chr8	115000001	116000000	3	Chr
Chr8	116000001	117000000	3	Chr
Chr8	117000001	118000000	0	Chr
Chr8	118000001	119000000	1	Chr
Chr8	119000001	120000000	0	Chr
Chr8	120000001	121000000	2	Chr
Chr8	121000001	122000000	0	Chr
Chr8	122000001	123000000	1	Chr
Chr8	123000001	124000000	0	Chr
Chr8	124000001	125000000	0	Chr
Chr8	125000001	126000000	0	Chr
Chr8	126000001	127000000	1	Chr
Chr8	127000001	128000000	0	Chr
Chr8	128000001	129000000	0	Chr
Chr8	129000001	130000000	1	Chr
Chr8	130000001	131000000	2	Chr
Chr8	131000001	132000000	0	Chr
Chr8	132000001	133000000	1	Chr
Chr8	133000001	134000000	0	Chr
Chr8	134000001	135000000	0	Chr
Chr8	135000001	136000000	1	Chr
Chr8	136000001	137000000	0	Chr
Chr8	137000001	138000000	1	Chr
Chr8	138000001	139000000	1	Chr
Chr8	139000001	140000000	0	Chr
Chr8	140000001	141000000	0	Chr
Chr8	141000001	142000000	0	Chr
Chr8	142000001	143000000	1	Chr
Chr8	143000001	144000000	2	Chr
Chr8	144000001	145000000	0	Chr
Chr8	145000001	146000000	0	Chr
Chr8	146000001	147000000	0	Chr
Chr8	147000001	148000000	0	Chr
Chr8	148000001	149000000	1	Chr
Chr8	149000001	150000000	1	Chr
Chr8	150000001	151000000	1	Chr
Chr8	151000001	152000000	0	Chr
Chr8	152000001	153000000	0	Chr
Chr8	153000001	154000000	0	Chr
Chr8	154000001	155000000	1	Chr
Chr8	155000001	156000000	1	Chr
Chr8	156000001	157000000	1	Chr
Chr8	157000001	158000000	0	Chr
Chr8	158000001	159000000	2	Chr
Chr8	159000001	160000000	3	Chr
Chr8	160000001	161000000	0	Chr
Chr8	161000001	162000000	2	Chr
Chr8	162000001	163000000	1	Chr
Chr8	163000001	164000000	1	Chr
Chr8	164000001	165000000	0	Chr
Chr8	165000001	166000000	1	Chr
Chr8	166000001	167000000	0	Chr
Chr8	167000001	168000000	1	Chr
Chr8	168000001	169000000	0	Chr
Chr8	169000001	170000000	1	Chr
Chr8	170000001	171000000	0	Chr
Chr8	171000001	172000000	2	Chr
Chr8	172000001	173000000	2	Chr
Chr8	173000001	174000000	2	Chr
Chr8	174000001	175000000	1	Chr
Chr8	175000001	176000000	0	Chr
Chr8	176000001	177000000	2	Chr
Chr8	177000001	178000000	0	Chr
Chr8	178000001	179000000	2	Chr
Chr8	179000001	180000000	0	Chr
Chr8	180000001	181000000	2	Chr
Chr9	1	1000000	1	Chr
Chr9	1000001	2000000	7	Chr
Chr9	2000001	3000000	1	Chr
Chr9	3000001	4000000	0	Chr
Chr9	4000001	5000000	2	Chr
Chr9	5000001	6000000	0	Chr
Chr9	6000001	7000000	1	Chr
Chr9	7000001	8000000	1	Chr
Chr9	8000001	9000000	0	Chr
Chr9	9000001	10000000	0	Chr
Chr9	10000001	11000000	2	Chr
Chr9	11000001	12000000	1	Chr
Chr9	12000001	13000000	1	Chr
Chr9	13000001	14000000	0	Chr
Chr9	14000001	15000000	3	Chr
Chr9	15000001	16000000	0	Chr
Chr9	16000001	17000000	2	Chr
Chr9	17000001	18000000	3	Chr
Chr9	18000001	19000000	1	Chr
Chr9	19000001	20000000	0	Chr
Chr9	20000001	21000000	1	Chr
Chr9	21000001	22000000	7	Chr
Chr9	22000001	23000000	2	Chr
Chr9	23000001	24000000	0	Chr
Chr9	24000001	25000000	3	Chr
Chr9	25000001	26000000	1	Chr
Chr9	26000001	27000000	0	Chr
Chr9	27000001	28000000	2	Chr
Chr9	28000001	29000000	1	Chr
Chr9	29000001	30000000	1	Chr
Chr9	30000001	31000000	0	Chr
Chr9	31000001	32000000	0	Chr
Chr9	32000001	33000000	0	Chr
Chr9	33000001	34000000	0	Chr
Chr9	34000001	35000000	1	Chr
Chr9	35000001	36000000	0	Chr
Chr9	36000001	37000000	11	Chr
Chr9	37000001	38000000	2	Chr
Chr9	38000001	39000000	0	Chr
Chr9	39000001	40000000	4	Chr
Chr9	40000001	41000000	0	Chr
Chr9	41000001	42000000	0	Chr
Chr9	42000001	43000000	0	Chr
Chr9	43000001	44000000	0	Chr
Chr9	44000001	45000000	0	Chr
Chr9	45000001	46000000	0	Chr
Chr9	46000001	47000000	0	Chr
Chr9	47000001	48000000	1	Chr
Chr9	48000001	49000000	0	Chr
Chr9	49000001	50000000	0	Chr
Chr9	50000001	51000000	2	Chr
Chr9	51000001	52000000	0	Chr
Chr9	52000001	53000000	1	Chr
Chr9	53000001	54000000	3	Chr
Chr9	54000001	55000000	3	Chr
Chr9	55000001	56000000	5	Chr
Chr9	56000001	57000000	1	Chr
Chr9	57000001	58000000	1	Chr
Chr9	58000001	59000000	2	Chr
Chr9	59000001	60000000	0	Chr
Chr9	60000001	61000000	8	Chr
Chr9	61000001	62000000	5	Chr
Chr9	62000001	63000000	1	Chr
Chr9	63000001	64000000	0	Chr
Chr9	64000001	65000000	1	Chr
Chr9	65000001	66000000	1	Chr
Chr9	66000001	67000000	1	Chr
Chr9	67000001	68000000	2	Chr
Chr9	68000001	69000000	1	Chr
Chr9	69000001	70000000	0	Chr
Chr9	70000001	71000000	0	Chr
Chr9	71000001	72000000	1	Chr
Chr9	72000001	73000000	1	Chr
Chr9	73000001	74000000	2	Chr
Chr9	74000001	75000000	0	Chr
Chr9	75000001	76000000	0	Chr
Chr9	76000001	77000000	0	Chr
Chr9	77000001	78000000	1	Chr
Chr9	78000001	79000000	1	Chr
Chr9	79000001	80000000	2	Chr
Chr9	80000001	81000000	0	Chr
Chr9	81000001	82000000	1	Chr
Chr9	82000001	83000000	0	Chr
Chr9	83000001	84000000	0	Chr
Chr9	84000001	85000000	0	Chr
Chr9	85000001	86000000	2	Chr
Chr9	86000001	87000000	2	Chr
Chr9	87000001	88000000	0	Chr
Chr9	88000001	89000000	0	Chr
Chr9	89000001	90000000	3	Chr
Chr9	90000001	91000000	0	Chr
Chr9	91000001	92000000	0	Chr
Chr9	92000001	93000000	0	Chr
Chr9	93000001	94000000	0	Chr
Chr9	94000001	95000000	1	Chr
Chr9	95000001	96000000	0	Chr
Chr9	96000001	97000000	1	Chr
Chr9	97000001	98000000	0	Chr
Chr9	98000001	99000000	0	Chr
Chr9	99000001	100000000	0	Chr
Chr9	100000001	101000000	0	Chr
Chr9	101000001	102000000	0	Chr
Chr9	102000001	103000000	0	Chr
Chr9	103000001	104000000	2	Chr
Chr9	104000001	105000000	2	Chr
Chr9	105000001	106000000	0	Chr
Chr9	106000001	107000000	1	Chr
Chr9	107000001	108000000	1	Chr
Chr9	108000001	109000000	4	Chr
Chr9	109000001	110000000	1	Chr
Chr9	110000001	111000000	0	Chr
Chr9	111000001	112000000	1	Chr
Chr9	112000001	113000000	0	Chr
Chr9	113000001	114000000	1	Chr
Chr9	114000001	115000000	0	Chr
Chr9	115000001	116000000	0	Chr
Chr9	116000001	117000000	0	Chr
Chr9	117000001	118000000	3	Chr
Chr9	118000001	119000000	1	Chr
Chr9	119000001	120000000	3	Chr
Chr9	120000001	121000000	4	Chr
Chr9	121000001	122000000	0	Chr
Chr9	122000001	123000000	3	Chr
Chr9	123000001	124000000	0	Chr
Chr9	124000001	125000000	1	Chr
Chr9	125000001	126000000	1	Chr
Chr9	126000001	127000000	1	Chr
Chr9	127000001	128000000	0	Chr
Chr9	128000001	129000000	4	Chr
Chr9	129000001	130000000	0	Chr
Chr9	130000001	131000000	3	Chr
Chr9	131000001	132000000	1	Chr
Chr9	132000001	133000000	2	Chr
Chr9	133000001	134000000	0	Chr
Chr9	134000001	135000000	1	Chr
Chr9	135000001	136000000	1	Chr
Chr9	136000001	137000000	1	Chr
Chr9	137000001	138000000	0	Chr
Chr9	138000001	139000000	1	Chr
Chr9	139000001	140000000	1	Chr
Chr9	140000001	141000000	1	Chr
Chr9	141000001	142000000	0	Chr
Chr9	142000001	143000000	0	Chr
Chr9	143000001	144000000	0	Chr
Chr9	144000001	145000000	7	Chr
Chr9	145000001	146000000	0	Chr
Chr9	146000001	147000000	1	Chr
Chr9	147000001	148000000	0	Chr
Chr9	148000001	149000000	4	Chr
Chr9	149000001	150000000	1	Chr
Chr9	150000001	151000000	1	Chr
Chr9	151000001	152000000	1	Chr
Chr9	152000001	153000000	0	Chr
Chr9	153000001	154000000	2	Chr
Chr9	154000001	155000000	1	Chr
Chr9	155000001	156000000	3	Chr
Chr9	156000001	157000000	0	Chr
Chr9	157000001	158000000	1	Chr
Chr9	158000001	159000000	0	Chr
Chr10	1	1000000	1	Chr
Chr10	1000001	2000000	3	Chr
Chr10	2000001	3000000	3	Chr
Chr10	3000001	4000000	0	Chr
Chr10	4000001	5000000	2	Chr
Chr10	5000001	6000000	0	Chr
Chr10	6000001	7000000	1	Chr
Chr10	7000001	8000000	2	Chr
Chr10	8000001	9000000	1	Chr
Chr10	9000001	10000000	0	Chr
Chr10	10000001	11000000	0	Chr
Chr10	11000001	12000000	0	Chr
Chr10	12000001	13000000	0	Chr
Chr10	13000001	14000000	0	Chr
Chr10	14000001	15000000	0	Chr
Chr10	15000001	16000000	1	Chr
Chr10	16000001	17000000	1	Chr
Chr10	17000001	18000000	0	Chr
Chr10	18000001	19000000	2	Chr
Chr10	19000001	20000000	1	Chr
Chr10	20000001	21000000	1	Chr
Chr10	21000001	22000000	2	Chr
Chr10	22000001	23000000	0	Chr
Chr10	23000001	24000000	0	Chr
Chr10	24000001	25000000	1	Chr
Chr10	25000001	26000000	1	Chr
Chr10	26000001	27000000	0	Chr
Chr10	27000001	28000000	0	Chr
Chr10	28000001	29000000	1	Chr
Chr10	29000001	30000000	0	Chr
Chr10	30000001	31000000	0	Chr
Chr10	31000001	32000000	3	Chr
Chr10	32000001	33000000	4	Chr
Chr10	33000001	34000000	2	Chr
Chr10	34000001	35000000	6	Chr
Chr10	35000001	36000000	5	Chr
Chr10	36000001	37000000	2	Chr
Chr10	37000001	38000000	1	Chr
Chr10	38000001	39000000	1	Chr
Chr10	39000001	40000000	2	Chr
Chr10	40000001	41000000	2	Chr
Chr10	41000001	42000000	1	Chr
Chr10	42000001	43000000	1	Chr
Chr10	43000001	44000000	2	Chr
Chr10	44000001	45000000	3	Chr
Chr10	45000001	46000000	3	Chr
Chr10	46000001	47000000	1	Chr
Chr10	47000001	48000000	2	Chr
Chr10	48000001	49000000	0	Chr
Chr10	49000001	50000000	0	Chr
Chr10	50000001	51000000	2	Chr
Chr10	51000001	52000000	3	Chr
Chr10	52000001	53000000	3	Chr
Chr10	53000001	54000000	2	Chr
Chr10	54000001	55000000	2	Chr
Chr10	55000001	56000000	0	Chr
Chr10	56000001	57000000	0	Chr
Chr10	57000001	58000000	0	Chr
Chr10	58000001	59000000	2	Chr
Chr10	59000001	60000000	0	Chr
Chr10	60000001	61000000	0	Chr
Chr10	61000001	62000000	0	Chr
Chr10	62000001	63000000	0	Chr
Chr10	63000001	64000000	0	Chr
Chr10	64000001	65000000	1	Chr
Chr10	65000001	66000000	1	Chr
Chr10	66000001	67000000	0	Chr
Chr10	67000001	68000000	3	Chr
Chr10	68000001	69000000	2	Chr
Chr10	69000001	70000000	2	Chr
Chr10	70000001	71000000	2	Chr
Chr10	71000001	72000000	1	Chr
Chr10	72000001	73000000	0	Chr
Chr10	73000001	74000000	0	Chr
Chr10	74000001	75000000	1	Chr
Chr10	75000001	76000000	0	Chr
Chr10	76000001	77000000	0	Chr
Chr10	77000001	78000000	0	Chr
Chr10	78000001	79000000	3	Chr
Chr10	79000001	80000000	0	Chr
Chr10	80000001	81000000	0	Chr
Chr10	81000001	82000000	1	Chr
Chr10	82000001	83000000	4	Chr
Chr10	83000001	84000000	3	Chr
Chr10	84000001	85000000	3	Chr
Chr10	85000001	86000000	0	Chr
Chr10	86000001	87000000	0	Chr
Chr10	87000001	88000000	0	Chr
Chr10	88000001	89000000	3	Chr
Chr10	89000001	90000000	0	Chr
Chr10	90000001	91000000	0	Chr
Chr10	91000001	92000000	1	Chr
Chr10	92000001	93000000	1	Chr
Chr10	93000001	94000000	0	Chr
Chr10	94000001	95000000	1	Chr
Chr10	95000001	96000000	0	Chr
Chr10	96000001	97000000	4	Chr
Chr10	97000001	98000000	0	Chr
Chr10	98000001	99000000	2	Chr
Chr10	99000001	100000000	0	Chr
Chr10	100000001	101000000	4	Chr
Chr10	101000001	102000000	3	Chr
Chr10	102000001	103000000	3	Chr
Chr10	103000001	104000000	1	Chr
Chr10	104000001	105000000	2	Chr
Chr10	105000001	106000000	5	Chr
Chr10	106000001	107000000	2	Chr
Chr10	107000001	108000000	3	Chr
Chr10	108000001	109000000	0	Chr
Chr10	109000001	110000000	0	Chr
Chr10	110000001	111000000	2	Chr
Chr10	111000001	112000000	0	Chr
Chr10	112000001	113000000	1	Chr
Chr10	113000001	114000000	0	Chr
Chr10	114000001	115000000	0	Chr
Chr10	115000001	116000000	1	Chr
Chr10	116000001	117000000	0	Chr
Chr10	117000001	118000000	1	Chr
Chr10	118000001	119000000	2	Chr
Chr10	119000001	120000000	1	Chr
Chr10	120000001	121000000	0	Chr
Chr10	121000001	122000000	0	Chr
Chr10	122000001	123000000	2	Chr
Chr10	123000001	124000000	0	Chr
Chr10	124000001	125000000	0	Chr
Chr10	125000001	126000000	1	Chr
Chr10	126000001	127000000	2	Chr
Chr10	127000001	128000000	0	Chr
Chr10	128000001	129000000	0	Chr
Chr10	129000001	130000000	2	Chr
Chr10	130000001	131000000	1	Chr
Chr10	131000001	132000000	1	Chr
Chr10	132000001	133000000	0	Chr
Chr10	133000001	134000000	0	Chr
Chr10	134000001	135000000	0	Chr
Chr10	135000001	136000000	1	Chr
Chr10	136000001	137000000	2	Chr
Chr10	137000001	138000000	0	Chr
Chr10	138000001	139000000	0	Chr
Chr10	139000001	140000000	3	Chr
Chr10	140000001	141000000	2	Chr
Chr10	141000001	142000000	3	Chr
Chr10	142000001	143000000	1	Chr
Chr10	143000001	144000000	5	Chr
Chr10	144000001	145000000	1	Chr
Chr10	145000001	146000000	0	Chr
Chr10	146000001	147000000	1	Chr
Chr10	147000001	148000000	4	Chr
Chr10	148000001	149000000	1	Chr
Chr10	149000001	150000000	2	Chr
